# Program:featureCounts v2.1.1; Command:"featureCounts" "-p" "-a" "Peve_lncRNA_for_counts.gtf" "-t" "lncRNA" "-g" "gene_id" "-o" "lncRNA_counts_matrix.txt" "RNA-POR-71.sorted.bam" "RNA-POR-73.sorted.bam" "RNA-POR-76.sorted.bam" "RNA-POR-79.sorted.bam" "RNA-POR-82.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	RNA-POR-71.sorted.bam	RNA-POR-73.sorted.bam	RNA-POR-76.sorted.bam	RNA-POR-79.sorted.bam	RNA-POR-82.sorted.bam
lncRNA_4288	Porites_evermani_scaffold_4078	3673	3881	+	209	0	0	31	0	0
lncRNA_4289	Porites_evermani_scaffold_408	199123	199350	+	228	0	0	24	0	0
lncRNA_4290	Porites_evermani_scaffold_4081	3757	4846	+	1090	487	164	455	105	412
lncRNA_4291	Porites_evermani_scaffold_4082	8699	8925	+	227	3	0	9	0	20
lncRNA_4292	Porites_evermani_scaffold_4083	2939	3254	+	316	0	0	32	0	0
lncRNA_4293	Porites_evermani_scaffold_4084	11	8062	+	8052	454	351	1352	291	773
lncRNA_4294	Porites_evermani_scaffold_4085	3193	4998	+	1806	360	778	1002	157	612
lncRNA_4295	Porites_evermani_scaffold_4087	7911	8164	+	254	0	1	12	5	6
lncRNA_4296	Porites_evermani_scaffold_4088	7973	18802	+	10830	263	21	16	27	276
lncRNA_4297	Porites_evermani_scaffold_4089	13227	15677	+	2451	48	0	50	0	0
lncRNA_4298	Porites_evermani_scaffold_4089	30298	31841	+	1544	59	1	71	0	87
lncRNA_4299	Porites_evermani_scaffold_409	45645	45873	+	229	14	0	36	1	7
lncRNA_4300	Porites_evermani_scaffold_409	213744	213992	+	249	0	0	24	0	2
lncRNA_4301	Porites_evermani_scaffold_409	239465	239678	+	214	1	0	24	2	0
lncRNA_4302	Porites_evermani_scaffold_4091	16460	18247	+	1788	6	1185	970	5	44
lncRNA_4303	Porites_evermani_scaffold_4094	288	13680	+	13393	276	118	713	165	522
lncRNA_4304	Porites_evermani_scaffold_41	600210	604315	+	4106	232	43	376	63	91
lncRNA_4305	Porites_evermani_scaffold_41	202183	204327	+	2145	9	7	11	49	14
lncRNA_4306	Porites_evermani_scaffold_41	222786	224753	+	1968	34	6	4	10	4
lncRNA_4307	Porites_evermani_scaffold_41	429010	429663	+	654	8303	228	729	2222	7812
lncRNA_4308	Porites_evermani_scaffold_41	71843	72344	+	502	0	0	44	0	0
lncRNA_4309	Porites_evermani_scaffold_41	579997	580290	+	294	6	10	38	0	8
lncRNA_4310	Porites_evermani_scaffold_410	107871	117421	+	9551	72	23	16	24	127
lncRNA_4311	Porites_evermani_scaffold_410	112120	114703	+	2584	0	0	0	0	0
lncRNA_4312	Porites_evermani_scaffold_410	112228	127751	+	15524	1593	115	986	301	1643
lncRNA_4313	Porites_evermani_scaffold_410	175017	175428	+	412	553	4	3	203	184
lncRNA_4314	Porites_evermani_scaffold_410	223564	225664	+	2101	719	260	89	317	162
lncRNA_4315	Porites_evermani_scaffold_4102	23400	23619	+	220	563	0	150	0	1
lncRNA_4316	Porites_evermani_scaffold_4104	26107	31512	+	5406	153	40	290	100	76
lncRNA_4317	Porites_evermani_scaffold_4108	14	4268	+	4255	55	19	63	18	39
lncRNA_4318	Porites_evermani_scaffold_411	86816	94151	+	7336	4	0	26	0	4
lncRNA_4319	Porites_evermani_scaffold_411	87105	94151	+	7047	0	0	0	0	0
lncRNA_4320	Porites_evermani_scaffold_411	117759	122975	+	5217	14611	2457	142	5306	16472
lncRNA_4321	Porites_evermani_scaffold_411	119674	122975	+	3302	0	0	0	0	0
lncRNA_4322	Porites_evermani_scaffold_411	46907	47305	+	399	22	2	15	0	2
lncRNA_4323	Porites_evermani_scaffold_4110	28585	28856	+	272	0	0	30	0	8
lncRNA_4324	Porites_evermani_scaffold_4113	910	2120	+	1211	158	73	152	58	191
lncRNA_4325	Porites_evermani_scaffold_4115	18074	18376	+	303	15	17	52	1	5
lncRNA_4326	Porites_evermani_scaffold_4115	18963	19872	+	910	185	3	0	0	64
lncRNA_4327	Porites_evermani_scaffold_4119	1175	1437	+	263	360	147	165	266	211
lncRNA_4328	Porites_evermani_scaffold_412	15441	17803	+	2363	71	15	45	7	87
lncRNA_4329	Porites_evermani_scaffold_412	16049	17803	+	1755	0	0	0	0	0
lncRNA_4330	Porites_evermani_scaffold_412	146640	153893	+	7254	226	4	12	3078	4
lncRNA_4331	Porites_evermani_scaffold_4120	210	3360	+	3151	1837	431	1071	226	3546
lncRNA_4332	Porites_evermani_scaffold_4125	23471	26927	+	3457	500	339	365	73	564
lncRNA_4333	Porites_evermani_scaffold_4125	30004	30713	+	710	76	45	89	19	95
lncRNA_4334	Porites_evermani_scaffold_4126	25220	25604	+	385	24	45	39	40	76
lncRNA_4335	Porites_evermani_scaffold_4129	1680	2330	+	651	51	16	27	39	80
lncRNA_4336	Porites_evermani_scaffold_4130	359	11643	+	11285	372	114	193	61	588
lncRNA_4337	Porites_evermani_scaffold_4132	1444	1839	+	396	12	0	1	0	0
lncRNA_4338	Porites_evermani_scaffold_4132	2939	3373	+	435	127	6	1	37	0
lncRNA_4339	Porites_evermani_scaffold_4135	26792	31055	+	4264	0	0	0	0	0
lncRNA_4340	Porites_evermani_scaffold_4135	26848	31055	+	4208	0	0	0	0	0
lncRNA_4341	Porites_evermani_scaffold_4136	1042	1562	+	521	7	0	117	14	69
lncRNA_4342	Porites_evermani_scaffold_414	53725	54108	+	384	4	10	58	0	0
lncRNA_4343	Porites_evermani_scaffold_4140	16142	17925	+	1784	8	2	967	0	0
lncRNA_4344	Porites_evermani_scaffold_4140	25641	27540	+	1900	6	0	541	0	0
lncRNA_4345	Porites_evermani_scaffold_4140	4260	4950	+	691	2	0	77	0	0
lncRNA_4346	Porites_evermani_scaffold_4140	5161	5384	+	224	3	10	94	10	8
lncRNA_4347	Porites_evermani_scaffold_4146	1259	2356	+	1098	5	3	66	0	6
lncRNA_4348	Porites_evermani_scaffold_415	81190	83423	+	2234	32	36	84	38	56
lncRNA_4349	Porites_evermani_scaffold_415	98302	100157	+	1856	7	4	50	25	8
lncRNA_4350	Porites_evermani_scaffold_4151	28390	31278	+	2889	1206	5	37	1253	1264
lncRNA_4351	Porites_evermani_scaffold_4152	30875	31263	+	389	784	383	732	909	1350
lncRNA_4352	Porites_evermani_scaffold_4155	501	4654	+	4154	589	155	302	422	380
lncRNA_4353	Porites_evermani_scaffold_4155	2483	4533	+	2051	0	0	0	0	0
lncRNA_4354	Porites_evermani_scaffold_4157	6226	7654	+	1429	14	47	60	13	6
lncRNA_4355	Porites_evermani_scaffold_4159	28099	30399	+	2301	789	441	1288	529	1025
lncRNA_4356	Porites_evermani_scaffold_416	1	1489	+	1489	63	20	158	83	90
lncRNA_4357	Porites_evermani_scaffold_416	233966	241931	+	7966	719	475	1605	442	961
lncRNA_4358	Porites_evermani_scaffold_416	96167	96547	+	381	0	0	30	0	0
lncRNA_4359	Porites_evermani_scaffold_416	199060	199260	+	201	0	2	24	0	0
lncRNA_4360	Porites_evermani_scaffold_4160	10585	10930	+	346	0	0	20	5	7
lncRNA_4361	Porites_evermani_scaffold_417	92730	94412	+	1683	77	0	28	2	10
lncRNA_4362	Porites_evermani_scaffold_417	70083	70364	+	282	0	4	24	0	11
lncRNA_4363	Porites_evermani_scaffold_4175	22362	29533	+	7172	7	45	0	0	85
lncRNA_4364	Porites_evermani_scaffold_4175	528	4837	+	4310	0	0	0	0	0
lncRNA_4365	Porites_evermani_scaffold_4175	528	7625	+	7098	0	0	0	0	0
lncRNA_4366	Porites_evermani_scaffold_4175	528	8524	+	7997	0	0	0	0	0
lncRNA_4367	Porites_evermani_scaffold_4175	562	8524	+	7963	0	0	0	0	0
lncRNA_4368	Porites_evermani_scaffold_4176	23816	24091	+	276	0	0	30	0	2
lncRNA_4369	Porites_evermani_scaffold_4179	246	3167	+	2922	8	37	232	18	45
lncRNA_4370	Porites_evermani_scaffold_418	202388	204876	+	2489	0	0	32	6	0
lncRNA_4371	Porites_evermani_scaffold_418	219534	221124	+	1591	28	4	46	10	12
lncRNA_4372	Porites_evermani_scaffold_418	227130	230368	+	3239	0	0	0	0	0
lncRNA_4373	Porites_evermani_scaffold_418	227139	230368	+	3230	0	0	0	0	0
lncRNA_4374	Porites_evermani_scaffold_418	243888	244830	+	943	6	8	0	253	8
lncRNA_4375	Porites_evermani_scaffold_418	10567	10827	+	261	6	2	0	2	15
lncRNA_4376	Porites_evermani_scaffold_418	61584	61978	+	395	72	0	0	0	96
lncRNA_4377	Porites_evermani_scaffold_4181	20939	22708	+	1770	30244	31730	49539	28102	49042
lncRNA_4378	Porites_evermani_scaffold_4181	23332	26487	+	3156	81062	65735	90971	56574	103926
lncRNA_4379	Porites_evermani_scaffold_4184	27073	29580	+	2508	786	582	843	1286	383
lncRNA_4380	Porites_evermani_scaffold_4184	4027	4259	+	233	0	2	28	0	11
lncRNA_4381	Porites_evermani_scaffold_4186	1	4543	+	4543	1	0	71	17	4
lncRNA_4382	Porites_evermani_scaffold_4186	22329	23116	+	788	0	6	138	27	223
lncRNA_4383	Porites_evermani_scaffold_4186	23408	24451	+	1044	0	0	76	15	106
lncRNA_4384	Porites_evermani_scaffold_4189	18410	18644	+	235	12	7	36	4	9
lncRNA_4385	Porites_evermani_scaffold_419	249050	250166	+	1117	0	0	0	10	40
lncRNA_4386	Porites_evermani_scaffold_419	214261	214517	+	257	0	34	30	0	2
lncRNA_4387	Porites_evermani_scaffold_4191	1	203	+	203	23	0	10	0	2
lncRNA_4388	Porites_evermani_scaffold_4196	16701	17590	+	890	106	56	159	87	165
lncRNA_4389	Porites_evermani_scaffold_4196	16194	16444	+	251	11	9	38	3	3
lncRNA_4390	Porites_evermani_scaffold_4198	19306	20743	+	1438	6	0	90	0	2
lncRNA_4391	Porites_evermani_scaffold_42	392152	395843	+	3692	290	11	7	71	350
lncRNA_4392	Porites_evermani_scaffold_42	580338	584614	+	4277	196	197	300	581	233
lncRNA_4393	Porites_evermani_scaffold_42	586386	587625	+	1240	222	116	298	347	196
lncRNA_4394	Porites_evermani_scaffold_42	60420	60643	+	224	16	0	33	12	13
lncRNA_4395	Porites_evermani_scaffold_42	70058	70303	+	246	16	22	26	0	11
lncRNA_4396	Porites_evermani_scaffold_420	30253	31950	+	1698	221	297	374	176	323
lncRNA_4397	Porites_evermani_scaffold_4202	8897	12270	+	3374	196	56	2	108	260
lncRNA_4398	Porites_evermani_scaffold_4202	10310	12270	+	1961	0	0	0	0	0
lncRNA_4399	Porites_evermani_scaffold_4204	12390	23341	+	10952	38	40	141	69	74
lncRNA_4400	Porites_evermani_scaffold_4204	1300	2143	+	844	39	3	71	35	79
lncRNA_4401	Porites_evermani_scaffold_421	174107	174794	+	688	1200	825	664	430	1199
lncRNA_4402	Porites_evermani_scaffold_4212	13175	16933	+	3759	2	2	238	2	22
lncRNA_4403	Porites_evermani_scaffold_4212	4985	5462	+	478	2	0	115	55	16
lncRNA_4404	Porites_evermani_scaffold_4215	634	5219	+	4586	87	11	114	68	137
lncRNA_4405	Porites_evermani_scaffold_4215	8668	8911	+	244	16	0	55	7	20
lncRNA_4406	Porites_evermani_scaffold_4215	9904	10130	+	227	30	0	52	5	33
lncRNA_4407	Porites_evermani_scaffold_4216	14301	14501	+	201	325	317	151	123	391
lncRNA_4408	Porites_evermani_scaffold_4219	21369	21606	+	238	0	0	42	0	42
lncRNA_4409	Porites_evermani_scaffold_422	154061	157030	+	2970	98	16	15	31	64
lncRNA_4410	Porites_evermani_scaffold_422	18069	18465	+	397	17	44	60	1	0
lncRNA_4411	Porites_evermani_scaffold_422	183282	183520	+	239	30	2	14	0	0
lncRNA_4412	Porites_evermani_scaffold_422	204223	204523	+	301	2	0	28	0	0
lncRNA_4413	Porites_evermani_scaffold_422	226148	226468	+	321	2	0	28	2	6
lncRNA_4414	Porites_evermani_scaffold_422	237942	238261	+	320	38	2	0	34	11
lncRNA_4415	Porites_evermani_scaffold_4220	12457	14934	+	2478	6	0	82	0	12
lncRNA_4416	Porites_evermani_scaffold_4220	16005	16274	+	270	0	10	28	0	2
lncRNA_4417	Porites_evermani_scaffold_4221	5193	5671	+	479	40	0	82	4	54
lncRNA_4418	Porites_evermani_scaffold_4222	17642	19281	+	1640	119	2	6	29	65
lncRNA_4419	Porites_evermani_scaffold_4225	28221	28437	+	217	15	0	19	0	14
lncRNA_4420	Porites_evermani_scaffold_4226	8648	12328	+	3681	9	26	91	0	13
lncRNA_4421	Porites_evermani_scaffold_4226	171	1110	+	940	10	18	127	0	56
lncRNA_4422	Porites_evermani_scaffold_4226	1367	2263	+	897	45	15	151	0	93
lncRNA_4423	Porites_evermani_scaffold_4226	3135	4330	+	1196	20	40	162	0	32
lncRNA_4424	Porites_evermani_scaffold_4226	5795	6054	+	260	8	1	67	0	1
lncRNA_4425	Porites_evermani_scaffold_4226	7482	7726	+	245	15	12	52	0	3
lncRNA_4426	Porites_evermani_scaffold_4226	13115	13625	+	511	8	11	86	0	8
lncRNA_4427	Porites_evermani_scaffold_4228	18527	24239	+	5713	8	21	82	45	47
lncRNA_4428	Porites_evermani_scaffold_4228	21279	24724	+	3446	0	0	0	0	0
lncRNA_4429	Porites_evermani_scaffold_4228	24224	24724	+	501	0	0	0	0	0
lncRNA_4430	Porites_evermani_scaffold_4228	7677	7889	+	213	0	0	30	0	1
lncRNA_4431	Porites_evermani_scaffold_4229	23114	23390	+	277	25	32	125	0	4
lncRNA_4432	Porites_evermani_scaffold_423	211688	214464	+	2777	712	316	904	480	882
lncRNA_4433	Porites_evermani_scaffold_423	247401	248148	+	748	50	6	249	0	8
lncRNA_4434	Porites_evermani_scaffold_4231	6467	6717	+	251	0	2	0	0	44
lncRNA_4435	Porites_evermani_scaffold_4233	20798	21535	+	738	0	0	78	1	2
lncRNA_4436	Porites_evermani_scaffold_4234	12100	12558	+	459	354	0	2	12	511
lncRNA_4437	Porites_evermani_scaffold_4234	12846	13090	+	245	88	0	2	0	71
lncRNA_4438	Porites_evermani_scaffold_4234	15607	19111	+	3505	80	25	26	48	106
lncRNA_4439	Porites_evermani_scaffold_424	232664	233109	+	446	47	11	47	16	40
lncRNA_4440	Porites_evermani_scaffold_4241	4261	4478	+	218	7	0	17	3	0
lncRNA_4441	Porites_evermani_scaffold_4241	16839	17043	+	205	0	0	24	0	0
lncRNA_4442	Porites_evermani_scaffold_4244	510	790	+	281	0	2	27	0	6
lncRNA_4443	Porites_evermani_scaffold_425	3467	4138	+	672	0	84	0	0	0
lncRNA_4444	Porites_evermani_scaffold_425	136970	137213	+	244	2	0	25	0	4
lncRNA_4445	Porites_evermani_scaffold_425	138717	138923	+	207	5	6	22	7	4
lncRNA_4446	Porites_evermani_scaffold_4254	1140	2961	+	1822	0	0	0	0	0
lncRNA_4447	Porites_evermani_scaffold_4254	1140	3779	+	2640	0	0	0	0	0
lncRNA_4448	Porites_evermani_scaffold_4254	1140	19409	+	18270	597	38	170	160	153
lncRNA_4449	Porites_evermani_scaffold_426	223966	224411	+	446	2	0	101	1	14
lncRNA_4450	Porites_evermani_scaffold_4265	19726	20129	+	404	0	0	50	0	1
lncRNA_4451	Porites_evermani_scaffold_4268	22078	25864	+	3787	12	13	86	25	1
lncRNA_4452	Porites_evermani_scaffold_427	6696	7745	+	1050	626	88	187	159	898
lncRNA_4453	Porites_evermani_scaffold_427	269398	270449	+	1052	0	0	0	0	6
lncRNA_4454	Porites_evermani_scaffold_427	172817	173033	+	217	2	37	50	7	1
lncRNA_4455	Porites_evermani_scaffold_4270	4	292	+	289	7	0	0	67	10
lncRNA_4456	Porites_evermani_scaffold_4273	28554	29352	+	799	7717	1185	2419	1508	7359
lncRNA_4457	Porites_evermani_scaffold_428	1956	3947	+	1992	531	42	486	614	23
lncRNA_4458	Porites_evermani_scaffold_428	211661	211968	+	308	2	3	49	5	5
lncRNA_4459	Porites_evermani_scaffold_428	270203	270459	+	257	5	8	84	7	21
lncRNA_4460	Porites_evermani_scaffold_4283	24717	25369	+	653	9	0	83	7	32
lncRNA_4461	Porites_evermani_scaffold_4283	28135	29131	+	997	39	1	163	18	88
lncRNA_4462	Porites_evermani_scaffold_4284	6540	11412	+	4873	26	104	530	35	214
lncRNA_4463	Porites_evermani_scaffold_4285	9631	10133	+	503	0	6	58	4	1
lncRNA_4464	Porites_evermani_scaffold_4289	27407	27616	+	210	0	0	1	0	84
lncRNA_4465	Porites_evermani_scaffold_429	44321	54366	+	10046	660	64	848	414	653
lncRNA_4466	Porites_evermani_scaffold_429	229704	229973	+	270	1	4	35	10	22
lncRNA_4467	Porites_evermani_scaffold_4290	6786	11219	+	4434	107	27	37	52	46
lncRNA_4468	Porites_evermani_scaffold_4295	28536	28897	+	362	2	0	50	3	2
lncRNA_4469	Porites_evermani_scaffold_4296	8444	11445	+	3002	0	0	40	0	10
lncRNA_4470	Porites_evermani_scaffold_4298	27270	28151	+	882	7	24	44	42	141
lncRNA_4471	Porites_evermani_scaffold_43	111476	113910	+	2435	82	18	108	55	131
lncRNA_4472	Porites_evermani_scaffold_43	223764	223967	+	204	0	0	36	2	0
lncRNA_4473	Porites_evermani_scaffold_43	289747	290584	+	838	54	0	0	0	0
lncRNA_4474	Porites_evermani_scaffold_43	415962	417743	+	1782	277	25	308	24	329
lncRNA_4475	Porites_evermani_scaffold_43	446359	446618	+	260	0	0	23	0	4
lncRNA_4476	Porites_evermani_scaffold_43	483298	483702	+	405	24	5	30	20	5
lncRNA_4477	Porites_evermani_scaffold_43	494154	494764	+	611	23	0	103	16	15
lncRNA_4478	Porites_evermani_scaffold_43	503011	503247	+	237	0	0	32	2	0
lncRNA_4479	Porites_evermani_scaffold_43	734378	735599	+	1222	5	26	2	19	167
lncRNA_4480	Porites_evermani_scaffold_430	135425	135946	+	522	68	22	91	24	71
lncRNA_4481	Porites_evermani_scaffold_4302	13985	16373	+	2389	0	200	57	626	0
lncRNA_4482	Porites_evermani_scaffold_4304	1	2915	+	2915	461	30	350	250	523
lncRNA_4483	Porites_evermani_scaffold_4304	4227	7432	+	3206	0	36	363	255	153
lncRNA_4484	Porites_evermani_scaffold_4306	15670	16121	+	452	18	13	73	15	54
lncRNA_4485	Porites_evermani_scaffold_4306	16345	19489	+	3145	14	4	55	14	17
lncRNA_4486	Porites_evermani_scaffold_4307	6260	6626	+	367	0	1	55	0	1
lncRNA_4487	Porites_evermani_scaffold_4308	12478	13184	+	707	22	20	65	0	0
lncRNA_4488	Porites_evermani_scaffold_4308	1358	1675	+	318	23	0	30	0	0
lncRNA_4489	Porites_evermani_scaffold_4308	4649	5259	+	611	10	13	83	8	0
lncRNA_4490	Porites_evermani_scaffold_4308	5968	6286	+	319	14	15	45	0	0
lncRNA_4491	Porites_evermani_scaffold_4309	21258	21563	+	306	0	0	42	0	0
lncRNA_4492	Porites_evermani_scaffold_431	107251	108121	+	871	1329	1047	1743	413	2020
lncRNA_4493	Porites_evermani_scaffold_431	99187	99596	+	410	31	12	36	11	22
lncRNA_4494	Porites_evermani_scaffold_4312	2679	4116	+	1438	19	3	84	5	62
lncRNA_4495	Porites_evermani_scaffold_4315	25322	28366	+	3045	209	0	4	0	2
lncRNA_4496	Porites_evermani_scaffold_4316	8581	9010	+	430	65	0	0	0	0
lncRNA_4497	Porites_evermani_scaffold_432	242195	253866	+	11672	4	8	65	37	20
lncRNA_4498	Porites_evermani_scaffold_432	182	6546	+	6365	44	1	0	87	314
lncRNA_4499	Porites_evermani_scaffold_432	237454	237940	+	487	18	10	64	6	2
lncRNA_4500	Porites_evermani_scaffold_4323	11836	12118	+	283	6	0	24	0	2
lncRNA_4501	Porites_evermani_scaffold_4327	22925	25535	+	2611	44	0	4	32	2
lncRNA_4502	Porites_evermani_scaffold_433	11364	11754	+	391	11	0	59	11	22
lncRNA_4503	Porites_evermani_scaffold_433	35519	35997	+	479	0	0	72	6	15
lncRNA_4504	Porites_evermani_scaffold_433	36484	36946	+	463	1	0	64	0	8
lncRNA_4505	Porites_evermani_scaffold_4330	16590	23626	+	7037	9	11	75	3	31
lncRNA_4506	Porites_evermani_scaffold_4337	127	1007	+	881	43	91	57	97	130
lncRNA_4507	Porites_evermani_scaffold_4338	23610	28042	+	4433	10	0	116	51	4
lncRNA_4508	Porites_evermani_scaffold_4338	15132	15394	+	263	0	0	24	0	0
lncRNA_4509	Porites_evermani_scaffold_434	193163	197120	+	3958	59	2	88	33	31
lncRNA_4510	Porites_evermani_scaffold_434	49231	49581	+	351	15	0	56	6	0
lncRNA_4511	Porites_evermani_scaffold_4341	6710	7700	+	991	156	177	84	196	1462
lncRNA_4512	Porites_evermani_scaffold_4342	22190	22762	+	573	14	0	124	27	2
lncRNA_4513	Porites_evermani_scaffold_4348	21513	22866	+	1354	407	0	0	22	3
lncRNA_4514	Porites_evermani_scaffold_4348	14128	15167	+	1040	77	0	0	0	0
lncRNA_4515	Porites_evermani_scaffold_435	212355	234431	+	22077	196	51	212	112	101
lncRNA_4516	Porites_evermani_scaffold_435	45272	46577	+	1306	51	17	170	15	78
lncRNA_4517	Porites_evermani_scaffold_435	51892	52134	+	243	0	0	40	0	0
lncRNA_4518	Porites_evermani_scaffold_435	160494	160759	+	266	2	0	40	0	1
lncRNA_4519	Porites_evermani_scaffold_435	164758	164968	+	211	1	0	36	0	2
lncRNA_4520	Porites_evermani_scaffold_436	125690	125911	+	222	5	2	0	10	43
lncRNA_4521	Porites_evermani_scaffold_4360	26035	27795	+	1761	19	1137	1	47	21
lncRNA_4522	Porites_evermani_scaffold_437	14393	18879	+	4487	21	0	0	1	4
lncRNA_4523	Porites_evermani_scaffold_437	14792	19757	+	4966	3	0	0	0	0
lncRNA_4524	Porites_evermani_scaffold_437	258052	262188	+	4137	5	10	536	32	378
lncRNA_4525	Porites_evermani_scaffold_437	25411	25637	+	227	4	0	26	0	0
lncRNA_4526	Porites_evermani_scaffold_437	180231	180461	+	231	1	0	30	2	14
lncRNA_4527	Porites_evermani_scaffold_437	256717	256954	+	238	0	1	36	0	0
lncRNA_4528	Porites_evermani_scaffold_437	263824	264203	+	380	12	5	38	2	11
lncRNA_4529	Porites_evermani_scaffold_4377	8216	8571	+	356	26	0	60	12	1
lncRNA_4530	Porites_evermani_scaffold_4377	11209	12287	+	1079	15	0	333	121	45
lncRNA_4531	Porites_evermani_scaffold_438	93432	94782	+	1351	0	1	34	0	2
lncRNA_4532	Porites_evermani_scaffold_438	171440	171652	+	213	29	0	17	10	13
lncRNA_4533	Porites_evermani_scaffold_438	267766	268089	+	324	11	0	50	0	18
lncRNA_4534	Porites_evermani_scaffold_4386	5668	10635	+	4968	761	146	76	46	250
lncRNA_4535	Porites_evermani_scaffold_4387	17083	22126	+	5044	393	2	24	55	127
lncRNA_4536	Porites_evermani_scaffold_439	5529	7253	+	1725	108	18	283	47	54
lncRNA_4537	Porites_evermani_scaffold_439	61184	61866	+	683	4	10	96	31	6
lncRNA_4538	Porites_evermani_scaffold_439	95962	96242	+	281	0	2	41	0	0
lncRNA_4539	Porites_evermani_scaffold_439	145239	145530	+	292	0	0	64	0	2
lncRNA_4540	Porites_evermani_scaffold_439	151783	152192	+	410	20	4	49	0	37
lncRNA_4541	Porites_evermani_scaffold_4397	24039	24399	+	361	0	0	48	0	0
lncRNA_4542	Porites_evermani_scaffold_4399	26829	27154	+	326	25	0	89	10	18
lncRNA_4543	Porites_evermani_scaffold_44	280138	281857	+	1720	6	0	26	0	0
lncRNA_4544	Porites_evermani_scaffold_44	469055	480436	+	11382	488	207	244	202	519
lncRNA_4545	Porites_evermani_scaffold_44	22259	22750	+	492	8	4	89	5	34
lncRNA_4546	Porites_evermani_scaffold_44	23335	23547	+	213	1	0	30	9	0
lncRNA_4547	Porites_evermani_scaffold_44	108309	109148	+	840	74	0	179	90	3
lncRNA_4548	Porites_evermani_scaffold_44	457711	458220	+	510	90	2	12	4	61
lncRNA_4549	Porites_evermani_scaffold_44	582515	582823	+	309	0	0	32	3	0
lncRNA_4550	Porites_evermani_scaffold_44	665538	665922	+	385	14	73	2	133	757
lncRNA_4551	Porites_evermani_scaffold_4401	1	4924	+	4924	140	116	115	187	446
lncRNA_4552	Porites_evermani_scaffold_4401	21478	22722	+	1245	137	86	67	28	152
lncRNA_4553	Porites_evermani_scaffold_4403	22493	22693	+	201	9	6	11	3	13
lncRNA_4554	Porites_evermani_scaffold_4408	15511	15805	+	295	0	3	26	0	23
lncRNA_4555	Porites_evermani_scaffold_441	102766	109061	+	6296	111	91	285	38	80
lncRNA_4556	Porites_evermani_scaffold_4410	9317	9549	+	233	0	0	24	0	22
lncRNA_4557	Porites_evermani_scaffold_4414	20168	21375	+	1208	0	0	47	0	4
lncRNA_4558	Porites_evermani_scaffold_4415	1	433	+	433	321	124	105	46	909
lncRNA_4559	Porites_evermani_scaffold_4417	385	1258	+	874	0	0	0	0	0
lncRNA_4560	Porites_evermani_scaffold_4417	435	1258	+	824	0	0	0	0	0
lncRNA_4561	Porites_evermani_scaffold_4417	6084	6828	+	745	2	43	53	23	71
lncRNA_4562	Porites_evermani_scaffold_442	67129	67358	+	230	3	4	32	7	6
lncRNA_4563	Porites_evermani_scaffold_4425	24869	26497	+	1629	31	10	47	9	0
lncRNA_4564	Porites_evermani_scaffold_4427	13972	17225	+	3254	18	3	11	7	18
lncRNA_4565	Porites_evermani_scaffold_4427	23261	26297	+	3037	43	3	1	0	105
lncRNA_4566	Porites_evermani_scaffold_443	1061	1812	+	752	33	3	39	3	91
lncRNA_4567	Porites_evermani_scaffold_443	101414	101642	+	229	0	2	28	0	0
lncRNA_4568	Porites_evermani_scaffold_443	149921	150168	+	248	35	10	0	0	0
lncRNA_4569	Porites_evermani_scaffold_4438	22681	24728	+	2048	161	0	48	13	47
lncRNA_4570	Porites_evermani_scaffold_4438	25237	26425	+	1189	208	0	265	39	330
lncRNA_4571	Porites_evermani_scaffold_4439	12439	15711	+	3273	46	16	10	0	36
lncRNA_4572	Porites_evermani_scaffold_4439	22550	26115	+	3566	72	13	0	0	64
lncRNA_4573	Porites_evermani_scaffold_444	144731	166159	+	21429	0	0	0	0	0
lncRNA_4574	Porites_evermani_scaffold_444	144749	166159	+	21411	0	0	0	0	0
lncRNA_4575	Porites_evermani_scaffold_4444	3647	3860	+	214	5	0	26	0	0
lncRNA_4576	Porites_evermani_scaffold_4444	21291	21866	+	576	37	13	115	39	56
lncRNA_4577	Porites_evermani_scaffold_4445	22799	25790	+	2992	549	263	317	107	536
lncRNA_4578	Porites_evermani_scaffold_445	90186	94287	+	4102	110	14	20	577	183
lncRNA_4579	Porites_evermani_scaffold_445	146954	149227	+	2274	864	246	400	308	1198
lncRNA_4580	Porites_evermani_scaffold_445	100215	100604	+	390	5	0	76	0	4
lncRNA_4581	Porites_evermani_scaffold_445	102459	102754	+	296	0	2	48	0	8
lncRNA_4582	Porites_evermani_scaffold_4454	12094	14977	+	2884	17	18	130	83	215
lncRNA_4583	Porites_evermani_scaffold_4454	2666	8668	+	6003	70	69	135	50	269
lncRNA_4584	Porites_evermani_scaffold_4455	25901	26231	+	331	15	1	40	2	57
lncRNA_4585	Porites_evermani_scaffold_446	54763	55016	+	254	2	0	29	0	2
lncRNA_4586	Porites_evermani_scaffold_446	108439	108692	+	254	0	0	24	0	0
lncRNA_4587	Porites_evermani_scaffold_446	173600	173931	+	332	0	11	64	27	2
lncRNA_4588	Porites_evermani_scaffold_4460	24	1006	+	983	2	1	91	5	2
lncRNA_4589	Porites_evermani_scaffold_4460	7165	7513	+	349	51	0	67	18	37
lncRNA_4590	Porites_evermani_scaffold_4465	3802	4992	+	1191	40	46	242	68	48
lncRNA_4591	Porites_evermani_scaffold_4467	20944	21154	+	211	17	14	56	10	5
