Coords	Name	MIRNA	sRNA-ACR-140-S1-TP2_R1_001.fastp-R1-31bp-auto_adapters-polyG	sRNA-ACR-145-S1-TP2_R1_001.fastp-R1-31bp-auto_adapters-polyG	sRNA-ACR-150-S1-TP2_R1_001.fastp-R1-31bp-auto_adapters-polyG	sRNA-ACR-173-S1-TP2_R1_001.fastp-R1-31bp-auto_adapters-polyG	sRNA-ACR-178-S1-TP2_R1_001.fastp-R1-31bp-auto_adapters-polyG
NC_058076.1:2718969-2719384	Cluster_9153	N	0	2	122	0	0
NC_058076.1:2799218-2799647	Cluster_9154	N	144	0	0	0	0
NC_058076.1:2810529-2810944	Cluster_9155	N	38	33	5	9	0
NC_058076.1:2961046-2961480	Cluster_9156	N	12	1295	33	6	13
NC_058076.1:3098752-3099184	Cluster_9157	N	13	223	76	35	6
NC_058076.1:3202566-3202990	Cluster_9158	N	94	0	0	0	1
NC_058076.1:3209338-3209764	Cluster_9159	N	162	0	0	0	1
NC_058076.1:3259578-3260007	Cluster_9160	N	73	71	74	19	28
NC_058076.1:3292801-3293277	Cluster_9161	N	1073	837	3745	1017	1821
NC_058076.1:3417089-3417846	Cluster_9162	N	120	0	23	47	2
NC_058076.1:3542151-3542578	Cluster_9163	N	3	599	2	0	1
NC_058076.1:3565405-3565834	Cluster_9164	N	0	637	0	0	0
NC_058076.1:3632804-3633225	Cluster_9165	N	41	67	34	52	33
NC_058076.1:3722649-3723077	Cluster_9166	N	1	0	177	0	1
NC_058076.1:3729071-3729500	Cluster_9167	N	93	34	18	37	18
NC_058076.1:3779599-3780008	Cluster_9168	N	38	122	30	1	7
NC_058076.1:3784817-3785244	Cluster_9169	N	0	2	43	167	11
NC_058076.1:3791210-3791635	Cluster_9170	N	0	5	5	107	1
NC_058076.1:3810559-3810962	Cluster_9171	N	0	45	0	0	79
NC_058076.1:3831620-3832048	Cluster_9172	N	0	0	1	235	0
NC_058076.1:3842471-3843073	Cluster_9173	N	128	3	83	0	249
NC_058076.1:3929257-3929791	Cluster_9174	N	96	109	228	91	4
NC_058076.1:3949567-3950006	Cluster_9175	N	312	47	125	0	79
NC_058076.1:3960227-3960655	Cluster_9176	N	89	88	137	12	14
NC_058076.1:3993091-3993519	Cluster_9177	N	0	20	193	126	25
NC_058076.1:4026192-4026717	Cluster_9178	N	537	599	620	249	681
NC_058076.1:4051809-4052238	Cluster_9179	N	2	24	7	16	94
NC_058076.1:4053394-4053822	Cluster_9180	N	102	62	19	70	213
NC_058076.1:4088323-4088730	Cluster_9181	N	2	129	1	11	1
NC_058076.1:4137615-4138043	Cluster_9182	N	67	37	161	25	5
NC_058076.1:4138095-4138523	Cluster_9183	N	45	16	126	58	32
NC_058076.1:4141228-4141748	Cluster_9184	N	105	50	316	109	52
NC_058076.1:4152191-4152617	Cluster_9185	N	1	5	1	86	9
NC_058076.1:4185893-4186892	Cluster_9186	N	199	143	3	11	1091
NC_058076.1:4243833-4244262	Cluster_9187	N	166	8	49	42	6
NC_058076.1:4254895-4255334	Cluster_9188	N	55	174	88	3	0
NC_058076.1:4276255-4276681	Cluster_9189	N	24	31	16	27	18
NC_058076.1:4369126-4369596	Cluster_9190	N	39	149	389	3	2
NC_058076.1:4392361-4392788	Cluster_9191	N	40	0	128	3	0
NC_058076.1:4413400-4413826	Cluster_9192	N	13	82	39	24	37
NC_058076.1:4428466-4428897	Cluster_9193	N	104	0	179	41	231
NC_058076.1:4438837-4439316	Cluster_9194	N	151	67	70	5	193
NC_058076.1:4448604-4450014	Cluster_9195	N	58	879	187	684	693
NC_058076.1:4473813-4474640	Cluster_9196	N	3	4	1380	1104	1
NC_058076.1:4483654-4484098	Cluster_9197	N	71	285	63	90	70
NC_058076.1:4485004-4485491	Cluster_9198	N	90	279	29	26	12
NC_058076.1:4648829-4649246	Cluster_9199	N	53	9	65	14	18
NC_058076.1:4658499-4658927	Cluster_9200	N	2	2056	236	0	4
NC_058076.1:4662282-4662700	Cluster_9201	N	4	0	80	7	0
NC_058076.1:4668270-4668750	Cluster_9202	N	287	527	929	647	497
NC_058076.1:4679297-4679741	Cluster_9203	N	4	0	1584	3	13
NC_058076.1:4688519-4688947	Cluster_9204	N	0	11	40	87	142
NC_058076.1:4760049-4760475	Cluster_9205	N	21	24	7	21	24
NC_058076.1:4856841-4857811	Cluster_9206	N	687	478	997	897	5
NC_058076.1:4890164-4890594	Cluster_9207	N	164	144	187	19	124
NC_058076.1:4974574-4975001	Cluster_9208	N	25	81	55	2	96
NC_058076.1:4983129-4984145	Cluster_9209	N	1691	661	874	787	376
NC_058076.1:4984292-4984724	Cluster_9210	N	88	44	30	44	137
NC_058076.1:4984973-4985436	Cluster_9211	N	496	5	5	1	742
NC_058076.1:4986182-4986650	Cluster_9212	N	76	2	127	3	184
NC_058076.1:4987419-4987966	Cluster_9213	N	17	375	66	4	2
NC_058076.1:4988029-4988470	Cluster_9214	N	88	173	133	63	26
NC_058076.1:5015926-5016355	Cluster_9215	N	8	0	182	52	2
NC_058076.1:5032391-5033568	Cluster_9216	N	572	205	142	106	743
NC_058076.1:5033917-5034339	Cluster_9217	N	0	150	6	0	75
NC_058076.1:5034506-5034933	Cluster_9218	N	0	175	11	0	77
NC_058076.1:5035609-5036310	Cluster_9219	N	14	492	36	15	210
NC_058076.1:5052780-5054833	Cluster_9220	N	88	2591	107	110	3
NC_058076.1:5175923-5176326	Cluster_9221	N	19	17	22	30	5
NC_058076.1:5189737-5190151	Cluster_9222	N	2	0	16	10	84
NC_058076.1:5208843-5209275	Cluster_9223	N	0	17	141	0	62
NC_058076.1:5215803-5216579	Cluster_9224	N	349	425	5	215	416
NC_058076.1:5308347-5308762	Cluster_9225	N	0	0	353	0	0
NC_058076.1:5346846-5347268	Cluster_9226	N	21	32	2	0	107
NC_058076.1:5347736-5348162	Cluster_9227	N	13	98	1	36	4
NC_058076.1:5348423-5348853	Cluster_9228	N	49	290	26	136	142
NC_058076.1:5351405-5352022	Cluster_9229	N	0	58	406	99	723
NC_058076.1:5373194-5373800	Cluster_9230	N	1040	27	28	27	945
NC_058076.1:5373951-5374539	Cluster_9231	N	775	15	46	5	101
NC_058076.1:5378801-5379219	Cluster_9232	N	0	147	0	0	0
NC_058076.1:5388710-5389143	Cluster_9233	N	12	5	315	45	4
NC_058076.1:5395033-5395474	Cluster_9234	N	106	104	1	114	110
NC_058076.1:5422004-5422430	Cluster_9235	N	13	6	11	202	2
NC_058076.1:5434697-5435126	Cluster_9236	N	28	0	89	0	173
NC_058076.1:5467584-5468012	Cluster_9237	N	12	34	40	9	194
NC_058076.1:5468164-5468988	Cluster_9238	N	109	136	70	127	820
NC_058076.1:5470925-5471342	Cluster_9239	N	31	43	32	50	70
NC_058076.1:5478154-5478588	Cluster_9240	N	15	16	224	12	9
NC_058076.1:5478703-5479394	Cluster_9241	N	198	878	132	83	37
NC_058076.1:5479481-5480053	Cluster_9242	N	90	450	86	42	18
NC_058076.1:5480115-5481484	Cluster_9243	N	656	510	493	379	237
NC_058076.1:5481962-5482804	Cluster_9244	N	78	1003	125	22	25
NC_058076.1:5482930-5483362	Cluster_9245	N	80	31	361	24	15
NC_058076.1:5493887-5494316	Cluster_9246	N	4	138	5	7	7
NC_058076.1:5574071-5574572	Cluster_9247	N	1	52	1	178	236
NC_058076.1:5622376-5622796	Cluster_9248	N	938	2069	1188	488	267
NC_058076.1:5692378-5693037	Cluster_9249	N	526	1210	295	706	360
NC_058076.1:5693553-5693981	Cluster_9250	N	11	119	63	34	9
NC_058076.1:5694914-5695343	Cluster_9251	N	1	894	1	0	0
NC_058076.1:5695912-5696340	Cluster_9252	N	1	10	172	33	113
NC_058076.1:5707636-5708051	Cluster_9253	N	70	0	7	0	9
NC_058076.1:5711066-5712006	Cluster_9254	N	567	15	435	161	187
NC_058076.1:5746477-5747139	Cluster_9255	N	306	598	0	0	2
NC_058076.1:5747870-5748662	Cluster_9256	N	580	242	1	4	1
NC_058076.1:5748881-5749897	Cluster_9257	N	630	555	19	618	541
NC_058076.1:5750006-5751427	Cluster_9258	N	515	1484	17	116	11
NC_058076.1:5752530-5752987	Cluster_9259	N	14	325	0	0	0
NC_058076.1:5755424-5755851	Cluster_9260	N	0	102	2	1	0
NC_058076.1:5779137-5779564	Cluster_9261	N	107	36	4	13	1
NC_058076.1:5796111-5796555	Cluster_9262	N	3	255	7	253	0
NC_058076.1:5816710-5817138	Cluster_9263	N	92	17	69	93	146
NC_058076.1:5890733-5891149	Cluster_9264	N	0	0	1111	0	668
NC_058076.1:6286617-6287046	Cluster_9265	N	3	18	484	24	378
NC_058076.1:6304660-6305086	Cluster_9266	N	24	13	22	12	25
NC_058076.1:6528182-6528596	Cluster_9267	N	10	28	31	22	0
NC_058076.1:6764101-6764530	Cluster_9268	N	3	97	12	7	14
NC_058076.1:6799272-6799698	Cluster_9269	N	34	26	26	149	37
NC_058076.1:6824310-6824790	Cluster_9270	N	173	289	232	168	251
NC_058076.1:6824924-6825374	Cluster_9271	N	193	270	344	333	224
NC_058076.1:6851017-6851447	Cluster_9272	N	146	192	300	90	237
NC_058076.1:6851736-6852789	Cluster_9273	N	1967	2174	2579	1131	1657
NC_058076.1:6852859-6853340	Cluster_9274	N	84	117	180	127	136
NC_058076.1:6854439-6854903	Cluster_9275	N	239	463	661	188	384
NC_058076.1:6914370-6914799	Cluster_9276	N	0	90	1471	278	1148
NC_058076.1:6918855-6919305	Cluster_9277	N	3745	953	350	550	130
NC_058076.1:6924737-6925147	Cluster_9278	N	31	5	29	31	3
NC_058076.1:6994182-6994808	Cluster_9279	N	0	142	232	4	10
NC_058076.1:7010591-7011021	Cluster_9280	N	123	189	311	96	219
NC_058076.1:7036766-7037196	Cluster_9281	N	139	182	306	90	227
NC_058076.1:7037491-7038543	Cluster_9282	N	2069	2103	2522	1129	1661
NC_058076.1:7038610-7039091	Cluster_9283	N	79	135	197	129	132
NC_058076.1:7041391-7041814	Cluster_9284	N	30	56	48	16	46
NC_058076.1:7125773-7126188	Cluster_9285	N	24	9	27	30	23
NC_058076.1:7174443-7174858	Cluster_9286	N	60	29	0	28	0
NC_058076.1:7215046-7215652	Cluster_9287	N	129	453	0	84	8
NC_058076.1:7215974-7216821	Cluster_9288	N	335	698	154	357	823
NC_058076.1:7217050-7217511	Cluster_9289	N	5	1598	12	451	794
NC_058076.1:7221830-7222251	Cluster_9290	N	1	13	1	96	3
NC_058076.1:7259419-7260000	Cluster_9291	N	630	447	40	201	0
NC_058076.1:7262632-7263061	Cluster_9292	N	1	301	10	107	0
NC_058076.1:7287370-7287797	Cluster_9293	N	20	69	57	0	76
NC_058076.1:7326908-7327342	Cluster_9294	N	119	32	159	58	40
NC_058076.1:7349277-7349691	Cluster_9295	N	21	38	37	29	15
NC_058076.1:7353827-7354241	Cluster_9296	N	13	20	32	17	9
NC_058076.1:7355070-7355496	Cluster_9297	N	2	75	134	2	3
NC_058076.1:7455127-7455551	Cluster_9298	N	1	0	77	0	105
NC_058076.1:7494864-7495292	Cluster_9299	N	3	2	461	0	4
NC_058076.1:7495851-7496626	Cluster_9300	N	10	19	444	1	0
NC_058076.1:7500656-7501866	Cluster_9301	N	68	2	3845	0	1
NC_058076.1:7502545-7502975	Cluster_9302	N	6	1	371	0	0
NC_058076.1:7519043-7519478	Cluster_9303	N	116	244	90	2	80
NC_058076.1:7526402-7526902	Cluster_9304	N	1	0	232	316	1
NC_058076.1:7540098-7540525	Cluster_9305	N	1	304	11	0	0
NC_058076.1:7544141-7544570	Cluster_9306	N	4	1	220	7	4
NC_058076.1:7555746-7556352	Cluster_9307	N	1	778	4	3	1149
NC_058076.1:7557035-7558794	Cluster_9308	N	1	8520	3	10	1357
NC_058076.1:7559554-7560330	Cluster_9309	N	28	816	40	21	28
NC_058076.1:7573357-7574070	Cluster_9310	N	210	1	20	5	4
NC_058076.1:7604422-7604848	Cluster_9311	N	59	4	103	43	67
NC_058076.1:7635071-7635497	Cluster_9312	N	3	6	128	0	2
NC_058076.1:7662884-7663307	Cluster_9313	N	6	47	50	62	82
NC_058076.1:7705992-7706408	Cluster_9314	N	429	500	610	580	283
NC_058076.1:7730311-7730834	Cluster_9315	N	33	1	618	9	50
NC_058076.1:7739879-7740305	Cluster_9316	N	3	132	4	2	56
NC_058076.1:7772859-7773549	Cluster_9317	N	397	518	191	4	98
NC_058076.1:7773637-7774064	Cluster_9318	N	100	24	85	0	0
NC_058076.1:7774578-7775006	Cluster_9319	N	35	202	5	1	7
NC_058076.1:7821251-7822156	Cluster_9320	N	608	921	42	2	121
NC_058076.1:7831322-7831741	Cluster_9321	N	12	54	17	0	29
NC_058076.1:7920894-7921315	Cluster_9322	N	8	33	14	27	21
NC_058076.1:7968495-7968899	Cluster_9323	N	21	10	0	53	20
NC_058076.1:7973265-7973693	Cluster_9324	N	59	0	52	21	16
NC_058076.1:7990103-7990511	Cluster_9325	N	0	1	2	0	101
NC_058076.1:7992112-7993505	Cluster_9326	N	958	309	1046	838	285
NC_058076.1:7995364-7995782	Cluster_9327	N	69	13	6	78	20
NC_058076.1:7997852-7998281	Cluster_9328	N	61	24	1	114	0
NC_058076.1:8003118-8003919	Cluster_9329	N	390	7544	11	2	266
NC_058076.1:8122014-8122444	Cluster_9330	N	1280	1094	19	0	0
NC_058076.1:8124920-8125368	Cluster_9331	N	532	352	210	0	28
NC_058076.1:8126287-8126710	Cluster_9332	N	0	1	1	0	127
NC_058076.1:8160473-8160899	Cluster_9333	N	31	1	42	15	19
NC_058076.1:8162719-8163153	Cluster_9334	N	149	467	15	4	268
NC_058076.1:8201811-8202237	Cluster_9335	N	60	39	81	58	155
NC_058076.1:8202377-8202807	Cluster_9336	N	139	40	134	88	386
NC_058076.1:8212419-8212836	Cluster_9337	N	8	0	13	121	1278
NC_058076.1:8224468-8224895	Cluster_9338	N	2	11	90	52	5
NC_058076.1:8225210-8225790	Cluster_9339	N	9	101	114	149	509
NC_058076.1:8232611-8233038	Cluster_9340	N	1	10	86	58	1
NC_058076.1:8233352-8233933	Cluster_9341	N	9	97	121	155	450
NC_058076.1:8267228-8267653	Cluster_9342	N	18	75	44	5	6
NC_058076.1:8297634-8298199	Cluster_9343	N	649	1	3	0	0
NC_058076.1:8306085-8306655	Cluster_9344	N	188	162	953	3	0
NC_058076.1:8383610-8384150	Cluster_9345	N	560	16	14	11	19
NC_058076.1:8391483-8391949	Cluster_9346	N	111	129	117	43	43
NC_058076.1:8405299-8405858	Cluster_9347	N	66	136	337	161	129
NC_058076.1:8407399-8408052	Cluster_9348	N	724	1634	946	456	983
NC_058076.1:8408413-8408822	Cluster_9349	N	52	44	62	37	39
NC_058076.1:8425955-8426617	Cluster_9350	N	0	22	2	304	12
NC_058076.1:8437647-8438290	Cluster_9351	N	175	567	547	395	576
NC_058076.1:8438292-8438891	Cluster_9352	N	297	102	76	12	84
NC_058076.1:8461385-8461814	Cluster_9353	N	59	17	138	39	4
NC_058076.1:8461819-8462300	Cluster_9354	N	42	0	248	12	93
NC_058076.1:8564716-8565143	Cluster_9355	N	0	79	138	0	47
NC_058076.1:8565217-8565770	Cluster_9356	N	484	716	81	31	1
NC_058076.1:8669583-8670010	Cluster_9357	N	80	0	1	41	0
NC_058076.1:8706088-8706514	Cluster_9358	N	95	11	0	2	43
NC_058076.1:8707664-8708881	Cluster_9359	N	122	176	15	50	166
NC_058076.1:8743651-8744080	Cluster_9360	N	0	0	191	1	0
NC_058076.1:8825457-8826092	Cluster_9361	N	178	1333	197	262	6
NC_058076.1:8886460-8886888	Cluster_9362	N	113	5	15	25	219
NC_058076.1:8991395-8991823	Cluster_9363	N	4	18	146	15	1
NC_058076.1:9006373-9006801	Cluster_9364	N	86	0	713	40	0
NC_058076.1:9048944-9049367	Cluster_9365	N	12	21	0	79	0
NC_058076.1:9112597-9113026	Cluster_9366	N	211	59	39	35	334
NC_058076.1:9216232-9216660	Cluster_9367	N	3	0	2	379	707
NC_058076.1:9266003-9266645	Cluster_9368	N	114	59	61	15	354
NC_058076.1:9400682-9401212	Cluster_9369	N	2041	485	276	0	418
NC_058076.1:9402990-9404187	Cluster_9370	N	1345	1999	235	39	70
NC_058076.1:9426015-9426461	Cluster_9371	N	61	55	134	0	0
NC_058076.1:9468783-9469212	Cluster_9372	N	227	163	12	1	78
NC_058076.1:9481100-9481760	Cluster_9373	N	1	160	199	198	622
NC_058076.1:9487535-9487963	Cluster_9374	N	0	1	122	1	3
NC_058076.1:9495414-9495840	Cluster_9375	N	9	33	98	23	33
NC_058076.1:9551118-9552016	Cluster_9376	N	158	183	49	224	120
NC_058076.1:9559523-9560136	Cluster_9377	N	204	446	132	1	17
NC_058076.1:9642111-9642521	Cluster_9378	N	7	13	117	30	65
NC_058076.1:9700882-9701298	Cluster_9379	N	1	120	0	2	0
NC_058076.1:9707973-9708401	Cluster_9380	N	0	29	231	2	9
NC_058076.1:9748575-9748989	Cluster_9381	N	1	0	259	1	0
NC_058076.1:9755212-9755641	Cluster_9382	N	291	8	6	2	0
NC_058076.1:9762452-9762858	Cluster_9383	N	1	87	20	1	10
NC_058076.1:9787049-9787644	Cluster_9384	N	398	305	16	4	7
NC_058076.1:9794603-9795031	Cluster_9385	N	0	0	0	11	113
NC_058076.1:9882007-9882588	Cluster_9386	N	146	30	100	41	77
NC_058076.1:9941998-9942444	Cluster_9387	N	57	71	202	1	77
NC_058076.1:9966864-9967293	Cluster_9388	N	57	175	25	6	88
NC_058076.1:9968222-9968676	Cluster_9389	N	422	3	16	14	1
NC_058076.1:9970054-9970455	Cluster_9390	N	60	0	11	25	1
NC_058076.1:10021855-10022282	Cluster_9391	N	72	47	0	67	3
NC_058076.1:10039158-10040128	Cluster_9392	N	58	722	70	3895	634
NC_058076.1:10092142-10093667	Cluster_9393	N	77	5849	5704	28	2976
NC_058076.1:10157630-10158182	Cluster_9394	N	131	51	1328	1848	7
NC_058076.1:10158734-10160657	Cluster_9395	N	9276	22664	25289	22263	22383
NC_058076.1:10162460-10163974	Cluster_9396	N	263	544	1113	426	108
NC_058076.1:10164574-10166398	Cluster_9397	N	1043	472	786	401	545
NC_058076.1:10166473-10167913	Cluster_9398	N	1031	262	602	343	285
NC_058076.1:10168261-10169278	Cluster_9399	N	629	766	802	462	530
NC_058076.1:10169369-10170096	Cluster_9400	N	234	718	303	237	188
NC_058076.1:10170109-10171191	Cluster_9401	N	231	481	552	235	181
NC_058076.1:10171327-10172271	Cluster_9402	N	452	672	546	156	271
NC_058076.1:10173115-10173543	Cluster_9403	N	18	87	93	25	13
NC_058076.1:10173738-10174148	Cluster_9404	N	29	55	82	31	4
NC_058076.1:10174211-10174639	Cluster_9405	N	8	44	87	16	0
NC_058076.1:10175557-10175985	Cluster_9406	N	0	40	227	102	1
NC_058076.1:10177291-10177821	Cluster_9407	N	2632	107	956	7957	327
NC_058076.1:10182557-10184331	Cluster_9408	N	76	3564	471	3057	144
NC_058076.1:10184914-10185326	Cluster_9409	N	0	83	41	25	7
NC_058076.1:10188416-10189150	Cluster_9410	N	31	282	44	233	45
NC_058076.1:10191546-10192331	Cluster_9411	N	0	1	115	2513	27
NC_058076.1:10192443-10193522	Cluster_9412	N	161	21	350	99	14
NC_058076.1:10194097-10194788	Cluster_9413	N	41	54	875	49	7
NC_058076.1:10195741-10196167	Cluster_9414	N	30	169	63	25	10
NC_058076.1:10196400-10197575	Cluster_9415	N	75	314	1477	72	70
NC_058076.1:10197628-10199210	Cluster_9416	N	152	549	9659	80	92
NC_058076.1:10216807-10217212	Cluster_9417	N	0	41	114	24	8
NC_058076.1:10217795-10218252	Cluster_9418	N	21	34	14618	49	16
NC_058076.1:10218469-10219070	Cluster_9419	N	5	2639	691	1181	1623
NC_058076.1:10220378-10222471	Cluster_9420	N	46	1873	1394	2187	709
NC_058076.1:10222728-10223194	Cluster_9421	N	19	218	91	159	160
NC_058076.1:10223589-10224708	Cluster_9422	N	240	695	774	102	164
NC_058076.1:10230249-10230677	Cluster_9423	N	0	20	222	14	8
NC_058076.1:10233543-10234085	Cluster_9424	N	0	108	100	50	34
NC_058076.1:10235633-10236062	Cluster_9425	N	292	283	16	29	0
NC_058076.1:10237376-10237803	Cluster_9426	N	44	20	66	57	66
NC_058076.1:10240935-10241364	Cluster_9427	N	0	213	27	17	24
NC_058076.1:10247890-10248476	Cluster_9428	N	0	434	351	125	284
NC_058076.1:10250964-10252001	Cluster_9429	N	318	246	212	70	141
NC_058076.1:10257065-10257493	Cluster_9430	N	64	40	24	20	19
NC_058076.1:10259109-10259537	Cluster_9431	N	44	106	106	35	168
NC_058076.1:10259702-10260239	Cluster_9432	N	988	4105	400	573	1222
NC_058076.1:10260274-10260703	Cluster_9433	N	68	12	157	76	218
NC_058076.1:10261525-10261954	Cluster_9434	N	44	54	90	28	29
NC_058076.1:10263909-10264325	Cluster_9435	N	54	20	2	0	52
NC_058076.1:10265769-10266194	Cluster_9436	N	188	25	20	13	3
NC_058076.1:10271935-10272650	Cluster_9437	N	28	153	61	73	122
NC_058076.1:10274229-10274659	Cluster_9438	N	34	21	23	55	6
NC_058076.1:10276351-10276780	Cluster_9439	N	18	19	80	46	21
NC_058076.1:10280776-10282703	Cluster_9440	N	1465	2090	588	742	941
NC_058076.1:10284564-10284986	Cluster_9441	N	21	5	56	31	26
NC_058076.1:10286633-10287060	Cluster_9442	N	3	13	69	101	3
NC_058076.1:10287765-10288194	Cluster_9443	N	83	54	80	48	33
NC_058076.1:10288990-10291217	Cluster_9444	N	958	1127	1487	852	519
NC_058076.1:10294138-10294565	Cluster_9445	N	148	10	15	5	18
NC_058076.1:10297648-10298076	Cluster_9446	N	60	50	6	36	42
NC_058076.1:10298845-10299264	Cluster_9447	N	48	28	27	14	23
NC_058076.1:10303393-10303809	Cluster_9448	N	87	3	5	0	2
NC_058076.1:10307423-10307850	Cluster_9449	N	52	47	107	22	0
NC_058076.1:10308514-10308941	Cluster_9450	N	205	0	99	4	41
NC_058076.1:10314896-10315343	Cluster_9451	N	2	24	18	234	527
NC_058076.1:10318183-10318741	Cluster_9452	N	192	334	123	105	53
NC_058076.1:10319013-10320656	Cluster_9453	N	619	473	878	570	196
NC_058076.1:10320727-10322008	Cluster_9454	N	372	187	321	333	245
NC_058076.1:10322271-10323392	Cluster_9455	N	382	241	153	447	103
NC_058076.1:10324053-10325007	Cluster_9456	N	174	187	145	85	77
NC_058076.1:10328204-10328608	Cluster_9457	N	47	159	70	24	13
NC_058076.1:10333799-10336334	Cluster_9458	N	3256	115	2157	97	3108
NC_058076.1:10355727-10356156	Cluster_9459	N	187	0	2	2	0
NC_058076.1:10363380-10363807	Cluster_9460	N	2	1	32	22	242
NC_058076.1:10367101-10367528	Cluster_9461	N	51	76	3	101	9
NC_058076.1:10367537-10367965	Cluster_9462	N	72	124	68	314	0
NC_058076.1:10373472-10373900	Cluster_9463	N	1	184	30	3	1
NC_058076.1:10389512-10389922	Cluster_9464	N	3	99	5	2	2
NC_058076.1:10401906-10402328	Cluster_9465	N	28	55	43	23	49
NC_058076.1:10412457-10412884	Cluster_9466	N	43	177	45	5	0
NC_058076.1:10413500-10413929	Cluster_9467	N	58	120	44	267	19
NC_058076.1:10414038-10414467	Cluster_9468	N	78	122	48	41	17
NC_058076.1:10419846-10420275	Cluster_9469	N	15	340	88	23	2
NC_058076.1:10442512-10442920	Cluster_9470	N	58	20	22	12	14
NC_058076.1:10451216-10451653	Cluster_9471	N	106	4	269	107	0
NC_058076.1:10456853-10457289	Cluster_9472	N	2	1	1	1	868
NC_058076.1:10457994-10458431	Cluster_9473	N	4	5	12	9	1128
NC_058076.1:10458683-10459109	Cluster_9474	N	3	12	1	3	135
NC_058076.1:10461246-10461654	Cluster_9475	N	0	4	85	1	20
NC_058076.1:10466311-10467041	Cluster_9476	N	658	2848	2832	831	12
NC_058076.1:10467429-10468267	Cluster_9477	N	402	654	883	141	8
NC_058076.1:10470333-10470983	Cluster_9478	N	43	8	29	515	3
NC_058076.1:10471175-10471611	Cluster_9479	N	28	26	27	349	7
NC_058076.1:10471814-10472913	Cluster_9480	N	47	21	44	1009	13
NC_058076.1:10473311-10473866	Cluster_9481	N	10	18	12	2924	11
NC_058076.1:10474386-10474816	Cluster_9482	N	2	3	0	1956	0
NC_058076.1:10479697-10480451	Cluster_9483	N	148	411	203	139	236
NC_058076.1:10480485-10481111	Cluster_9484	N	648	684	845	418	405
NC_058076.1:10484218-10484958	Cluster_9485	N	11	11	451	0	1
NC_058076.1:10485202-10485631	Cluster_9486	N	6	5	417	0	0
NC_058076.1:10485934-10486363	Cluster_9487	N	5	13	322	1	1
NC_058076.1:10488932-10489361	Cluster_9488	N	151	26	38	140	1
NC_058076.1:10490710-10491136	Cluster_9489	N	123	1	0	0	0
NC_058076.1:10496391-10496827	Cluster_9490	N	214	121	362	136	67
NC_058076.1:10511976-10512385	Cluster_9491	N	47	45	93	39	6
NC_058076.1:10512466-10513056	Cluster_9492	N	268	75	27	906	5
NC_058076.1:10513751-10514336	Cluster_9493	N	249	242	206	229	56
NC_058076.1:10516337-10516743	Cluster_9494	N	10	125	10	3	101
NC_058076.1:10517807-10518548	Cluster_9495	N	21	713	210	77	57
NC_058076.1:10519407-10520657	Cluster_9496	N	178	451	330	75	182
NC_058076.1:10522389-10522821	Cluster_9497	N	185	108	223	108	16
NC_058076.1:10523060-10523495	Cluster_9498	N	38	125	557	41	13
NC_058076.1:10523625-10524537	Cluster_9499	N	414	1352	422	110	550
NC_058076.1:10526663-10527527	Cluster_9500	N	159	196	298	85	53
NC_058076.1:10527656-10529126	Cluster_9501	N	1504	1335	972	438	848
NC_058076.1:10529265-10530599	Cluster_9502	N	75	81	1	1	4231
NC_058076.1:10531546-10531988	Cluster_9503	N	10	1021	3	4	5
NC_058076.1:10532271-10532697	Cluster_9504	N	124	15	0	0	1
NC_058076.1:10533799-10535825	Cluster_9505	N	755	735	374	398	257
NC_058076.1:10539510-10540596	Cluster_9506	N	270	354	310	209	217
NC_058076.1:10542941-10543369	Cluster_9507	N	2	316	1	0	0
NC_058076.1:10543418-10544227	Cluster_9508	N	3	1179	0	1	2
NC_058076.1:10544874-10546544	Cluster_9509	N	32	8147	2	9	1
NC_058076.1:10547320-10547748	Cluster_9510	N	3	304	0	1	0
NC_058076.1:10552152-10552578	Cluster_9511	N	20	2	18	70	2
NC_058076.1:10553982-10554411	Cluster_9512	N	60	391	28	19	17
NC_058076.1:10558022-10558449	Cluster_9513	N	35	66	81	22	35
NC_058076.1:10560904-10561335	Cluster_9514	N	5	38	144	2	30
NC_058076.1:10561526-10561940	Cluster_9515	N	20	10	51	14	11
NC_058076.1:10563183-10563613	Cluster_9516	N	64	304	41	41	190
NC_058076.1:10568324-10569086	Cluster_9517	N	27	693	16	9	921
NC_058076.1:10569772-10570518	Cluster_9518	N	96	304	15	28	155
NC_058076.1:10571530-10573613	Cluster_9519	N	537	3097	2629	219	10
NC_058076.1:10578392-10579471	Cluster_9520	N	428	7757	777	1286	1022
NC_058076.1:10580176-10580807	Cluster_9521	N	242	177	418	422	231
NC_058076.1:10587141-10587775	Cluster_9522	N	60	203	34	156	166
NC_058076.1:10591961-10592390	Cluster_9523	N	9	46	351	22	18
NC_058076.1:10597474-10598049	Cluster_9524	N	407	1829	2	5	11
NC_058076.1:10605653-10606068	Cluster_9525	N	38	92	50	86	241
NC_058076.1:10608034-10608443	Cluster_9526	N	34	85	37	5	13
NC_058076.1:10610796-10611228	Cluster_9527	N	73	59	53	40	41
NC_058076.1:10611314-10611760	Cluster_9528	N	617	835	396	202	114
NC_058076.1:10612693-10613116	Cluster_9529	N	43	63	41	20	31
NC_058076.1:10618390-10618814	Cluster_9530	N	57	6	16	17	33
NC_058076.1:10619401-10620199	Cluster_9531	N	411	382	55	40	207
