qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
Cluster_4617.mature::Porites_evermani_scaffold_316:88464-88486(-)	Cluster_4059.mature::Pocillopora_meandrina_HIv1___Sc0000014:2366059-2366081(-)	100	7	0	0	12	18	15	9	0.45	14.4
Cluster_4722.mature::Porites_evermani_scaffold_334:153604-153626(-)	Cluster_34.mature::Pocillopora_meandrina_HIv1___Sc0000000:2872040-2872061(+)	100	7	0	0	3	9	14	20	0.45	14.4
Cluster_5540.mature::Porites_evermani_scaffold_430:205886-205909(-)	Cluster_1108.mature::Pocillopora_meandrina_HIv1___Sc0000003:495116-495138(+)	100	22	0	0	1	22	1	22	5.29e-10	44.1
Cluster_5636.mature::Porites_evermani_scaffold_442:239762-239784(-)	Cluster_4599.mature::Pocillopora_meandrina_HIv1___Sc0000017:5050958-5050980(-)	100	6	0	0	1	6	15	20	1.8	12.4
Cluster_5849.mature::Porites_evermani_scaffold_461:215507-215529(+)	Cluster_2970.mature::Pocillopora_meandrina_HIv1___Sc0000009:3894921-3894943(-)	100	7	0	0	12	18	16	22	0.45	14.4
Cluster_6211.mature::Porites_evermani_scaffold_502:58996-59018(-)	Cluster_3397.mature::Pocillopora_meandrina_HIv1___Sc0000010:8012937-8012959(+)	100	9	0	0	5	13	14	6	0.029	18.3
Cluster_6865.mature::Porites_evermani_scaffold_590:199157-199179(+)	Cluster_1002.mature::Pocillopora_meandrina_HIv1___Sc0000002:10845743-10845765(-)	100	8	0	0	9	16	9	16	0.11	16.4
Cluster_6866.mature::Porites_evermani_scaffold_590:199391-199413(+)	Cluster_5642.mature::Pocillopora_meandrina_HIv1___Sc0000024:4808687-4808708(+)	100	7	0	0	12	18	21	15	0.45	14.4
Cluster_6867.mature::Porites_evermani_scaffold_590:199854-199876(+)	Cluster_1002.mature::Pocillopora_meandrina_HIv1___Sc0000002:10845743-10845765(-)	100	6	0	0	9	14	9	14	1.8	12.4
Cluster_6875.mature::Porites_evermani_scaffold_594:158229-158250(+)	Cluster_1783.mature::Pocillopora_meandrina_HIv1___Sc0000005:601625-601646(+)	100	21	0	0	1	21	1	21	1.85e-09	42.1
Cluster_7013.mature::Porites_evermani_scaffold_613:156504-156526(+)	Cluster_4468.mature::Pocillopora_meandrina_HIv1___Sc0000016:7550614-7550635(+)	100	7	0	0	16	22	5	11	0.45	14.4
Cluster_7604.mature::Porites_evermani_scaffold_730:81384-81406(-)	Cluster_1922.mature::Pocillopora_meandrina_HIv1___Sc0000005:10385518-10385541(+)	100	7	0	0	12	18	16	22	0.45	14.4
Cluster_7605.mature::Porites_evermani_scaffold_730:82422-82444(-)	Cluster_1922.mature::Pocillopora_meandrina_HIv1___Sc0000005:10385518-10385541(+)	100	7	0	0	12	18	16	22	0.45	14.4
Cluster_7804.mature::Porites_evermani_scaffold_768:138024-138046(+)	Cluster_2832.mature::Pocillopora_meandrina_HIv1___Sc0000008:3619362-3619384(-)	100	7	0	0	8	14	1	7	0.45	14.4
Cluster_8571.mature::Porites_evermani_scaffold_866:22853-22875(-)	Cluster_4466.mature::Pocillopora_meandrina_HIv1___Sc0000016:7549578-7549600(+)	100	7	0	0	4	10	16	10	0.45	14.4
Cluster_8824.mature::Porites_evermani_scaffold_910:99254-99275(+)	Cluster_2786.mature::Pocillopora_meandrina_HIv1___Sc0000008:1783823-1783844(+)	94.737	19	1	0	3	21	2	20	7.02e-06	30.2
Cluster_8827.mature::Porites_evermani_scaffold_910:118741-118762(+)	Cluster_2786.mature::Pocillopora_meandrina_HIv1___Sc0000008:1783823-1783844(+)	94.444	18	1	0	3	20	2	19	2.78e-05	28.2
Cluster_8828.mature::Porites_evermani_scaffold_910:139352-139373(+)	Cluster_2786.mature::Pocillopora_meandrina_HIv1___Sc0000008:1783823-1783844(+)	94.444	18	1	0	3	20	2	19	2.78e-05	28.2
Cluster_8920.mature::Porites_evermani_scaffold_942:133697-133719(+)	Cluster_1922.mature::Pocillopora_meandrina_HIv1___Sc0000005:10385518-10385541(+)	100	7	0	0	12	18	17	23	0.45	14.4
Cluster_9077.mature::Porites_evermani_scaffold_984:51882-51904(-)	Cluster_1002.mature::Pocillopora_meandrina_HIv1___Sc0000002:10845743-10845765(-)	100	7	0	0	11	17	13	7	0.45	14.4
Cluster_9915.mature::Porites_evermani_scaffold_1128:125547-125568(-)	Cluster_1069.mature::Pocillopora_meandrina_HIv1___Sc0000002:16106608-16106630(+)	100	8	0	0	13	20	18	11	0.11	16.4
Cluster_9991.mature::Porites_evermani_scaffold_1159:6701-6723(+)	Cluster_4846.mature::Pocillopora_meandrina_HIv1___Sc0000018:6855520-6855542(+)	100	6	0	0	1	6	12	17	1.8	12.4
Cluster_9992.mature::Porites_evermani_scaffold_1159:7427-7449(+)	Cluster_2970.mature::Pocillopora_meandrina_HIv1___Sc0000009:3894921-3894943(-)	100	7	0	0	6	12	10	16	0.45	14.4
Cluster_10850.mature::Porites_evermani_scaffold_1415:72070-72092(+)	Cluster_4778.mature::Pocillopora_meandrina_HIv1___Sc0000018:4564905-4564927(+)	100	9	0	0	12	20	21	13	0.029	18.3
Cluster_10882.mature::Porites_evermani_scaffold_1429:47284-47306(-)	Cluster_6429.mature::Pocillopora_meandrina_HIv1___Sc0000035:1989841-1989863(+)	100	6	0	0	16	21	11	16	1.8	12.4
Cluster_11045.mature::Porites_evermani_scaffold_1503:47579-47601(+)	Cluster_5642.mature::Pocillopora_meandrina_HIv1___Sc0000024:4808687-4808708(+)	100	6	0	0	15	20	11	6	1.8	12.4
Cluster_11046.mature::Porites_evermani_scaffold_1503:47770-47792(+)	Cluster_1940.mature::Pocillopora_meandrina_HIv1___Sc0000005:11260781-11260803(+)	100	8	0	0	1	8	22	15	0.11	16.4
Cluster_11890.mature::Porites_evermani_scaffold_1732:76503-76525(+)	Cluster_4466.mature::Pocillopora_meandrina_HIv1___Sc0000016:7549578-7549600(+)	100	6	0	0	17	22	18	13	1.8	12.4
Cluster_14130.mature::Porites_evermani_scaffold_2595:68590-68612(-)	Cluster_1002.mature::Pocillopora_meandrina_HIv1___Sc0000002:10845743-10845765(-)	100	7	0	0	11	17	13	7	0.45	14.4
Cluster_14362.mature::Porites_evermani_scaffold_2738:56884-56906(+)	Cluster_4599.mature::Pocillopora_meandrina_HIv1___Sc0000017:5050958-5050980(-)	100	8	0	0	12	19	13	20	0.11	16.4
Cluster_14865.mature::Porites_evermani_scaffold_3072:29479-29501(+)	Cluster_4059.mature::Pocillopora_meandrina_HIv1___Sc0000014:2366059-2366081(-)	100	22	0	0	1	22	1	22	4.98e-10	44.1
Cluster_15601.mature::Porites_evermani_scaffold_3707:36123-36145(-)	Cluster_5770.mature::Pocillopora_meandrina_HIv1___Sc0000026:1154771-1154793(-)	100	6	0	0	2	7	13	8	1.8	12.4
Cluster_15760.mature::Porites_evermani_scaffold_3893:3848-3870(-)	Cluster_5275.mature::Pocillopora_meandrina_HIv1___Sc0000021:4351838-4351860(+)	100	10	0	0	5	14	10	1	0.007	20.3
Cluster_16267.mature::Porites_evermani_scaffold_4805:3257-3279(-)	Cluster_751.mature::Pocillopora_meandrina_HIv1___Sc0000001:19145787-19145809(+)	100	7	0	0	11	17	7	13	0.45	14.4
Cluster_16348.mature::Porites_evermani_scaffold_5010:12391-12413(+)	Cluster_1108.mature::Pocillopora_meandrina_HIv1___Sc0000003:495116-495138(+)	100	6	0	0	2	7	1	6	1.8	12.4
Cluster_19.mature::Pocillopora_meandrina_HIv1___Sc0000000:818048-818070(+)	Cluster_19.mature::Pocillopora_meandrina_HIv1___Sc0000000:818048-818070(+)	100	22	0	0	1	22	1	22	4.98e-10	44.1
Cluster_34.mature::Pocillopora_meandrina_HIv1___Sc0000000:2872040-2872061(+)	Cluster_34.mature::Pocillopora_meandrina_HIv1___Sc0000000:2872040-2872061(+)	100	21	0	0	1	21	1	21	1.85e-09	42.1
Cluster_356.mature::Pocillopora_meandrina_HIv1___Sc0000000:20372468-20372490(-)	Cluster_356.mature::Pocillopora_meandrina_HIv1___Sc0000000:20372468-20372490(-)	100	22	0	0	1	22	1	22	4.98e-10	44.1
Cluster_751.mature::Pocillopora_meandrina_HIv1___Sc0000001:19145787-19145809(+)	Cluster_751.mature::Pocillopora_meandrina_HIv1___Sc0000001:19145787-19145809(+)	100	22	0	0	1	22	1	22	4.98e-10	44.1
Cluster_912.mature::Pocillopora_meandrina_HIv1___Sc0000002:3841965-3841987(-)	Cluster_912.mature::Pocillopora_meandrina_HIv1___Sc0000002:3841965-3841987(-)	100	22	0	0	1	22	1	22	4.98e-10	44.1
Cluster_1002.mature::Pocillopora_meandrina_HIv1___Sc0000002:10845743-10845765(-)	Cluster_1002.mature::Pocillopora_meandrina_HIv1___Sc0000002:10845743-10845765(-)	100	22	0	0	1	22	1	22	4.98e-10	44.1
Cluster_1056.mature::Pocillopora_meandrina_HIv1___Sc0000002:15749309-15749331(+)	Cluster_1056.mature::Pocillopora_meandrina_HIv1___Sc0000002:15749309-15749331(+)	100	22	0	0	1	22	1	22	4.98e-10	44.1
Cluster_1069.mature::Pocillopora_meandrina_HIv1___Sc0000002:16106608-16106630(+)	Cluster_1069.mature::Pocillopora_meandrina_HIv1___Sc0000002:16106608-16106630(+)	100	22	0	0	1	22	1	22	4.98e-10	44.1
Cluster_1108.mature::Pocillopora_meandrina_HIv1___Sc0000003:495116-495138(+)	Cluster_1108.mature::Pocillopora_meandrina_HIv1___Sc0000003:495116-495138(+)	100	22	0	0	1	22	1	22	4.98e-10	44.1
Cluster_1274.mature::Pocillopora_meandrina_HIv1___Sc0000003:10129533-10129556(-)	Cluster_1274.mature::Pocillopora_meandrina_HIv1___Sc0000003:10129533-10129556(-)	100	23	0	0	1	23	1	23	1.34e-10	46.1
Cluster_1279.mature::Pocillopora_meandrina_HIv1___Sc0000003:10366054-10366076(+)	Cluster_1279.mature::Pocillopora_meandrina_HIv1___Sc0000003:10366054-10366076(+)	100	22	0	0	1	22	1	22	4.98e-10	44.1
Cluster_1783.mature::Pocillopora_meandrina_HIv1___Sc0000005:601625-601646(+)	Cluster_1783.mature::Pocillopora_meandrina_HIv1___Sc0000005:601625-601646(+)	100	21	0	0	1	21	1	21	1.85e-09	42.1
Cluster_1922.mature::Pocillopora_meandrina_HIv1___Sc0000005:10385518-10385541(+)	Cluster_1922.mature::Pocillopora_meandrina_HIv1___Sc0000005:10385518-10385541(+)	100	23	0	0	1	23	1	23	1.34e-10	46.1
Cluster_1940.mature::Pocillopora_meandrina_HIv1___Sc0000005:11260781-11260803(+)	Cluster_1940.mature::Pocillopora_meandrina_HIv1___Sc0000005:11260781-11260803(+)	100	22	0	0	1	22	1	22	4.98e-10	44.1
Cluster_1941.mature::Pocillopora_meandrina_HIv1___Sc0000005:11261377-11261399(+)	Cluster_1941.mature::Pocillopora_meandrina_HIv1___Sc0000005:11261377-11261399(+)	100	22	0	0	1	22	1	22	4.98e-10	44.1
Cluster_2786.mature::Pocillopora_meandrina_HIv1___Sc0000008:1783823-1783844(+)	Cluster_2786.mature::Pocillopora_meandrina_HIv1___Sc0000008:1783823-1783844(+)	100	21	0	0	1	21	1	21	1.85e-09	42.1
Cluster_2830.mature::Pocillopora_meandrina_HIv1___Sc0000008:3576441-3576463(+)	Cluster_2830.mature::Pocillopora_meandrina_HIv1___Sc0000008:3576441-3576463(+)	100	22	0	0	1	22	1	22	4.98e-10	44.1
Cluster_2832.mature::Pocillopora_meandrina_HIv1___Sc0000008:3619362-3619384(-)	Cluster_2832.mature::Pocillopora_meandrina_HIv1___Sc0000008:3619362-3619384(-)	100	22	0	0	1	22	1	22	4.98e-10	44.1
Cluster_2852.mature::Pocillopora_meandrina_HIv1___Sc0000008:5387759-5387781(-)	Cluster_2852.mature::Pocillopora_meandrina_HIv1___Sc0000008:5387759-5387781(-)	100	22	0	0	1	22	1	22	4.98e-10	44.1
Cluster_2970.mature::Pocillopora_meandrina_HIv1___Sc0000009:3894921-3894943(-)	Cluster_2970.mature::Pocillopora_meandrina_HIv1___Sc0000009:3894921-3894943(-)	100	22	0	0	1	22	1	22	4.98e-10	44.1
Cluster_3397.mature::Pocillopora_meandrina_HIv1___Sc0000010:8012937-8012959(+)	Cluster_3397.mature::Pocillopora_meandrina_HIv1___Sc0000010:8012937-8012959(+)	100	22	0	0	1	22	1	22	4.98e-10	44.1
Cluster_3670.mature::Pocillopora_meandrina_HIv1___Sc0000012:6455204-6455226(+)	Cluster_3670.mature::Pocillopora_meandrina_HIv1___Sc0000012:6455204-6455226(+)	100	22	0	0	1	22	1	22	4.98e-10	44.1
Cluster_4059.mature::Pocillopora_meandrina_HIv1___Sc0000014:2366059-2366081(-)	Cluster_4059.mature::Pocillopora_meandrina_HIv1___Sc0000014:2366059-2366081(-)	100	22	0	0	1	22	1	22	4.98e-10	44.1
Cluster_4060.mature::Pocillopora_meandrina_HIv1___Sc0000014:2594791-2594813(+)	Cluster_4060.mature::Pocillopora_meandrina_HIv1___Sc0000014:2594791-2594813(+)	100	22	0	0	1	22	1	22	4.98e-10	44.1
Cluster_4142.mature::Pocillopora_meandrina_HIv1___Sc0000014:9365480-9365502(-)	Cluster_4142.mature::Pocillopora_meandrina_HIv1___Sc0000014:9365480-9365502(-)	100	22	0	0	1	22	1	22	4.98e-10	44.1
Cluster_4466.mature::Pocillopora_meandrina_HIv1___Sc0000016:7549578-7549600(+)	Cluster_4466.mature::Pocillopora_meandrina_HIv1___Sc0000016:7549578-7549600(+)	100	22	0	0	1	22	1	22	4.98e-10	44.1
Cluster_4468.mature::Pocillopora_meandrina_HIv1___Sc0000016:7550614-7550635(+)	Cluster_4468.mature::Pocillopora_meandrina_HIv1___Sc0000016:7550614-7550635(+)	100	21	0	0	1	21	1	21	1.85e-09	42.1
Cluster_4469.mature::Pocillopora_meandrina_HIv1___Sc0000016:7553303-7553325(+)	Cluster_4469.mature::Pocillopora_meandrina_HIv1___Sc0000016:7553303-7553325(+)	100	22	0	0	1	22	1	22	4.98e-10	44.1
Cluster_4470.mature::Pocillopora_meandrina_HIv1___Sc0000016:7555691-7555713(+)	Cluster_4470.mature::Pocillopora_meandrina_HIv1___Sc0000016:7555691-7555713(+)	100	22	0	0	1	22	1	22	4.98e-10	44.1
Cluster_4471.mature::Pocillopora_meandrina_HIv1___Sc0000016:7556379-7556401(+)	Cluster_4471.mature::Pocillopora_meandrina_HIv1___Sc0000016:7556379-7556401(+)	100	22	0	0	1	22	1	22	4.98e-10	44.1
Cluster_4599.mature::Pocillopora_meandrina_HIv1___Sc0000017:5050958-5050980(-)	Cluster_4599.mature::Pocillopora_meandrina_HIv1___Sc0000017:5050958-5050980(-)	100	22	0	0	1	22	1	22	4.98e-10	44.1
Cluster_4778.mature::Pocillopora_meandrina_HIv1___Sc0000018:4564905-4564927(+)	Cluster_4778.mature::Pocillopora_meandrina_HIv1___Sc0000018:4564905-4564927(+)	100	22	0	0	1	22	1	22	4.98e-10	44.1
Cluster_4846.mature::Pocillopora_meandrina_HIv1___Sc0000018:6855520-6855542(+)	Cluster_4846.mature::Pocillopora_meandrina_HIv1___Sc0000018:6855520-6855542(+)	100	22	0	0	1	22	1	22	4.98e-10	44.1
Cluster_5275.mature::Pocillopora_meandrina_HIv1___Sc0000021:4351838-4351860(+)	Cluster_5275.mature::Pocillopora_meandrina_HIv1___Sc0000021:4351838-4351860(+)	100	22	0	0	1	22	1	22	4.98e-10	44.1
Cluster_5642.mature::Pocillopora_meandrina_HIv1___Sc0000024:4808687-4808708(+)	Cluster_5642.mature::Pocillopora_meandrina_HIv1___Sc0000024:4808687-4808708(+)	100	21	0	0	1	21	1	21	1.85e-09	42.1
Cluster_5770.mature::Pocillopora_meandrina_HIv1___Sc0000026:1154771-1154793(-)	Cluster_5770.mature::Pocillopora_meandrina_HIv1___Sc0000026:1154771-1154793(-)	100	22	0	0	1	22	1	22	4.98e-10	44.1
Cluster_6429.mature::Pocillopora_meandrina_HIv1___Sc0000035:1989841-1989863(+)	Cluster_6429.mature::Pocillopora_meandrina_HIv1___Sc0000035:1989841-1989863(+)	100	22	0	0	1	22	1	22	4.98e-10	44.1
