"","gene_name","GeneOntologyIDs","Term","Annotated","Significant","Expected","Fisher","ontology","ncrna_chrom","ncrna_start","ncrna_end","gf_chrom","gf_type","gf_start","gf_end","overlap","prop.sig.genes","Species","ncrna"
"205","Pocillopora_meandrina_HIv1___RNAseq.g3637.t1","GO:0008270","zinc ion binding",1238,14,2.65,9.1e-08,"Molecular Functions","Pocillopora_meandrina_HIv1___Sc0000013",7398591,7407024,"Pocillopora_meandrina_HIv1___Sc0000013","transcript",7400426,7403107,2681,0.0113085621970921,"Pocillopora tuahiniensis","piRNA"
"206","Pocillopora_meandrina_HIv1___RNAseq.g7292.t1","GO:0003676","nucleic acid binding",3267,20,7,1.4e-09,"Molecular Functions","Pocillopora_meandrina_HIv1___Sc0000002",11007008,11012024,"Pocillopora_meandrina_HIv1___Sc0000002","transcript",11007082,11012466,4942,0.00612182430364249,"Pocillopora tuahiniensis","piRNA"
"207","Pocillopora_meandrina_HIv1___RNAseq.g7292.t1","GO:0008270","zinc ion binding",1238,14,2.65,9.1e-08,"Molecular Functions","Pocillopora_meandrina_HIv1___Sc0000002",11007008,11012024,"Pocillopora_meandrina_HIv1___Sc0000002","transcript",11007082,11012466,4942,0.0113085621970921,"Pocillopora tuahiniensis","piRNA"
"208","Pocillopora_meandrina_HIv1___RNAseq.g21904.t1","GO:0008270","zinc ion binding",1238,14,2.65,9.1e-08,"Molecular Functions","Pocillopora_meandrina_HIv1___Sc0000000",10376955,10381586,"Pocillopora_meandrina_HIv1___Sc0000000","transcript",10377338,10381414,4076,0.0113085621970921,"Pocillopora tuahiniensis","piRNA"
"209","Pocillopora_meandrina_HIv1___RNAseq.g27272.t1","GO:0008270","zinc ion binding",1238,14,2.65,9.1e-08,"Molecular Functions","Pocillopora_meandrina_HIv1___Sc0000006",5858169,5869011,"Pocillopora_meandrina_HIv1___Sc0000006","transcript",5860388,5861878,1490,0.0113085621970921,"Pocillopora tuahiniensis","piRNA"
"210","Pocillopora_meandrina_HIv1___RNAseq.g6730.t1","GO:0008270","zinc ion binding",1238,14,2.65,9.1e-08,"Molecular Functions","Pocillopora_meandrina_HIv1___Sc0000002",3703340,3711345,"Pocillopora_meandrina_HIv1___Sc0000002","transcript",3708356,3710821,2465,0.0113085621970921,"Pocillopora tuahiniensis","piRNA"
"211","Peve_00014408","GO:0000724","double-strand break repair via homologous recombina...",260,2,0.21,0.0181,"Biological Processes","Porites_evermani_scaffold_209",138010,146332,"Porites_evermani_scaffold_209","mRNA",142487,143203,716,0.00769230769230769,"Porites evermanni","piRNA"
"212","Peve_00014408","GO:0006268","DNA unwinding involved in DNA replication",85,2,0.07,0.0021,"Biological Processes","Porites_evermani_scaffold_209",138010,146332,"Porites_evermani_scaffold_209","mRNA",142487,143203,716,0.0235294117647059,"Porites evermanni","piRNA"
"213","Peve_00015625","GO:0000723","telomere maintenance",186,1,0.15,0.1394,"Biological Processes","Porites_evermani_scaffold_2205",31022,39613,"Porites_evermani_scaffold_2205","mRNA",33152,33766,614,0.00537634408602151,"Porites evermanni","piRNA"
"214","Peve_00015625","GO:0000724","double-strand break repair via homologous recombina...",260,2,0.21,0.0181,"Biological Processes","Porites_evermani_scaffold_2205",31022,39613,"Porites_evermani_scaffold_2205","mRNA",33152,33766,614,0.00769230769230769,"Porites evermanni","piRNA"
"215","Peve_00015625","GO:0006268","DNA unwinding involved in DNA replication",85,2,0.07,0.0021,"Biological Processes","Porites_evermani_scaffold_2205",31022,39613,"Porites_evermani_scaffold_2205","mRNA",33152,33766,614,0.0235294117647059,"Porites evermanni","piRNA"
"216","Peve_00015625","GO:0044806","G-quadruplex DNA unwinding",38,1,0.03,0.0301,"Biological Processes","Porites_evermani_scaffold_2205",31022,39613,"Porites_evermani_scaffold_2205","mRNA",33152,33766,614,0.0263157894736842,"Porites evermanni","piRNA"
"217","Peve_00006468","GO:0005737","cytoplasm",14070,21,16.26,0.00047,"Cellular Components","Porites_evermani_scaffold_1417",59120,65893,"Porites_evermani_scaffold_1417","mRNA",66265,83267,-372,0.00149253731343284,"Porites evermanni","piRNA"
"218","Peve_00008728","GO:0005737","cytoplasm",14070,21,16.26,0.00047,"Cellular Components","Porites_evermani_scaffold_1598",7683,11175,"Porites_evermani_scaffold_1598","mRNA",4611,17094,3492,0.00149253731343284,"Porites evermanni","piRNA"
"219","Peve_00008852","GO:0005737","cytoplasm",14070,21,16.26,0.00047,"Cellular Components","Porites_evermani_scaffold_1602",23027,34437,"Porites_evermani_scaffold_1602","mRNA",25041,25662,621,0.00149253731343284,"Porites evermanni","piRNA"
"220","Peve_00014408","GO:0005737","cytoplasm",14070,21,16.26,0.00047,"Cellular Components","Porites_evermani_scaffold_209",138010,146332,"Porites_evermani_scaffold_209","mRNA",142487,143203,716,0.00149253731343284,"Porites evermanni","piRNA"
"221","Peve_00015625","GO:0005737","cytoplasm",14070,21,16.26,0.00047,"Cellular Components","Porites_evermani_scaffold_2205",31022,39613,"Porites_evermani_scaffold_2205","mRNA",33152,33766,614,0.00149253731343284,"Porites evermanni","piRNA"
"222","Peve_00041449","GO:0005737","cytoplasm",14070,21,16.26,0.00047,"Cellular Components","Porites_evermani_scaffold_788",172143,174473,"Porites_evermani_scaffold_788","mRNA",113217,190147,2330,0.00149253731343284,"Porites evermanni","piRNA"
"223","Peve_00007985","GO:0005524","ATP binding",2649,3,3.23,0.00274,"Molecular Functions","Porites_evermani_scaffold_154",61156,66974,"Porites_evermani_scaffold_154","mRNA",70155,106444,-3181,0.00113250283125708,"Porites evermanni","piRNA"
"224","Peve_00008374","GO:0046872","metal ion binding",6616,14,8.06,7.4e-08,"Molecular Functions","Porites_evermani_scaffold_157",260017,273024,"Porites_evermani_scaffold_157","mRNA",259179,260874,857,0.00211608222490931,"Porites evermanni","piRNA"
"225","Peve_00008852","GO:0046872","metal ion binding",6616,14,8.06,7.4e-08,"Molecular Functions","Porites_evermani_scaffold_1602",23027,34437,"Porites_evermani_scaffold_1602","mRNA",25041,25662,621,0.00211608222490931,"Porites evermanni","piRNA"
"226","Peve_00014408","GO:0005524","ATP binding",2649,3,3.23,0.00274,"Molecular Functions","Porites_evermani_scaffold_209",138010,146332,"Porites_evermani_scaffold_209","mRNA",142487,143203,716,0.00113250283125708,"Porites evermanni","piRNA"
"227","Peve_00014408","GO:0046872","metal ion binding",6616,14,8.06,7.4e-08,"Molecular Functions","Porites_evermani_scaffold_209",138010,146332,"Porites_evermani_scaffold_209","mRNA",142487,143203,716,0.00211608222490931,"Porites evermanni","piRNA"
"228","Peve_00015625","GO:0005524","ATP binding",2649,3,3.23,0.00274,"Molecular Functions","Porites_evermani_scaffold_2205",31022,39613,"Porites_evermani_scaffold_2205","mRNA",33152,33766,614,0.00113250283125708,"Porites evermanni","piRNA"
"229","Peve_00019489","GO:0046872","metal ion binding",6616,14,8.06,7.4e-08,"Molecular Functions","Porites_evermani_scaffold_2629",16435,21713,"Porites_evermani_scaffold_2629","mRNA",18971,21113,2142,0.00211608222490931,"Porites evermanni","piRNA"
"230","Peve_00034707","GO:0046872","metal ion binding",6616,14,8.06,7.4e-08,"Molecular Functions","Porites_evermani_scaffold_53",508011,520458,"Porites_evermani_scaffold_53","mRNA",515912,516831,919,0.00211608222490931,"Porites evermanni","piRNA"
"231","Peve_00041449","GO:0046872","metal ion binding",6616,14,8.06,7.4e-08,"Molecular Functions","Porites_evermani_scaffold_788",172143,174473,"Porites_evermani_scaffold_788","mRNA",113217,190147,2330,0.00211608222490931,"Porites evermanni","piRNA"
"232","Peve_00043211","GO:0005524","ATP binding",2649,3,3.23,0.00274,"Molecular Functions","Porites_evermani_scaffold_873",95797,101848,"Porites_evermani_scaffold_873","mRNA",98755,100943,2188,0.00113250283125708,"Porites evermanni","piRNA"
"233","Peve_00043211","GO:0046872","metal ion binding",6616,14,8.06,7.4e-08,"Molecular Functions","Porites_evermani_scaffold_873",95797,101848,"Porites_evermani_scaffold_873","mRNA",98755,100943,2188,0.00211608222490931,"Porites evermanni","piRNA"
"234","LOC114953222","GO:0043113","receptor clustering",34,1,0.06,0.02983,"Biological Processes","NC_058073.1",15996879,15996901,"NC_058073.1","mRNA",15973866,15994752,-2127,0.0294117647058824,"Acropora pulchra","miRNA"
"235","LOC114953222","GO:0045197","establishment or maintenance of epithelial cell api...",47,1,0.08,0.04101,"Biological Processes","NC_058073.1",15996879,15996901,"NC_058073.1","mRNA",15973866,15994752,-2127,0.0212765957446809,"Acropora pulchra","miRNA"
"236","LOC114953222","GO:0097120","receptor localization to synapse",51,1,0.09,0.04442,"Biological Processes","NC_058073.1",15996879,15996901,"NC_058073.1","mRNA",15973866,15994752,-2127,0.0196078431372549,"Acropora pulchra","miRNA"
"237","LOC114976773","GO:0070050","neuron cellular homeostasis",36,1,0.06,0.03156,"Biological Processes","NC_058070.1",11598967,11598988,"NC_058070.1","mRNA",11584370,11603846,21,0.0277777777777778,"Acropora pulchra","miRNA"
"238","LOC114976773","GO:0090102","cochlea development",55,1,0.1,0.04782,"Biological Processes","NC_058070.1",11598967,11598988,"NC_058070.1","mRNA",11584370,11603846,21,0.0181818181818182,"Acropora pulchra","miRNA"
"239","LOC114969778","GO:0045880","positive regulation of smoothened signaling pathway",43,1,0.08,0.03758,"Biological Processes","NC_058074.1",2966523,2966545,"NC_058074.1","mRNA",2941618,2980369,22,0.0232558139534884,"Acropora pulchra","miRNA"
"240","LOC114953222","GO:0016323","basolateral plasma membrane",315,2,0.84,0.0475,"Cellular Components","NC_058073.1",15996879,15996901,"NC_058073.1","mRNA",15973866,15994752,-2127,0.00634920634920635,"Acropora pulchra","miRNA"
"241","LOC114953222","GO:0043204","perikaryon",208,2,0.56,0.0222,"Cellular Components","NC_058073.1",15996879,15996901,"NC_058073.1","mRNA",15973866,15994752,-2127,0.00961538461538462,"Acropora pulchra","miRNA"
"242","LOC114953222","GO:0098839","postsynaptic density membrane",79,2,0.21,0.0035,"Cellular Components","NC_058073.1",15996879,15996901,"NC_058073.1","mRNA",15973866,15994752,-2127,0.0253164556962025,"Acropora pulchra","miRNA"
"243","LOC114953912","GO:0005829","cytosol",3317,9,8.88,0.0412,"Cellular Components","NC_058073.1",11856174,11856195,"NC_058073.1","mRNA",11846683,11872035,21,0.00271329514621646,"Acropora pulchra","miRNA"
"244","LOC114953912","GO:0005829","cytosol",3317,9,8.88,0.0412,"Cellular Components","NC_058073.1",11856174,11856195,"NC_058073.1","mRNA",11847842,11872035,21,0.00271329514621646,"Acropora pulchra","miRNA"
"245","LOC114953912","GO:0005829","cytosol",3317,9,8.88,0.0412,"Cellular Components","NC_058073.1",11856174,11856195,"NC_058073.1","mRNA",11846683,11872035,21,0.00271329514621646,"Acropora pulchra","miRNA"
"246","LOC114953912","GO:0005829","cytosol",3317,9,8.88,0.0412,"Cellular Components","NC_058073.1",11856174,11856195,"NC_058073.1","mRNA",11847842,11872035,21,0.00271329514621646,"Acropora pulchra","miRNA"
"247","LOC114956132","GO:0005747","mitochondrial respiratory chain complex I",23,1,0.06,0.0252,"Cellular Components","NC_058066.1",20088679,20088700,"NC_058066.1","mRNA",20080350,20082466,-6213,0.0434782608695652,"Acropora pulchra","miRNA"
"248","LOC114958741","GO:0005813","centrosome",958,4,2.57,0.0463,"Cellular Components","NC_058072.1",23262868,23262889,"NC_058072.1","mRNA",23255347,23267115,21,0.00417536534446764,"Acropora pulchra","miRNA"
"249","LOC114960360","GO:0005829","cytosol",3317,9,8.88,0.0412,"Cellular Components","NC_058068.1",17539512,17539533,"NC_058068.1","mRNA",17532979,17545315,21,0.00271329514621646,"Acropora pulchra","miRNA"
"250","LOC114960360","GO:0005829","cytosol",3317,9,8.88,0.0412,"Cellular Components","NC_058068.1",17539512,17539533,"NC_058068.1","mRNA",17532979,17545315,21,0.00271329514621646,"Acropora pulchra","miRNA"
"251","LOC114960360","GO:0005829","cytosol",3317,9,8.88,0.0412,"Cellular Components","NC_058068.1",17539512,17539533,"NC_058068.1","mRNA",17532979,17545315,21,0.00271329514621646,"Acropora pulchra","miRNA"
"252","LOC114960360","GO:0005829","cytosol",3317,9,8.88,0.0412,"Cellular Components","NC_058068.1",17539512,17539533,"NC_058068.1","mRNA",17532979,17545315,21,0.00271329514621646,"Acropora pulchra","miRNA"
"253","LOC114964095","GO:0005829","cytosol",3317,9,8.88,0.0412,"Cellular Components","NC_058067.1",16118270,16118291,"NC_058067.1","mRNA",16099423,16137674,21,0.00271329514621646,"Acropora pulchra","miRNA"
"254","LOC114970673","GO:0005829","cytosol",3317,9,8.88,0.0412,"Cellular Components","NC_058066.1",20346249,20346271,"NC_058066.1","mRNA",20347411,20357769,-1140,0.00271329514621646,"Acropora pulchra","miRNA"
"255","LOC114976467","GO:0005829","cytosol",3317,9,8.88,0.0412,"Cellular Components","NC_058075.1",19537878,19537901,"NC_058075.1","mRNA",19532480,19541930,23,0.00271329514621646,"Acropora pulchra","miRNA"
"256","LOC114976467","GO:0005829","cytosol",3317,9,8.88,0.0412,"Cellular Components","NC_058075.1",19537878,19537901,"NC_058075.1","mRNA",19532480,19542301,23,0.00271329514621646,"Acropora pulchra","miRNA"
"257","LOC114976467","GO:0005829","cytosol",3317,9,8.88,0.0412,"Cellular Components","NC_058075.1",19537878,19537901,"NC_058075.1","mRNA",19532480,19541930,23,0.00271329514621646,"Acropora pulchra","miRNA"
"258","LOC114976467","GO:0005829","cytosol",3317,9,8.88,0.0412,"Cellular Components","NC_058075.1",19537878,19537901,"NC_058075.1","mRNA",19532480,19542301,23,0.00271329514621646,"Acropora pulchra","miRNA"
"259","LOC114976773","GO:0016323","basolateral plasma membrane",315,2,0.84,0.0475,"Cellular Components","NC_058070.1",11598967,11598988,"NC_058070.1","mRNA",11584370,11603846,21,0.00634920634920635,"Acropora pulchra","miRNA"
"260","LOC114976773","GO:0098839","postsynaptic density membrane",79,2,0.21,0.0035,"Cellular Components","NC_058070.1",11598967,11598988,"NC_058070.1","mRNA",11584370,11603846,21,0.0253164556962025,"Acropora pulchra","miRNA"
"261","LOC114976118","GO:0005813","centrosome",958,4,2.57,0.0463,"Cellular Components","NC_058079.1",5261443,5261463,"NC_058079.1","mRNA",5252285,5266316,20,0.00417536534446764,"Acropora pulchra","miRNA"
"262","LOC114971660","GO:0005813","centrosome",958,4,2.57,0.0463,"Cellular Components","NC_058079.1",5232179,5232199,"NC_058079.1","mRNA",5219725,5239592,20,0.00417536534446764,"Acropora pulchra","miRNA"
"263","LOC114971660","GO:0005813","centrosome",958,4,2.57,0.0463,"Cellular Components","NC_058079.1",5232179,5232199,"NC_058079.1","mRNA",5219725,5239592,20,0.00417536534446764,"Acropora pulchra","miRNA"
"264","LOC114971660","GO:0005813","centrosome",958,4,2.57,0.0463,"Cellular Components","NC_058079.1",5232179,5232199,"NC_058079.1","mRNA",5219725,5239592,20,0.00417536534446764,"Acropora pulchra","miRNA"
"265","LOC114971660","GO:0005813","centrosome",958,4,2.57,0.0463,"Cellular Components","NC_058079.1",5232179,5232199,"NC_058079.1","mRNA",5219725,5239592,20,0.00417536534446764,"Acropora pulchra","miRNA"
"266","LOC114968239","GO:0005829","cytosol",3317,9,8.88,0.0412,"Cellular Components","NC_058067.1",26890880,26890901,"NC_058067.1","mRNA",26890471,26921625,21,0.00271329514621646,"Acropora pulchra","miRNA"
"267","LOC114975846","GO:0043204","perikaryon",208,2,0.56,0.0222,"Cellular Components","NC_058067.1",21549049,21549069,"NC_058067.1","mRNA",21531347,21578857,20,0.00961538461538462,"Acropora pulchra","miRNA"
"268","LOC114975846","GO:0043204","perikaryon",208,2,0.56,0.0222,"Cellular Components","NC_058067.1",21549049,21549069,"NC_058067.1","mRNA",21539968,21578857,20,0.00961538461538462,"Acropora pulchra","miRNA"
"269","LOC114975846","GO:0043204","perikaryon",208,2,0.56,0.0222,"Cellular Components","NC_058067.1",21549049,21549069,"NC_058067.1","mRNA",21531347,21578857,20,0.00961538461538462,"Acropora pulchra","miRNA"
"270","LOC114975846","GO:0043204","perikaryon",208,2,0.56,0.0222,"Cellular Components","NC_058067.1",21549049,21549069,"NC_058067.1","mRNA",21539968,21578857,20,0.00961538461538462,"Acropora pulchra","miRNA"
"271","LOC114975846","GO:0043204","perikaryon",208,2,0.56,0.0222,"Cellular Components","NC_058067.1",21549049,21549069,"NC_058067.1","mRNA",21531347,21578857,20,0.00961538461538462,"Acropora pulchra","miRNA"
"272","LOC114975846","GO:0043204","perikaryon",208,2,0.56,0.0222,"Cellular Components","NC_058067.1",21549049,21549069,"NC_058067.1","mRNA",21539968,21578857,20,0.00961538461538462,"Acropora pulchra","miRNA"
"273","LOC114975846","GO:0043204","perikaryon",208,2,0.56,0.0222,"Cellular Components","NC_058067.1",21549049,21549069,"NC_058067.1","mRNA",21531347,21578857,20,0.00961538461538462,"Acropora pulchra","miRNA"
"274","LOC114975846","GO:0043204","perikaryon",208,2,0.56,0.0222,"Cellular Components","NC_058067.1",21549049,21549069,"NC_058067.1","mRNA",21539968,21578857,20,0.00961538461538462,"Acropora pulchra","miRNA"
"275","LOC114961801","GO:0005829","cytosol",3317,9,8.88,0.0412,"Cellular Components","NC_058067.1",25838853,25838876,"NC_058067.1","mRNA",25815234,25839581,23,0.00271329514621646,"Acropora pulchra","miRNA"
"276","LOC114953912","GO:0005829","cytosol",3317,9,8.88,0.0412,"Cellular Components","NC_058073.1",11856174,11856195,"NC_058073.1","mRNA",11846683,11872035,21,0.00271329514621646,"Acropora pulchra","miRNA"
"277","LOC114953912","GO:0005829","cytosol",3317,9,8.88,0.0412,"Cellular Components","NC_058073.1",11856174,11856195,"NC_058073.1","mRNA",11847842,11872035,21,0.00271329514621646,"Acropora pulchra","miRNA"
"278","LOC114953222","GO:0035255","ionotropic glutamate receptor binding",21,1,0.06,0.02368,"Molecular Functions","NC_058073.1",15996879,15996901,"NC_058073.1","mRNA",15973866,15994752,-2127,0.0476190476190476,"Acropora pulchra","miRNA"
"279","LOC114957752","GO:0005516","calmodulin binding",198,2,0.56,0.02131,"Molecular Functions","NC_058069.1",2018511,2018533,"NC_058069.1","mRNA",2019101,2028552,-568,0.0101010101010101,"Acropora pulchra","miRNA"
"280","LOC114957752","GO:0005516","calmodulin binding",198,2,0.56,0.02131,"Molecular Functions","NC_058069.1",2018511,2018533,"NC_058069.1","mRNA",2019101,2028760,-568,0.0101010101010101,"Acropora pulchra","miRNA"
"281","LOC114957752","GO:0005516","calmodulin binding",198,2,0.56,0.02131,"Molecular Functions","NC_058069.1",2018511,2018533,"NC_058069.1","mRNA",2019101,2028552,-568,0.0101010101010101,"Acropora pulchra","miRNA"
"282","LOC114957752","GO:0005516","calmodulin binding",198,2,0.56,0.02131,"Molecular Functions","NC_058069.1",2018511,2018533,"NC_058069.1","mRNA",2019101,2028760,-568,0.0101010101010101,"Acropora pulchra","miRNA"
"283","LOC114976773","GO:0005516","calmodulin binding",198,2,0.56,0.02131,"Molecular Functions","NC_058070.1",11598967,11598988,"NC_058070.1","mRNA",11584370,11603846,21,0.0101010101010101,"Acropora pulchra","miRNA"
"284","Pocillopora_meandrina_HIv1___RNAseq.g15123.t1","GO:0043113","receptor clustering",38,1,0.06,0.00418,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000003",495117,495138,"Pocillopora_meandrina_HIv1___Sc0000003","transcript",497120,514074,-1982,0.0263157894736842,"Pocillopora tuahiniensis","miRNA"
"285","Pocillopora_meandrina_HIv1___RNAseq.g15123.t1","GO:0045197","establishment or maintenance of epithelial cell api...",41,1,0.07,0.0045,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000003",495117,495138,"Pocillopora_meandrina_HIv1___Sc0000003","transcript",497120,514074,-1982,0.024390243902439,"Pocillopora tuahiniensis","miRNA"
"286","Pocillopora_meandrina_HIv1___RNAseq.g15123.t1","GO:0097120","receptor localization to synapse",46,1,0.08,0.00505,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000003",495117,495138,"Pocillopora_meandrina_HIv1___Sc0000003","transcript",497120,514074,-1982,0.0217391304347826,"Pocillopora tuahiniensis","miRNA"
"287","Pocillopora_meandrina_HIv1___RNAseq.g15123.t1","GO:0099072","regulation of postsynaptic membrane neurotransmitte...",69,2,0.11,2.7e-05,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000003",495117,495138,"Pocillopora_meandrina_HIv1___Sc0000003","transcript",497120,514074,-1982,0.0289855072463768,"Pocillopora tuahiniensis","miRNA"
"288","Pocillopora_meandrina_HIv1___RNAseq.g1976.t1","GO:0070050","neuron cellular homeostasis",47,1,0.08,0.00516,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000008",3619363,3619384,"Pocillopora_meandrina_HIv1___Sc0000008","transcript",3614528,3621648,21,0.0212765957446809,"Pocillopora tuahiniensis","miRNA"
"289","Pocillopora_meandrina_HIv1___RNAseq.g9990.t1","GO:0006623","protein targeting to vacuole",47,1,0.08,0.00516,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000012",6455205,6455226,"Pocillopora_meandrina_HIv1___Sc0000012","transcript",6453049,6455598,21,0.0212765957446809,"Pocillopora tuahiniensis","miRNA"
"290","Pocillopora_meandrina_HIv1___RNAseq.g9990.t1","GO:0034058","endosomal vesicle fusion",15,1,0.02,0.00165,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000012",6455205,6455226,"Pocillopora_meandrina_HIv1___Sc0000012","transcript",6453049,6455598,21,0.0666666666666667,"Pocillopora tuahiniensis","miRNA"
"291","Pocillopora_meandrina_HIv1___RNAseq.g14376.t1","GO:0045880","positive regulation of smoothened signaling pathway",37,1,0.06,0.00407,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000009",3894922,3894943,"Pocillopora_meandrina_HIv1___Sc0000009","transcript",3883379,3930270,21,0.027027027027027,"Pocillopora tuahiniensis","miRNA"
"292","Pocillopora_meandrina_HIv1___RNAseq.g21001.t1","GO:0000266","mitochondrial fission",35,1,0.06,0.00385,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000000",818049,818070,"Pocillopora_meandrina_HIv1___Sc0000000","transcript",816355,820160,21,0.0285714285714286,"Pocillopora tuahiniensis","miRNA"
"293","Pocillopora_meandrina_HIv1___RNAseq.g20307.t1b","GO:0099072","regulation of postsynaptic membrane neurotransmitte...",69,2,0.11,2.7e-05,"Biological Processes","Pocillopora_meandrina_HIv1___Sc0000001",19145788,19145809,"Pocillopora_meandrina_HIv1___Sc0000001","transcript",19141889,19164981,21,0.0289855072463768,"Pocillopora tuahiniensis","miRNA"
"294","Pocillopora_meandrina_HIv1___RNAseq.g10955.t1","GO:0005654","nucleoplasm",2121,3,3.55,0.00197,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000021",4351839,4351860,"Pocillopora_meandrina_HIv1___Sc0000021","transcript",4346969,4358531,21,0.00141442715700141,"Pocillopora tuahiniensis","miRNA"
"295","Pocillopora_meandrina_HIv1___RNAseq.g10955.t1","GO:0005737","cytoplasm",10740,19,17.97,1e-06,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000021",4351839,4351860,"Pocillopora_meandrina_HIv1___Sc0000021","transcript",4346969,4358531,21,0.00176908752327747,"Pocillopora tuahiniensis","miRNA"
"296","Pocillopora_meandrina_HIv1___RNAseq.g29326.t1","GO:0005654","nucleoplasm",2121,3,3.55,0.00197,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000017",5050959,5050980,"Pocillopora_meandrina_HIv1___Sc0000017","transcript",5040661,5060533,21,0.00141442715700141,"Pocillopora tuahiniensis","miRNA"
"297","Pocillopora_meandrina_HIv1___RNAseq.g11703.t1b","GO:0005829","cytosol",3291,3,5.51,0.00673,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000016",7549579,7549600,"Pocillopora_meandrina_HIv1___Sc0000016","transcript",7536714,7554288,21,0.000911577028258888,"Pocillopora tuahiniensis","miRNA"
"298","Pocillopora_meandrina_HIv1___RNAseq.g11703.t1b","GO:0005829","cytosol",3291,3,5.51,0.00673,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000016",7550615,7550635,"Pocillopora_meandrina_HIv1___Sc0000016","transcript",7536714,7554288,20,0.000911577028258888,"Pocillopora tuahiniensis","miRNA"
"299","Pocillopora_meandrina_HIv1___RNAseq.g11703.t1b","GO:0005829","cytosol",3291,3,5.51,0.00673,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000016",7553304,7553325,"Pocillopora_meandrina_HIv1___Sc0000016","transcript",7536714,7554288,21,0.000911577028258888,"Pocillopora tuahiniensis","miRNA"
"300","Pocillopora_meandrina_HIv1___RNAseq.g11703.t1b","GO:0005829","cytosol",3291,3,5.51,0.00673,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000016",7555692,7555713,"Pocillopora_meandrina_HIv1___Sc0000016","transcript",7536714,7554288,-1404,0.000911577028258888,"Pocillopora tuahiniensis","miRNA"
"301","Pocillopora_meandrina_HIv1___RNAseq.g11703.t1b","GO:0031901","early endosome membrane",189,1,0.32,0.0221,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000016",7549579,7549600,"Pocillopora_meandrina_HIv1___Sc0000016","transcript",7536714,7554288,21,0.00529100529100529,"Pocillopora tuahiniensis","miRNA"
"302","Pocillopora_meandrina_HIv1___RNAseq.g11703.t1b","GO:0031901","early endosome membrane",189,1,0.32,0.0221,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000016",7550615,7550635,"Pocillopora_meandrina_HIv1___Sc0000016","transcript",7536714,7554288,20,0.00529100529100529,"Pocillopora tuahiniensis","miRNA"
"303","Pocillopora_meandrina_HIv1___RNAseq.g11703.t1b","GO:0031901","early endosome membrane",189,1,0.32,0.0221,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000016",7553304,7553325,"Pocillopora_meandrina_HIv1___Sc0000016","transcript",7536714,7554288,21,0.00529100529100529,"Pocillopora tuahiniensis","miRNA"
"304","Pocillopora_meandrina_HIv1___RNAseq.g11703.t1b","GO:0031901","early endosome membrane",189,1,0.32,0.0221,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000016",7555692,7555713,"Pocillopora_meandrina_HIv1___Sc0000016","transcript",7536714,7554288,-1404,0.00529100529100529,"Pocillopora tuahiniensis","miRNA"
"305","Pocillopora_meandrina_HIv1___RNAseq.g15123.t1","GO:0016323","basolateral plasma membrane",340,1,0.57,0.03943,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000003",495117,495138,"Pocillopora_meandrina_HIv1___Sc0000003","transcript",497120,514074,-1982,0.00294117647058824,"Pocillopora tuahiniensis","miRNA"
"306","Pocillopora_meandrina_HIv1___RNAseq.g15123.t1","GO:0031594","neuromuscular junction",98,1,0.16,0.01152,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000003",495117,495138,"Pocillopora_meandrina_HIv1___Sc0000003","transcript",497120,514074,-1982,0.0102040816326531,"Pocillopora tuahiniensis","miRNA"
"307","Pocillopora_meandrina_HIv1___RNAseq.g15123.t1","GO:0043204","perikaryon",190,1,0.32,0.02222,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000003",495117,495138,"Pocillopora_meandrina_HIv1___Sc0000003","transcript",497120,514074,-1982,0.00526315789473684,"Pocillopora tuahiniensis","miRNA"
"308","Pocillopora_meandrina_HIv1___RNAseq.g15123.t1","GO:0098839","postsynaptic density membrane",112,1,0.19,0.01316,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000003",495117,495138,"Pocillopora_meandrina_HIv1___Sc0000003","transcript",497120,514074,-1982,0.00892857142857143,"Pocillopora tuahiniensis","miRNA"
