Coords	Name	MIRNA	sRNA-ACR-140-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-ACR-145-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-ACR-150-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-ACR-173-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-ACR-178-S1-TP2-fastp-adapters-polyG-31bp-merged
NC_058078.1:4383710-4384377	Cluster_10167	N	0	105	63	95	34
NC_058078.1:4384471-4385319	Cluster_10168	N	2	50	531	222	2727
NC_058078.1:4385613-4386019	Cluster_10169	N	0	6	36	19	94
NC_058078.1:4386519-4388015	Cluster_10170	N	433	2064	52	272	328
NC_058078.1:4397080-4397511	Cluster_10171	N	1	0	53	188	2
NC_058078.1:4437881-4438309	Cluster_10172	N	8	46	158	1	0
NC_058078.1:4458640-4459067	Cluster_10173	N	15	35	1	69	182
NC_058078.1:4459347-4459777	Cluster_10174	N	1157	17	22	335	13
NC_058078.1:4460254-4461199	Cluster_10175	N	19	830	413	99	154
NC_058078.1:4461331-4461759	Cluster_10176	N	12	65	36	23	17
NC_058078.1:4465613-4466434	Cluster_10177	N	96	919	249	189	559
NC_058078.1:4467650-4468382	Cluster_10178	N	31	519	17	1	63
NC_058078.1:4468414-4468981	Cluster_10179	N	801	726	104	312	102
NC_058078.1:4476563-4477209	Cluster_10180	N	40	2161	3	454	1
NC_058078.1:4497870-4498341	Cluster_10181	N	160	135	287	112	13
NC_058078.1:4565235-4565664	Cluster_10182	N	9	17	63	0	22
NC_058078.1:4626313-4626742	Cluster_10183	N	27	2	0	19	185
NC_058078.1:4809617-4810032	Cluster_10184	N	27	6	13	21	18
NC_058078.1:5058043-5058445	Cluster_10185	N	24	28	60	58	10
NC_058078.1:5203381-5203931	Cluster_10186	N	1	318	0	3	0
NC_058078.1:5223212-5223641	Cluster_10187	N	8	67	63	10	11
NC_058078.1:5277814-5279093	Cluster_10188	N	477	657	563	686	697
NC_058078.1:5353008-5353494	Cluster_10189	N	61	459	318	0	285
NC_058078.1:5411310-5411740	Cluster_10190	N	47	36	34	0	60
NC_058078.1:5588940-5589358	Cluster_10191	N	56	21	1	19	25
NC_058078.1:5600581-5601011	Cluster_10192	N	7	5	190	159	0
NC_058078.1:5605977-5606378	Cluster_10193	N	105	0	0	2	0
NC_058078.1:5612325-5612750	Cluster_10194	N	24	12	20	34	25
NC_058078.1:5700421-5700516	Cluster_10195	Y	115	42	70	70	49
NC_058078.1:5805900-5806432	Cluster_10196	N	2160	1977	4428	1367	3517
NC_058078.1:5943308-5943761	Cluster_10197	N	447	1184	913	1101	578
NC_058078.1:5946726-5947306	Cluster_10198	N	20	0	280	2	438
NC_058078.1:6092233-6092854	Cluster_10199	N	38	104	45	24	75
NC_058078.1:6101851-6102280	Cluster_10200	N	0	279	0	87	1
NC_058078.1:6104024-6104453	Cluster_10201	N	0	4	45	699	101
NC_058078.1:6106374-6106804	Cluster_10202	N	2	2	92	0	1
NC_058078.1:6337246-6337670	Cluster_10203	N	26	41	75	39	45
NC_058078.1:6361557-6361986	Cluster_10204	N	0	20	0	0	191
NC_058078.1:6406199-6406626	Cluster_10205	N	10	138	26	0	37
NC_058078.1:6491498-6491928	Cluster_10206	N	102	63	25	145	11
NC_058078.1:6679385-6679817	Cluster_10207	N	47	39	245	39	13
NC_058078.1:7122775-7123207	Cluster_10208	N	552	290	487	739	154
NC_058078.1:7238275-7238684	Cluster_10209	N	11	1	0	122	4
NC_058078.1:7246152-7246593	Cluster_10210	N	17	128	1	54	177
NC_058078.1:7253689-7254117	Cluster_10211	N	0	139	0	0	0
NC_058078.1:7309091-7309547	Cluster_10212	N	10	2974	1	11	501
NC_058078.1:7721409-7721837	Cluster_10213	N	0	133	7	1	0
NC_058078.1:7770980-7771412	Cluster_10214	N	704	309	6	53	222
NC_058078.1:7773979-7774556	Cluster_10215	N	709	0	1150	2203	247
NC_058078.1:7777023-7777472	Cluster_10216	N	391	496	0	0	84
NC_058078.1:7789498-7789919	Cluster_10217	N	43	32	4	44	7
NC_058078.1:7790141-7790558	Cluster_10218	N	26	4	89	5	0
NC_058078.1:7793479-7794047	Cluster_10219	N	289	253	91	717	141
NC_058078.1:7803315-7803822	Cluster_10220	N	7626	9767	3435	5396	3801
NC_058078.1:7834804-7835232	Cluster_10221	N	137	0	0	0	0
NC_058078.1:7955008-7955830	Cluster_10222	N	11	1	861	11	0
NC_058078.1:7956107-7956899	Cluster_10223	N	18	10	5546	14	2
NC_058078.1:7976698-7977146	Cluster_10224	N	613	0	0	2	0
NC_058078.1:7993695-7994122	Cluster_10225	N	54	0	1	28	13
NC_058078.1:8020991-8021408	Cluster_10226	N	0	0	95	0	1
NC_058078.1:8184241-8184669	Cluster_10227	N	0	0	0	0	242
NC_058078.1:8223499-8223924	Cluster_10228	N	0	24	0	0	70
NC_058078.1:8375848-8376325	Cluster_10229	N	2718	2205	424	2639	4089
NC_058078.1:8536055-8536612	Cluster_10230	N	426	199	370	154	161
NC_058078.1:8549676-8550187	Cluster_10231	N	118	24	0	93	173
NC_058078.1:8568363-8568864	Cluster_10232	N	531	122	532	473	225
NC_058078.1:8578919-8579348	Cluster_10233	N	12	10	20	118	49
NC_058078.1:8592755-8593165	Cluster_10234	N	3	0	1	0	91
NC_058078.1:8593585-8594648	Cluster_10235	N	481	127	58	0	3451
NC_058078.1:8596945-8597593	Cluster_10236	N	2	6	4	0	1386
NC_058078.1:8683698-8684234	Cluster_10237	N	10	0	0	4172	0
NC_058078.1:8687909-8688648	Cluster_10238	N	1	2	3	11183	3
NC_058078.1:8716827-8717255	Cluster_10239	N	0	3	146	0	0
NC_058078.1:8720758-8721431	Cluster_10240	N	371	5	3349	138	1746
NC_058078.1:8721788-8722620	Cluster_10241	N	234	0	30	1057	0
NC_058078.1:8722672-8723096	Cluster_10242	N	48	0	4	165	0
NC_058078.1:8723617-8724807	Cluster_10243	N	195	3	356	177	389
NC_058078.1:8724891-8725301	Cluster_10244	N	15	5	19	30	141
NC_058078.1:8725305-8726776	Cluster_10245	N	1554	29	1358	2110	1424
NC_058078.1:8747694-8748885	Cluster_10246	N	63	278	363	105	174
NC_058078.1:8749425-8749843	Cluster_10247	N	62	44	144	21	64
NC_058078.1:8750630-8751416	Cluster_10248	N	198	966	179	478	289
NC_058078.1:8796916-8797339	Cluster_10249	N	1	0	0	3	131
NC_058078.1:8878708-8879135	Cluster_10250	N	4	128	54	7	4
NC_058078.1:8891924-8892352	Cluster_10251	N	2	7	2	1153	7
NC_058078.1:8905445-8905870	Cluster_10252	N	3	0	123	4	3
NC_058078.1:8921378-8921845	Cluster_10253	N	155	0	35	4	6
NC_058078.1:8945619-8946050	Cluster_10254	N	68	1092	49	45	0
NC_058078.1:9042314-9042740	Cluster_10255	N	4	63	110	25	62
NC_058078.1:9110333-9110963	Cluster_10256	N	1676	2204	276	6	545
NC_058078.1:9111489-9111918	Cluster_10257	N	16	1764	6	2	4
NC_058078.1:9133903-9134328	Cluster_10258	N	1	111	2	0	1
NC_058078.1:9188333-9188811	Cluster_10259	N	546	81	125	217	347
NC_058078.1:9222595-9223023	Cluster_10260	N	65	3	59	1	10
NC_058078.1:9314533-9315009	Cluster_10261	N	96	41	548	46	797
NC_058078.1:9327236-9327755	Cluster_10262	N	0	0	254	4	2
NC_058078.1:9330650-9331077	Cluster_10263	N	1	26	88	0	0
NC_058078.1:9331148-9331576	Cluster_10264	N	4	56	167	5	24
NC_058078.1:9335570-9336538	Cluster_10265	N	673	7	16	5	17
NC_058078.1:9336557-9337122	Cluster_10266	N	940	17	47	198	49
NC_058078.1:9337146-9338041	Cluster_10267	N	848	35	108	353	234
NC_058078.1:9338157-9338897	Cluster_10268	N	1229	99	106	183	156
NC_058078.1:9338929-9339338	Cluster_10269	N	177	7	8	9	7
NC_058078.1:9339365-9339795	Cluster_10270	N	0	1	250	11	92
NC_058078.1:9343584-9344350	Cluster_10271	N	1291	2	3067	548	2173
NC_058078.1:9378055-9378553	Cluster_10272	N	15	56	283	173	8
NC_058078.1:9378790-9379218	Cluster_10273	N	0	0	10	128	0
NC_058078.1:9384110-9384639	Cluster_10274	N	137	259	130	136	115
NC_058078.1:9404040-9404467	Cluster_10275	N	4	2	107	1	16
NC_058078.1:9414776-9415203	Cluster_10276	N	63	51	66	49	7
NC_058078.1:9461402-9461815	Cluster_10277	N	9	23	0	5	193
NC_058078.1:9462951-9463378	Cluster_10278	N	11	29	6	14	182
NC_058078.1:9465639-9466045	Cluster_10279	N	12	52	4	24	105
NC_058078.1:9472502-9472942	Cluster_10280	N	136	116	82	60	0
NC_058078.1:9507974-9508461	Cluster_10281	N	6	2262	1	2	21
NC_058078.1:9512194-9512621	Cluster_10282	N	81	168	114	5	19
NC_058078.1:9563717-9564145	Cluster_10283	N	78	42	84	35	105
NC_058078.1:9564694-9565124	Cluster_10284	N	60	56	159	27	10
NC_058078.1:9569283-9569872	Cluster_10285	N	191	117	123	134	70
NC_058078.1:9570359-9570786	Cluster_10286	N	20	61	106	5	6
NC_058078.1:9609152-9609581	Cluster_10287	N	50	2	0	123	273
NC_058078.1:9609906-9610661	Cluster_10288	N	1048	5080	2742	31	4287
NC_058078.1:9681367-9681821	Cluster_10289	N	2	0	30	458	847
NC_058078.1:9736738-9737169	Cluster_10290	N	607	0	182	230	230
NC_058078.1:9741057-9741802	Cluster_10291	N	18	11	31	590	13
NC_058078.1:9772533-9772962	Cluster_10292	N	0	66	174	0	0
NC_058078.1:9831095-9831523	Cluster_10293	N	71	10	33	3	9
NC_058078.1:9875384-9875811	Cluster_10294	N	0	1	1	1	120
NC_058078.1:9879851-9880280	Cluster_10295	N	37	9	1	110	2
NC_058078.1:9913675-9914103	Cluster_10296	N	83	7	37	3	6
NC_058078.1:9936799-9937229	Cluster_10297	N	746	302	253	128	915
NC_058078.1:9953644-9954068	Cluster_10298	N	4	1	125	1	17
NC_058078.1:9955233-9955661	Cluster_10299	N	14	1	126	12	90
NC_058078.1:9956051-9956492	Cluster_10300	N	76	0	322	5	31
NC_058078.1:9957309-9957795	Cluster_10301	N	20	2	451	17	50
NC_058078.1:9958028-9958455	Cluster_10302	N	22	6	84	24	44
NC_058078.1:9963298-9963728	Cluster_10303	N	244	121	3	23	2
NC_058078.1:9970399-9970827	Cluster_10304	N	70	36	0	23	26
NC_058078.1:9973092-9973523	Cluster_10305	N	80	189	2	8	0
NC_058078.1:10010358-10010998	Cluster_10306	N	512	3	0	0	0
NC_058078.1:10018661-10019137	Cluster_10307	N	5	812	0	38	97
NC_058078.1:10061521-10062024	Cluster_10308	N	39	63	208	30	180
NC_058078.1:10068792-10069220	Cluster_10309	N	367	0	10	18	0
NC_058078.1:10074160-10075628	Cluster_10310	N	1089	347	337	949	0
NC_058078.1:10106909-10107337	Cluster_10311	N	136	1	4	0	0
NC_058078.1:10136422-10136848	Cluster_10312	N	16	20	114	2	93
NC_058078.1:10177186-10177684	Cluster_10313	N	1182	69	9	21	176
NC_058078.1:10181833-10182251	Cluster_10314	N	15	71	18	53	28
NC_058078.1:10249452-10249883	Cluster_10315	N	329	8	158	15	1
NC_058078.1:10294047-10294480	Cluster_10316	N	346	10	173	18	1
NC_058078.1:10328453-10328883	Cluster_10317	N	0	7	17	332	0
NC_058078.1:10345172-10345599	Cluster_10318	N	66	168	122	4	32
NC_058078.1:10436238-10437084	Cluster_10319	N	10	315	14	287	472
NC_058078.1:10437236-10437665	Cluster_10320	N	0	43	1	19	150
NC_058078.1:10439268-10439710	Cluster_10321	N	7	88	5	47	448
NC_058078.1:10445040-10446037	Cluster_10322	N	187	150	288	34	137
NC_058078.1:10446233-10447612	Cluster_10323	N	413	807	401	25	129
NC_058078.1:10451718-10452149	Cluster_10324	N	4	4	1318	1	19
NC_058078.1:10491846-10492273	Cluster_10325	N	39	89	3	68	70
NC_058078.1:10529425-10529844	Cluster_10326	N	0	2	0	0	98
NC_058078.1:10641615-10642051	Cluster_10327	N	0	0	158	72	11
NC_058078.1:10645695-10646113	Cluster_10328	N	5	6	23	4	115
NC_058078.1:10743251-10743682	Cluster_10329	N	116	249	83	831	290
NC_058078.1:10808371-10808802	Cluster_10330	N	0	23	16	1	285
NC_058078.1:10849944-10850353	Cluster_10331	N	9	9	5	2	121
NC_058078.1:10870924-10872924	Cluster_10332	N	16	950	491	2622	229
NC_058078.1:10912492-10912919	Cluster_10333	N	6	0	3	0	157
NC_058078.1:11024665-11025092	Cluster_10334	N	2	15	9	79	33
NC_058078.1:11037023-11037542	Cluster_10335	N	36	34	147	145	130
NC_058078.1:11041203-11041625	Cluster_10336	N	0	17	50	0	21
NC_058078.1:11055361-11055790	Cluster_10337	N	0	0	0	278	0
NC_058078.1:11069713-11070546	Cluster_10338	N	581	112	112	150	582
NC_058078.1:11073217-11073643	Cluster_10339	N	12	62	61	45	21
NC_058078.1:11074329-11074758	Cluster_10340	N	0	1	0	117	1
NC_058078.1:11083301-11083721	Cluster_10341	N	48	0	0	46	0
NC_058078.1:11149271-11149703	Cluster_10342	N	95	5	451	0	1
NC_058078.1:11172900-11173645	Cluster_10343	N	71	0	0	316	0
NC_058078.1:11179242-11179725	Cluster_10344	N	388	1078	99	302	702
NC_058078.1:11213253-11214128	Cluster_10345	N	481	154	59	1	522
NC_058078.1:11221292-11221978	Cluster_10346	N	39	57	1200	1348	1587
NC_058078.1:11235285-11236110	Cluster_10347	N	49	366	35	15	85
NC_058078.1:11293677-11294113	Cluster_10348	N	226	354	0	232	175
NC_058078.1:11294180-11294608	Cluster_10349	N	105	2	44	0	29
NC_058078.1:11415833-11416260	Cluster_10350	N	0	187	0	2	1
NC_058078.1:11416406-11416856	Cluster_10351	N	5	2272	1	5	2
NC_058078.1:11416977-11417556	Cluster_10352	N	12	823	2	38	12
NC_058078.1:11418439-11418868	Cluster_10353	N	0	143	0	3	2
NC_058078.1:11432848-11433266	Cluster_10354	N	8	95	0	0	18
NC_058078.1:11458745-11459155	Cluster_10355	N	44	53	41	40	1
NC_058078.1:11484109-11484540	Cluster_10356	N	66	164	3	11	0
NC_058078.1:11487589-11488551	Cluster_10357	N	30	373	44	13	875
NC_058078.1:11501351-11502182	Cluster_10358	N	524	29	115	13	67
NC_058078.1:11549458-11549887	Cluster_10359	N	0	131	0	13	47
NC_058078.1:11558181-11558717	Cluster_10360	N	53	19	92	58	2
NC_058078.1:11558781-11559210	Cluster_10361	N	109	104	29	0	24
NC_058078.1:11640870-11641299	Cluster_10362	N	198	2	96	223	5
NC_058078.1:11659452-11659861	Cluster_10363	N	96	76	0	41	49
NC_058078.1:11666429-11666848	Cluster_10364	N	19	93	25	128	86
NC_058078.1:11726427-11726854	Cluster_10365	N	0	1	1	303	0
NC_058078.1:11727381-11727809	Cluster_10366	N	41	0	35	198	0
NC_058078.1:11767621-11769001	Cluster_10367	N	1003	1376	2211	1581	4041
NC_058078.1:11810031-11810460	Cluster_10368	N	76	0	25	4	202
NC_058078.1:11825846-11826276	Cluster_10369	N	7	41	60	102	83
NC_058078.1:11828144-11828663	Cluster_10370	N	115	222	380	4	113
NC_058078.1:11828709-11829197	Cluster_10371	N	314	175	20	2	38
NC_058078.1:11829204-11829663	Cluster_10372	N	197	29	69	1	331
NC_058078.1:11846402-11846816	Cluster_10373	N	1	177	1	1	8
NC_058078.1:11851429-11851926	Cluster_10374	N	38	502	23	27	41
NC_058078.1:11862139-11862563	Cluster_10375	N	1	89	0	0	2
NC_058078.1:11933040-11933470	Cluster_10376	N	76	307	0	381	0
NC_058078.1:11957839-11958271	Cluster_10377	N	450	0	0	0	0
NC_058078.1:11964341-11964923	Cluster_10378	N	582	1007	968	22	759
NC_058078.1:11965014-11966912	Cluster_10379	N	802	1260	364	99	580
NC_058078.1:11967049-11967477	Cluster_10380	N	94	66	77	82	60
NC_058078.1:12014384-12014839	Cluster_10381	N	0	161	0	61	27
NC_058078.1:12016943-12017442	Cluster_10382	N	214	2349	323	462	248
NC_058078.1:12067065-12067486	Cluster_10383	N	5	29	7	65	37
NC_058078.1:12116821-12117248	Cluster_10384	N	0	0	0	0	248
NC_058078.1:12123712-12124142	Cluster_10385	N	0	735	770	768	0
NC_058078.1:12126781-12127211	Cluster_10386	N	0	343	369	0	522
NC_058078.1:12137747-12138175	Cluster_10387	N	0	0	371	0	0
NC_058078.1:12163526-12163952	Cluster_10388	N	7	11	25	29	16
NC_058078.1:12168558-12169290	Cluster_10389	N	61	15	3399	36	153
NC_058078.1:12195233-12196183	Cluster_10390	N	231	258	240	127	63
NC_058078.1:12203666-12204102	Cluster_10391	N	11	6	16	429	120
NC_058078.1:12208811-12209617	Cluster_10392	N	571	311	153	83	281
NC_058078.1:12212083-12212511	Cluster_10393	N	1	11	151	11	66
NC_058078.1:12212616-12213042	Cluster_10394	N	0	23	126	32	78
NC_058078.1:12221108-12221536	Cluster_10395	N	0	0	115	8	12
NC_058078.1:12222681-12223109	Cluster_10396	N	28	98	66	45	13
NC_058078.1:12223172-12223798	Cluster_10397	N	24	405	75	79	28
NC_058078.1:12223811-12224240	Cluster_10398	N	31	73	116	53	12
NC_058078.1:12224649-12225451	Cluster_10399	N	8	61	123	88	23
NC_058078.1:12225983-12226410	Cluster_10400	N	24	32	100	47	11
NC_058078.1:12226572-12227092	Cluster_10401	N	35	205	383	159	108
NC_058078.1:12227187-12227615	Cluster_10402	N	3	30	41	81	42
NC_058078.1:12228166-12228593	Cluster_10403	N	27	42	115	35	9
NC_058078.1:12228734-12229789	Cluster_10404	N	6	156	422	240	62
NC_058078.1:12230418-12230860	Cluster_10405	N	22	11	298	38	10
NC_058078.1:12231389-12232207	Cluster_10406	N	26	66	490	96	19
NC_058078.1:12247986-12248845	Cluster_10407	N	4828	27	458	41	880
NC_058078.1:12248956-12249386	Cluster_10408	N	645	4	0	3	7
NC_058078.1:12249393-12251082	Cluster_10409	N	3151	7	104	9	35
NC_058078.1:12254512-12255692	Cluster_10410	N	47	12	1507	7	2
NC_058078.1:12255732-12256160	Cluster_10411	N	7	3	212	7	2
NC_058078.1:12256638-12257638	Cluster_10412	N	3197	21	3863	21	693
NC_058078.1:12259574-12259996	Cluster_10413	N	4	23	25	132	19
NC_058078.1:12260047-12260471	Cluster_10414	N	20	31	79	10	9
NC_058078.1:12260657-12261074	Cluster_10415	N	5	10	50	54	0
NC_058078.1:12289687-12290114	Cluster_10416	N	21	243	31	17	14
NC_058078.1:12290136-12291155	Cluster_10417	N	83	562	80	38	55
NC_058078.1:12291210-12291813	Cluster_10418	N	141	124	184	58	92
NC_058078.1:12292170-12293114	Cluster_10419	N	264	204	162	65	84
NC_058078.1:12293180-12293610	Cluster_10420	N	200	178	201	56	65
NC_058078.1:12293637-12294138	Cluster_10421	N	92	66	116	39	50
NC_058078.1:12300573-12301001	Cluster_10422	N	14	392	0	42	0
NC_058078.1:12309907-12310335	Cluster_10423	N	79	87	128	34	33
NC_058078.1:12321465-12321875	Cluster_10424	N	38	21	33	13	45
NC_058078.1:12321978-12322677	Cluster_10425	N	262	307	170	86	2099
NC_058078.1:12336221-12336812	Cluster_10426	N	49	65	27	109	1733
NC_058078.1:12344428-12344850	Cluster_10427	N	0	34	64	0	0
NC_058078.1:12349181-12349610	Cluster_10428	N	53	47	111	26	54
NC_058078.1:12349798-12350225	Cluster_10429	N	4	36	47	4	184
NC_058078.1:12358797-12359200	Cluster_10430	N	80	0	0	58	0
NC_058078.1:12366693-12367112	Cluster_10431	N	0	112	91	0	0
NC_058078.1:12378631-12379059	Cluster_10432	N	1	0	132	10	2
NC_058078.1:12381458-12382003	Cluster_10433	N	13	1	759	70	15
NC_058078.1:12383923-12384358	Cluster_10434	N	16	2	270	25	12
NC_058078.1:12384826-12385646	Cluster_10435	N	112	5	270	233	128
NC_058078.1:12387440-12387868	Cluster_10436	N	20	76	111	70	14
NC_058078.1:12390903-12391681	Cluster_10437	N	312	542	222	270	97
NC_058078.1:12400063-12400916	Cluster_10438	N	221	72	1	38	94
NC_058078.1:12405285-12405706	Cluster_10439	N	59	11	30	13	7
NC_058078.1:12416425-12416869	Cluster_10440	N	41	36	114	36	102
NC_058078.1:12416999-12417439	Cluster_10441	N	16	19	28	261	0
NC_058078.1:12417659-12418308	Cluster_10442	N	381	649	74	2107	591
NC_058078.1:12427880-12428309	Cluster_10443	N	101	69	11	0	1
NC_058078.1:12479017-12479756	Cluster_10444	N	225	149	200	187	207
NC_058078.1:12499059-12499730	Cluster_10445	N	230	117	113	117	72
NC_058078.1:12521807-12522236	Cluster_10446	N	9	4	2360	10	0
NC_058078.1:12523902-12524332	Cluster_10447	N	384	1	1	5	3
NC_058078.1:12566167-12566595	Cluster_10448	N	153	0	1	0	0
NC_058078.1:12567346-12567803	Cluster_10449	N	1	0	265	0	24
NC_058078.1:12570677-12571105	Cluster_10450	N	44	11	41	11	14
NC_058078.1:12573479-12573906	Cluster_10451	N	114	49	40	28	39
NC_058078.1:12578922-12579453	Cluster_10452	N	107	246	285	50	46
NC_058078.1:12595691-12596225	Cluster_10453	N	36	6	445	14	32
NC_058078.1:12597496-12597937	Cluster_10454	N	433	2	322	5	11
NC_058078.1:12597952-12598824	Cluster_10455	N	3361	3340	1677	224	40
NC_058078.1:12599189-12599619	Cluster_10456	N	6	20	273	78	47
NC_058078.1:12604208-12604915	Cluster_10457	N	12	198	1425	4401	19
NC_058078.1:12606657-12607140	Cluster_10458	N	8	409	3	2	109
NC_058078.1:12612575-12613002	Cluster_10459	N	7	53	89	5	0
NC_058078.1:12617418-12617829	Cluster_10460	N	34	0	108	12	21
NC_058078.1:12624641-12625070	Cluster_10461	N	1	10	407	0	2
NC_058078.1:12643959-12644359	Cluster_10462	N	17	33	26	41	10
NC_058078.1:12653192-12654444	Cluster_10463	N	743	100	138	216	80
NC_058078.1:12657987-12659284	Cluster_10464	N	3875	29	17117	8847	16023
NC_058078.1:12660353-12660850	Cluster_10465	N	84	0	79	91	124
NC_058078.1:12662270-12662701	Cluster_10466	N	38	1	215	36	58
NC_058078.1:12663597-12664026	Cluster_10467	N	121	0	55	10	24
NC_058078.1:12669495-12669961	Cluster_10468	N	1	856	1	1	249
NC_058078.1:12677426-12677855	Cluster_10469	N	17	114	165	272	117
NC_058078.1:12686343-12686745	Cluster_10470	N	1	6	45	62	27
NC_058078.1:12687935-12688363	Cluster_10471	N	2	98	9	26	11
NC_058078.1:12708446-12708885	Cluster_10472	N	152	30	105	244	46
NC_058078.1:12768567-12768997	Cluster_10473	N	9	1	2	0	305
NC_058078.1:12796386-12796904	Cluster_10474	N	0	0	87	81	257
NC_058078.1:12798984-12799567	Cluster_10475	N	0	12	493	2	218
NC_058078.1:12803974-12804380	Cluster_10476	N	22	63	9	0	4
NC_058078.1:12873479-12873906	Cluster_10477	N	22	112	84	0	4
NC_058078.1:12896988-12897408	Cluster_10478	N	2	103	1	1	1
NC_058078.1:12897839-12898268	Cluster_10479	N	4	194	68	20	66
NC_058078.1:12918121-12919159	Cluster_10480	N	13	224	865	66	108
NC_058078.1:12966857-12967392	Cluster_10481	N	769	189	173	42	456
NC_058078.1:13038741-13039857	Cluster_10482	N	273	178	128	98	186
NC_058078.1:13041254-13041787	Cluster_10483	N	75	477	3	574	687
NC_058078.1:13055300-13055970	Cluster_10484	N	96	69	101	106	61
NC_058078.1:13086338-13086760	Cluster_10485	N	14	17	32	36	35
NC_058078.1:13112140-13112562	Cluster_10486	N	1	6	91	2	2
NC_058078.1:13180499-13181074	Cluster_10487	N	84	40	245	20	44
NC_058078.1:13194468-13194989	Cluster_10488	N	1	238	6	58	60
NC_058078.1:13197091-13197520	Cluster_10489	N	67	0	1158	1	0
NC_058078.1:13337681-13338110	Cluster_10490	N	95	176	106	6	46
NC_058078.1:13438802-13440116	Cluster_10491	N	911	689	1146	972	7
NC_058078.1:13440309-13440873	Cluster_10492	N	9	213	843	23	0
NC_058078.1:13636347-13636888	Cluster_10493	N	1799	764	8376	1583	8227
NC_058078.1:13646542-13646635	Cluster_10494	Y	115	211	132	245	259
NC_058078.1:13653061-13653602	Cluster_10495	N	570	2026	3404	393	2405
NC_058078.1:13749299-13749721	Cluster_10496	N	92	4	5	2	2
NC_058078.1:13749979-13750388	Cluster_10497	N	145	17	0	3	1
NC_058078.1:13752144-13752738	Cluster_10498	N	80	49	557	287	159
NC_058078.1:13789342-13789767	Cluster_10499	N	2	3	14	245	0
NC_058078.1:13790456-13790880	Cluster_10500	N	3	2	15	128	0
NC_058078.1:13973215-13973644	Cluster_10501	N	49	4	29	0	55
NC_058078.1:13983862-13984291	Cluster_10502	N	31	7	18	403	44
NC_058078.1:13984537-13984960	Cluster_10503	N	1	58	1	3	44
NC_058078.1:14256170-14256732	Cluster_10504	N	195	135	448	0	186
NC_058078.1:14437047-14437885	Cluster_10505	N	420	2228	764	585	1104
NC_058078.1:14474035-14474576	Cluster_10506	N	38	88	57	58	69
NC_058078.1:14474590-14475964	Cluster_10507	N	570	408	708	241	285
NC_058078.1:14476226-14476654	Cluster_10508	N	51	40	53	24	38
NC_058078.1:14484507-14484938	Cluster_10509	N	160	243	2	0	37
NC_058078.1:14485356-14485852	Cluster_10510	N	8	244	19	1	65
NC_058078.1:14508254-14508681	Cluster_10511	N	48	52	21	38	17
NC_058078.1:14509546-14510039	Cluster_10512	N	150	253	32	68	19
NC_058078.1:14532744-14533169	Cluster_10513	N	0	89	6	1	0
NC_058078.1:14545509-14545936	Cluster_10514	N	119	0	2	0	1
NC_058078.1:14552340-14553037	Cluster_10515	N	11	60	15	1481	997
NC_058078.1:14562805-14563232	Cluster_10516	N	182	31	204	5	9
NC_058078.1:14605167-14605593	Cluster_10517	N	29	83	0	0	60
NC_058078.1:14606779-14607205	Cluster_10518	N	23	111	10	10	0
NC_058078.1:14614098-14614523	Cluster_10519	N	15	158	67	1	1
NC_058078.1:14614730-14615157	Cluster_10520	N	31	115	51	0	0
NC_058078.1:14616244-14617678	Cluster_10521	N	286	2817	3933	6	8
NC_058078.1:14620967-14621467	Cluster_10522	N	0	2	3	362	1
NC_058078.1:14652302-14653058	Cluster_10523	N	65	25	39	61	1466
NC_058078.1:14653306-14654533	Cluster_10524	N	159	49	123	177	4855
NC_058078.1:14672436-14672863	Cluster_10525	N	0	115	2	3	1
NC_058078.1:14699271-14700051	Cluster_10526	N	8090	4994	80	12757	9922
NC_058078.1:14744515-14745063	Cluster_10527	N	7	103	498	305	266
NC_058078.1:14745065-14746153	Cluster_10528	N	25	247	235	197	210
NC_058078.1:14746980-14747408	Cluster_10529	N	0	212	1	0	50
NC_058078.1:14758739-14759390	Cluster_10530	N	13	177	864	25	1
NC_058078.1:14759757-14760187	Cluster_10531	N	364	51	27	35	51
NC_058078.1:14777413-14777957	Cluster_10532	N	457	35	467	50	40
NC_058078.1:14906816-14907315	Cluster_10533	N	0	0	0	419	0
NC_058078.1:14940670-14941097	Cluster_10534	N	0	2	253	1	4
NC_058078.1:14948777-14949202	Cluster_10535	N	1	172	0	0	12
NC_058078.1:14990572-14990980	Cluster_10536	N	0	26	63	0	0
NC_058078.1:15245872-15246298	Cluster_10537	N	67	55	3	41	1
NC_058078.1:15246777-15247545	Cluster_10538	N	263	0	333	1861	1
NC_058078.1:15247711-15248491	Cluster_10539	N	781	7	1391	1959	0
NC_058078.1:15248785-15249218	Cluster_10540	N	59	0	72	119	1
NC_058078.1:15278468-15278895	Cluster_10541	N	75	1	61	176	0
NC_058078.1:15317067-15317500	Cluster_10542	N	363	0	0	0	0
NC_058078.1:15324012-15324499	Cluster_10543	N	212	105	105	65	609
NC_058078.1:15367730-15368159	Cluster_10544	N	110	6	3	0	101
NC_058078.1:15503639-15504059	Cluster_10545	N	0	45	49	11	0
NC_058078.1:15553997-15554425	Cluster_10546	N	79	29	144	2	4
