"","gene_name","GeneOntologyIDs","Term","Annotated","Significant","Expected","Fisher","ontology","l_chrom","l_start","l_end","V4","gf_chrom","gf_type","gf_start","gf_end","gf_attr","overlap","is_overlapping","prop.sig.genes"
"817","Peve_00005214","GO:0005634","nucleus",6583,382,368.22,0.0045,"Cellular Components","Porites_evermani_scaffold_133",45096,46471,"transcript::Porites_evermani_scaffold_133:45096-46471","Porites_evermani_scaffold_133","mRNA",54282,61849,"ID=Peve_00005214;Name=Peve_00005214;start=0;stop=1;cds_size=1632",7811,FALSE,0.0580282545951694
"818","Peve_00005214","GO:0005829","cytosol",4039,253,225.92,0.0433,"Cellular Components","Porites_evermani_scaffold_133",45096,46471,"transcript::Porites_evermani_scaffold_133:45096-46471","Porites_evermani_scaffold_133","mRNA",54282,61849,"ID=Peve_00005214;Name=Peve_00005214;start=0;stop=1;cds_size=1632",7811,FALSE,0.062639267145333
"819","Peve_00005214","GO:0031410","cytoplasmic vesicle",2584,175,144.53,0.0439,"Cellular Components","Porites_evermani_scaffold_133",45096,46471,"transcript::Porites_evermani_scaffold_133:45096-46471","Porites_evermani_scaffold_133","mRNA",54282,61849,"ID=Peve_00005214;Name=Peve_00005214;start=0;stop=1;cds_size=1632",7811,FALSE,0.0677244582043344
"820","Peve_00005343","GO:0005634","nucleus",6583,382,368.22,0.0045,"Cellular Components","Porites_evermani_scaffold_134",169530,169860,"transcript::Porites_evermani_scaffold_134:169530-169860","Porites_evermani_scaffold_134","mRNA",155417,167453,"ID=Peve_00005343;Name=Peve_00005343;start=1;stop=1;cds_size=3750",2077,FALSE,0.0580282545951694
"821","Peve_00005352","GO:0005813","centrosome",999,78,55.88,0.001,"Cellular Components","Porites_evermani_scaffold_134",235066,235568,"transcript::Porites_evermani_scaffold_134:235066-235568","Porites_evermani_scaffold_134","mRNA",236073,244197,"ID=Peve_00005352;Name=Peve_00005352;start=1;stop=1;cds_size=1401",505,FALSE,0.0780780780780781
"822","Peve_00005352","GO:0005829","cytosol",4039,253,225.92,0.0433,"Cellular Components","Porites_evermani_scaffold_134",235066,235568,"transcript::Porites_evermani_scaffold_134:235066-235568","Porites_evermani_scaffold_134","mRNA",236073,244197,"ID=Peve_00005352;Name=Peve_00005352;start=1;stop=1;cds_size=1401",505,FALSE,0.062639267145333
"823","Peve_00005451","GO:0005829","cytosol",4039,253,225.92,0.0433,"Cellular Components","Porites_evermani_scaffold_1347",132053,134243,"transcript::Porites_evermani_scaffold_1347:132053-134243","Porites_evermani_scaffold_1347","mRNA",117522,130045,"ID=Peve_00005451;Name=Peve_00005451;start=1;stop=1;cds_size=2178",2008,FALSE,0.062639267145333
"824","Peve_00005504","GO:0005634","nucleus",6583,382,368.22,0.0045,"Cellular Components","Porites_evermani_scaffold_135",253180,253768,"transcript::Porites_evermani_scaffold_135:253180-253768","Porites_evermani_scaffold_135","mRNA",241263,242519,"ID=Peve_00005504;Name=Peve_00005504;start=1;stop=1;cds_size=1185",10661,FALSE,0.0580282545951694
"825","Peve_00005725","GO:0000139","Golgi membrane",755,56,42.23,0.0193,"Cellular Components","Porites_evermani_scaffold_1365",562,1228,"transcript::Porites_evermani_scaffold_1365:562-1228","Porites_evermani_scaffold_1365","mRNA",28115,34942,"ID=Peve_00005725;Name=Peve_00005725;start=1;stop=1;cds_size=1098",26887,FALSE,0.0741721854304636
"826","Peve_00005725","GO:0005634","nucleus",6583,382,368.22,0.0045,"Cellular Components","Porites_evermani_scaffold_1365",562,1228,"transcript::Porites_evermani_scaffold_1365:562-1228","Porites_evermani_scaffold_1365","mRNA",28115,34942,"ID=Peve_00005725;Name=Peve_00005725;start=1;stop=1;cds_size=1098",26887,FALSE,0.0580282545951694
"827","Peve_00005725","GO:0044233","mitochondria-associated endoplasmic reticulum membr...",21,4,1.17,0.0272,"Cellular Components","Porites_evermani_scaffold_1365",562,1228,"transcript::Porites_evermani_scaffold_1365:562-1228","Porites_evermani_scaffold_1365","mRNA",28115,34942,"ID=Peve_00005725;Name=Peve_00005725;start=1;stop=1;cds_size=1098",26887,FALSE,0.19047619047619
"828","Peve_00006031","GO:0005813","centrosome",999,78,55.88,0.001,"Cellular Components","Porites_evermani_scaffold_139",96319,97059,"transcript::Porites_evermani_scaffold_139:96319-97059","Porites_evermani_scaffold_139","mRNA",80342,81908,"ID=Peve_00006031;Name=Peve_00006031;start=0;stop=0;cds_size=1503",14411,FALSE,0.0780780780780781
"829","Peve_00006031","GO:0030496","midbody",479,39,26.79,0.0103,"Cellular Components","Porites_evermani_scaffold_139",96319,97059,"transcript::Porites_evermani_scaffold_139:96319-97059","Porites_evermani_scaffold_139","mRNA",80342,81908,"ID=Peve_00006031;Name=Peve_00006031;start=0;stop=0;cds_size=1503",14411,FALSE,0.081419624217119
"830","Peve_00006040","GO:0005813","centrosome",999,78,55.88,0.001,"Cellular Components","Porites_evermani_scaffold_139",202331,204157,"transcript::Porites_evermani_scaffold_139:202331-204157","Porites_evermani_scaffold_139","mRNA",204636,206382,"ID=Peve_00006040;Name=Peve_00006040;start=1;stop=1;cds_size=1611",479,FALSE,0.0780780780780781
"831","Peve_00006040","GO:0030496","midbody",479,39,26.79,0.0103,"Cellular Components","Porites_evermani_scaffold_139",202331,204157,"transcript::Porites_evermani_scaffold_139:202331-204157","Porites_evermani_scaffold_139","mRNA",204636,206382,"ID=Peve_00006040;Name=Peve_00006040;start=1;stop=1;cds_size=1611",479,FALSE,0.081419624217119
"832","Peve_00006156","GO:0031410","cytoplasmic vesicle",2584,175,144.53,0.0439,"Cellular Components","Porites_evermani_scaffold_14",443866,444376,"transcript::Porites_evermani_scaffold_14:443866-444376","Porites_evermani_scaffold_14","mRNA",454950,470171,"ID=Peve_00006156;Name=Peve_00006156;start=1;stop=1;cds_size=2304",10574,FALSE,0.0677244582043344
"833","Peve_00006162","GO:0031410","cytoplasmic vesicle",2584,175,144.53,0.0439,"Cellular Components","Porites_evermani_scaffold_14",550733,550955,"transcript::Porites_evermani_scaffold_14:550733-550955","Porites_evermani_scaffold_14","mRNA",553661,565005,"ID=Peve_00006162;Name=Peve_00006162;start=0;stop=1;cds_size=2316",2706,FALSE,0.0677244582043344
"834","Peve_00006231","GO:0005634","nucleus",6583,382,368.22,0.0045,"Cellular Components","Porites_evermani_scaffold_14",305982,307561,"transcript::Porites_evermani_scaffold_14:305982-307561","Porites_evermani_scaffold_14","mRNA",290349,305812,"ID=Peve_00006231;Name=Peve_00006231;start=1;stop=1;cds_size=4296",170,FALSE,0.0580282545951694
"835","Peve_00006277","GO:0005634","nucleus",6583,382,368.22,0.0045,"Cellular Components","Porites_evermani_scaffold_1401",698,1262,"transcript::Porites_evermani_scaffold_1401:698-1262","Porites_evermani_scaffold_1401","mRNA",2114,3041,"ID=Peve_00006277;Name=Peve_00006277;start=1;stop=1;cds_size=264",852,FALSE,0.0580282545951694
"836","Peve_00006280","GO:0005634","nucleus",6583,382,368.22,0.0045,"Cellular Components","Porites_evermani_scaffold_1401",102170,103251,"transcript::Porites_evermani_scaffold_1401:102170-103251","Porites_evermani_scaffold_1401","mRNA",103542,117426,"ID=Peve_00006280;Name=Peve_00006280;start=1;stop=1;cds_size=3105",291,FALSE,0.0580282545951694
"837","Peve_00006280","GO:0005829","cytosol",4039,253,225.92,0.0433,"Cellular Components","Porites_evermani_scaffold_1401",102170,103251,"transcript::Porites_evermani_scaffold_1401:102170-103251","Porites_evermani_scaffold_1401","mRNA",103542,117426,"ID=Peve_00006280;Name=Peve_00006280;start=1;stop=1;cds_size=3105",291,FALSE,0.062639267145333
"838","Peve_00006280","GO:0010494","cytoplasmic stress granule",87,12,4.87,0.0032,"Cellular Components","Porites_evermani_scaffold_1401",102170,103251,"transcript::Porites_evermani_scaffold_1401:102170-103251","Porites_evermani_scaffold_1401","mRNA",103542,117426,"ID=Peve_00006280;Name=Peve_00006280;start=1;stop=1;cds_size=3105",291,FALSE,0.137931034482759
"839","Peve_00006280","GO:0071546","pi-body",19,4,1.06,0.0192,"Cellular Components","Porites_evermani_scaffold_1401",102170,103251,"transcript::Porites_evermani_scaffold_1401:102170-103251","Porites_evermani_scaffold_1401","mRNA",103542,117426,"ID=Peve_00006280;Name=Peve_00006280;start=1;stop=1;cds_size=3105",291,FALSE,0.210526315789474
"840","Peve_00006329","GO:0005829","cytosol",4039,253,225.92,0.0433,"Cellular Components","Porites_evermani_scaffold_1406",26179,26952,"transcript::Porites_evermani_scaffold_1406:26179-26952","Porites_evermani_scaffold_1406","mRNA",5205,23153,"ID=Peve_00006329;Name=Peve_00006329;start=0;stop=0;cds_size=3732",3026,FALSE,0.062639267145333
"841","Peve_00006329","GO:0005829","cytosol",4039,253,225.92,0.0433,"Cellular Components","Porites_evermani_scaffold_1406",27967,29582,"transcript::Porites_evermani_scaffold_1406:27967-29582","Porites_evermani_scaffold_1406","mRNA",5205,23153,"ID=Peve_00006329;Name=Peve_00006329;start=0;stop=0;cds_size=3732",4814,FALSE,0.062639267145333
"842","Peve_00006330","GO:0005829","cytosol",4039,253,225.92,0.0433,"Cellular Components","Porites_evermani_scaffold_1406",61895,62170,"transcript::Porites_evermani_scaffold_1406:61895-62170","Porites_evermani_scaffold_1406","mRNA",44490,55646,"ID=Peve_00006330;Name=Peve_00006330;start=0;stop=0;cds_size=3732",6249,FALSE,0.062639267145333
"843","Peve_00006342","GO:0005634","nucleus",6583,382,368.22,0.0045,"Cellular Components","Porites_evermani_scaffold_1407",129157,130029,"transcript::Porites_evermani_scaffold_1407:129157-130029","Porites_evermani_scaffold_1407","mRNA",119772,127125,"ID=Peve_00006342;Name=Peve_00006342;start=1;stop=0;cds_size=903",2032,FALSE,0.0580282545951694
"844","Peve_00006342","GO:0005813","centrosome",999,78,55.88,0.001,"Cellular Components","Porites_evermani_scaffold_1407",129157,130029,"transcript::Porites_evermani_scaffold_1407:129157-130029","Porites_evermani_scaffold_1407","mRNA",119772,127125,"ID=Peve_00006342;Name=Peve_00006342;start=1;stop=0;cds_size=903",2032,FALSE,0.0780780780780781
"845","Peve_00006342","GO:0005829","cytosol",4039,253,225.92,0.0433,"Cellular Components","Porites_evermani_scaffold_1407",129157,130029,"transcript::Porites_evermani_scaffold_1407:129157-130029","Porites_evermani_scaffold_1407","mRNA",119772,127125,"ID=Peve_00006342;Name=Peve_00006342;start=1;stop=0;cds_size=903",2032,FALSE,0.062639267145333
"846","Peve_00006366","GO:0005634","nucleus",6583,382,368.22,0.0045,"Cellular Components","Porites_evermani_scaffold_141",110012,111120,"transcript::Porites_evermani_scaffold_141:110012-111120","Porites_evermani_scaffold_141","mRNA",129267,153227,"ID=Peve_00006366;Name=Peve_00006366;start=1;stop=1;cds_size=3552",18147,FALSE,0.0580282545951694
"847","Peve_00006523","GO:0031410","cytoplasmic vesicle",2584,175,144.53,0.0439,"Cellular Components","Porites_evermani_scaffold_142",384396,384902,"transcript::Porites_evermani_scaffold_142:384396-384902","Porites_evermani_scaffold_142","mRNA",385005,408103,"ID=Peve_00006523;Name=Peve_00006523;start=1;stop=1;cds_size=1479",103,FALSE,0.0677244582043344
"848","Peve_00006944","GO:0005802","trans-Golgi network",299,26,16.72,0.0294,"Cellular Components","Porites_evermani_scaffold_1459",98038,98317,"transcript::Porites_evermani_scaffold_1459:98038-98317","Porites_evermani_scaffold_1459","mRNA",90249,95231,"ID=Peve_00006944;Name=Peve_00006944;start=1;stop=1;cds_size=960",2807,FALSE,0.0869565217391304
"849","Peve_00006944","GO:0030136","clathrin-coated vesicle",131,13,7.33,0.0273,"Cellular Components","Porites_evermani_scaffold_1459",98038,98317,"transcript::Porites_evermani_scaffold_1459:98038-98317","Porites_evermani_scaffold_1459","mRNA",90249,95231,"ID=Peve_00006944;Name=Peve_00006944;start=1;stop=1;cds_size=960",2807,FALSE,0.099236641221374
"850","Peve_00006944","GO:0031901","early endosome membrane",222,19,12.42,0.0435,"Cellular Components","Porites_evermani_scaffold_1459",98038,98317,"transcript::Porites_evermani_scaffold_1459:98038-98317","Porites_evermani_scaffold_1459","mRNA",90249,95231,"ID=Peve_00006944;Name=Peve_00006944;start=1;stop=1;cds_size=960",2807,FALSE,0.0855855855855856
"851","Peve_00006987","GO:0000139","Golgi membrane",755,56,42.23,0.0193,"Cellular Components","Porites_evermani_scaffold_1461",78520,78773,"transcript::Porites_evermani_scaffold_1461:78520-78773","Porites_evermani_scaffold_1461","mRNA",68008,75022,"ID=Peve_00006987;Name=Peve_00006987;start=1;stop=1;cds_size=1641",3498,FALSE,0.0741721854304636
"852","Peve_00007038","GO:0031410","cytoplasmic vesicle",2584,175,144.53,0.0439,"Cellular Components","Porites_evermani_scaffold_1467",32452,32678,"transcript::Porites_evermani_scaffold_1467:32452-32678","Porites_evermani_scaffold_1467","mRNA",35537,47633,"ID=Peve_00007038;Name=Peve_00007038;start=1;stop=1;cds_size=981",2859,FALSE,0.0677244582043344
"853","Peve_00007071","GO:0005634","nucleus",6583,382,368.22,0.0045,"Cellular Components","Porites_evermani_scaffold_1469",98950,99214,"transcript::Porites_evermani_scaffold_1469:98950-99214","Porites_evermani_scaffold_1469","mRNA",110962,125046,"ID=Peve_00007071;Name=Peve_00007071;start=1;stop=0;cds_size=1335",11748,FALSE,0.0580282545951694
"854","Peve_00007146","GO:0005634","nucleus",6583,382,368.22,0.0045,"Cellular Components","Porites_evermani_scaffold_1474",90657,91084,"transcript::Porites_evermani_scaffold_1474:90657-91084","Porites_evermani_scaffold_1474","mRNA",66603,85147,"ID=Peve_00007146;Name=Peve_00007146;start=1;stop=1;cds_size=3465",5510,FALSE,0.0580282545951694
"855","Peve_00007146","GO:0005829","cytosol",4039,253,225.92,0.0433,"Cellular Components","Porites_evermani_scaffold_1474",90657,91084,"transcript::Porites_evermani_scaffold_1474:90657-91084","Porites_evermani_scaffold_1474","mRNA",66603,85147,"ID=Peve_00007146;Name=Peve_00007146;start=1;stop=1;cds_size=3465",5510,FALSE,0.062639267145333
"856","Peve_00007146","GO:0010494","cytoplasmic stress granule",87,12,4.87,0.0032,"Cellular Components","Porites_evermani_scaffold_1474",90657,91084,"transcript::Porites_evermani_scaffold_1474:90657-91084","Porites_evermani_scaffold_1474","mRNA",66603,85147,"ID=Peve_00007146;Name=Peve_00007146;start=1;stop=1;cds_size=3465",5510,FALSE,0.137931034482759
"857","Peve_00007171","GO:0005813","centrosome",999,78,55.88,0.001,"Cellular Components","Porites_evermani_scaffold_1477",86384,86635,"transcript::Porites_evermani_scaffold_1477:86384-86635","Porites_evermani_scaffold_1477","mRNA",90123,92756,"ID=Peve_00007171;Name=Peve_00007171;start=1;stop=0;cds_size=1686",3488,FALSE,0.0780780780780781
"858","Peve_00007171","GO:0005813","centrosome",999,78,55.88,0.001,"Cellular Components","Porites_evermani_scaffold_1477",87605,87847,"transcript::Porites_evermani_scaffold_1477:87605-87847","Porites_evermani_scaffold_1477","mRNA",90123,92756,"ID=Peve_00007171;Name=Peve_00007171;start=1;stop=0;cds_size=1686",2276,FALSE,0.0780780780780781
"859","Peve_00007171","GO:0005829","cytosol",4039,253,225.92,0.0433,"Cellular Components","Porites_evermani_scaffold_1477",86384,86635,"transcript::Porites_evermani_scaffold_1477:86384-86635","Porites_evermani_scaffold_1477","mRNA",90123,92756,"ID=Peve_00007171;Name=Peve_00007171;start=1;stop=0;cds_size=1686",3488,FALSE,0.062639267145333
"860","Peve_00007171","GO:0005829","cytosol",4039,253,225.92,0.0433,"Cellular Components","Porites_evermani_scaffold_1477",87605,87847,"transcript::Porites_evermani_scaffold_1477:87605-87847","Porites_evermani_scaffold_1477","mRNA",90123,92756,"ID=Peve_00007171;Name=Peve_00007171;start=1;stop=0;cds_size=1686",2276,FALSE,0.062639267145333
"861","Peve_00007302","GO:0005634","nucleus",6583,382,368.22,0.0045,"Cellular Components","Porites_evermani_scaffold_1487",122691,123564,"transcript::Porites_evermani_scaffold_1487:122691-123564","Porites_evermani_scaffold_1487","mRNA",108500,116003,"ID=Peve_00007302;Name=Peve_00007302;start=1;stop=1;cds_size=1383",6688,FALSE,0.0580282545951694
"862","Peve_00007302","GO:0005829","cytosol",4039,253,225.92,0.0433,"Cellular Components","Porites_evermani_scaffold_1487",122691,123564,"transcript::Porites_evermani_scaffold_1487:122691-123564","Porites_evermani_scaffold_1487","mRNA",108500,116003,"ID=Peve_00007302;Name=Peve_00007302;start=1;stop=1;cds_size=1383",6688,FALSE,0.062639267145333
"863","Peve_00007363","GO:0005813","centrosome",999,78,55.88,0.001,"Cellular Components","Porites_evermani_scaffold_1491",61559,62297,"transcript::Porites_evermani_scaffold_1491:61559-62297","Porites_evermani_scaffold_1491","mRNA",58552,60626,"ID=Peve_00007363;Name=Peve_00007363;start=1;stop=1;cds_size=1044",933,FALSE,0.0780780780780781
"864","Peve_00007363","GO:0005829","cytosol",4039,253,225.92,0.0433,"Cellular Components","Porites_evermani_scaffold_1491",61559,62297,"transcript::Porites_evermani_scaffold_1491:61559-62297","Porites_evermani_scaffold_1491","mRNA",58552,60626,"ID=Peve_00007363;Name=Peve_00007363;start=1;stop=1;cds_size=1044",933,FALSE,0.062639267145333
"865","Peve_00007660","GO:0005634","nucleus",6583,382,368.22,0.0045,"Cellular Components","Porites_evermani_scaffold_151",392690,393482,"transcript::Porites_evermani_scaffold_151:392690-393482","Porites_evermani_scaffold_151","mRNA",342322,392537,"ID=Peve_00007660;Name=Peve_00007660;start=1;stop=1;cds_size=1125",153,FALSE,0.0580282545951694
"866","Peve_00007660","GO:0031410","cytoplasmic vesicle",2584,175,144.53,0.0439,"Cellular Components","Porites_evermani_scaffold_151",392690,393482,"transcript::Porites_evermani_scaffold_151:392690-393482","Porites_evermani_scaffold_151","mRNA",342322,392537,"ID=Peve_00007660;Name=Peve_00007660;start=1;stop=1;cds_size=1125",153,FALSE,0.0677244582043344
"867","Peve_00007660","GO:0034423","autophagosome lumen",2,2,0.11,0.0031,"Cellular Components","Porites_evermani_scaffold_151",392690,393482,"transcript::Porites_evermani_scaffold_151:392690-393482","Porites_evermani_scaffold_151","mRNA",342322,392537,"ID=Peve_00007660;Name=Peve_00007660;start=1;stop=1;cds_size=1125",153,FALSE,1
"868","Peve_00007692","GO:0000139","Golgi membrane",755,56,42.23,0.0193,"Cellular Components","Porites_evermani_scaffold_1512",52570,52822,"transcript::Porites_evermani_scaffold_1512:52570-52822","Porites_evermani_scaffold_1512","mRNA",56655,69636,"ID=Peve_00007692;Name=Peve_00007692;start=1;stop=1;cds_size=711",3833,FALSE,0.0741721854304636
"869","Peve_00007692","GO:0005802","trans-Golgi network",299,26,16.72,0.0294,"Cellular Components","Porites_evermani_scaffold_1512",52570,52822,"transcript::Porites_evermani_scaffold_1512:52570-52822","Porites_evermani_scaffold_1512","mRNA",56655,69636,"ID=Peve_00007692;Name=Peve_00007692;start=1;stop=1;cds_size=711",3833,FALSE,0.0869565217391304
"870","Peve_00007692","GO:0005829","cytosol",4039,253,225.92,0.0433,"Cellular Components","Porites_evermani_scaffold_1512",52570,52822,"transcript::Porites_evermani_scaffold_1512:52570-52822","Porites_evermani_scaffold_1512","mRNA",56655,69636,"ID=Peve_00007692;Name=Peve_00007692;start=1;stop=1;cds_size=711",3833,FALSE,0.062639267145333
"871","Peve_00007692","GO:0031901","early endosome membrane",222,19,12.42,0.0435,"Cellular Components","Porites_evermani_scaffold_1512",52570,52822,"transcript::Porites_evermani_scaffold_1512:52570-52822","Porites_evermani_scaffold_1512","mRNA",56655,69636,"ID=Peve_00007692;Name=Peve_00007692;start=1;stop=1;cds_size=711",3833,FALSE,0.0855855855855856
"872","Peve_00007692","GO:0045335","phagocytic vesicle",153,15,8.56,0.0496,"Cellular Components","Porites_evermani_scaffold_1512",52570,52822,"transcript::Porites_evermani_scaffold_1512:52570-52822","Porites_evermani_scaffold_1512","mRNA",56655,69636,"ID=Peve_00007692;Name=Peve_00007692;start=1;stop=1;cds_size=711",3833,FALSE,0.0980392156862745
"873","Peve_00007695","GO:0005813","centrosome",999,78,55.88,0.001,"Cellular Components","Porites_evermani_scaffold_1512",116242,118519,"transcript::Porites_evermani_scaffold_1512:116242-118519","Porites_evermani_scaffold_1512","mRNA",110907,114705,"ID=Peve_00007695;Name=Peve_00007695;start=1;stop=0;cds_size=2871",1537,FALSE,0.0780780780780781
"874","Peve_00007695","GO:0030496","midbody",479,39,26.79,0.0103,"Cellular Components","Porites_evermani_scaffold_1512",116242,118519,"transcript::Porites_evermani_scaffold_1512:116242-118519","Porites_evermani_scaffold_1512","mRNA",110907,114705,"ID=Peve_00007695;Name=Peve_00007695;start=1;stop=0;cds_size=2871",1537,FALSE,0.081419624217119
"875","Peve_00007730","GO:0005634","nucleus",6583,382,368.22,0.0045,"Cellular Components","Porites_evermani_scaffold_1516",56162,57335,"transcript::Porites_evermani_scaffold_1516:56162-57335","Porites_evermani_scaffold_1516","mRNA",14233,56156,"ID=Peve_00007730;Name=Peve_00007730;start=1;stop=1;cds_size=3135",6,FALSE,0.0580282545951694
"876","Peve_00007744","GO:0005829","cytosol",4039,253,225.92,0.0433,"Cellular Components","Porites_evermani_scaffold_1518",5604,5906,"transcript::Porites_evermani_scaffold_1518:5604-5906","Porites_evermani_scaffold_1518","mRNA",9849,47314,"ID=Peve_00007744;Name=Peve_00007744;start=1;stop=1;cds_size=3849",3943,FALSE,0.062639267145333
"877","Peve_00007762","GO:0005634","nucleus",6583,382,368.22,0.0045,"Cellular Components","Porites_evermani_scaffold_152",193747,195934,"transcript::Porites_evermani_scaffold_152:193747-195934","Porites_evermani_scaffold_152","mRNA",201634,207334,"ID=Peve_00007762;Name=Peve_00007762;start=1;stop=1;cds_size=1284",5700,FALSE,0.0580282545951694
"878","Peve_00007764","GO:0005829","cytosol",4039,253,225.92,0.0433,"Cellular Components","Porites_evermani_scaffold_152",226139,226847,"transcript::Porites_evermani_scaffold_152:226139-226847","Porites_evermani_scaffold_152","mRNA",214381,223436,"ID=Peve_00007764;Name=Peve_00007764;start=0;stop=1;cds_size=1302",2703,FALSE,0.062639267145333
"879","Peve_00007776","GO:0005829","cytosol",4039,253,225.92,0.0433,"Cellular Components","Porites_evermani_scaffold_152",69186,76545,"transcript::Porites_evermani_scaffold_152:69186-76545","Porites_evermani_scaffold_152","mRNA",65239,68836,"ID=Peve_00007776;Name=Peve_00007776;start=1;stop=1;cds_size=426",350,FALSE,0.062639267145333
"880","Peve_00007874","GO:0005829","cytosol",4039,253,225.92,0.0433,"Cellular Components","Porites_evermani_scaffold_153",163356,164275,"transcript::Porites_evermani_scaffold_153:163356-164275","Porites_evermani_scaffold_153","mRNA",161111,162941,"ID=Peve_00007874;Name=Peve_00007874;start=1;stop=1;cds_size=1383",415,FALSE,0.062639267145333
"881","Peve_00007949","GO:0016327","apicolateral plasma membrane",15,3,0.84,0.048,"Cellular Components","Porites_evermani_scaffold_1536",3206,3466,"transcript::Porites_evermani_scaffold_1536:3206-3466","Porites_evermani_scaffold_1536","mRNA",3860,6170,"ID=Peve_00007949;Name=Peve_00007949;start=0;stop=1;cds_size=690",394,FALSE,0.2
"882","Peve_00007954","GO:0005634","nucleus",6583,382,368.22,0.0045,"Cellular Components","Porites_evermani_scaffold_1537",114963,115767,"transcript::Porites_evermani_scaffold_1537:114963-115767","Porites_evermani_scaffold_1537","mRNA",95359,110380,"ID=Peve_00007954;Name=Peve_00007954;start=1;stop=1;cds_size=3273",4583,FALSE,0.0580282545951694
"883","Peve_00007978","GO:0005634","nucleus",6583,382,368.22,0.0045,"Cellular Components","Porites_evermani_scaffold_154",349026,349490,"transcript::Porites_evermani_scaffold_154:349026-349490","Porites_evermani_scaffold_154","mRNA",350752,351264,"ID=Peve_00007978;Name=Peve_00007978;start=1;stop=1;cds_size=513",1262,FALSE,0.0580282545951694
"884","Peve_00007982","GO:0005634","nucleus",6583,382,368.22,0.0045,"Cellular Components","Porites_evermani_scaffold_154",27476,27700,"transcript::Porites_evermani_scaffold_154:27476-27700","Porites_evermani_scaffold_154","mRNA",19137,22933,"ID=Peve_00007982;Name=Peve_00007982;start=1;stop=1;cds_size=1032",4543,FALSE,0.0580282545951694
"885","Peve_00008564","GO:0005813","centrosome",999,78,55.88,0.001,"Cellular Components","Porites_evermani_scaffold_1584",99508,99824,"transcript::Porites_evermani_scaffold_1584:99508-99824","Porites_evermani_scaffold_1584","mRNA",103205,106366,"ID=Peve_00008564;Name=Peve_00008564;start=0;stop=1;cds_size=3162",3381,FALSE,0.0780780780780781
"886","Peve_00008564","GO:0030496","midbody",479,39,26.79,0.0103,"Cellular Components","Porites_evermani_scaffold_1584",99508,99824,"transcript::Porites_evermani_scaffold_1584:99508-99824","Porites_evermani_scaffold_1584","mRNA",103205,106366,"ID=Peve_00008564;Name=Peve_00008564;start=0;stop=1;cds_size=3162",3381,FALSE,0.081419624217119
"887","Peve_00008664","GO:0005829","cytosol",4039,253,225.92,0.0433,"Cellular Components","Porites_evermani_scaffold_1592",116601,117113,"transcript::Porites_evermani_scaffold_1592:116601-117113","Porites_evermani_scaffold_1592","mRNA",101424,114691,"ID=Peve_00008664;Name=Peve_00008664;start=1;stop=1;cds_size=2196",1910,FALSE,0.062639267145333
"888","Peve_00008868","GO:0000139","Golgi membrane",755,56,42.23,0.0193,"Cellular Components","Porites_evermani_scaffold_1603",52689,53273,"transcript::Porites_evermani_scaffold_1603:52689-53273","Porites_evermani_scaffold_1603","mRNA",38878,49976,"ID=Peve_00008868;Name=Peve_00008868;start=1;stop=1;cds_size=1239",2713,FALSE,0.0741721854304636
"889","Peve_00008933","GO:0005829","cytosol",4039,253,225.92,0.0433,"Cellular Components","Porites_evermani_scaffold_161",13223,14267,"transcript::Porites_evermani_scaffold_161:13223-14267","Porites_evermani_scaffold_161","mRNA",23,9252,"ID=Peve_00008933;Name=Peve_00008933;start=0;stop=0;cds_size=2895",3971,FALSE,0.062639267145333
"890","Peve_00008992","GO:0005634","nucleus",6583,382,368.22,0.0045,"Cellular Components","Porites_evermani_scaffold_1613",57505,57769,"transcript::Porites_evermani_scaffold_1613:57505-57769","Porites_evermani_scaffold_1613","mRNA",72104,80465,"ID=Peve_00008992;Name=Peve_00008992;start=1;stop=1;cds_size=1545",14335,FALSE,0.0580282545951694
"891","Peve_00008992","GO:0005634","nucleus",6583,382,368.22,0.0045,"Cellular Components","Porites_evermani_scaffold_1613",59315,60179,"transcript::Porites_evermani_scaffold_1613:59315-60179","Porites_evermani_scaffold_1613","mRNA",72104,80465,"ID=Peve_00008992;Name=Peve_00008992;start=1;stop=1;cds_size=1545",11925,FALSE,0.0580282545951694
"892","Peve_00009002","GO:0005634","nucleus",6583,382,368.22,0.0045,"Cellular Components","Porites_evermani_scaffold_1614",42696,43342,"transcript::Porites_evermani_scaffold_1614:42696-43342","Porites_evermani_scaffold_1614","mRNA",48352,87985,"ID=Peve_00009002;Name=Peve_00009002;start=1;stop=0;cds_size=1719",5010,FALSE,0.0580282545951694
"893","Peve_00009052","GO:0005634","nucleus",6583,382,368.22,0.0045,"Cellular Components","Porites_evermani_scaffold_162",12,263,"transcript::Porites_evermani_scaffold_162:12-263","Porites_evermani_scaffold_162","mRNA",12593,28106,"ID=Peve_00009052;Name=Peve_00009052;start=1;stop=1;cds_size=996",12330,FALSE,0.0580282545951694
"894","Peve_00009052","GO:0005813","centrosome",999,78,55.88,0.001,"Cellular Components","Porites_evermani_scaffold_162",12,263,"transcript::Porites_evermani_scaffold_162:12-263","Porites_evermani_scaffold_162","mRNA",12593,28106,"ID=Peve_00009052;Name=Peve_00009052;start=1;stop=1;cds_size=996",12330,FALSE,0.0780780780780781
