Coords	Name	MIRNA	sRNA-ACR-140-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-ACR-145-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-ACR-150-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-ACR-173-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-ACR-178-S1-TP2-fastp-adapters-polyG-31bp-merged
NC_058077.1:11887752-11888181	Cluster_9929	N	61	19	0	115	0
NC_058077.1:11907305-11907816	Cluster_9930	N	109	117	18	263	0
NC_058077.1:11932628-11933628	Cluster_9931	N	149	799	1439	1768	883
NC_058077.1:11976394-11976821	Cluster_9932	N	99	26	0	17	23
NC_058077.1:12014936-12015552	Cluster_9933	N	10	2	2	102	137
NC_058077.1:12055417-12055835	Cluster_9934	N	22	58	39	28	39
NC_058077.1:12064808-12065410	Cluster_9935	N	158	0	147	67	0
NC_058077.1:12065413-12065842	Cluster_9936	N	81	21	44	101	21
NC_058077.1:12092895-12093332	Cluster_9937	N	58	38	148	0	0
NC_058077.1:12105919-12106514	Cluster_9938	N	1	317	3	350	783
NC_058077.1:12110435-12111226	Cluster_9939	N	3	822	15	33	69
NC_058077.1:12111755-12112164	Cluster_9940	N	4	80	5	113	9
NC_058077.1:12147766-12148764	Cluster_9941	N	500	75	415	130	95
NC_058077.1:12187729-12188192	Cluster_9942	N	113	181	185	13	842
NC_058077.1:12201852-12202269	Cluster_9943	N	47	58	95	76	23
NC_058077.1:12213290-12213886	Cluster_9944	N	0	96	1	277	582
NC_058077.1:12214286-12215017	Cluster_9945	N	2	518	0	889	428
NC_058077.1:12395351-12396211	Cluster_9946	N	355	150	150	220	527
NC_058077.1:12525388-12525820	Cluster_9947	N	1	620	2	0	2
NC_058077.1:12607730-12608158	Cluster_9948	N	4	7	123	1	0
NC_058077.1:12617176-12617605	Cluster_9949	N	645	2	3	0	0
NC_058077.1:12625812-12626255	Cluster_9950	N	398	63	168	0	82
NC_058077.1:12686759-12687178	Cluster_9951	N	1	1	177	0	163
NC_058077.1:12714334-12714818	Cluster_9952	N	352	201	68	9	13
NC_058077.1:12924066-12924494	Cluster_9953	N	336	3	0	4	1
NC_058077.1:12932419-12932844	Cluster_9954	N	42	164	0	13	11
NC_058077.1:13010039-13010452	Cluster_9955	N	5	162	22	0	1
NC_058077.1:13010485-13012004	Cluster_9956	N	643	2020	1244	14	3
NC_058077.1:13012848-13013733	Cluster_9957	N	25	466	514	2	105
NC_058077.1:13015334-13015755	Cluster_9958	N	4	81	1	3	3
NC_058077.1:13018485-13019814	Cluster_9959	N	142	2224	80	22	46
NC_058077.1:13019904-13020316	Cluster_9960	N	44	195	14	8	12
NC_058077.1:13020365-13020774	Cluster_9961	N	5	207	3	6	5
NC_058077.1:13020879-13021326	Cluster_9962	N	9	743	13	15	7
NC_058077.1:13022116-13022563	Cluster_9963	N	5	933	0	2	5
NC_058077.1:13022676-13023190	Cluster_9964	N	0	384	4	0	2
NC_058077.1:13023854-13024405	Cluster_9965	N	1	59	48	230	57
NC_058077.1:13063536-13065410	Cluster_9966	N	729	1567	871	403	27
NC_058077.1:13065703-13066180	Cluster_9967	N	50	227	64	116	1
NC_058077.1:13217352-13217785	Cluster_9968	N	119	149	358	133	353
NC_058077.1:13222042-13222469	Cluster_9969	N	0	0	0	8	108
NC_058077.1:13380912-13381336	Cluster_9970	N	1	0	0	148	0
NC_058077.1:13384746-13385193	Cluster_9971	N	8	1935	15	2	0
NC_058077.1:13385235-13386294	Cluster_9972	N	0	787	0	0	0
NC_058077.1:13390411-13390834	Cluster_9973	N	0	132	0	0	0
NC_058077.1:13393748-13394186	Cluster_9974	N	3	331	4	5	2
NC_058077.1:13420866-13421407	Cluster_9975	N	19	0	525	0	0
NC_058077.1:13430898-13431320	Cluster_9976	N	12	5	11	79	2
NC_058077.1:13767271-13767685	Cluster_9977	N	3	50	90	17	23
NC_058077.1:13774521-13774951	Cluster_9978	N	0	39	0	221	11
NC_058077.1:14114005-14114462	Cluster_9979	N	81	115	67	22	74
NC_058077.1:14155320-14155874	Cluster_9980	N	1	4	1	272	99
NC_058077.1:14187418-14187846	Cluster_9981	N	119	308	35	58	11
NC_058077.1:14327312-14327729	Cluster_9982	N	33	32	0	38	0
NC_058077.1:14342878-14343304	Cluster_9983	N	2	145	6	16	164
NC_058077.1:14434466-14434945	Cluster_9984	N	558925	1297944	274161	809681	855586
NC_058077.1:14459467-14459896	Cluster_9985	N	21	162	43	254	210
NC_058077.1:14470052-14471014	Cluster_9986	N	6461	10890	2	10373	917
NC_058077.1:14899716-14901284	Cluster_9987	N	33	90	46	3382	1792
NC_058077.1:14901509-14902133	Cluster_9988	N	54	111	24	77	681
NC_058077.1:14942021-14942447	Cluster_9989	N	2	16	0	0	103
NC_058077.1:14943163-14943979	Cluster_9990	N	1319	11	0	1	105
NC_058077.1:14943996-14945361	Cluster_9991	N	2283	378	3	7	2754
NC_058077.1:14969840-14970267	Cluster_9992	N	3	2	1	17	149
NC_058077.1:14997363-14997791	Cluster_9993	N	12	0	185	3	13
NC_058077.1:14999396-14999821	Cluster_9994	N	15	0	105	7	21
NC_058077.1:15000742-15001166	Cluster_9995	N	5	0	196	1	11
NC_058077.1:15029220-15029647	Cluster_9996	N	6	123	0	0	0
NC_058077.1:15218220-15218646	Cluster_9997	N	6	0	156	2	0
NC_058077.1:15401185-15401664	Cluster_9998	N	0	824	517	22	1
NC_058077.1:15441787-15442237	Cluster_9999	N	0	154	491	4	0
NC_058077.1:15528269-15528677	Cluster_10000	N	0	2	8	7	175
NC_058077.1:15988183-15988609	Cluster_10001	N	71	0	23	1	5
NC_058077.1:16097971-16098885	Cluster_10002	N	62	917	204	277	116
NC_058077.1:16098969-16102431	Cluster_10003	N	771	3016	4085	2674	2153
NC_058077.1:16127347-16127833	Cluster_10004	N	231	67	1	34	125
NC_058077.1:16247509-16247985	Cluster_10005	N	98	28	209	0	54
NC_058077.1:16248453-16248947	Cluster_10006	N	224	1	181	0	63
NC_058077.1:16287519-16287949	Cluster_10007	N	1360	476	309	1653	150
NC_058077.1:16820011-16821037	Cluster_10008	N	1478	2321	4073	1547	3368
NC_058077.1:16821136-16822104	Cluster_10009	N	1079	809	1810	618	1327
NC_058077.1:16822202-16823913	Cluster_10010	N	2590	3090	6211	2657	4256
NC_058077.1:16825358-16825844	Cluster_10011	N	457	659	1174	463	1003
NC_058077.1:16825890-16826634	Cluster_10012	N	5806	4182	13421	3659	6931
NC_058077.1:16827337-16827845	Cluster_10013	N	2740	3348	2366	1457	4061
NC_058077.1:16957082-16957551	Cluster_10014	N	210	316	314	248	259
NC_058077.1:17009132-17009561	Cluster_10015	N	0	102	0	1	3
NC_058077.1:17033095-17033524	Cluster_10016	N	384	8	26	1	43
NC_058077.1:17099519-17099948	Cluster_10017	N	377	7	26	4	44
NC_058077.1:17191422-17191852	Cluster_10018	N	15	231	0	0	0
NC_058077.1:17202059-17202528	Cluster_10019	N	209	309	335	251	269
NC_058077.1:17355886-17356307	Cluster_10020	N	92	81	48	7	57
NC_058077.1:17388024-17388449	Cluster_10021	N	3	136	21	8	0
NC_058077.1:17693787-17694216	Cluster_10022	N	45	66	73	40	36
NC_058077.1:17831578-17832001	Cluster_10023	N	49	0	73	0	1
NC_058077.1:17970918-17971346	Cluster_10024	N	8	8	16	17	102
NC_058077.1:18033098-18033516	Cluster_10025	N	0	2	95	0	3
NC_058077.1:18034116-18034556	Cluster_10026	N	0	95	0	138	113
NC_058077.1:18127173-18127620	Cluster_10027	N	43	20	18	111	233
NC_058077.1:18127938-18128473	Cluster_10028	N	96	242	580	331	134
NC_058077.1:18135155-18135576	Cluster_10029	N	18	0	109	59	52
NC_058077.1:18151501-18151927	Cluster_10030	N	0	2	251	0	0
NC_058077.1:18308442-18308871	Cluster_10031	N	3	3	81	96	26
NC_058077.1:18314348-18314771	Cluster_10032	N	3	81	6	15	11
NC_058077.1:18358682-18359109	Cluster_10033	N	30	1	1	2	154
NC_058077.1:18469417-18469846	Cluster_10034	N	129	10	0	0	0
NC_058077.1:18526761-18527179	Cluster_10035	N	37	63	45	17	23
NC_058077.1:18668375-18668803	Cluster_10036	N	4	10	136	3	1
NC_058077.1:19279863-19280309	Cluster_10037	N	0	73	0	77	162
NC_058077.1:19280900-19281327	Cluster_10038	N	1	56	0	90	80
NC_058077.1:19310332-19310776	Cluster_10039	N	42	0	126	4	123
NC_058077.1:19386201-19386623	Cluster_10040	N	1	90	2	1	0
NC_058077.1:19446871-19447299	Cluster_10041	N	108	188	76	31	15
NC_058077.1:19943239-19943667	Cluster_10042	N	106	166	74	24	16
NC_058077.1:20114158-20114593	Cluster_10043	N	50	131	61	59	109
NC_058077.1:20304847-20305266	Cluster_10044	N	4	101	114	38	41
NC_058077.1:20315809-20316238	Cluster_10045	N	37	2	45	53	17
NC_058077.1:20323639-20324062	Cluster_10046	N	9	47	37	92	6
NC_058077.1:20402320-20402880	Cluster_10047	N	72	155	29	4	133
NC_058077.1:20455031-20456037	Cluster_10048	N	185	221	227	87	81
NC_058077.1:20814380-20814790	Cluster_10049	N	8	57	75	30	33
NC_058077.1:20961119-20961548	Cluster_10050	N	330	3	101	43	3
NC_058077.1:20973148-20973575	Cluster_10051	N	72	27	3	280	78
NC_058077.1:21414189-21414946	Cluster_10052	N	0	16	309	1	2
NC_058077.1:21415161-21416089	Cluster_10053	N	2	837	250	813	0
NC_058077.1:21552727-21553340	Cluster_10054	N	1064	2699	2093	1326	2271
NC_058077.1:21629075-21629167	Cluster_10055	Y	2837	4849	6556	5342	5737
NC_058077.1:21840107-21840510	Cluster_10056	N	0	30	16	22	39
NC_058077.1:22037114-22037590	Cluster_10057	N	378	365	618	218	734
NC_058077.1:22039535-22039965	Cluster_10058	N	94	63	79	142	70
NC_058077.1:22044230-22044712	Cluster_10059	N	562	934	2215	600	1851
NC_058077.1:22102554-22102972	Cluster_10060	N	1	19	18	14	34
NC_058077.1:22187799-22188229	Cluster_10061	N	180	13	17	5	14
NC_058077.1:22341848-22342276	Cluster_10062	N	77	108	116	41	72
NC_058077.1:22362874-22363302	Cluster_10063	N	414	11	2	1	4
NC_058077.1:22670137-22670561	Cluster_10064	N	23	37	4	13	42
NC_058077.1:22695027-22695456	Cluster_10065	N	233	1	0	0	4
NC_058077.1:22697359-22697785	Cluster_10066	N	0	1	0	1	173
NC_058077.1:22703515-22703954	Cluster_10067	N	17	145	4	105	108
NC_058077.1:22705005-22705526	Cluster_10068	N	5	7	65	39	227
NC_058077.1:22765831-22766260	Cluster_10069	N	169	0	0	5	2
NC_058077.1:22857515-22857938	Cluster_10070	N	0	21	48	1	61
NC_058077.1:22858417-22858844	Cluster_10071	N	16	31	38	17	48
NC_058077.1:22903479-22904585	Cluster_10072	N	254	301	264	144	285
NC_058077.1:22905224-22905894	Cluster_10073	N	315	190	296	138	309
NC_058077.1:22908615-22909045	Cluster_10074	N	199	8	1	13	9
NC_058077.1:23243288-23243709	Cluster_10075	N	17	13	33	11	24
NC_058077.1:23275292-23275710	Cluster_10076	N	0	92	0	0	0
NC_058078.1:30666-31093	Cluster_10077	N	0	116	0	0	0
NC_058078.1:347117-347547	Cluster_10078	N	368	33	351	1	2
NC_058078.1:366579-367013	Cluster_10079	N	165	15	336	7	20
NC_058078.1:428399-428825	Cluster_10080	N	0	62	1	30	0
NC_058078.1:430891-431340	Cluster_10081	N	0	196	0	0	10
NC_058078.1:436605-437022	Cluster_10082	N	47	0	70	0	0
NC_058078.1:437735-438314	Cluster_10083	N	325	15	461	5	7
NC_058078.1:439815-440746	Cluster_10084	N	1203	56	247	31	26
NC_058078.1:447381-447952	Cluster_10085	N	405	55	137	2	8
NC_058078.1:457587-458397	Cluster_10086	N	3775	290	2608	43	36
NC_058078.1:460653-461232	Cluster_10087	N	711	16	136	0	5
NC_058078.1:462030-462458	Cluster_10088	N	89	8	60	2	2
NC_058078.1:535473-535879	Cluster_10089	N	0	1	95	19	0
NC_058078.1:543714-544191	Cluster_10090	N	83	30	257	86	401
NC_058078.1:554142-554571	Cluster_10091	N	16	46	18	845	10
NC_058078.1:554573-555674	Cluster_10092	N	1097	1406	1398	590	924
NC_058078.1:556244-557060	Cluster_10093	N	119	422	22	227	189
NC_058078.1:593098-593585	Cluster_10094	N	123	617	322	230	0
NC_058078.1:596819-598343	Cluster_10095	N	2567	120	433	475	974
NC_058078.1:598453-598881	Cluster_10096	N	147	16	29	2	42
NC_058078.1:598970-600700	Cluster_10097	N	156	297	8594	7835	10331
NC_058078.1:615154-615819	Cluster_10098	N	383	27	20	173	81
NC_058078.1:641078-641507	Cluster_10099	N	62	19	0	129	0
NC_058078.1:643972-644410	Cluster_10100	N	26	277	3	1	1
NC_058078.1:650465-651173	Cluster_10101	N	838	401	255	5	45
NC_058078.1:651854-652259	Cluster_10102	N	21	36	39	12	13
NC_058078.1:658813-660159	Cluster_10103	N	654	2065	614	2692	1321
NC_058078.1:668377-668939	Cluster_10104	N	2	180	0	0	0
NC_058078.1:670272-670700	Cluster_10105	N	0	15	0	0	235
NC_058078.1:687637-688065	Cluster_10106	N	0	0	0	227	0
NC_058078.1:726124-726776	Cluster_10107	N	2448	1895	149	464	706
NC_058078.1:731984-732492	Cluster_10108	N	1	117	1	669	0
NC_058078.1:786117-786562	Cluster_10109	N	79	250	55	36	8
NC_058078.1:793069-793491	Cluster_10110	N	48	1	0	0	55
NC_058078.1:799287-799706	Cluster_10111	N	89	76	70	14	109
NC_058078.1:839679-840107	Cluster_10112	N	55	20	32	80	23
NC_058078.1:855295-855722	Cluster_10113	N	1	0	0	102	1
NC_058078.1:881668-882098	Cluster_10114	N	373	170	9	12	16
NC_058078.1:901739-902461	Cluster_10115	N	84	165	86	5	15
NC_058078.1:921280-921696	Cluster_10116	N	80	0	2	0	0
NC_058078.1:939635-940043	Cluster_10117	N	35	0	23	134	0
NC_058078.1:940230-940845	Cluster_10118	N	532	2	1087	1363	5
NC_058078.1:1097120-1097549	Cluster_10119	N	38	17	56	112	77
NC_058078.1:1099640-1100543	Cluster_10120	N	285	441	1539	530	281
NC_058078.1:1102991-1103411	Cluster_10121	N	28	0	38	65	23
NC_058078.1:1364875-1365323	Cluster_10122	N	1	0	1	1	528
NC_058078.1:1393624-1394050	Cluster_10123	N	70	125	16	0	0
NC_058078.1:1450991-1451419	Cluster_10124	N	173	21	0	0	77
NC_058078.1:1651038-1651511	Cluster_10125	N	453	380	445	217	513
NC_058078.1:1651986-1652428	Cluster_10126	N	3958	5475	9488	7081	9734
NC_058078.1:1746576-1747002	Cluster_10127	N	9	49	4	0	50
NC_058078.1:1807516-1807943	Cluster_10128	N	336	0	0	0	0
NC_058078.1:1815013-1815574	Cluster_10129	N	118	67	471	238	366
NC_058078.1:2018880-2019309	Cluster_10130	N	1	118	80	53	60
NC_058078.1:2034163-2034577	Cluster_10131	N	0	0	1	1	99
NC_058078.1:2350971-2351401	Cluster_10132	N	129	43	91	940	87
NC_058078.1:2449924-2450351	Cluster_10133	N	23	56	42	54	24
NC_058078.1:2901284-2901712	Cluster_10134	N	3	308	0	2	0
NC_058078.1:2984589-2985252	Cluster_10135	N	116	323	22	762	307
NC_058078.1:3001953-3002380	Cluster_10136	N	44	38	151	67	94
NC_058078.1:3027576-3028005	Cluster_10137	N	23	8	20	628	1
NC_058078.1:3245369-3245902	Cluster_10138	N	295	299	786	143	290
NC_058078.1:3566170-3566597	Cluster_10139	N	1	50	0	0	206
NC_058078.1:3623225-3623652	Cluster_10140	N	1	105	0	1	0
NC_058078.1:3676327-3676776	Cluster_10141	N	95	128	31	19	207
NC_058078.1:3750612-3751112	Cluster_10142	N	580	267	339	534	184
NC_058078.1:3767645-3768052	Cluster_10143	N	18	27	29	11	28
NC_058078.1:3889381-3889808	Cluster_10144	N	3	11	42	0	90
NC_058078.1:3890563-3890990	Cluster_10145	N	1	20	0	4	89
NC_058078.1:3925207-3925995	Cluster_10146	N	44	595	77	18	3
NC_058078.1:3999553-3999982	Cluster_10147	N	27	81	16	3	179
NC_058078.1:4060515-4060987	Cluster_10148	N	147	90	68	86	69
NC_058078.1:4193802-4194224	Cluster_10149	N	33	43	9	13	10
NC_058078.1:4286168-4286669	Cluster_10150	N	295	0	831	1181	106
NC_058078.1:4322861-4323289	Cluster_10151	N	223	559	186	472	230
NC_058078.1:4353140-4353650	Cluster_10152	N	7	6	5692	6	14
NC_058078.1:4353656-4354081	Cluster_10153	N	4	9	159	13	8
NC_058078.1:4361500-4361927	Cluster_10154	N	1	0	38	75	0
NC_058078.1:4362559-4362974	Cluster_10155	N	55	2	26	158	0
NC_058078.1:4363246-4363724	Cluster_10156	N	955	9	303	155	0
NC_058078.1:4383267-4383696	Cluster_10157	N	95	1463	9	15	595
NC_058078.1:4383710-4384377	Cluster_10158	N	0	107	61	99	33
NC_058078.1:4384471-4385319	Cluster_10159	N	4	41	525	226	2704
NC_058078.1:4385612-4386019	Cluster_10160	N	0	4	40	15	95
NC_058078.1:4386519-4388015	Cluster_10161	N	443	2035	51	257	328
NC_058078.1:4397077-4397511	Cluster_10162	N	2	0	57	201	0
NC_058078.1:4437881-4438309	Cluster_10163	N	8	36	163	0	1
NC_058078.1:4458640-4459067	Cluster_10164	N	15	37	0	77	170
NC_058078.1:4459347-4459777	Cluster_10165	N	1167	18	23	331	13
NC_058078.1:4460254-4461199	Cluster_10166	N	22	854	409	94	167
NC_058078.1:4461331-4461759	Cluster_10167	N	13	68	39	20	20
NC_058078.1:4465613-4466434	Cluster_10168	N	92	907	248	193	545
NC_058078.1:4467650-4468382	Cluster_10169	N	29	529	16	1	50
NC_058078.1:4468414-4468981	Cluster_10170	N	780	710	107	321	95
NC_058078.1:4476563-4477209	Cluster_10171	N	42	2162	4	449	0
NC_058078.1:4497865-4498341	Cluster_10172	N	158	144	295	104	15
NC_058078.1:4565235-4565664	Cluster_10173	N	10	20	60	1	22
NC_058078.1:4626313-4626742	Cluster_10174	N	22	3	0	21	169
NC_058078.1:4809617-4810032	Cluster_10175	N	27	6	13	21	18
NC_058078.1:5058028-5058445	Cluster_10176	N	24	30	67	59	9
NC_058078.1:5203381-5203931	Cluster_10177	N	0	321	0	3	1
NC_058078.1:5223212-5223641	Cluster_10178	N	8	67	62	11	11
NC_058078.1:5277814-5279093	Cluster_10179	N	477	657	563	686	697
NC_058078.1:5286368-5286789	Cluster_10180	N	30	42	14	0	1
NC_058078.1:5353008-5353494	Cluster_10181	N	52	461	314	2	274
NC_058078.1:5411310-5411740	Cluster_10182	N	43	34	36	0	65
NC_058078.1:5588939-5589358	Cluster_10183	N	63	20	0	21	23
NC_058078.1:5600581-5601011	Cluster_10184	N	8	8	187	180	0
NC_058078.1:5605978-5606378	Cluster_10185	N	98	0	1	0	1
NC_058078.1:5612325-5612750	Cluster_10186	N	22	13	28	28	23
NC_058078.1:5700421-5700516	Cluster_10187	Y	115	42	70	70	49
NC_058078.1:5805900-5806432	Cluster_10188	N	2160	1977	4428	1367	3517
NC_058078.1:5880607-5881030	Cluster_10189	N	0	1	4	3	121
NC_058078.1:5927218-5927626	Cluster_10190	N	0	38	0	13	43
NC_058078.1:5943308-5943761	Cluster_10191	N	436	1149	930	1087	595
NC_058078.1:5946726-5947306	Cluster_10192	N	32	0	301	3	445
NC_058078.1:6092233-6092855	Cluster_10193	N	50	112	38	26	76
NC_058078.1:6101851-6102280	Cluster_10194	N	0	275	0	84	1
NC_058078.1:6104024-6104453	Cluster_10195	N	0	2	45	752	86
NC_058078.1:6106374-6106804	Cluster_10196	N	1	2	94	0	0
NC_058078.1:6337246-6337670	Cluster_10197	N	26	41	75	39	45
NC_058078.1:6361557-6361986	Cluster_10198	N	0	27	0	0	183
NC_058078.1:6406199-6406626	Cluster_10199	N	10	140	26	1	42
NC_058078.1:6491498-6491928	Cluster_10200	N	90	47	17	140	11
NC_058078.1:6679385-6679817	Cluster_10201	N	52	35	254	43	11
NC_058078.1:7122775-7123207	Cluster_10202	N	564	302	463	749	160
NC_058078.1:7238264-7238684	Cluster_10203	N	10	0	1	134	10
NC_058078.1:7246152-7246594	Cluster_10204	N	12	141	1	57	199
NC_058078.1:7253695-7254117	Cluster_10205	N	0	129	0	0	0
NC_058078.1:7309091-7309547	Cluster_10206	N	11	3031	0	11	478
NC_058078.1:7721409-7721836	Cluster_10207	N	0	153	9	2	0
NC_058078.1:7770980-7771412	Cluster_10208	N	706	296	6	50	226
NC_058078.1:7773979-7774556	Cluster_10209	N	656	1	1163	2155	224
NC_058078.1:7777023-7777472	Cluster_10210	N	427	519	1	0	73
NC_058078.1:7789498-7789919	Cluster_10211	N	39	30	3	51	4
NC_058078.1:7790141-7790558	Cluster_10212	N	33	5	69	6	0
NC_058078.1:7793480-7794047	Cluster_10213	N	329	252	95	764	140
NC_058078.1:7803315-7803822	Cluster_10214	N	7650	9646	3454	5413	3850
NC_058078.1:7834804-7835232	Cluster_10215	N	135	0	0	1	0
NC_058078.1:7955012-7955830	Cluster_10216	N	9	1	864	14	2
NC_058078.1:7956107-7956899	Cluster_10217	N	18	8	5558	13	1
NC_058078.1:7976698-7977146	Cluster_10218	N	621	0	0	5	0
NC_058078.1:7993696-7994122	Cluster_10219	N	49	0	1	26	13
NC_058078.1:8020991-8021408	Cluster_10220	N	0	0	95	0	1
NC_058078.1:8184241-8184669	Cluster_10221	N	0	0	0	0	240
NC_058078.1:8375848-8376325	Cluster_10222	N	2733	2269	412	2618	3998
NC_058078.1:8536068-8536611	Cluster_10223	N	407	199	371	150	182
NC_058078.1:8549676-8550187	Cluster_10224	N	118	24	0	76	189
NC_058078.1:8568363-8568863	Cluster_10225	N	527	119	529	475	232
NC_058078.1:8578919-8579348	Cluster_10226	N	14	12	24	113	67
NC_058078.1:8592755-8593166	Cluster_10227	N	2	0	1	0	91
NC_058078.1:8593585-8594648	Cluster_10228	N	481	127	58	0	3451
NC_058078.1:8596946-8597593	Cluster_10229	N	2	6	4	0	1371
NC_058078.1:8683698-8684234	Cluster_10230	N	9	3	3	4249	0
NC_058078.1:8687909-8688648	Cluster_10231	N	1	1	4	11185	3
NC_058078.1:8716827-8717255	Cluster_10232	N	0	2	146	0	0
NC_058078.1:8720758-8721431	Cluster_10233	N	368	4	3344	139	1739
NC_058078.1:8721788-8722620	Cluster_10234	N	229	0	25	1048	0
NC_058078.1:8722671-8723097	Cluster_10235	N	49	0	8	164	0
NC_058078.1:8723619-8724807	Cluster_10236	N	197	9	387	193	411
NC_058078.1:8724891-8725301	Cluster_10237	N	18	3	26	44	137
NC_058078.1:8725305-8726774	Cluster_10238	N	1581	26	1322	2137	1399
NC_058078.1:8747694-8748885	Cluster_10239	N	60	303	369	94	172
NC_058078.1:8748933-8749344	Cluster_10240	N	25	87	59	27	6
NC_058078.1:8749428-8749837	Cluster_10241	N	68	46	137	25	62
NC_058078.1:8750630-8751416	Cluster_10242	N	193	955	198	482	287
NC_058078.1:8796916-8797340	Cluster_10243	N	2	3	1	2	133
NC_058078.1:8878708-8879135	Cluster_10244	N	3	132	55	8	3
NC_058078.1:8891924-8892352	Cluster_10245	N	3	6	0	1111	7
NC_058078.1:8905445-8905863	Cluster_10246	N	4	0	116	2	3
NC_058078.1:8921377-8921845	Cluster_10247	N	147	0	37	6	8
NC_058078.1:8945619-8946050	Cluster_10248	N	65	1102	40	42	0
NC_058078.1:9042314-9042740	Cluster_10249	N	2	60	106	24	68
NC_058078.1:9110333-9110963	Cluster_10250	N	1676	2204	278	7	546
NC_058078.1:9111489-9111918	Cluster_10251	N	16	1763	6	2	4
NC_058078.1:9133905-9134328	Cluster_10252	N	0	91	2	0	0
NC_058078.1:9188333-9188811	Cluster_10253	N	568	102	124	245	349
NC_058078.1:9222595-9223023	Cluster_10254	N	74	6	41	2	9
NC_058078.1:9314533-9315009	Cluster_10255	N	97	41	542	54	788
NC_058078.1:9327235-9327755	Cluster_10256	N	0	2	277	3	3
NC_058078.1:9330649-9331077	Cluster_10257	N	2	20	106	0	0
NC_058078.1:9331148-9331576	Cluster_10258	N	4	57	171	5	23
NC_058078.1:9335573-9336538	Cluster_10259	N	675	7	13	3	14
NC_058078.1:9336557-9337122	Cluster_10260	N	931	18	64	198	63
NC_058078.1:9337146-9338041	Cluster_10261	N	828	31	102	350	230
NC_058078.1:9338157-9338897	Cluster_10262	N	1232	103	106	187	156
NC_058078.1:9338930-9339338	Cluster_10263	N	173	7	8	7	7
NC_058078.1:9339365-9339795	Cluster_10264	N	0	0	234	4	106
NC_058078.1:9343584-9344351	Cluster_10265	N	1345	1	3069	536	2189
NC_058078.1:9378055-9378553	Cluster_10266	N	16	53	306	173	11
NC_058078.1:9378790-9379218	Cluster_10267	N	0	0	9	124	1
NC_058078.1:9384110-9384639	Cluster_10268	N	130	268	114	117	131
NC_058078.1:9404040-9404466	Cluster_10269	N	5	4	86	1	18
NC_058078.1:9414776-9415203	Cluster_10270	N	66	53	62	67	4
NC_058078.1:9461390-9461815	Cluster_10271	N	5	23	1	2	217
NC_058078.1:9462951-9463378	Cluster_10272	N	6	28	5	11	163
NC_058078.1:9465635-9466052	Cluster_10273	N	12	53	6	34	126
NC_058078.1:9472502-9472942	Cluster_10274	N	137	109	71	54	0
NC_058078.1:9507974-9508461	Cluster_10275	N	5	2279	2	1	23
NC_058078.1:9512194-9512621	Cluster_10276	N	76	174	127	4	28
NC_058078.1:9563717-9564145	Cluster_10277	N	75	45	81	28	106
NC_058078.1:9564694-9565124	Cluster_10278	N	64	56	159	22	12
NC_058078.1:9569283-9569872	Cluster_10279	N	187	118	123	126	73
NC_058078.1:9570359-9570785	Cluster_10280	N	24	63	107	5	6
NC_058078.1:9609152-9609581	Cluster_10281	N	60	3	0	134	242
NC_058078.1:9609906-9610661	Cluster_10282	N	1016	4986	2691	28	4331
NC_058078.1:9681367-9681821	Cluster_10283	N	1	2	32	457	826
NC_058078.1:9736738-9737169	Cluster_10284	N	566	0	163	244	237
NC_058078.1:9741057-9741802	Cluster_10285	N	20	14	33	614	17
NC_058078.1:9772533-9772962	Cluster_10286	N	0	79	149	0	0
NC_058078.1:9831095-9831523	Cluster_10287	N	70	2	39	4	9
NC_058078.1:9875384-9875811	Cluster_10288	N	0	1	0	0	116
NC_058078.1:9879851-9880280	Cluster_10289	N	36	11	1	111	2
NC_058078.1:9913675-9914103	Cluster_10290	N	68	12	34	1	9
NC_058078.1:9936799-9937229	Cluster_10291	N	748	302	232	129	899
NC_058078.1:9953286-9954068	Cluster_10292	N	23	0	213	7	20
NC_058078.1:9955233-9955661	Cluster_10293	N	15	0	139	20	101
NC_058078.1:9956051-9956492	Cluster_10294	N	75	1	317	1	38
NC_058078.1:9957308-9957795	Cluster_10295	N	25	0	444	18	49
NC_058078.1:9958028-9958451	Cluster_10296	N	17	17	88	14	46
NC_058078.1:9963298-9963728	Cluster_10297	N	230	127	1	34	1
NC_058078.1:9970399-9970827	Cluster_10298	N	66	34	0	13	29
NC_058078.1:9973092-9973523	Cluster_10299	N	76	197	2	6	0
NC_058078.1:10010358-10010998	Cluster_10300	N	493	1	1	0	0
NC_058078.1:10018661-10019137	Cluster_10301	N	3	820	0	46	97
NC_058078.1:10061521-10062024	Cluster_10302	N	37	60	213	33	167
NC_058078.1:10068792-10069220	Cluster_10303	N	372	1	4	20	0
NC_058078.1:10074160-10074755	Cluster_10304	N	794	303	125	847	0
NC_058078.1:10074999-10075628	Cluster_10305	N	221	51	211	69	0
NC_058078.1:10106909-10107337	Cluster_10306	N	183	0	6	0	2
NC_058078.1:10136422-10136848	Cluster_10307	N	14	30	122	3	109
NC_058078.1:10177187-10177684	Cluster_10308	N	1189	90	13	26	175
NC_058078.1:10181833-10182251	Cluster_10309	N	13	80	22	54	27
