# Program:featureCounts v2.1.1; Command:"featureCounts" "-p" "-a" "Pmea_lncRNA_for_counts.gtf" "-t" "lncRNA" "-g" "gene_id" "-o" "Pmea_lncRNA_counts_matrix.txt" "RNA-POC-47.sorted.bam" "RNA-POC-48.sorted.bam" "RNA-POC-50.sorted.bam" "RNA-POC-53.sorted.bam" "RNA-POC-57.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	RNA-POC-47.sorted.bam	RNA-POC-48.sorted.bam	RNA-POC-50.sorted.bam	RNA-POC-53.sorted.bam	RNA-POC-57.sorted.bam
lncRNA_7694	Pocillopora_meandrina_HIv1___Sc0000016	4865986	4866207	+	222	0	0	17	0	1
lncRNA_7695	Pocillopora_meandrina_HIv1___Sc0000016	4918276	4918908	+	633	61	152	73	95	96
lncRNA_7696	Pocillopora_meandrina_HIv1___Sc0000016	4926830	4927168	+	339	0	4	26	0	0
lncRNA_7697	Pocillopora_meandrina_HIv1___Sc0000016	4932404	4932605	+	202	0	4	5	20	0
lncRNA_7698	Pocillopora_meandrina_HIv1___Sc0000016	5273290	5273795	+	506	9	25	68	23	1
lncRNA_7699	Pocillopora_meandrina_HIv1___Sc0000016	5307119	5307489	+	371	30	38	54	0	113
lncRNA_7700	Pocillopora_meandrina_HIv1___Sc0000016	5315168	5315532	+	365	10	8	18	11	43
lncRNA_7701	Pocillopora_meandrina_HIv1___Sc0000016	5400078	5400640	+	563	8	38	50	56	0
lncRNA_7702	Pocillopora_meandrina_HIv1___Sc0000016	5425456	5427793	+	2338	197	241	102	858	80
lncRNA_7703	Pocillopora_meandrina_HIv1___Sc0000016	5585029	5585332	+	304	3	18	22	0	22
lncRNA_7704	Pocillopora_meandrina_HIv1___Sc0000016	5678041	5678375	+	335	0	17	40	30	0
lncRNA_7705	Pocillopora_meandrina_HIv1___Sc0000016	5687507	5687996	+	490	4	23	59	41	0
lncRNA_7706	Pocillopora_meandrina_HIv1___Sc0000016	5723437	5723670	+	234	0	3	21	7	0
lncRNA_7707	Pocillopora_meandrina_HIv1___Sc0000016	5964387	5964785	+	399	1	28	14	58	1
lncRNA_7708	Pocillopora_meandrina_HIv1___Sc0000016	6015846	6016183	+	338	0	30	9	28	2
lncRNA_7709	Pocillopora_meandrina_HIv1___Sc0000016	6047084	6047881	+	798	67	132	79	169	87
lncRNA_7710	Pocillopora_meandrina_HIv1___Sc0000016	6083215	6083448	+	234	0	10	5	31	0
lncRNA_7711	Pocillopora_meandrina_HIv1___Sc0000016	6233364	6233802	+	439	4	34	32	8	0
lncRNA_7712	Pocillopora_meandrina_HIv1___Sc0000016	6258144	6258442	+	299	0	40	8	18	0
lncRNA_7713	Pocillopora_meandrina_HIv1___Sc0000016	6367826	6370967	+	3142	129	125	174	126	116
lncRNA_7714	Pocillopora_meandrina_HIv1___Sc0000016	6373334	6373611	+	278	0	0	4	10	0
lncRNA_7715	Pocillopora_meandrina_HIv1___Sc0000016	6411841	6412164	+	324	43	49	34	34	5
lncRNA_7716	Pocillopora_meandrina_HIv1___Sc0000016	6425898	6426136	+	239	19	21	14	9	1
lncRNA_7717	Pocillopora_meandrina_HIv1___Sc0000016	6533551	6533962	+	412	8	16	33	16	0
lncRNA_7718	Pocillopora_meandrina_HIv1___Sc0000016	6659946	6660209	+	264	2	20	6	17	0
lncRNA_7719	Pocillopora_meandrina_HIv1___Sc0000016	6661492	6661801	+	310	0	0	2	9	14
lncRNA_7720	Pocillopora_meandrina_HIv1___Sc0000016	6878520	6878907	+	388	10	27	3	22	0
lncRNA_7721	Pocillopora_meandrina_HIv1___Sc0000016	6879434	6880419	+	986	41	11	15	96	53
lncRNA_7722	Pocillopora_meandrina_HIv1___Sc0000016	6883587	6884092	+	506	0	0	0	39	0
lncRNA_7723	Pocillopora_meandrina_HIv1___Sc0000016	6886560	6886783	+	224	5	2	7	13	0
lncRNA_7724	Pocillopora_meandrina_HIv1___Sc0000016	6909594	6911076	+	1483	168	123	30	108	31
lncRNA_7725	Pocillopora_meandrina_HIv1___Sc0000016	6912065	6913101	+	1037	0	0	0	0	86
lncRNA_7726	Pocillopora_meandrina_HIv1___Sc0000016	7027119	7027447	+	329	2	23	11	22	11
lncRNA_7727	Pocillopora_meandrina_HIv1___Sc0000016	7142691	7143062	+	372	42	0	0	3	5
lncRNA_7728	Pocillopora_meandrina_HIv1___Sc0000016	7143719	7144001	+	283	0	3	11	81	0
lncRNA_7729	Pocillopora_meandrina_HIv1___Sc0000016	7161575	7161802	+	228	18	2	3	8	20
lncRNA_7730	Pocillopora_meandrina_HIv1___Sc0000016	7169299	7169686	+	388	0	27	12	5	0
lncRNA_7731	Pocillopora_meandrina_HIv1___Sc0000016	7177191	7177522	+	332	6	5	5	0	30
lncRNA_7732	Pocillopora_meandrina_HIv1___Sc0000016	7179326	7179774	+	449	2	8	37	8	0
lncRNA_7733	Pocillopora_meandrina_HIv1___Sc0000016	7190298	7190601	+	304	4	4	4	21	0
lncRNA_7734	Pocillopora_meandrina_HIv1___Sc0000016	7191769	7192195	+	427	9	43	15	16	0
lncRNA_7735	Pocillopora_meandrina_HIv1___Sc0000016	7195759	7196337	+	579	8	33	45	46	3
lncRNA_7736	Pocillopora_meandrina_HIv1___Sc0000016	7262702	7262946	+	245	0	22	8	28	0
lncRNA_7737	Pocillopora_meandrina_HIv1___Sc0000016	7353146	7353955	+	810	30	0	15	49	6
lncRNA_7738	Pocillopora_meandrina_HIv1___Sc0000016	7369505	7369912	+	408	52	18	0	17	10
lncRNA_7739	Pocillopora_meandrina_HIv1___Sc0000016	7523134	7523749	+	616	12	0	55	10	6
lncRNA_7740	Pocillopora_meandrina_HIv1___Sc0000016	7595065	7596491	+	1427	34	46	99	53	29
lncRNA_7741	Pocillopora_meandrina_HIv1___Sc0000016	7596873	7597268	+	396	30	13	8	0	3
lncRNA_7742	Pocillopora_meandrina_HIv1___Sc0000016	8653973	8654264	+	292	6	20	25	18	9
lncRNA_7743	Pocillopora_meandrina_HIv1___Sc0000016	8655827	8656294	+	468	2	76	10	0	5
lncRNA_7744	Pocillopora_meandrina_HIv1___Sc0000016	8657450	8657838	+	389	7	21	12	30	4
lncRNA_7745	Pocillopora_meandrina_HIv1___Sc0000016	8658593	8659459	+	867	105	196	156	48	209
lncRNA_7746	Pocillopora_meandrina_HIv1___Sc0000016	8740239	8742754	+	2516	12	117	212	187	10
lncRNA_7747	Pocillopora_meandrina_HIv1___Sc0000016	8746915	8747218	+	304	0	2	3	32	0
lncRNA_7748	Pocillopora_meandrina_HIv1___Sc0000016	8839976	8840733	+	758	0	8	2	72	18
lncRNA_7749	Pocillopora_meandrina_HIv1___Sc0000016	8967055	8967316	+	262	0	0	20	30	0
lncRNA_7750	Pocillopora_meandrina_HIv1___Sc0000016	8968025	8968656	+	632	0	39	42	26	27
lncRNA_7751	Pocillopora_meandrina_HIv1___Sc0000016	9036839	9037049	+	211	0	1	6	26	0
lncRNA_7752	Pocillopora_meandrina_HIv1___Sc0000016	9045089	9045380	+	292	0	0	0	24	0
lncRNA_7753	Pocillopora_meandrina_HIv1___Sc0000016	9053529	9053781	+	253	0	24	5	36	2
lncRNA_7754	Pocillopora_meandrina_HIv1___Sc0000016	9093047	9093396	+	350	1	9	20	10	2
lncRNA_7755	Pocillopora_meandrina_HIv1___Sc0000016	9141356	9143101	+	1746	105	60	119	111	4
lncRNA_7756	Pocillopora_meandrina_HIv1___Sc0000016	9144132	9145316	+	1185	88	23	81	103	58
lncRNA_7757	Pocillopora_meandrina_HIv1___Sc0000017	522157	523780	+	1624	3	0	4	6	3
lncRNA_7758	Pocillopora_meandrina_HIv1___Sc0000017	561568	562286	+	719	128	0	73	77	60
lncRNA_7759	Pocillopora_meandrina_HIv1___Sc0000017	1041466	1043617	+	2152	79	172	40	5	100
lncRNA_7760	Pocillopora_meandrina_HIv1___Sc0000017	1462611	1463295	+	685	21	20	53	27	5
lncRNA_7761	Pocillopora_meandrina_HIv1___Sc0000017	1533403	1534592	+	1190	9	20	82	6	8
lncRNA_7762	Pocillopora_meandrina_HIv1___Sc0000017	1559365	1560489	+	1125	171	28	867	36	47
lncRNA_7763	Pocillopora_meandrina_HIv1___Sc0000017	1562670	1565879	+	3210	256	51	335	49	48
lncRNA_7764	Pocillopora_meandrina_HIv1___Sc0000017	1578161	1579617	+	1457	0	0	0	0	0
lncRNA_7765	Pocillopora_meandrina_HIv1___Sc0000017	1578244	1579617	+	1374	0	0	0	0	0
lncRNA_7766	Pocillopora_meandrina_HIv1___Sc0000017	1578681	1579617	+	937	0	0	0	0	0
lncRNA_7767	Pocillopora_meandrina_HIv1___Sc0000017	1697846	1699243	+	1398	0	0	0	0	0
lncRNA_7768	Pocillopora_meandrina_HIv1___Sc0000017	1723448	1725280	+	1833	0	0	0	0	0
lncRNA_7769	Pocillopora_meandrina_HIv1___Sc0000017	1909940	1911082	+	1143	0	0	0	27	0
lncRNA_7770	Pocillopora_meandrina_HIv1___Sc0000017	1933076	1933750	+	675	0	0	0	4	0
lncRNA_7771	Pocillopora_meandrina_HIv1___Sc0000017	1933169	1933750	+	582	0	0	0	0	0
lncRNA_7772	Pocillopora_meandrina_HIv1___Sc0000017	2033994	2038073	+	4080	0	0	0	0	0
lncRNA_7773	Pocillopora_meandrina_HIv1___Sc0000017	2035027	2036897	+	1871	0	0	0	0	0
lncRNA_7774	Pocillopora_meandrina_HIv1___Sc0000017	2035063	2038687	+	3625	0	0	0	4	1
lncRNA_7775	Pocillopora_meandrina_HIv1___Sc0000017	2053418	2059194	+	5777	0	0	2	0	0
lncRNA_7776	Pocillopora_meandrina_HIv1___Sc0000017	2218597	2221892	+	3296	310	508	1383	94	196
lncRNA_7777	Pocillopora_meandrina_HIv1___Sc0000017	2317947	2319106	+	1160	26	33	11	12	44
lncRNA_7778	Pocillopora_meandrina_HIv1___Sc0000017	2406422	2408532	+	2111	0	8	0	0	0
lncRNA_7779	Pocillopora_meandrina_HIv1___Sc0000017	2406562	2408532	+	1971	0	0	0	0	0
lncRNA_7780	Pocillopora_meandrina_HIv1___Sc0000017	2406804	2408532	+	1729	0	0	0	0	0
lncRNA_7781	Pocillopora_meandrina_HIv1___Sc0000017	2415828	2417602	+	1775	58	37	15	26	10
lncRNA_7782	Pocillopora_meandrina_HIv1___Sc0000017	2564180	2564864	+	685	38	50	416	26	21
lncRNA_7783	Pocillopora_meandrina_HIv1___Sc0000017	2597286	2598052	+	767	0	7	41	26	0
lncRNA_7784	Pocillopora_meandrina_HIv1___Sc0000017	2649470	2667188	+	17719	158	306	250	265	243
lncRNA_7785	Pocillopora_meandrina_HIv1___Sc0000017	2664869	2667188	+	2320	0	0	0	0	0
lncRNA_7786	Pocillopora_meandrina_HIv1___Sc0000017	2689042	2689760	+	719	7	14	21	363	0
lncRNA_7787	Pocillopora_meandrina_HIv1___Sc0000017	2691986	2692647	+	662	0	16	49	6	21
lncRNA_7788	Pocillopora_meandrina_HIv1___Sc0000017	2729068	2730479	+	1412	0	0	3	20	1
lncRNA_7789	Pocillopora_meandrina_HIv1___Sc0000017	2861049	2862756	+	1708	28	52	73	54	39
lncRNA_7790	Pocillopora_meandrina_HIv1___Sc0000017	3556294	3559165	+	2872	139	174	77	132	280
lncRNA_7791	Pocillopora_meandrina_HIv1___Sc0000017	3574142	3574398	+	257	28	2	30	5	5
lncRNA_7792	Pocillopora_meandrina_HIv1___Sc0000017	3697906	3698393	+	488	60	55	53	119	49
lncRNA_7793	Pocillopora_meandrina_HIv1___Sc0000017	3807766	3808913	+	1148	2055	1125	2517	1990	1580
lncRNA_7794	Pocillopora_meandrina_HIv1___Sc0000017	4148250	4149433	+	1184	145	2	368	13	16
lncRNA_7795	Pocillopora_meandrina_HIv1___Sc0000017	4160548	4161972	+	1425	173	1	139	5	21
lncRNA_7796	Pocillopora_meandrina_HIv1___Sc0000017	4173445	4174581	+	1137	81	1	142	4	13
lncRNA_7797	Pocillopora_meandrina_HIv1___Sc0000017	4191917	4192923	+	1007	0	0	0	0	0
lncRNA_7798	Pocillopora_meandrina_HIv1___Sc0000017	4447196	4447828	+	633	29	6	105	0	24
lncRNA_7799	Pocillopora_meandrina_HIv1___Sc0000017	4742484	4743712	+	1229	81	428	116	28	87
lncRNA_7800	Pocillopora_meandrina_HIv1___Sc0000017	4825143	4826672	+	1530	18633	7129	20597	10425	10170
lncRNA_7801	Pocillopora_meandrina_HIv1___Sc0000017	5013316	5020350	+	7035	551	406	599	263	441
lncRNA_7802	Pocillopora_meandrina_HIv1___Sc0000017	5855125	5855380	+	256	10	0	164	0	18
lncRNA_7803	Pocillopora_meandrina_HIv1___Sc0000017	5976937	5979039	+	2103	178	30	37	103	27
lncRNA_7804	Pocillopora_meandrina_HIv1___Sc0000017	6832134	6840717	+	8584	49	115	87	113	94
lncRNA_7805	Pocillopora_meandrina_HIv1___Sc0000017	6872284	6874288	+	2005	36	19	35	7	20
lncRNA_7806	Pocillopora_meandrina_HIv1___Sc0000017	6883656	6885336	+	1681	0	11	0	0	2
lncRNA_7807	Pocillopora_meandrina_HIv1___Sc0000017	6900479	6900741	+	263	22	12	0	21	4
lncRNA_7808	Pocillopora_meandrina_HIv1___Sc0000017	6902044	6902672	+	629	10	0	10	0	7
lncRNA_7809	Pocillopora_meandrina_HIv1___Sc0000017	6907401	6907818	+	418	42	121	86	84	25
lncRNA_7810	Pocillopora_meandrina_HIv1___Sc0000017	6966954	6968461	+	1508	0	122	77	18	9
lncRNA_7811	Pocillopora_meandrina_HIv1___Sc0000017	7269753	7278598	+	8846	0	0	0	0	0
lncRNA_7812	Pocillopora_meandrina_HIv1___Sc0000017	7269753	7286872	+	17120	0	0	0	0	0
lncRNA_7813	Pocillopora_meandrina_HIv1___Sc0000017	7361379	7371547	+	10169	6	132	91	21	6
lncRNA_7814	Pocillopora_meandrina_HIv1___Sc0000017	7601870	7602161	+	292	0	0	0	0	0
lncRNA_7815	Pocillopora_meandrina_HIv1___Sc0000017	7803527	7811425	+	7899	0	0	0	0	0
lncRNA_7816	Pocillopora_meandrina_HIv1___Sc0000017	7803527	7840498	+	36972	14	19	13	15	20
lncRNA_7817	Pocillopora_meandrina_HIv1___Sc0000017	8135738	8136250	+	513	22	27	71	26	116
lncRNA_7818	Pocillopora_meandrina_HIv1___Sc0000017	8468449	8474169	+	5721	40	2607	288	0	10
lncRNA_7819	Pocillopora_meandrina_HIv1___Sc0000017	8578620	8579473	+	854	11	6	28	34	3
lncRNA_7820	Pocillopora_meandrina_HIv1___Sc0000017	8635201	8636402	+	1202	5	15	45	66	0
lncRNA_7821	Pocillopora_meandrina_HIv1___Sc0000017	8982808	8983452	+	645	0	0	0	0	0
lncRNA_7822	Pocillopora_meandrina_HIv1___Sc0000017	9186165	9188758	+	2594	176	828	568	403	732
lncRNA_7823	Pocillopora_meandrina_HIv1___Sc0000017	127884	129957	+	2074	98	240	191	259	143
lncRNA_7824	Pocillopora_meandrina_HIv1___Sc0000017	462218	465143	+	2926	76	66	97	67	130
lncRNA_7825	Pocillopora_meandrina_HIv1___Sc0000017	523304	524934	+	1631	5	34	11	21	0
lncRNA_7826	Pocillopora_meandrina_HIv1___Sc0000017	753502	754891	+	1390	564	436	866	732	773
lncRNA_7827	Pocillopora_meandrina_HIv1___Sc0000017	913348	913966	+	619	121	27	37	17	39
lncRNA_7828	Pocillopora_meandrina_HIv1___Sc0000017	1139196	1141904	+	2709	583	757	734	449	598
lncRNA_7829	Pocillopora_meandrina_HIv1___Sc0000017	1516004	1516407	+	404	14	11	3	0	0
lncRNA_7830	Pocillopora_meandrina_HIv1___Sc0000017	1527013	1531798	+	4786	182	32	78	21	34
lncRNA_7831	Pocillopora_meandrina_HIv1___Sc0000017	1570657	1570887	+	231	2	0	19	0	19
lncRNA_7832	Pocillopora_meandrina_HIv1___Sc0000017	1575216	1580038	+	4823	73	5	133	32	30
lncRNA_7833	Pocillopora_meandrina_HIv1___Sc0000017	1581104	1583300	+	2197	123	80	241	225	34
lncRNA_7834	Pocillopora_meandrina_HIv1___Sc0000017	1631807	1634026	+	2220	828	266	689	655	185
lncRNA_7835	Pocillopora_meandrina_HIv1___Sc0000017	1676548	1677863	+	1316	33	19	35	10	29
lncRNA_7836	Pocillopora_meandrina_HIv1___Sc0000017	1694605	1699725	+	5121	111	77	676	59	39
lncRNA_7837	Pocillopora_meandrina_HIv1___Sc0000017	1723448	1725280	+	1833	0	0	0	0	0
lncRNA_7838	Pocillopora_meandrina_HIv1___Sc0000017	1723634	1725280	+	1647	0	0	0	0	0
lncRNA_7839	Pocillopora_meandrina_HIv1___Sc0000017	1742992	1744760	+	1769	136	39	867	107	104
lncRNA_7840	Pocillopora_meandrina_HIv1___Sc0000017	1758679	1760171	+	1493	76	153	196	75	49
lncRNA_7841	Pocillopora_meandrina_HIv1___Sc0000017	1809748	1812555	+	2808	141	20	292	74	14
lncRNA_7842	Pocillopora_meandrina_HIv1___Sc0000017	1863975	1867709	+	3735	5	6	16	11	0
lncRNA_7843	Pocillopora_meandrina_HIv1___Sc0000017	1926387	1926618	+	232	4	3	25	8	50
lncRNA_7844	Pocillopora_meandrina_HIv1___Sc0000017	1959153	1964477	+	5325	180	20	121	48	272
lncRNA_7845	Pocillopora_meandrina_HIv1___Sc0000017	2017087	2017343	+	257	0	20	16	35	0
lncRNA_7846	Pocillopora_meandrina_HIv1___Sc0000017	2031412	2031912	+	501	23	8	112	19	29
lncRNA_7847	Pocillopora_meandrina_HIv1___Sc0000017	2032567	2033416	+	850	4	3	28	16	24
lncRNA_7848	Pocillopora_meandrina_HIv1___Sc0000017	2033951	2037617	+	3667	0	0	0	0	0
lncRNA_7849	Pocillopora_meandrina_HIv1___Sc0000017	2053641	2059970	+	6330	0	0	7	0	14
lncRNA_7850	Pocillopora_meandrina_HIv1___Sc0000017	2134854	2136215	+	1362	45	8	152	5	122
lncRNA_7851	Pocillopora_meandrina_HIv1___Sc0000017	2159714	2165165	+	5452	11	7	62	19	9
lncRNA_7852	Pocillopora_meandrina_HIv1___Sc0000017	2160514	2161317	+	804	0	0	0	0	0
lncRNA_7853	Pocillopora_meandrina_HIv1___Sc0000017	2338637	2344536	+	5900	149	208	320	379	179
lncRNA_7854	Pocillopora_meandrina_HIv1___Sc0000017	2342255	2343685	+	1431	0	0	0	0	0
lncRNA_7855	Pocillopora_meandrina_HIv1___Sc0000017	2342339	2343685	+	1347	0	0	0	0	0
lncRNA_7856	Pocillopora_meandrina_HIv1___Sc0000017	2412185	2415569	+	3385	283	418	459	182	337
lncRNA_7857	Pocillopora_meandrina_HIv1___Sc0000017	2599021	2618430	+	19410	13	33	170	119	30
lncRNA_7858	Pocillopora_meandrina_HIv1___Sc0000017	2708859	2712460	+	3602	48	83	52	3317	9
lncRNA_7859	Pocillopora_meandrina_HIv1___Sc0000017	3219340	3221639	+	2300	18	10	245	52	20
lncRNA_7860	Pocillopora_meandrina_HIv1___Sc0000017	3571515	3573891	+	2377	149	160	162	151	67
lncRNA_7861	Pocillopora_meandrina_HIv1___Sc0000017	3574829	3575829	+	1001	90	29	46	0	49
lncRNA_7862	Pocillopora_meandrina_HIv1___Sc0000017	3584939	3585526	+	588	3085	2691	1626	2964	181
lncRNA_7863	Pocillopora_meandrina_HIv1___Sc0000017	3798162	3800524	+	2363	1952	880	1523	1581	1038
lncRNA_7864	Pocillopora_meandrina_HIv1___Sc0000017	4195998	4197040	+	1043	308	3	508	60	98
lncRNA_7865	Pocillopora_meandrina_HIv1___Sc0000017	4166451	4167446	+	996	239	4	163	36	72
lncRNA_7866	Pocillopora_meandrina_HIv1___Sc0000017	4191608	4193086	+	1479	27	0	66	5	10
lncRNA_7867	Pocillopora_meandrina_HIv1___Sc0000017	4272604	4277476	+	4873	134	81	70	144	14
lncRNA_7868	Pocillopora_meandrina_HIv1___Sc0000017	4488542	4489458	+	917	5	41	55	21	12
lncRNA_7869	Pocillopora_meandrina_HIv1___Sc0000017	4516438	4517432	+	995	20	27	28	17	17
lncRNA_7870	Pocillopora_meandrina_HIv1___Sc0000017	4517547	4518122	+	576	0	6	4	21	4
lncRNA_7871	Pocillopora_meandrina_HIv1___Sc0000017	4627647	4629826	+	2180	73	42	26	35	7
lncRNA_7872	Pocillopora_meandrina_HIv1___Sc0000017	4964436	4965715	+	1280	19	92	42	116	89
lncRNA_7873	Pocillopora_meandrina_HIv1___Sc0000017	5949072	5950306	+	1235	0	5	56	21	0
lncRNA_7874	Pocillopora_meandrina_HIv1___Sc0000017	6901609	6902400	+	792	0	7	9	20	0
lncRNA_7875	Pocillopora_meandrina_HIv1___Sc0000017	6912548	6924753	+	12206	54	55	127	93	38
lncRNA_7876	Pocillopora_meandrina_HIv1___Sc0000017	6914759	6915257	+	499	0	0	0	0	0
lncRNA_7877	Pocillopora_meandrina_HIv1___Sc0000017	6915465	6924023	+	8559	0	0	0	0	0
lncRNA_7878	Pocillopora_meandrina_HIv1___Sc0000017	6926925	6927643	+	719	36	17	21	57	13
lncRNA_7879	Pocillopora_meandrina_HIv1___Sc0000017	6936535	6939434	+	2900	121	47	62	27	45
lncRNA_7880	Pocillopora_meandrina_HIv1___Sc0000017	7212055	7218589	+	6535	27	287	170	37	206
lncRNA_7881	Pocillopora_meandrina_HIv1___Sc0000017	7269782	7288102	+	18321	0	0	0	0	0
lncRNA_7882	Pocillopora_meandrina_HIv1___Sc0000017	7269782	7290022	+	20241	0	0	0	0	0
lncRNA_7883	Pocillopora_meandrina_HIv1___Sc0000017	7278661	7306712	+	28052	86	2795	551	1	0
lncRNA_7884	Pocillopora_meandrina_HIv1___Sc0000017	7300708	7301937	+	1230	0	0	0	0	0
lncRNA_7885	Pocillopora_meandrina_HIv1___Sc0000017	7595477	7602237	+	6761	0	7	7	45	1
lncRNA_7886	Pocillopora_meandrina_HIv1___Sc0000017	7731392	7733817	+	2426	109	58	51	24	31
lncRNA_7887	Pocillopora_meandrina_HIv1___Sc0000017	8353358	8354066	+	709	11	12	12	1	7
lncRNA_7888	Pocillopora_meandrina_HIv1___Sc0000017	8360576	8361145	+	570	11	11	10	2	9
lncRNA_7889	Pocillopora_meandrina_HIv1___Sc0000017	8585259	8585558	+	300	0	6	8	38	0
lncRNA_7890	Pocillopora_meandrina_HIv1___Sc0000017	8641854	8642091	+	238	5	16	0	18	3
lncRNA_7891	Pocillopora_meandrina_HIv1___Sc0000017	8642206	8643081	+	876	6	54	0	19	1
lncRNA_7892	Pocillopora_meandrina_HIv1___Sc0000017	8769336	8775564	+	6229	0	109	51	91	69
lncRNA_7893	Pocillopora_meandrina_HIv1___Sc0000017	8789796	8823063	+	33268	772	670	740	744	1425
lncRNA_7894	Pocillopora_meandrina_HIv1___Sc0000017	8885891	8886763	+	873	9	28	31	62	21
lncRNA_7895	Pocillopora_meandrina_HIv1___Sc0000017	8982808	8983452	+	645	0	0	0	0	0
lncRNA_7896	Pocillopora_meandrina_HIv1___Sc0000017	18827	19064	+	238	0	4	5	11	98
lncRNA_7897	Pocillopora_meandrina_HIv1___Sc0000017	25964	26622	+	659	0	51	44	49	0
lncRNA_7898	Pocillopora_meandrina_HIv1___Sc0000017	27023	27547	+	525	0	20	39	20	0
lncRNA_7899	Pocillopora_meandrina_HIv1___Sc0000017	37536	38173	+	638	2	7	6	13	16
lncRNA_7900	Pocillopora_meandrina_HIv1___Sc0000017	51259	51696	+	438	0	14	35	64	0
lncRNA_7901	Pocillopora_meandrina_HIv1___Sc0000017	101499	101895	+	397	0	6	24	37	0
lncRNA_7902	Pocillopora_meandrina_HIv1___Sc0000017	111810	112070	+	261	0	5	12	30	0
lncRNA_7903	Pocillopora_meandrina_HIv1___Sc0000017	214143	214355	+	213	0	17	22	21	0
lncRNA_7904	Pocillopora_meandrina_HIv1___Sc0000017	355566	356151	+	586	4001	14	26	2418	2309
lncRNA_7905	Pocillopora_meandrina_HIv1___Sc0000017	422685	423398	+	714	0	18	8	47	1
lncRNA_7906	Pocillopora_meandrina_HIv1___Sc0000017	525552	525797	+	246	0	0	0	21	1
lncRNA_7907	Pocillopora_meandrina_HIv1___Sc0000017	613901	614197	+	297	0	39	9	18	0
lncRNA_7908	Pocillopora_meandrina_HIv1___Sc0000017	614683	615094	+	412	29	65	64	18	144
lncRNA_7909	Pocillopora_meandrina_HIv1___Sc0000017	740992	741673	+	682	0	36	97	46	12
lncRNA_7910	Pocillopora_meandrina_HIv1___Sc0000017	765628	766848	+	1221	41	62	88	74	45
lncRNA_7911	Pocillopora_meandrina_HIv1___Sc0000017	836037	836342	+	306	0	1	0	125	6
lncRNA_7912	Pocillopora_meandrina_HIv1___Sc0000017	950878	951250	+	373	0	31	4	21	0
lncRNA_7913	Pocillopora_meandrina_HIv1___Sc0000017	957632	957834	+	203	0	0	17	25	6
lncRNA_7914	Pocillopora_meandrina_HIv1___Sc0000017	997181	997761	+	581	0	36	50	63	8
lncRNA_7915	Pocillopora_meandrina_HIv1___Sc0000017	1061090	1061638	+	549	2	0	0	30	0
lncRNA_7916	Pocillopora_meandrina_HIv1___Sc0000017	1143893	1144097	+	205	0	4	0	5	15
lncRNA_7917	Pocillopora_meandrina_HIv1___Sc0000017	1317561	1317935	+	375	9	42	0	0	10
lncRNA_7918	Pocillopora_meandrina_HIv1___Sc0000017	1319235	1319980	+	746	228	65	81	195	116
lncRNA_7919	Pocillopora_meandrina_HIv1___Sc0000017	1446173	1446601	+	429	1	26	6	28	0
lncRNA_7920	Pocillopora_meandrina_HIv1___Sc0000017	1458580	1458948	+	369	0	3	14	35	0
lncRNA_7921	Pocillopora_meandrina_HIv1___Sc0000017	1459255	1459508	+	254	0	2	0	46	0
lncRNA_7922	Pocillopora_meandrina_HIv1___Sc0000017	1498821	1499084	+	264	1	39	22	25	0
lncRNA_7923	Pocillopora_meandrina_HIv1___Sc0000017	1505323	1505870	+	548	0	38	25	66	0
lncRNA_7924	Pocillopora_meandrina_HIv1___Sc0000017	1541288	1541616	+	329	29	0	19	0	1
lncRNA_7925	Pocillopora_meandrina_HIv1___Sc0000017	1542400	1542677	+	278	1	0	15	0	14
lncRNA_7926	Pocillopora_meandrina_HIv1___Sc0000017	1545745	1546541	+	797	45	6	0	0	48
lncRNA_7927	Pocillopora_meandrina_HIv1___Sc0000017	1547818	1548130	+	313	24	0	0	0	0
lncRNA_7928	Pocillopora_meandrina_HIv1___Sc0000017	1552976	1553650	+	675	0	57	43	60	0
lncRNA_7929	Pocillopora_meandrina_HIv1___Sc0000017	1564177	1564642	+	466	0	0	0	0	0
lncRNA_7930	Pocillopora_meandrina_HIv1___Sc0000017	1566196	1566568	+	373	41	8	43	2	4
lncRNA_7931	Pocillopora_meandrina_HIv1___Sc0000017	1571242	1572835	+	1594	68	0	209	6	4
lncRNA_7932	Pocillopora_meandrina_HIv1___Sc0000017	1585491	1586747	+	1257	1	74	64	90	19
lncRNA_7933	Pocillopora_meandrina_HIv1___Sc0000017	1936032	1936246	+	215	22	34	3	5	27
lncRNA_7934	Pocillopora_meandrina_HIv1___Sc0000017	1973651	1973891	+	241	0	0	0	14	0
lncRNA_7935	Pocillopora_meandrina_HIv1___Sc0000017	2077968	2078171	+	204	0	6	26	2	0
lncRNA_7936	Pocillopora_meandrina_HIv1___Sc0000017	2293031	2293362	+	332	0	36	10	18	0
lncRNA_7937	Pocillopora_meandrina_HIv1___Sc0000017	2674665	2675282	+	618	7	0	28	35	6
lncRNA_7938	Pocillopora_meandrina_HIv1___Sc0000017	2853775	2854309	+	535	2	133	28	26	0
lncRNA_7939	Pocillopora_meandrina_HIv1___Sc0000017	2973608	2974270	+	663	0	34	57	68	0
lncRNA_7940	Pocillopora_meandrina_HIv1___Sc0000017	3079141	3079556	+	416	0	17	7	62	0
