readfile	mapping_type	read_length	count
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-178-S1-TP2.flexbar_trim.25bp_1.bam	R	24	28194
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-178-S1-TP2.flexbar_trim.25bp_1.bam	R	>24	1382715
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-178-S1-TP2.flexbar_trim.25bp_1.bam	H	<21	14053
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-178-S1-TP2.flexbar_trim.25bp_1.bam	H	21	4689
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-178-S1-TP2.flexbar_trim.25bp_1.bam	H	22	5365
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-178-S1-TP2.flexbar_trim.25bp_1.bam	H	23	4533
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-178-S1-TP2.flexbar_trim.25bp_1.bam	H	24	6244
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-178-S1-TP2.flexbar_trim.25bp_1.bam	H	>24	411234
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-178-S1-TP2.flexbar_trim.25bp_1.bam	N	<21	225828
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-178-S1-TP2.flexbar_trim.25bp_1.bam	N	21	94415
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-178-S1-TP2.flexbar_trim.25bp_1.bam	N	22	130203
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-178-S1-TP2.flexbar_trim.25bp_1.bam	N	23	115028
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-178-S1-TP2.flexbar_trim.25bp_1.bam	N	24	116821
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-178-S1-TP2.flexbar_trim.25bp_1.bam	N	>24	3934623
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-178-S1-TP2.flexbar_trim.25bp_2.bam	U	<21	289889
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-178-S1-TP2.flexbar_trim.25bp_2.bam	U	21	77650
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-178-S1-TP2.flexbar_trim.25bp_2.bam	U	22	197216
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-178-S1-TP2.flexbar_trim.25bp_2.bam	U	23	86459
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-178-S1-TP2.flexbar_trim.25bp_2.bam	U	24	98485
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-178-S1-TP2.flexbar_trim.25bp_2.bam	U	>24	2813837
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-178-S1-TP2.flexbar_trim.25bp_2.bam	P	<21	198261
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-178-S1-TP2.flexbar_trim.25bp_2.bam	P	21	69330
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-178-S1-TP2.flexbar_trim.25bp_2.bam	P	22	73528
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-178-S1-TP2.flexbar_trim.25bp_2.bam	P	23	57851
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-178-S1-TP2.flexbar_trim.25bp_2.bam	P	24	78438
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-178-S1-TP2.flexbar_trim.25bp_2.bam	P	>24	6008768
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-178-S1-TP2.flexbar_trim.25bp_2.bam	R	<21	48465
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-178-S1-TP2.flexbar_trim.25bp_2.bam	R	21	17385
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-178-S1-TP2.flexbar_trim.25bp_2.bam	R	22	18890
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-178-S1-TP2.flexbar_trim.25bp_2.bam	R	23	22642
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-178-S1-TP2.flexbar_trim.25bp_2.bam	R	24	25493
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-178-S1-TP2.flexbar_trim.25bp_2.bam	R	>24	1172507
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-178-S1-TP2.flexbar_trim.25bp_2.bam	H	<21	13934
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-178-S1-TP2.flexbar_trim.25bp_2.bam	H	21	4638
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-178-S1-TP2.flexbar_trim.25bp_2.bam	H	22	5328
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-178-S1-TP2.flexbar_trim.25bp_2.bam	H	23	4512
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-178-S1-TP2.flexbar_trim.25bp_2.bam	H	24	6189
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-178-S1-TP2.flexbar_trim.25bp_2.bam	H	>24	318925
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-178-S1-TP2.flexbar_trim.25bp_2.bam	N	<21	224795
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-178-S1-TP2.flexbar_trim.25bp_2.bam	N	21	94112
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-178-S1-TP2.flexbar_trim.25bp_2.bam	N	22	129618
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-178-S1-TP2.flexbar_trim.25bp_2.bam	N	23	114746
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-178-S1-TP2.flexbar_trim.25bp_2.bam	N	24	116315
/home/shared/8TB_HDD_01/sam/gitrepos/deep-dive/D-Apul/output/13-Apul-sRNAseq-ShortStack/ShortStack_out/sRNA-ACR-178-S1-TP2.flexbar_trim.25bp_2.bam	N	>24	4117406
