Coords	Name	MIRNA	sRNA-ACR-140-S1-TP2_R1_001.fastp-R1-31bp-auto_adapters-polyG	sRNA-ACR-145-S1-TP2_R1_001.fastp-R1-31bp-auto_adapters-polyG	sRNA-ACR-150-S1-TP2_R1_001.fastp-R1-31bp-auto_adapters-polyG	sRNA-ACR-173-S1-TP2_R1_001.fastp-R1-31bp-auto_adapters-polyG	sRNA-ACR-178-S1-TP2_R1_001.fastp-R1-31bp-auto_adapters-polyG
NC_058077.1:18034116-18034556	Cluster_10290	N	0	89	1	152	138
NC_058077.1:18127173-18127620	Cluster_10291	N	41	20	19	108	232
NC_058077.1:18127938-18128473	Cluster_10292	N	96	232	560	317	133
NC_058077.1:18135155-18135576	Cluster_10293	N	17	0	97	53	57
NC_058077.1:18151501-18151927	Cluster_10294	N	0	2	247	0	0
NC_058077.1:18231988-18232404	Cluster_10295	N	85	12	2	0	21
NC_058077.1:18266053-18266469	Cluster_10296	N	60	0	67	54	51
NC_058077.1:18308442-18308871	Cluster_10297	N	3	4	81	93	26
NC_058077.1:18358682-18359109	Cluster_10298	N	30	3	0	1	153
NC_058077.1:18469418-18469846	Cluster_10299	N	125	8	1	0	0
NC_058077.1:18526760-18527179	Cluster_10300	N	41	81	51	25	27
NC_058077.1:18668375-18668803	Cluster_10301	N	3	5	145	3	1
NC_058077.1:19011192-19011608	Cluster_10302	N	246	79	90	110	515
NC_058077.1:19279858-19280309	Cluster_10303	N	0	100	0	64	167
NC_058077.1:19280900-19281327	Cluster_10304	N	0	61	0	72	65
NC_058077.1:19310345-19310775	Cluster_10305	N	29	0	128	1	112
NC_058077.1:19386200-19386623	Cluster_10306	N	0	94	1	1	1
NC_058077.1:19446871-19447299	Cluster_10307	N	116	176	70	32	18
NC_058077.1:19943239-19943667	Cluster_10308	N	99	177	79	25	14
NC_058077.1:20038919-20039337	Cluster_10309	N	2	41	0	52	0
NC_058077.1:20114158-20114593	Cluster_10310	N	49	169	78	68	127
NC_058077.1:20122136-20122544	Cluster_10311	N	9	21	45	12	22
NC_058077.1:20304847-20305266	Cluster_10312	N	3	102	139	40	41
NC_058077.1:20315809-20316238	Cluster_10313	N	36	2	46	53	17
NC_058077.1:20323639-20324062	Cluster_10314	N	5	52	32	85	8
NC_058077.1:20402320-20402880	Cluster_10315	N	83	163	46	7	150
NC_058077.1:20455031-20456034	Cluster_10316	N	196	233	210	88	73
NC_058077.1:20566497-20566912	Cluster_10317	N	10	21	38	13	18
NC_058077.1:20814376-20814793	Cluster_10318	N	6	74	84	18	62
NC_058077.1:20961119-20961548	Cluster_10319	N	315	3	91	54	2
NC_058077.1:20973148-20973575	Cluster_10320	N	77	33	4	300	73
NC_058077.1:21042507-21042921	Cluster_10321	N	0	0	65	0	50
NC_058077.1:21052599-21053013	Cluster_10322	N	2	0	4	3	93
NC_058077.1:21414189-21414946	Cluster_10323	N	0	16	311	1	2
NC_058077.1:21415300-21416089	Cluster_10324	N	2	810	249	812	0
NC_058077.1:21552727-21553342	Cluster_10325	N	1069	2744	2082	1308	2135
NC_058077.1:21629075-21629167	Cluster_10326	Y	2898	4992	6777	5512	6017
NC_058077.1:21870086-21870501	Cluster_10327	N	0	3	9	9	327
NC_058077.1:21964529-21964945	Cluster_10328	N	52	157	446	69	276
NC_058077.1:22037114-22037590	Cluster_10329	N	382	382	635	232	742
NC_058077.1:22039535-22039965	Cluster_10330	N	95	65	79	151	74
NC_058077.1:22044230-22044712	Cluster_10331	N	727	1336	2981	765	2372
NC_058077.1:22102554-22102971	Cluster_10332	N	1	18	18	14	35
NC_058077.1:22187799-22188229	Cluster_10333	N	180	16	17	5	14
NC_058077.1:22328188-22328604	Cluster_10334	N	43	23	85	105	238
NC_058077.1:22341848-22342276	Cluster_10335	N	80	111	114	43	77
NC_058077.1:22362874-22363302	Cluster_10336	N	407	11	1	1	4
NC_058077.1:22670137-22670561	Cluster_10337	N	23	37	4	12	42
NC_058077.1:22695027-22695456	Cluster_10338	N	232	2	0	0	4
NC_058077.1:22697359-22697785	Cluster_10339	N	0	1	0	0	174
NC_058077.1:22703514-22703954	Cluster_10340	N	22	168	10	120	132
NC_058077.1:22705006-22705526	Cluster_10341	N	6	8	64	28	226
NC_058077.1:22765831-22766260	Cluster_10342	N	165	1	1	8	4
NC_058077.1:22857515-22857938	Cluster_10343	N	2	25	48	0	62
NC_058077.1:22858417-22858844	Cluster_10344	N	13	33	38	13	60
NC_058077.1:22903479-22904594	Cluster_10345	N	278	344	325	161	314
NC_058077.1:22905224-22905894	Cluster_10346	N	353	225	343	150	344
NC_058077.1:22908616-22909044	Cluster_10347	N	198	8	1	12	9
NC_058077.1:23102106-23102520	Cluster_10348	N	14	38	28	50	1
NC_058077.1:23203431-23203860	Cluster_10349	N	0	0	5	131	39
NC_058077.1:23243288-23243709	Cluster_10350	N	17	13	33	11	24
NC_058078.1:30666-31092	Cluster_10351	N	0	116	0	0	0
NC_058078.1:212830-213258	Cluster_10352	N	0	1	158	1	1
NC_058078.1:347117-347547	Cluster_10353	N	368	33	350	2	2
NC_058078.1:366579-367013	Cluster_10354	N	165	15	330	7	20
NC_058078.1:428400-428825	Cluster_10355	N	0	61	1	29	0
NC_058078.1:430891-431340	Cluster_10356	N	0	208	0	0	11
NC_058078.1:436618-437018	Cluster_10357	N	44	0	70	0	0
NC_058078.1:437735-438314	Cluster_10358	N	315	14	463	5	7
NC_058078.1:439814-440746	Cluster_10359	N	1204	57	255	29	26
NC_058078.1:447378-447952	Cluster_10360	N	388	55	138	2	5
NC_058078.1:457587-458397	Cluster_10361	N	3736	288	2565	42	37
NC_058078.1:460653-461232	Cluster_10362	N	721	15	126	2	4
NC_058078.1:462030-462458	Cluster_10363	N	89	9	60	3	2
NC_058078.1:535476-535879	Cluster_10364	N	0	1	95	15	0
NC_058078.1:543714-544190	Cluster_10365	N	82	36	254	79	369
NC_058078.1:554142-554571	Cluster_10366	N	21	45	15	845	12
NC_058078.1:554573-555674	Cluster_10367	N	1087	1479	1363	616	941
NC_058078.1:556244-557060	Cluster_10368	N	119	390	23	244	190
NC_058078.1:593098-593585	Cluster_10369	N	177	587	345	239	0
NC_058078.1:596819-598343	Cluster_10370	N	2538	122	411	484	977
NC_058078.1:598454-598881	Cluster_10371	N	137	12	35	4	44
NC_058078.1:598970-600700	Cluster_10372	N	157	284	8552	7677	10251
NC_058078.1:615154-615819	Cluster_10373	N	354	49	14	202	83
NC_058078.1:641078-641507	Cluster_10374	N	71	19	0	122	0
NC_058078.1:643972-644399	Cluster_10375	N	22	261	4	2	3
NC_058078.1:650465-651173	Cluster_10376	N	793	401	255	2	43
NC_058078.1:651854-652259	Cluster_10377	N	20	41	39	17	9
NC_058078.1:658818-660160	Cluster_10378	N	644	1952	584	2472	1234
NC_058078.1:668377-668786	Cluster_10379	N	0	154	0	0	0
NC_058078.1:670272-670700	Cluster_10380	N	0	10	0	0	219
NC_058078.1:687637-688065	Cluster_10381	N	0	0	0	218	0
NC_058078.1:726124-726776	Cluster_10382	N	2439	1905	470	464	680
NC_058078.1:731984-732492	Cluster_10383	N	1	118	1	650	0
NC_058078.1:786117-786562	Cluster_10384	N	75	211	52	30	12
NC_058078.1:793069-793491	Cluster_10385	N	54	1	0	0	65
NC_058078.1:799287-799706	Cluster_10386	N	279	393	178	7	406
NC_058078.1:839679-840107	Cluster_10387	N	59	21	29	82	24
NC_058078.1:881668-882098	Cluster_10388	N	362	167	7	14	21
NC_058078.1:901739-902461	Cluster_10389	N	93	159	86	5	10
NC_058078.1:921279-921698	Cluster_10390	N	84	0	3	0	0
NC_058078.1:939636-940043	Cluster_10391	N	38	1	24	130	0
NC_058078.1:940230-940845	Cluster_10392	N	527	2	1077	1360	5
NC_058078.1:1097120-1097549	Cluster_10393	N	53	20	57	106	73
NC_058078.1:1099640-1100348	Cluster_10394	N	277	447	1515	510	283
NC_058078.1:1102991-1103410	Cluster_10395	N	21	0	40	71	32
NC_058078.1:1364876-1365323	Cluster_10396	N	0	1	1	0	443
NC_058078.1:1393624-1394051	Cluster_10397	N	77	121	23	1	0
NC_058078.1:1414524-1414938	Cluster_10398	N	0	0	27	7	178
NC_058078.1:1450991-1451419	Cluster_10399	N	142	16	0	0	72
NC_058078.1:1549882-1550298	Cluster_10400	N	637	673	178	547	9
NC_058078.1:1651038-1651512	Cluster_10401	N	677	582	693	344	848
NC_058078.1:1651986-1652431	Cluster_10402	N	3939	5441	9419	7042	9640
NC_058078.1:1807516-1807943	Cluster_10403	N	328	0	1	1	0
NC_058078.1:1815013-1815574	Cluster_10404	N	119	81	491	216	339
NC_058078.1:1962578-1962993	Cluster_10405	N	7	66	43	24	16
NC_058078.1:1996385-1996800	Cluster_10406	N	5	53	0	57	0
NC_058078.1:2018880-2019309	Cluster_10407	N	1	103	81	58	51
NC_058078.1:2052251-2052666	Cluster_10408	N	0	0	5	1	96
NC_058078.1:2350971-2351401	Cluster_10409	N	131	39	81	927	77
NC_058078.1:2449924-2450351	Cluster_10410	N	23	52	54	51	30
NC_058078.1:2590723-2591138	Cluster_10411	N	5	0	19	10	175
NC_058078.1:2712015-2712430	Cluster_10412	N	3	0	22	7	190
NC_058078.1:2901284-2901712	Cluster_10413	N	1	261	0	1	0
NC_058078.1:2984589-2985252	Cluster_10414	N	123	345	26	753	311
NC_058078.1:3001953-3002380	Cluster_10415	N	58	29	141	70	106
NC_058078.1:3027576-3028005	Cluster_10416	N	25	8	22	626	3
NC_058078.1:3245369-3245902	Cluster_10417	N	332	334	813	161	305
NC_058078.1:3566170-3566597	Cluster_10418	N	3	55	0	0	205
NC_058078.1:3623225-3623652	Cluster_10419	N	3	102	1	2	0
NC_058078.1:3676327-3676773	Cluster_10420	N	98	134	39	16	201
NC_058078.1:3750612-3751112	Cluster_10421	N	559	266	344	533	188
NC_058078.1:3756000-3756416	Cluster_10422	N	58	71	48	18	40
NC_058078.1:3767642-3768058	Cluster_10423	N	18	29	31	12	30
NC_058078.1:3925207-3925995	Cluster_10424	N	38	627	82	15	3
NC_058078.1:3999553-3999980	Cluster_10425	N	25	68	17	2	179
NC_058078.1:4060515-4060987	Cluster_10426	N	164	105	92	109	84
NC_058078.1:4193802-4194224	Cluster_10427	N	35	35	8	16	10
NC_058078.1:4286155-4286669	Cluster_10428	N	313	1	809	1269	92
NC_058078.1:4322861-4323289	Cluster_10429	N	244	556	212	441	227
NC_058078.1:4353139-4353650	Cluster_10430	N	6	9	5696	6	15
NC_058078.1:4353656-4354068	Cluster_10431	N	1	12	159	14	5
NC_058078.1:4361500-4361927	Cluster_10432	N	0	0	38	80	1
NC_058078.1:4362559-4362974	Cluster_10433	N	56	1	26	161	0
NC_058078.1:4363246-4363674	Cluster_10434	N	944	5	215	166	0
NC_058078.1:4383267-4383696	Cluster_10435	N	89	1458	6	16	588
NC_058078.1:4383710-4384373	Cluster_10436	N	1	104	67	96	36
NC_058078.1:4384471-4385319	Cluster_10437	N	2	51	504	230	2793
NC_058078.1:4385612-4386020	Cluster_10438	N	0	6	57	22	92
NC_058078.1:4386519-4388015	Cluster_10439	N	443	2049	55	248	361
NC_058078.1:4397084-4397511	Cluster_10440	N	2	0	53	192	2
NC_058078.1:4437881-4438309	Cluster_10441	N	6	36	171	1	2
NC_058078.1:4458640-4459067	Cluster_10442	N	11	38	2	65	173
NC_058078.1:4459347-4459777	Cluster_10443	N	1153	10	27	350	9
NC_058078.1:4459807-4460224	Cluster_10444	N	0	0	40	0	55
NC_058078.1:4460254-4461198	Cluster_10445	N	25	867	448	71	165
NC_058078.1:4461331-4461759	Cluster_10446	N	17	72	39	22	20
NC_058078.1:4465613-4466432	Cluster_10447	N	92	899	247	185	552
NC_058078.1:4467650-4468382	Cluster_10448	N	25	519	19	1	55
NC_058078.1:4468414-4468981	Cluster_10449	N	749	729	107	317	109
NC_058078.1:4476563-4477209	Cluster_10450	N	44	2190	3	462	1
NC_058078.1:4497865-4498341	Cluster_10451	N	166	161	302	116	19
NC_058078.1:4565235-4565664	Cluster_10452	N	14	19	70	0	29
NC_058078.1:4626313-4626742	Cluster_10453	N	21	2	0	28	149
NC_058078.1:4809617-4810034	Cluster_10454	N	64	18	30	55	50
NC_058078.1:4828204-4828630	Cluster_10455	N	3	0	4	0	92
NC_058078.1:4874799-4875213	Cluster_10456	N	3	22	15	39	43
NC_058078.1:5058044-5058445	Cluster_10457	N	28	32	69	61	8
NC_058078.1:5067434-5067842	Cluster_10458	N	3	2	5	14	67
NC_058078.1:5203381-5203931	Cluster_10459	N	4	354	1	2	0
NC_058078.1:5223212-5223641	Cluster_10460	N	8	70	60	9	12
NC_058078.1:5236662-5237077	Cluster_10461	N	2	74	10	2	73
NC_058078.1:5243504-5243918	Cluster_10462	N	0	0	0	153	0
NC_058078.1:5277814-5279147	Cluster_10463	N	521	818	651	765	800
NC_058078.1:5353009-5353494	Cluster_10464	N	50	464	294	1	283
NC_058078.1:5411310-5411740	Cluster_10465	N	40	31	38	0	57
NC_058078.1:5588940-5589358	Cluster_10466	N	63	18	2	19	27
NC_058078.1:5600589-5601011	Cluster_10467	N	0	1	53	222	1
NC_058078.1:5605977-5606378	Cluster_10468	N	98	1	1	4	0
NC_058078.1:5612325-5612750	Cluster_10469	N	0	17	25	25	19
NC_058078.1:5700421-5700516	Cluster_10470	Y	116	42	69	71	51
NC_058078.1:5805900-5806432	Cluster_10471	N	2168	1989	4398	1360	3518
NC_058078.1:5880605-5881030	Cluster_10472	N	1	0	4	2	142
NC_058078.1:5943307-5943761	Cluster_10473	N	561	1377	1001	1509	1021
NC_058078.1:5946726-5947306	Cluster_10474	N	24	0	268	1	460
NC_058078.1:6092233-6092855	Cluster_10475	N	87	115	48	19	86
NC_058078.1:6101851-6102280	Cluster_10476	N	0	322	0	87	1
NC_058078.1:6104024-6104454	Cluster_10477	N	0	3	43	648	130
NC_058078.1:6106374-6106804	Cluster_10478	N	2	2	93	0	1
NC_058078.1:6139520-6139934	Cluster_10479	N	41	46	19	62	30
NC_058078.1:6183585-6184000	Cluster_10480	N	45	25	9	67	2
NC_058078.1:6337246-6337670	Cluster_10481	N	26	41	76	41	44
NC_058078.1:6361557-6361986	Cluster_10482	N	0	18	2	0	191
NC_058078.1:6406199-6406626	Cluster_10483	N	9	164	31	2	37
NC_058078.1:6491498-6491928	Cluster_10484	N	90	47	27	145	10
NC_058078.1:6679385-6679817	Cluster_10485	N	55	28	267	25	10
NC_058078.1:6816915-6817331	Cluster_10486	N	5	0	16	26	87
NC_058078.1:7122774-7123207	Cluster_10487	N	674	355	542	864	193
NC_058078.1:7194935-7195349	Cluster_10488	N	76	72	0	0	0
NC_058078.1:7238275-7238684	Cluster_10489	N	11	1	1	118	6
NC_058078.1:7246152-7246594	Cluster_10490	N	20	126	2	58	188
NC_058078.1:7253696-7254117	Cluster_10491	N	0	129	0	0	0
NC_058078.1:7309091-7309547	Cluster_10492	N	9	3095	76	10	488
NC_058078.1:7336251-7336655	Cluster_10493	N	24	26	26	23	18
NC_058078.1:7588448-7588862	Cluster_10494	N	0	1	89	0	74
NC_058078.1:7721409-7721836	Cluster_10495	N	0	291	6	1	2
NC_058078.1:7770980-7771412	Cluster_10496	N	683	291	7	55	228
NC_058078.1:7773979-7774556	Cluster_10497	N	680	1	1127	2145	228
NC_058078.1:7777023-7777472	Cluster_10498	N	454	484	1	0	84
NC_058078.1:7789498-7789919	Cluster_10499	N	40	33	8	43	7
NC_058078.1:7790141-7790558	Cluster_10500	N	32	6	89	6	0
NC_058078.1:7793484-7794047	Cluster_10501	N	307	251	102	760	143
NC_058078.1:7803315-7803822	Cluster_10502	N	7663	9693	3521	5426	3806
NC_058078.1:7834804-7835232	Cluster_10503	N	132	0	0	0	0
NC_058078.1:7955008-7955830	Cluster_10504	N	11	1	881	17	1
NC_058078.1:7956107-7956899	Cluster_10505	N	17	6	5401	14	2
NC_058078.1:7976698-7977146	Cluster_10506	N	611	0	0	1	0
NC_058078.1:7984452-7984866	Cluster_10507	N	5	22	38	27	0
NC_058078.1:7993700-7994121	Cluster_10508	N	45	0	1	21	16
NC_058078.1:8020991-8021408	Cluster_10509	N	0	0	194	0	1
NC_058078.1:8184241-8184669	Cluster_10510	N	0	0	0	0	240
NC_058078.1:8223499-8223923	Cluster_10511	N	0	32	1	0	67
NC_058078.1:8271136-8271552	Cluster_10512	N	134	0	3	0	0
NC_058078.1:8375848-8376327	Cluster_10513	N	4899	3600	3139	5770	7111
NC_058078.1:8536055-8536611	Cluster_10514	N	433	202	340	145	197
NC_058078.1:8549676-8550187	Cluster_10515	N	122	31	0	71	175
NC_058078.1:8568363-8568864	Cluster_10516	N	535	128	544	462	233
NC_058078.1:8578919-8579348	Cluster_10517	N	13	17	23	97	47
NC_058078.1:8592755-8593165	Cluster_10518	N	3	1	1	0	91
NC_058078.1:8593585-8594648	Cluster_10519	N	483	129	57	0	3431
NC_058078.1:8596946-8597593	Cluster_10520	N	2	8	3	0	1363
NC_058078.1:8683698-8684234	Cluster_10521	N	8	4	3	4138	1
NC_058078.1:8687912-8688648	Cluster_10522	N	1	2	4	11131	1
NC_058078.1:8716827-8717255	Cluster_10523	N	0	4	155	0	0
NC_058078.1:8720758-8721431	Cluster_10524	N	363	4	3346	138	1724
NC_058078.1:8721788-8722620	Cluster_10525	N	231	2	20	1033	0
NC_058078.1:8723618-8724807	Cluster_10526	N	191	6	385	181	388
NC_058078.1:8724875-8725301	Cluster_10527	N	16	3	21	40	131
NC_058078.1:8725305-8726776	Cluster_10528	N	1546	35	1293	2107	1363
NC_058078.1:8747694-8748884	Cluster_10529	N	58	270	358	112	166
NC_058078.1:8750630-8751416	Cluster_10530	N	208	992	191	494	285
NC_058078.1:8796915-8797331	Cluster_10531	N	5	4	0	1	140
NC_058078.1:8878708-8879135	Cluster_10532	N	2	132	56	7	2
NC_058078.1:8891924-8892352	Cluster_10533	N	3	6	1	1112	7
NC_058078.1:8903431-8903839	Cluster_10534	N	1	84	1	3	11
NC_058078.1:8905445-8905854	Cluster_10535	N	1	4	109	6	0
NC_058078.1:8921418-8921845	Cluster_10536	N	138	0	39	0	11
NC_058078.1:8945619-8946050	Cluster_10537	N	64	1148	42	50	1
NC_058078.1:9042314-9042740	Cluster_10538	N	5	47	117	23	59
NC_058078.1:9110333-9110963	Cluster_10539	N	1669	2195	278	10	541
NC_058078.1:9111489-9111919	Cluster_10540	N	16	1799	6	2	4
NC_058078.1:9133903-9134329	Cluster_10541	N	1	128	2	0	0
NC_058078.1:9188333-9188811	Cluster_10542	N	580	98	130	221	331
NC_058078.1:9222595-9223023	Cluster_10543	N	72	4	34	3	13
NC_058078.1:9232039-9232443	Cluster_10544	N	45	24	0	0	45
NC_058078.1:9314533-9315009	Cluster_10545	N	93	38	544	45	770
NC_058078.1:9327236-9327755	Cluster_10546	N	0	2	238	2	6
NC_058078.1:9330649-9331077	Cluster_10547	N	1	21	104	0	0
NC_058078.1:9331148-9331576	Cluster_10548	N	5	56	170	5	23
NC_058078.1:9335570-9336535	Cluster_10549	N	690	7	12	5	16
NC_058078.1:9336557-9337122	Cluster_10550	N	945	17	54	197	56
NC_058078.1:9337146-9338041	Cluster_10551	N	833	25	114	350	238
NC_058078.1:9338157-9338897	Cluster_10552	N	1221	106	105	188	151
NC_058078.1:9338933-9339338	Cluster_10553	N	174	6	9	6	8
NC_058078.1:9339365-9339795	Cluster_10554	N	1	1	235	11	117
NC_058078.1:9343584-9344350	Cluster_10555	N	1340	1	3072	541	2177
NC_058078.1:9378055-9378553	Cluster_10556	N	17	36	295	178	7
NC_058078.1:9378790-9379218	Cluster_10557	N	0	0	7	127	1
NC_058078.1:9384110-9384639	Cluster_10558	N	144	251	120	128	121
NC_058078.1:9414776-9415203	Cluster_10559	N	75	52	69	55	6
NC_058078.1:9461396-9461815	Cluster_10560	N	5	23	0	2	188
NC_058078.1:9462951-9463378	Cluster_10561	N	8	33	3	13	165
NC_058078.1:9465639-9466051	Cluster_10562	N	11	48	2	13	115
NC_058078.1:9472503-9472941	Cluster_10563	N	133	101	68	42	0
NC_058078.1:9507974-9508461	Cluster_10564	N	4	2229	5	3	16
NC_058078.1:9512194-9512621	Cluster_10565	N	72	171	120	3	29
NC_058078.1:9563717-9564145	Cluster_10566	N	78	43	82	35	95
NC_058078.1:9564694-9565124	Cluster_10567	N	63	52	155	23	9
NC_058078.1:9569283-9569872	Cluster_10568	N	189	119	122	133	68
NC_058078.1:9570359-9570786	Cluster_10569	N	23	63	109	7	4
NC_058078.1:9609152-9609581	Cluster_10570	N	51	8	0	139	258
NC_058078.1:9609906-9610661	Cluster_10571	N	1006	5096	2778	29	4309
NC_058078.1:9681367-9681821	Cluster_10572	N	3	0	22	452	769
NC_058078.1:9736738-9737169	Cluster_10573	N	640	0	162	277	217
NC_058078.1:9741057-9741802	Cluster_10574	N	14	16	25	566	12
NC_058078.1:9772533-9772962	Cluster_10575	N	0	58	152	0	1
NC_058078.1:9831095-9831523	Cluster_10576	N	76	6	42	4	12
NC_058078.1:9875388-9875811	Cluster_10577	N	0	1	2	1	93
NC_058078.1:9879851-9880280	Cluster_10578	N	28	14	2	107	2
NC_058078.1:9913675-9914103	Cluster_10579	N	87	9	43	3	7
NC_058078.1:9936799-9937229	Cluster_10580	N	688	312	228	126	926
NC_058078.1:9953645-9954068	Cluster_10581	N	6	0	108	1	19
NC_058078.1:9955233-9955661	Cluster_10582	N	23	0	143	24	84
NC_058078.1:9956051-9956492	Cluster_10583	N	72	0	315	9	32
NC_058078.1:9957309-9957795	Cluster_10584	N	26	0	439	21	51
NC_058078.1:9958028-9958451	Cluster_10585	N	15	12	94	20	37
NC_058078.1:9963298-9963728	Cluster_10586	N	228	111	4	30	7
NC_058078.1:9970399-9970827	Cluster_10587	N	65	40	0	18	36
NC_058078.1:9973092-9973523	Cluster_10588	N	80	202	5	11	1
NC_058078.1:10010358-10010998	Cluster_10589	N	514	1	0	0	0
NC_058078.1:10017985-10018401	Cluster_10590	N	20	55	63	23	21
NC_058078.1:10018661-10019137	Cluster_10591	N	3	811	1	45	95
NC_058078.1:10061521-10062024	Cluster_10592	N	53	63	222	28	177
NC_058078.1:10068792-10069220	Cluster_10593	N	367	0	9	24	0
NC_058078.1:10074160-10075628	Cluster_10594	N	1074	354	385	933	0
NC_058078.1:10106909-10107337	Cluster_10595	N	137	1	3	0	1
NC_058078.1:10136291-10136848	Cluster_10596	N	16	37	144	8	111
NC_058078.1:10177186-10177684	Cluster_10597	N	1182	77	12	28	178
NC_058078.1:10181833-10182251	Cluster_10598	N	14	90	16	53	20
NC_058078.1:10249452-10249885	Cluster_10599	N	333	9	177	13	0
NC_058078.1:10294047-10294480	Cluster_10600	N	339	8	152	19	4
NC_058078.1:10328453-10328883	Cluster_10601	N	1	6	15	329	1
NC_058078.1:10329085-10329512	Cluster_10602	N	0	123	0	0	0
NC_058078.1:10345172-10345599	Cluster_10603	N	72	164	125	7	23
NC_058078.1:10370723-10371152	Cluster_10604	N	0	0	45	2	46
NC_058078.1:10436238-10437083	Cluster_10605	N	14	320	21	290	436
NC_058078.1:10437236-10437665	Cluster_10606	N	1	28	1	18	150
NC_058078.1:10439268-10439710	Cluster_10607	N	7	99	3	50	442
NC_058078.1:10445040-10446037	Cluster_10608	N	199	172	180	40	124
NC_058078.1:10446233-10447612	Cluster_10609	N	409	772	390	28	149
NC_058078.1:10451718-10452148	Cluster_10610	N	1	2	1289	1	31
NC_058078.1:10491846-10492273	Cluster_10611	N	33	72	22	63	68
NC_058078.1:10529425-10529839	Cluster_10612	N	0	2	0	0	86
NC_058078.1:10641615-10642051	Cluster_10613	N	0	0	157	76	10
NC_058078.1:10645692-10646113	Cluster_10614	N	12	5	25	3	123
NC_058078.1:10743251-10743682	Cluster_10615	N	134	259	73	780	299
NC_058078.1:10808371-10808802	Cluster_10616	N	0	25	23	1	288
NC_058078.1:10870924-10872924	Cluster_10617	N	22	976	464	2575	220
NC_058078.1:10912492-10912919	Cluster_10618	N	10	0	3	0	305
NC_058078.1:11024665-11025092	Cluster_10619	N	4	10	6	81	32
NC_058078.1:11037023-11037541	Cluster_10620	N	37	35	141	145	126
NC_058078.1:11055361-11055790	Cluster_10621	N	0	0	0	237	0
NC_058078.1:11069713-11070546	Cluster_10622	N	595	114	114	160	588
NC_058078.1:11073217-11073643	Cluster_10623	N	11	70	64	40	16
NC_058078.1:11074329-11074758	Cluster_10624	N	0	1	0	131	0
NC_058078.1:11083300-11083721	Cluster_10625	N	49	1	0	50	2
NC_058078.1:11149271-11149703	Cluster_10626	N	91	4	430	1	0
NC_058078.1:11172900-11173645	Cluster_10627	N	60	0	0	308	0
NC_058078.1:11179208-11179725	Cluster_10628	N	369	1061	99	248	701
NC_058078.1:11213254-11214128	Cluster_10629	N	514	144	51	1	523
NC_058078.1:11221292-11221977	Cluster_10630	N	36	51	1122	1301	1506
NC_058078.1:11235285-11236110	Cluster_10631	N	51	364	36	20	80
NC_058078.1:11293677-11294113	Cluster_10632	N	207	333	11	242	179
NC_058078.1:11294180-11294608	Cluster_10633	N	104	2	40	0	31
NC_058078.1:11415833-11416259	Cluster_10634	N	0	179	1	3	3
NC_058078.1:11416406-11416856	Cluster_10635	N	3	2277	0	3	4
NC_058078.1:11416976-11417556	Cluster_10636	N	13	799	5	38	13
NC_058078.1:11418439-11418868	Cluster_10637	N	0	124	0	2	3
NC_058078.1:11458746-11459156	Cluster_10638	N	65	50	34	44	0
NC_058078.1:11484109-11484540	Cluster_10639	N	69	163	3	13	0
NC_058078.1:11487589-11488550	Cluster_10640	N	25	417	49	18	861
NC_058078.1:11501351-11502182	Cluster_10641	N	499	25	106	13	68
NC_058078.1:11549458-11549887	Cluster_10642	N	0	126	0	17	38
NC_058078.1:11558290-11558717	Cluster_10643	N	77	13	87	63	3
NC_058078.1:11558739-11559210	Cluster_10644	N	109	159	26	5	26
NC_058078.1:11600633-11601056	Cluster_10645	N	0	88	0	0	0
NC_058078.1:11640870-11641299	Cluster_10646	N	203	3	87	217	4
NC_058078.1:11659448-11659871	Cluster_10647	N	108	67	0	35	84
NC_058078.1:11666429-11666848	Cluster_10648	N	42	237	106	398	404
NC_058078.1:11726427-11726854	Cluster_10649	N	1	0	2	312	1
NC_058078.1:11727381-11727809	Cluster_10650	N	41	0	32	231	1
NC_058078.1:11767622-11769001	Cluster_10651	N	1058	1367	2237	1541	3617
NC_058078.1:11810031-11810460	Cluster_10652	N	90	0	17	5	172
NC_058078.1:11825846-11826276	Cluster_10653	N	12	36	60	88	74
NC_058078.1:11828144-11828663	Cluster_10654	N	118	254	438	6	113
NC_058078.1:11828709-11829662	Cluster_10655	N	519	200	101	2	356
NC_058078.1:11846400-11846827	Cluster_10656	N	1	179	7	0	67
NC_058078.1:11851429-11851926	Cluster_10657	N	50	443	19	33	33
NC_058078.1:11862154-11862563	Cluster_10658	N	2	88	0	0	2
NC_058078.1:11933040-11933470	Cluster_10659	N	79	344	0	333	0
NC_058078.1:11953713-11954132	Cluster_10660	N	0	74	29	0	42
NC_058078.1:11957588-11958271	Cluster_10661	N	538	0	0	0	1
NC_058078.1:11964341-11964923	Cluster_10662	N	596	971	983	27	711
NC_058078.1:11965014-11966912	Cluster_10663	N	813	1256	373	89	543
NC_058078.1:11967049-11967477	Cluster_10664	N	78	58	90	79	37
NC_058078.1:12014384-12014814	Cluster_10665	N	0	133	0	60	23
NC_058078.1:12016943-12017442	Cluster_10666	N	222	2326	340	479	269
NC_058078.1:12067076-12067486	Cluster_10667	N	9	34	5	49	37
NC_058078.1:12116821-12117248	Cluster_10668	N	0	1	0	0	223
NC_058078.1:12123712-12124142	Cluster_10669	N	107	842	1674	701	231
NC_058078.1:12126781-12127211	Cluster_10670	N	228	722	543	0	476
