"322","LOC114953582","GO:0042584","chromaffin granule membrane",13,1,0.03,0.0143,"Cellular Components","NC_058078.1","ShortStack","mature_miRNA",13646564,13646585,"+","ID=Cluster_10487.mature;Parent=Cluster_10487","NC_058078.1","Gnomon","mRNA",13632811,13662255,"+","ID=rna-XM_029329871.2;Parent=gene-LOC114953582;Dbxref=GeneID:114953582,Genbank:XM_029329871.2;Name=XM_029329871.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114953582;model_evidence=Supporting evidence includes similarity to: 12 mRNAs%2C 9 ESTs%2C 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 88 samples with support for all annotated introns;product=kinectin-like%2C transcript variant X14;transcript_id=XM_029329871.2",21,0.0769230769230769
"323","LOC114953582","GO:0042584","chromaffin granule membrane",13,1,0.03,0.0143,"Cellular Components","NC_058078.1","ShortStack","mature_miRNA",13646564,13646585,"+","ID=Cluster_10487.mature;Parent=Cluster_10487","NC_058078.1","Gnomon","mRNA",13632811,13662255,"+","ID=rna-XM_044307367.1;Parent=gene-LOC114953582;Dbxref=GeneID:114953582,Genbank:XM_044307367.1;Name=XM_044307367.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114953582;model_evidence=Supporting evidence includes similarity to: 14 mRNAs%2C 10 ESTs%2C 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 90 samples with support for all annotated introns;product=kinectin-like%2C transcript variant X7;transcript_id=XM_044307367.1",21,0.0769230769230769
"324","LOC114953582","GO:0042584","chromaffin granule membrane",13,1,0.03,0.0143,"Cellular Components","NC_058078.1","ShortStack","mature_miRNA",13646564,13646585,"+","ID=Cluster_10487.mature;Parent=Cluster_10487","NC_058078.1","Gnomon","mRNA",13632811,13662255,"+","ID=rna-XM_044307368.1;Parent=gene-LOC114953582;Dbxref=GeneID:114953582,Genbank:XM_044307368.1;Name=XM_044307368.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114953582;model_evidence=Supporting evidence includes similarity to: 12 mRNAs%2C 9 ESTs%2C 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 92 samples with support for all annotated introns;product=kinectin-like%2C transcript variant X13;transcript_id=XM_044307368.1",21,0.0769230769230769
"325","LOC114953582","GO:0042584","chromaffin granule membrane",13,1,0.03,0.0143,"Cellular Components","NC_058078.1","ShortStack","mature_miRNA",13646564,13646585,"+","ID=Cluster_10487.mature;Parent=Cluster_10487","NC_058078.1","Gnomon","mRNA",13632811,13662255,"+","ID=rna-XM_029329858.2;Parent=gene-LOC114953582;Dbxref=GeneID:114953582,Genbank:XM_029329858.2;Name=XM_029329858.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114953582;model_evidence=Supporting evidence includes similarity to: 21 mRNAs%2C 10 ESTs%2C 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 87 samples with support for all annotated introns;product=kinectin-like%2C transcript variant X1;transcript_id=XM_029329858.2",21,0.0769230769230769
"326","LOC114953582","GO:0042584","chromaffin granule membrane",13,1,0.03,0.0143,"Cellular Components","NC_058078.1","ShortStack","mature_miRNA",13646564,13646585,"+","ID=Cluster_10487.mature;Parent=Cluster_10487","NC_058078.1","Gnomon","mRNA",13632811,13662255,"+","ID=rna-XM_029329859.2;Parent=gene-LOC114953582;Dbxref=GeneID:114953582,Genbank:XM_029329859.2;Name=XM_029329859.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114953582;model_evidence=Supporting evidence includes similarity to: 16 mRNAs%2C 10 ESTs%2C 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 87 samples with support for all annotated introns;product=kinectin-like%2C transcript variant X2;transcript_id=XM_029329859.2",21,0.0769230769230769
"327","LOC114953582","GO:0042584","chromaffin granule membrane",13,1,0.03,0.0143,"Cellular Components","NC_058078.1","ShortStack","mature_miRNA",13646564,13646585,"+","ID=Cluster_10487.mature;Parent=Cluster_10487","NC_058078.1","Gnomon","mRNA",13632811,13662255,"+","ID=rna-XM_029329860.2;Parent=gene-LOC114953582;Dbxref=GeneID:114953582,Genbank:XM_029329860.2;Name=XM_029329860.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114953582;model_evidence=Supporting evidence includes similarity to: 18 mRNAs%2C 10 ESTs%2C 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 83 samples with support for all annotated introns;product=kinectin-like%2C transcript variant X3;transcript_id=XM_029329860.2",21,0.0769230769230769
"328","LOC114953582","GO:0042584","chromaffin granule membrane",13,1,0.03,0.0143,"Cellular Components","NC_058078.1","ShortStack","mature_miRNA",13646564,13646585,"+","ID=Cluster_10487.mature;Parent=Cluster_10487","NC_058078.1","Gnomon","mRNA",13632811,13662255,"+","ID=rna-XM_029329861.2;Parent=gene-LOC114953582;Dbxref=GeneID:114953582,Genbank:XM_029329861.2;Name=XM_029329861.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114953582;model_evidence=Supporting evidence includes similarity to: 18 mRNAs%2C 10 ESTs%2C 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 90 samples with support for all annotated introns;product=kinectin-like%2C transcript variant X4;transcript_id=XM_029329861.2",21,0.0769230769230769
"329","LOC114953582","GO:0042584","chromaffin granule membrane",13,1,0.03,0.0143,"Cellular Components","NC_058078.1","ShortStack","mature_miRNA",13646564,13646585,"+","ID=Cluster_10487.mature;Parent=Cluster_10487","NC_058078.1","Gnomon","mRNA",13632811,13662255,"+","ID=rna-XM_029329862.2;Parent=gene-LOC114953582;Dbxref=GeneID:114953582,Genbank:XM_029329862.2;Name=XM_029329862.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114953582;model_evidence=Supporting evidence includes similarity to: 17 mRNAs%2C 9 ESTs%2C 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 89 samples with support for all annotated introns;product=kinectin-like%2C transcript variant X5;transcript_id=XM_029329862.2",21,0.0769230769230769
"330","LOC114953582","GO:0042584","chromaffin granule membrane",13,1,0.03,0.0143,"Cellular Components","NC_058078.1","ShortStack","mature_miRNA",13646564,13646585,"+","ID=Cluster_10487.mature;Parent=Cluster_10487","NC_058078.1","Gnomon","mRNA",13632811,13662255,"+","ID=rna-XM_029329864.2;Parent=gene-LOC114953582;Dbxref=GeneID:114953582,Genbank:XM_029329864.2;Name=XM_029329864.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114953582;model_evidence=Supporting evidence includes similarity to: 15 mRNAs%2C 10 ESTs%2C 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 87 samples with support for all annotated introns;product=kinectin-like%2C transcript variant X6;transcript_id=XM_029329864.2",21,0.0769230769230769
"331","LOC114953582","GO:0042584","chromaffin granule membrane",13,1,0.03,0.0143,"Cellular Components","NC_058078.1","ShortStack","mature_miRNA",13646564,13646585,"+","ID=Cluster_10487.mature;Parent=Cluster_10487","NC_058078.1","Gnomon","mRNA",13632811,13662255,"+","ID=rna-XM_029329865.2;Parent=gene-LOC114953582;Dbxref=GeneID:114953582,Genbank:XM_029329865.2;Name=XM_029329865.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114953582;model_evidence=Supporting evidence includes similarity to: 14 mRNAs%2C 10 ESTs%2C 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 86 samples with support for all annotated introns;product=kinectin-like%2C transcript variant X8;transcript_id=XM_029329865.2",21,0.0769230769230769
"332","LOC114953582","GO:0042584","chromaffin granule membrane",13,1,0.03,0.0143,"Cellular Components","NC_058078.1","ShortStack","mature_miRNA",13646564,13646585,"+","ID=Cluster_10487.mature;Parent=Cluster_10487","NC_058078.1","Gnomon","mRNA",13632811,13662255,"+","ID=rna-XM_029329866.2;Parent=gene-LOC114953582;Dbxref=GeneID:114953582,Genbank:XM_029329866.2;Name=XM_029329866.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114953582;model_evidence=Supporting evidence includes similarity to: 16 mRNAs%2C 9 ESTs%2C 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 85 samples with support for all annotated introns;product=kinectin-like%2C transcript variant X9;transcript_id=XM_029329866.2",21,0.0769230769230769
"333","LOC114953582","GO:0042584","chromaffin granule membrane",13,1,0.03,0.0143,"Cellular Components","NC_058078.1","ShortStack","mature_miRNA",13646564,13646585,"+","ID=Cluster_10487.mature;Parent=Cluster_10487","NC_058078.1","Gnomon","mRNA",13632811,13662255,"+","ID=rna-XM_029329867.2;Parent=gene-LOC114953582;Dbxref=GeneID:114953582,Genbank:XM_029329867.2;Name=XM_029329867.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114953582;model_evidence=Supporting evidence includes similarity to: 15 mRNAs%2C 9 ESTs%2C 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 92 samples with support for all annotated introns;product=kinectin-like%2C transcript variant X10;transcript_id=XM_029329867.2",21,0.0769230769230769
"334","LOC114953582","GO:0042584","chromaffin granule membrane",13,1,0.03,0.0143,"Cellular Components","NC_058078.1","ShortStack","mature_miRNA",13646564,13646585,"+","ID=Cluster_10487.mature;Parent=Cluster_10487","NC_058078.1","Gnomon","mRNA",13632811,13662255,"+","ID=rna-XM_029329868.2;Parent=gene-LOC114953582;Dbxref=GeneID:114953582,Genbank:XM_029329868.2;Name=XM_029329868.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114953582;model_evidence=Supporting evidence includes similarity to: 15 mRNAs%2C 10 ESTs%2C 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 90 samples with support for all annotated introns;product=kinectin-like%2C transcript variant X11;transcript_id=XM_029329868.2",21,0.0769230769230769
"335","LOC114953582","GO:0042584","chromaffin granule membrane",13,1,0.03,0.0143,"Cellular Components","NC_058078.1","ShortStack","mature_miRNA",13646564,13646585,"+","ID=Cluster_10487.mature;Parent=Cluster_10487","NC_058078.1","Gnomon","mRNA",13632811,13662255,"+","ID=rna-XM_029329870.2;Parent=gene-LOC114953582;Dbxref=GeneID:114953582,Genbank:XM_029329870.2;Name=XM_029329870.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114953582;model_evidence=Supporting evidence includes similarity to: 14 mRNAs%2C 9 ESTs%2C 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 89 samples with support for all annotated introns;product=kinectin-like%2C transcript variant X12;transcript_id=XM_029329870.2",21,0.0769230769230769
"336","LOC114953582","GO:0042584","chromaffin granule membrane",13,1,0.03,0.0143,"Cellular Components","NC_058078.1","ShortStack","mature_miRNA",13646564,13646585,"+","ID=Cluster_10487.mature;Parent=Cluster_10487","NC_058078.1","Gnomon","mRNA",13632811,13662255,"+","ID=rna-XM_029329871.2;Parent=gene-LOC114953582;Dbxref=GeneID:114953582,Genbank:XM_029329871.2;Name=XM_029329871.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114953582;model_evidence=Supporting evidence includes similarity to: 12 mRNAs%2C 9 ESTs%2C 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 88 samples with support for all annotated introns;product=kinectin-like%2C transcript variant X14;transcript_id=XM_029329871.2",21,0.0769230769230769
"337","LOC114953582","GO:0042584","chromaffin granule membrane",13,1,0.03,0.0143,"Cellular Components","NC_058078.1","ShortStack","mature_miRNA",13646564,13646585,"+","ID=Cluster_10487.mature;Parent=Cluster_10487","NC_058078.1","Gnomon","mRNA",13632811,13662255,"+","ID=rna-XM_044307367.1;Parent=gene-LOC114953582;Dbxref=GeneID:114953582,Genbank:XM_044307367.1;Name=XM_044307367.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114953582;model_evidence=Supporting evidence includes similarity to: 14 mRNAs%2C 10 ESTs%2C 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 90 samples with support for all annotated introns;product=kinectin-like%2C transcript variant X7;transcript_id=XM_044307367.1",21,0.0769230769230769
"338","LOC114953582","GO:0042584","chromaffin granule membrane",13,1,0.03,0.0143,"Cellular Components","NC_058078.1","ShortStack","mature_miRNA",13646564,13646585,"+","ID=Cluster_10487.mature;Parent=Cluster_10487","NC_058078.1","Gnomon","mRNA",13632811,13662255,"+","ID=rna-XM_044307368.1;Parent=gene-LOC114953582;Dbxref=GeneID:114953582,Genbank:XM_044307368.1;Name=XM_044307368.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114953582;model_evidence=Supporting evidence includes similarity to: 12 mRNAs%2C 9 ESTs%2C 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 92 samples with support for all annotated introns;product=kinectin-like%2C transcript variant X13;transcript_id=XM_044307368.1",21,0.0769230769230769
"339","LOC114953582","GO:0042584","chromaffin granule membrane",13,1,0.03,0.0143,"Cellular Components","NC_058078.1","ShortStack","mature_miRNA",13646564,13646585,"+","ID=Cluster_10487.mature;Parent=Cluster_10487","NC_058078.1","Gnomon","mRNA",13632811,13662255,"+","ID=rna-XM_029329858.2;Parent=gene-LOC114953582;Dbxref=GeneID:114953582,Genbank:XM_029329858.2;Name=XM_029329858.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114953582;model_evidence=Supporting evidence includes similarity to: 21 mRNAs%2C 10 ESTs%2C 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 87 samples with support for all annotated introns;product=kinectin-like%2C transcript variant X1;transcript_id=XM_029329858.2",21,0.0769230769230769
"340","LOC114953582","GO:0042584","chromaffin granule membrane",13,1,0.03,0.0143,"Cellular Components","NC_058078.1","ShortStack","mature_miRNA",13646564,13646585,"+","ID=Cluster_10487.mature;Parent=Cluster_10487","NC_058078.1","Gnomon","mRNA",13632811,13662255,"+","ID=rna-XM_029329859.2;Parent=gene-LOC114953582;Dbxref=GeneID:114953582,Genbank:XM_029329859.2;Name=XM_029329859.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114953582;model_evidence=Supporting evidence includes similarity to: 16 mRNAs%2C 10 ESTs%2C 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 87 samples with support for all annotated introns;product=kinectin-like%2C transcript variant X2;transcript_id=XM_029329859.2",21,0.0769230769230769
"341","LOC114953582","GO:0042584","chromaffin granule membrane",13,1,0.03,0.0143,"Cellular Components","NC_058078.1","ShortStack","mature_miRNA",13646564,13646585,"+","ID=Cluster_10487.mature;Parent=Cluster_10487","NC_058078.1","Gnomon","mRNA",13632811,13662255,"+","ID=rna-XM_029329860.2;Parent=gene-LOC114953582;Dbxref=GeneID:114953582,Genbank:XM_029329860.2;Name=XM_029329860.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114953582;model_evidence=Supporting evidence includes similarity to: 18 mRNAs%2C 10 ESTs%2C 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 83 samples with support for all annotated introns;product=kinectin-like%2C transcript variant X3;transcript_id=XM_029329860.2",21,0.0769230769230769
"342","LOC114953582","GO:0042584","chromaffin granule membrane",13,1,0.03,0.0143,"Cellular Components","NC_058078.1","ShortStack","mature_miRNA",13646564,13646585,"+","ID=Cluster_10487.mature;Parent=Cluster_10487","NC_058078.1","Gnomon","mRNA",13632811,13662255,"+","ID=rna-XM_029329861.2;Parent=gene-LOC114953582;Dbxref=GeneID:114953582,Genbank:XM_029329861.2;Name=XM_029329861.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114953582;model_evidence=Supporting evidence includes similarity to: 18 mRNAs%2C 10 ESTs%2C 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 90 samples with support for all annotated introns;product=kinectin-like%2C transcript variant X4;transcript_id=XM_029329861.2",21,0.0769230769230769
"343","LOC114953582","GO:0042584","chromaffin granule membrane",13,1,0.03,0.0143,"Cellular Components","NC_058078.1","ShortStack","mature_miRNA",13646564,13646585,"+","ID=Cluster_10487.mature;Parent=Cluster_10487","NC_058078.1","Gnomon","mRNA",13632811,13662255,"+","ID=rna-XM_029329862.2;Parent=gene-LOC114953582;Dbxref=GeneID:114953582,Genbank:XM_029329862.2;Name=XM_029329862.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114953582;model_evidence=Supporting evidence includes similarity to: 17 mRNAs%2C 9 ESTs%2C 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 89 samples with support for all annotated introns;product=kinectin-like%2C transcript variant X5;transcript_id=XM_029329862.2",21,0.0769230769230769
"344","LOC114953582","GO:0042584","chromaffin granule membrane",13,1,0.03,0.0143,"Cellular Components","NC_058078.1","ShortStack","mature_miRNA",13646564,13646585,"+","ID=Cluster_10487.mature;Parent=Cluster_10487","NC_058078.1","Gnomon","mRNA",13632811,13662255,"+","ID=rna-XM_029329864.2;Parent=gene-LOC114953582;Dbxref=GeneID:114953582,Genbank:XM_029329864.2;Name=XM_029329864.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114953582;model_evidence=Supporting evidence includes similarity to: 15 mRNAs%2C 10 ESTs%2C 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 87 samples with support for all annotated introns;product=kinectin-like%2C transcript variant X6;transcript_id=XM_029329864.2",21,0.0769230769230769
"345","LOC114953582","GO:0042584","chromaffin granule membrane",13,1,0.03,0.0143,"Cellular Components","NC_058078.1","ShortStack","mature_miRNA",13646564,13646585,"+","ID=Cluster_10487.mature;Parent=Cluster_10487","NC_058078.1","Gnomon","mRNA",13632811,13662255,"+","ID=rna-XM_029329865.2;Parent=gene-LOC114953582;Dbxref=GeneID:114953582,Genbank:XM_029329865.2;Name=XM_029329865.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114953582;model_evidence=Supporting evidence includes similarity to: 14 mRNAs%2C 10 ESTs%2C 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 86 samples with support for all annotated introns;product=kinectin-like%2C transcript variant X8;transcript_id=XM_029329865.2",21,0.0769230769230769
"346","LOC114953582","GO:0042584","chromaffin granule membrane",13,1,0.03,0.0143,"Cellular Components","NC_058078.1","ShortStack","mature_miRNA",13646564,13646585,"+","ID=Cluster_10487.mature;Parent=Cluster_10487","NC_058078.1","Gnomon","mRNA",13632811,13662255,"+","ID=rna-XM_029329866.2;Parent=gene-LOC114953582;Dbxref=GeneID:114953582,Genbank:XM_029329866.2;Name=XM_029329866.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114953582;model_evidence=Supporting evidence includes similarity to: 16 mRNAs%2C 9 ESTs%2C 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 85 samples with support for all annotated introns;product=kinectin-like%2C transcript variant X9;transcript_id=XM_029329866.2",21,0.0769230769230769
"347","LOC114953582","GO:0042584","chromaffin granule membrane",13,1,0.03,0.0143,"Cellular Components","NC_058078.1","ShortStack","mature_miRNA",13646564,13646585,"+","ID=Cluster_10487.mature;Parent=Cluster_10487","NC_058078.1","Gnomon","mRNA",13632811,13662255,"+","ID=rna-XM_029329867.2;Parent=gene-LOC114953582;Dbxref=GeneID:114953582,Genbank:XM_029329867.2;Name=XM_029329867.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114953582;model_evidence=Supporting evidence includes similarity to: 15 mRNAs%2C 9 ESTs%2C 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 92 samples with support for all annotated introns;product=kinectin-like%2C transcript variant X10;transcript_id=XM_029329867.2",21,0.0769230769230769
"348","LOC114953582","GO:0042584","chromaffin granule membrane",13,1,0.03,0.0143,"Cellular Components","NC_058078.1","ShortStack","mature_miRNA",13646564,13646585,"+","ID=Cluster_10487.mature;Parent=Cluster_10487","NC_058078.1","Gnomon","mRNA",13632811,13662255,"+","ID=rna-XM_029329868.2;Parent=gene-LOC114953582;Dbxref=GeneID:114953582,Genbank:XM_029329868.2;Name=XM_029329868.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114953582;model_evidence=Supporting evidence includes similarity to: 15 mRNAs%2C 10 ESTs%2C 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 90 samples with support for all annotated introns;product=kinectin-like%2C transcript variant X11;transcript_id=XM_029329868.2",21,0.0769230769230769
"349","LOC114953582","GO:0042584","chromaffin granule membrane",13,1,0.03,0.0143,"Cellular Components","NC_058078.1","ShortStack","mature_miRNA",13646564,13646585,"+","ID=Cluster_10487.mature;Parent=Cluster_10487","NC_058078.1","Gnomon","mRNA",13632811,13662255,"+","ID=rna-XM_029329870.2;Parent=gene-LOC114953582;Dbxref=GeneID:114953582,Genbank:XM_029329870.2;Name=XM_029329870.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114953582;model_evidence=Supporting evidence includes similarity to: 14 mRNAs%2C 9 ESTs%2C 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 89 samples with support for all annotated introns;product=kinectin-like%2C transcript variant X12;transcript_id=XM_029329870.2",21,0.0769230769230769
"350","LOC114953582","GO:0042584","chromaffin granule membrane",13,1,0.03,0.0143,"Cellular Components","NC_058078.1","ShortStack","mature_miRNA",13646564,13646585,"+","ID=Cluster_10487.mature;Parent=Cluster_10487","NC_058078.1","Gnomon","mRNA",13632811,13662255,"+","ID=rna-XM_029329871.2;Parent=gene-LOC114953582;Dbxref=GeneID:114953582,Genbank:XM_029329871.2;Name=XM_029329871.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114953582;model_evidence=Supporting evidence includes similarity to: 12 mRNAs%2C 9 ESTs%2C 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 88 samples with support for all annotated introns;product=kinectin-like%2C transcript variant X14;transcript_id=XM_029329871.2",21,0.0769230769230769
"351","LOC114953582","GO:0042584","chromaffin granule membrane",13,1,0.03,0.0143,"Cellular Components","NC_058078.1","ShortStack","mature_miRNA",13646564,13646585,"+","ID=Cluster_10487.mature;Parent=Cluster_10487","NC_058078.1","Gnomon","mRNA",13632811,13662255,"+","ID=rna-XM_044307367.1;Parent=gene-LOC114953582;Dbxref=GeneID:114953582,Genbank:XM_044307367.1;Name=XM_044307367.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114953582;model_evidence=Supporting evidence includes similarity to: 14 mRNAs%2C 10 ESTs%2C 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 90 samples with support for all annotated introns;product=kinectin-like%2C transcript variant X7;transcript_id=XM_044307367.1",21,0.0769230769230769
"352","LOC114953582","GO:0042584","chromaffin granule membrane",13,1,0.03,0.0143,"Cellular Components","NC_058078.1","ShortStack","mature_miRNA",13646564,13646585,"+","ID=Cluster_10487.mature;Parent=Cluster_10487","NC_058078.1","Gnomon","mRNA",13632811,13662255,"+","ID=rna-XM_044307368.1;Parent=gene-LOC114953582;Dbxref=GeneID:114953582,Genbank:XM_044307368.1;Name=XM_044307368.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114953582;model_evidence=Supporting evidence includes similarity to: 12 mRNAs%2C 9 ESTs%2C 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 92 samples with support for all annotated introns;product=kinectin-like%2C transcript variant X13;transcript_id=XM_044307368.1",21,0.0769230769230769
"353","LOC114953582","GO:0042584","chromaffin granule membrane",13,1,0.03,0.0143,"Cellular Components","NC_058078.1","ShortStack","mature_miRNA",13646564,13646585,"+","ID=Cluster_10487.mature;Parent=Cluster_10487","NC_058078.1","Gnomon","mRNA",13632811,13662255,"+","ID=rna-XM_029329858.2;Parent=gene-LOC114953582;Dbxref=GeneID:114953582,Genbank:XM_029329858.2;Name=XM_029329858.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114953582;model_evidence=Supporting evidence includes similarity to: 21 mRNAs%2C 10 ESTs%2C 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 87 samples with support for all annotated introns;product=kinectin-like%2C transcript variant X1;transcript_id=XM_029329858.2",21,0.0769230769230769
"354","LOC114953582","GO:0042584","chromaffin granule membrane",13,1,0.03,0.0143,"Cellular Components","NC_058078.1","ShortStack","mature_miRNA",13646564,13646585,"+","ID=Cluster_10487.mature;Parent=Cluster_10487","NC_058078.1","Gnomon","mRNA",13632811,13662255,"+","ID=rna-XM_029329859.2;Parent=gene-LOC114953582;Dbxref=GeneID:114953582,Genbank:XM_029329859.2;Name=XM_029329859.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114953582;model_evidence=Supporting evidence includes similarity to: 16 mRNAs%2C 10 ESTs%2C 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 87 samples with support for all annotated introns;product=kinectin-like%2C transcript variant X2;transcript_id=XM_029329859.2",21,0.0769230769230769
"355","LOC114953582","GO:0042584","chromaffin granule membrane",13,1,0.03,0.0143,"Cellular Components","NC_058078.1","ShortStack","mature_miRNA",13646564,13646585,"+","ID=Cluster_10487.mature;Parent=Cluster_10487","NC_058078.1","Gnomon","mRNA",13632811,13662255,"+","ID=rna-XM_029329860.2;Parent=gene-LOC114953582;Dbxref=GeneID:114953582,Genbank:XM_029329860.2;Name=XM_029329860.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114953582;model_evidence=Supporting evidence includes similarity to: 18 mRNAs%2C 10 ESTs%2C 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 83 samples with support for all annotated introns;product=kinectin-like%2C transcript variant X3;transcript_id=XM_029329860.2",21,0.0769230769230769
"356","LOC114953582","GO:0042584","chromaffin granule membrane",13,1,0.03,0.0143,"Cellular Components","NC_058078.1","ShortStack","mature_miRNA",13646564,13646585,"+","ID=Cluster_10487.mature;Parent=Cluster_10487","NC_058078.1","Gnomon","mRNA",13632811,13662255,"+","ID=rna-XM_029329861.2;Parent=gene-LOC114953582;Dbxref=GeneID:114953582,Genbank:XM_029329861.2;Name=XM_029329861.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC114953582;model_evidence=Supporting evidence includes similarity to: 18 mRNAs%2C 10 ESTs%2C 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 90 samples with support for all annotated introns;product=kinectin-like%2C transcript variant X4;transcript_id=XM_029329861.2",21,0.0769230769230769
