Coords	Name	MIRNA	sRNA-POC-47-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-POC-48-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-POC-50-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-POC-53-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-POC-57-S1-TP2-fastp-adapters-polyG-31bp-merged
Pocillopora_meandrina_HIv1___Sc0000011:4137651-4138080	Cluster_3490	N	323	1	31	146	55
Pocillopora_meandrina_HIv1___Sc0000011:4143432-4143861	Cluster_3491	N	30	0	198	85	16
Pocillopora_meandrina_HIv1___Sc0000011:4433355-4433774	Cluster_3492	N	52	30	67	116	82
Pocillopora_meandrina_HIv1___Sc0000011:4435430-4435847	Cluster_3493	N	22	18	42	44	69
Pocillopora_meandrina_HIv1___Sc0000011:4543638-4544060	Cluster_3494	N	2	13	3	7	80
Pocillopora_meandrina_HIv1___Sc0000011:4551808-4552227	Cluster_3495	N	4	15	6	21	112
Pocillopora_meandrina_HIv1___Sc0000011:4710882-4711311	Cluster_3496	N	25	4	41	29	70
Pocillopora_meandrina_HIv1___Sc0000011:4858057-4858484	Cluster_3497	N	1	0	65	1	3
Pocillopora_meandrina_HIv1___Sc0000011:4885882-4886715	Cluster_3498	N	477	51	5	187	23
Pocillopora_meandrina_HIv1___Sc0000011:4887046-4887693	Cluster_3499	N	64	102	79	3	5
Pocillopora_meandrina_HIv1___Sc0000011:4893406-4893823	Cluster_3500	N	55	26	23	33	4
Pocillopora_meandrina_HIv1___Sc0000011:4940748-4941167	Cluster_3501	N	4	36	12	40	20
Pocillopora_meandrina_HIv1___Sc0000011:5608018-5608439	Cluster_3502	N	15	44	23	36	62
Pocillopora_meandrina_HIv1___Sc0000011:5682043-5682449	Cluster_3503	N	8	17	8	27	38
Pocillopora_meandrina_HIv1___Sc0000011:5740299-5740769	Cluster_3504	N	353	636	248	365	667
Pocillopora_meandrina_HIv1___Sc0000011:5937066-5937593	Cluster_3505	N	5	146	8	84	40
Pocillopora_meandrina_HIv1___Sc0000011:5937633-5938061	Cluster_3506	N	59	11	23	63	20
Pocillopora_meandrina_HIv1___Sc0000011:6046750-6047559	Cluster_3507	N	29	97	13	443	37
Pocillopora_meandrina_HIv1___Sc0000011:6190043-6190464	Cluster_3508	N	31	47	14	24	12
Pocillopora_meandrina_HIv1___Sc0000011:6215869-6216344	Cluster_3509	N	341	400	358	432	248
Pocillopora_meandrina_HIv1___Sc0000011:6216755-6217183	Cluster_3510	N	21	64	32	60	64
Pocillopora_meandrina_HIv1___Sc0000011:6217611-6218693	Cluster_3511	N	885	989	860	1236	1759
Pocillopora_meandrina_HIv1___Sc0000011:6218840-6219312	Cluster_3512	N	1090	5035	2028	4151	4213
Pocillopora_meandrina_HIv1___Sc0000011:6219545-6220346	Cluster_3513	N	310	1046	575	707	584
Pocillopora_meandrina_HIv1___Sc0000011:6220823-6221301	Cluster_3514	N	131	490	240	412	640
Pocillopora_meandrina_HIv1___Sc0000011:6222022-6222428	Cluster_3515	N	19	24	24	62	68
Pocillopora_meandrina_HIv1___Sc0000011:6224058-6224473	Cluster_3516	N	16	34	10	78	113
Pocillopora_meandrina_HIv1___Sc0000011:6224571-6224977	Cluster_3517	N	4	32	13	86	111
Pocillopora_meandrina_HIv1___Sc0000011:6225964-6226391	Cluster_3518	N	21	52	19	105	158
Pocillopora_meandrina_HIv1___Sc0000011:6274499-6274927	Cluster_3519	N	0	0	312	0	0
Pocillopora_meandrina_HIv1___Sc0000011:6322904-6323442	Cluster_3520	N	522	719	967	428	1
Pocillopora_meandrina_HIv1___Sc0000011:6464950-6465485	Cluster_3521	N	45	89	207	113	146
Pocillopora_meandrina_HIv1___Sc0000011:6473164-6473733	Cluster_3522	N	239	427	322	1511	1748
Pocillopora_meandrina_HIv1___Sc0000011:6476865-6477429	Cluster_3523	N	60	58	241	1039	1611
Pocillopora_meandrina_HIv1___Sc0000011:6480862-6481343	Cluster_3524	N	137	325	46	70	171
Pocillopora_meandrina_HIv1___Sc0000011:6483576-6484067	Cluster_3525	N	19	88	29	290	311
Pocillopora_meandrina_HIv1___Sc0000011:6485782-6486366	Cluster_3526	N	2484	543	775	607	484
Pocillopora_meandrina_HIv1___Sc0000011:6489550-6490253	Cluster_3527	N	5	461	125	567	413
Pocillopora_meandrina_HIv1___Sc0000011:6645201-6645717	Cluster_3528	N	9	0	219	0	4
Pocillopora_meandrina_HIv1___Sc0000011:7000730-7001147	Cluster_3529	N	50	15	34	32	18
Pocillopora_meandrina_HIv1___Sc0000011:7091780-7092256	Cluster_3530	N	339	0	2	16	1
Pocillopora_meandrina_HIv1___Sc0000011:7092809-7093233	Cluster_3531	N	232	218	183	4	52
Pocillopora_meandrina_HIv1___Sc0000011:7517305-7517727	Cluster_3532	N	10	26	17	23	5
Pocillopora_meandrina_HIv1___Sc0000011:7538617-7539073	Cluster_3533	N	50	68	54	107	94
Pocillopora_meandrina_HIv1___Sc0000011:7637705-7638451	Cluster_3534	N	100	264	52	257	499
Pocillopora_meandrina_HIv1___Sc0000011:7638531-7638937	Cluster_3535	N	8	52	19	23	65
Pocillopora_meandrina_HIv1___Sc0000011:7770864-7771293	Cluster_3536	N	0	0	374	1	1
Pocillopora_meandrina_HIv1___Sc0000011:8011145-8011574	Cluster_3537	N	84	14	3	39	2
Pocillopora_meandrina_HIv1___Sc0000011:8012096-8013451	Cluster_3538	N	342	192	581	197	98
Pocillopora_meandrina_HIv1___Sc0000011:8276048-8276475	Cluster_3539	N	8	2	4	135	3
Pocillopora_meandrina_HIv1___Sc0000011:8412931-8413349	Cluster_3540	N	0	433	1	0	9
Pocillopora_meandrina_HIv1___Sc0000011:8478554-8479134	Cluster_3541	N	741	67	209	9	3
Pocillopora_meandrina_HIv1___Sc0000011:8490498-8491052	Cluster_3542	N	530	66	69	57	46
Pocillopora_meandrina_HIv1___Sc0000011:8492338-8492764	Cluster_3543	N	22	6	36	32	49
Pocillopora_meandrina_HIv1___Sc0000011:8494971-8496105	Cluster_3544	N	1405	594	3209	1362	403
Pocillopora_meandrina_HIv1___Sc0000011:8499550-8500281	Cluster_3545	N	1708	1	378	0	1
Pocillopora_meandrina_HIv1___Sc0000011:8534433-8535505	Cluster_3546	N	247	103	171	158	194
Pocillopora_meandrina_HIv1___Sc0000011:8580119-8580548	Cluster_3547	N	79	35	24	72	7
Pocillopora_meandrina_HIv1___Sc0000011:8581778-8582481	Cluster_3548	N	98	71	50	48	16
Pocillopora_meandrina_HIv1___Sc0000011:8622522-8623855	Cluster_3549	N	125	25	922	901	352
Pocillopora_meandrina_HIv1___Sc0000011:8632776-8633199	Cluster_3550	N	6	135	5	3	0
Pocillopora_meandrina_HIv1___Sc0000011:8759529-8759949	Cluster_3551	N	20	11	20	35	12
Pocillopora_meandrina_HIv1___Sc0000011:8942245-8942671	Cluster_3552	N	161	94	189	278	69
Pocillopora_meandrina_HIv1___Sc0000011:8943032-8943461	Cluster_3553	N	141	24	0	1026	304
Pocillopora_meandrina_HIv1___Sc0000011:8989633-8990060	Cluster_3554	N	0	1	0	78	0
Pocillopora_meandrina_HIv1___Sc0000011:9386857-9387285	Cluster_3555	N	66	0	2762	1	0
Pocillopora_meandrina_HIv1___Sc0000011:9637992-9638413	Cluster_3556	N	26	29	22	31	42
Pocillopora_meandrina_HIv1___Sc0000011:9680438-9680860	Cluster_3557	N	21	0	1	131	0
Pocillopora_meandrina_HIv1___Sc0000011:9680873-9681301	Cluster_3558	N	10	0	1	169	3
Pocillopora_meandrina_HIv1___Sc0000011:9711844-9712790	Cluster_3559	N	1009	331	691	51	131
Pocillopora_meandrina_HIv1___Sc0000011:9712795-9713663	Cluster_3560	N	175	56	220	54	26
Pocillopora_meandrina_HIv1___Sc0000011:9713864-9715859	Cluster_3561	N	1027	438	1428	459	171
Pocillopora_meandrina_HIv1___Sc0000011:9739953-9741132	Cluster_3562	N	160	3	71	1091	31
Pocillopora_meandrina_HIv1___Sc0000011:9742190-9742888	Cluster_3563	N	188	2	91	415	11
Pocillopora_meandrina_HIv1___Sc0000011:9743273-9744734	Cluster_3564	N	803	14	156	1788	333
Pocillopora_meandrina_HIv1___Sc0000011:9747736-9748158	Cluster_3565	N	0	0	0	0	526
Pocillopora_meandrina_HIv1___Sc0000011:9786853-9788785	Cluster_3566	N	2251	91	933	4953	103
Pocillopora_meandrina_HIv1___Sc0000011:9789366-9791702	Cluster_3567	N	3642	43	1012	426	716
Pocillopora_meandrina_HIv1___Sc0000011:9794038-9794468	Cluster_3568	N	145	1	3	1	2
Pocillopora_meandrina_HIv1___Sc0000011:9794660-9795088	Cluster_3569	N	36	33	36	32	8
Pocillopora_meandrina_HIv1___Sc0000011:9806603-9807305	Cluster_3570	N	0	771	14	1954	2
Pocillopora_meandrina_HIv1___Sc0000011:9807646-9808055	Cluster_3571	N	0	33	86	32	5
Pocillopora_meandrina_HIv1___Sc0000011:9808207-9808633	Cluster_3572	N	0	0	181	0	51
Pocillopora_meandrina_HIv1___Sc0000011:9809468-9810654	Cluster_3573	N	11	3	426	1582	507
Pocillopora_meandrina_HIv1___Sc0000011:9825528-9826474	Cluster_3574	N	552	209	136	137	130
Pocillopora_meandrina_HIv1___Sc0000011:9826662-9827089	Cluster_3575	N	100	9	41	17	94
Pocillopora_meandrina_HIv1___Sc0000011:9828072-9828840	Cluster_3576	N	356	62	32	5	2
Pocillopora_meandrina_HIv1___Sc0000011:9836945-9837359	Cluster_3577	N	97	40	19	88	38
Pocillopora_meandrina_HIv1___Sc0000011:9845259-9845688	Cluster_3578	N	120	17	23	30	23
Pocillopora_meandrina_HIv1___Sc0000011:9848383-9848810	Cluster_3579	N	144	20	53	50	38
Pocillopora_meandrina_HIv1___Sc0000011:9849209-9849638	Cluster_3580	N	59	16	48	47	22
Pocillopora_meandrina_HIv1___Sc0000011:9861491-9862035	Cluster_3581	N	4	237	192	1168	0
Pocillopora_meandrina_HIv1___Sc0000011:9868640-9869317	Cluster_3582	N	98	96	25	41	35
Pocillopora_meandrina_HIv1___Sc0000011:9869468-9869877	Cluster_3583	N	24	87	4	60	12
Pocillopora_meandrina_HIv1___Sc0000011:9869941-9870466	Cluster_3584	N	132	121	18	258	21
Pocillopora_meandrina_HIv1___Sc0000011:9874015-9875090	Cluster_3585	N	97	54	231	132	61
Pocillopora_meandrina_HIv1___Sc0000011:9876546-9876963	Cluster_3586	N	227	3	78	52	7
Pocillopora_meandrina_HIv1___Sc0000011:9881499-9882549	Cluster_3587	N	447	49	95	181	88
Pocillopora_meandrina_HIv1___Sc0000011:9883183-9883608	Cluster_3588	N	69	16	33	42	15
Pocillopora_meandrina_HIv1___Sc0000011:10071736-10072156	Cluster_3589	N	6	19	8	41	81
Pocillopora_meandrina_HIv1___Sc0000011:10082662-10083084	Cluster_3590	N	3	21	15	32	3
Pocillopora_meandrina_HIv1___Sc0000011:10238979-10239401	Cluster_3591	N	55	25	33	36	20
Pocillopora_meandrina_HIv1___Sc0000011:10250224-10250643	Cluster_3592	N	794	0	799	0	191
Pocillopora_meandrina_HIv1___Sc0000011:10323826-10326083	Cluster_3593	N	1109	1190	11619	815	3982
Pocillopora_meandrina_HIv1___Sc0000011:10437910-10438799	Cluster_3594	N	21	120	12	164	237
Pocillopora_meandrina_HIv1___Sc0000011:10442828-10443451	Cluster_3595	N	71	358	306	54	308
Pocillopora_meandrina_HIv1___Sc0000012:125341-125768	Cluster_3596	N	39	80	54	43	7
Pocillopora_meandrina_HIv1___Sc0000012:126609-127033	Cluster_3597	N	14	7	10	77	14
Pocillopora_meandrina_HIv1___Sc0000012:127941-128369	Cluster_3598	N	26	74	0	0	17
Pocillopora_meandrina_HIv1___Sc0000012:241078-241499	Cluster_3599	N	14	50	15	49	39
Pocillopora_meandrina_HIv1___Sc0000012:429013-429511	Cluster_3600	N	189	139	248	109	69
Pocillopora_meandrina_HIv1___Sc0000012:694963-695392	Cluster_3601	N	394	13	16	88	5
Pocillopora_meandrina_HIv1___Sc0000012:697287-697703	Cluster_3602	N	13	10	21	54	0
Pocillopora_meandrina_HIv1___Sc0000012:879109-879525	Cluster_3603	N	7	17	12	25	67
Pocillopora_meandrina_HIv1___Sc0000012:934758-935175	Cluster_3604	N	126	4	0	2	2
Pocillopora_meandrina_HIv1___Sc0000012:1127321-1127875	Cluster_3605	N	115	175	86	118	121
Pocillopora_meandrina_HIv1___Sc0000012:1128547-1128965	Cluster_3606	N	46	26	100	2	16
Pocillopora_meandrina_HIv1___Sc0000012:1129185-1129616	Cluster_3607	N	57	57	147	0	42
Pocillopora_meandrina_HIv1___Sc0000012:1495883-1496342	Cluster_3608	N	51	80	62	150	217
Pocillopora_meandrina_HIv1___Sc0000012:1574026-1575119	Cluster_3609	N	346	56	447	120	124
Pocillopora_meandrina_HIv1___Sc0000012:1575154-1575556	Cluster_3610	N	40	8	43	35	15
Pocillopora_meandrina_HIv1___Sc0000012:1575778-1576203	Cluster_3611	N	57	7	48	76	37
Pocillopora_meandrina_HIv1___Sc0000012:1576712-1577155	Cluster_3612	N	639	2	53	251	17
Pocillopora_meandrina_HIv1___Sc0000012:1577210-1578254	Cluster_3613	N	451	34	250	223	195
Pocillopora_meandrina_HIv1___Sc0000012:1578389-1579995	Cluster_3614	N	840	127	443	466	175
Pocillopora_meandrina_HIv1___Sc0000012:1700342-1700751	Cluster_3615	N	41	71	34	51	1
Pocillopora_meandrina_HIv1___Sc0000012:1720627-1721055	Cluster_3616	N	0	2	0	85	0
Pocillopora_meandrina_HIv1___Sc0000012:1778902-1779420	Cluster_3617	N	170	373	375	74	7
Pocillopora_meandrina_HIv1___Sc0000012:1813691-1814109	Cluster_3618	N	44	30	82	41	31
Pocillopora_meandrina_HIv1___Sc0000012:2637212-2637903	Cluster_3619	N	65	119	60	241	413
Pocillopora_meandrina_HIv1___Sc0000012:2807434-2807851	Cluster_3620	N	4	10	9	38	51
Pocillopora_meandrina_HIv1___Sc0000012:2886188-2886621	Cluster_3621	N	176	172	405	340	279
Pocillopora_meandrina_HIv1___Sc0000012:2886971-2887446	Cluster_3622	N	356	333	444	414	463
Pocillopora_meandrina_HIv1___Sc0000012:2889479-2889955	Cluster_3623	N	431	248	475	565	615
Pocillopora_meandrina_HIv1___Sc0000012:2926923-2927342	Cluster_3624	N	45	38	16	38	31
Pocillopora_meandrina_HIv1___Sc0000012:3102775-3103192	Cluster_3625	N	17	34	16	43	83
Pocillopora_meandrina_HIv1___Sc0000012:3291569-3291996	Cluster_3626	N	0	0	91	85	0
Pocillopora_meandrina_HIv1___Sc0000012:3301242-3301663	Cluster_3627	N	7	2	3	148	0
Pocillopora_meandrina_HIv1___Sc0000012:3301677-3302105	Cluster_3628	N	9	5	2	184	4
Pocillopora_meandrina_HIv1___Sc0000012:3417269-3417875	Cluster_3629	N	380	103	150	131	4
Pocillopora_meandrina_HIv1___Sc0000012:3443230-3443876	Cluster_3630	N	341	13	14	255	125
Pocillopora_meandrina_HIv1___Sc0000012:3443902-3444331	Cluster_3631	N	528	34	116	4	11
Pocillopora_meandrina_HIv1___Sc0000012:3549634-3550061	Cluster_3632	N	12	13	113	12	15
Pocillopora_meandrina_HIv1___Sc0000012:3702105-3702532	Cluster_3633	N	2	0	0	81	1
Pocillopora_meandrina_HIv1___Sc0000012:3943387-3943815	Cluster_3634	N	4	0	103	1	1
Pocillopora_meandrina_HIv1___Sc0000012:4244144-4244572	Cluster_3635	N	7	0	91	3	8
Pocillopora_meandrina_HIv1___Sc0000012:4256145-4256553	Cluster_3636	N	11	0	6	113	0
Pocillopora_meandrina_HIv1___Sc0000012:4299145-4299601	Cluster_3637	N	695	734	20	840	251
Pocillopora_meandrina_HIv1___Sc0000012:4477901-4478318	Cluster_3638	N	7	336	13	163	209
Pocillopora_meandrina_HIv1___Sc0000012:4527319-4527727	Cluster_3639	N	0	49	0	59	21
Pocillopora_meandrina_HIv1___Sc0000012:4527933-4528397	Cluster_3640	N	49	55	79	74	40
Pocillopora_meandrina_HIv1___Sc0000012:4724333-4724835	Cluster_3641	N	181	94	23	97	14
Pocillopora_meandrina_HIv1___Sc0000012:4724871-4725617	Cluster_3642	N	285	118	57	148	66
Pocillopora_meandrina_HIv1___Sc0000012:4908638-4909067	Cluster_3643	N	227	6	24	9	31
Pocillopora_meandrina_HIv1___Sc0000012:4929534-4929951	Cluster_3644	N	2	32	40	0	0
Pocillopora_meandrina_HIv1___Sc0000012:5242362-5242790	Cluster_3645	N	33	34	18	36	0
Pocillopora_meandrina_HIv1___Sc0000012:5269393-5269872	Cluster_3646	N	121	53	44	177	87
Pocillopora_meandrina_HIv1___Sc0000012:5271161-5271569	Cluster_3647	N	9	0	40	0	20
Pocillopora_meandrina_HIv1___Sc0000012:5275572-5276707	Cluster_3648	N	1455	1674	2498	2289	4368
Pocillopora_meandrina_HIv1___Sc0000012:5279849-5281602	Cluster_3649	N	79692	85519	86189	221746	583133
Pocillopora_meandrina_HIv1___Sc0000012:5282066-5282622	Cluster_3650	N	541	1	751	0	1
Pocillopora_meandrina_HIv1___Sc0000012:5295733-5297102	Cluster_3651	N	374922	1191376	534079	1861175	2180108
Pocillopora_meandrina_HIv1___Sc0000012:5299291-5303738	Cluster_3652	N	129942	143501	159838	159575	200594
Pocillopora_meandrina_HIv1___Sc0000012:5461911-5462337	Cluster_3653	N	0	0	27	51	1
Pocillopora_meandrina_HIv1___Sc0000012:5463579-5464005	Cluster_3654	N	42	2	72	70	25
Pocillopora_meandrina_HIv1___Sc0000012:5507235-5507668	Cluster_3655	N	218	86	73	161	46
Pocillopora_meandrina_HIv1___Sc0000012:5579115-5579537	Cluster_3656	N	18	63	9	0	3
Pocillopora_meandrina_HIv1___Sc0000012:5605813-5606228	Cluster_3657	N	149	17	1	71	0
Pocillopora_meandrina_HIv1___Sc0000012:5739796-5740215	Cluster_3658	N	13	29	22	135	212
Pocillopora_meandrina_HIv1___Sc0000012:5868872-5869353	Cluster_3659	N	130	40	43	34	1
Pocillopora_meandrina_HIv1___Sc0000012:6081718-6082147	Cluster_3660	N	4	3	2	174	0
Pocillopora_meandrina_HIv1___Sc0000012:6088634-6089062	Cluster_3661	N	2	2	120	1	6
Pocillopora_meandrina_HIv1___Sc0000012:6098305-6100303	Cluster_3662	N	905	513	1120	1049	501
Pocillopora_meandrina_HIv1___Sc0000012:6100310-6101281	Cluster_3663	N	192	74	156	216	18
Pocillopora_meandrina_HIv1___Sc0000012:6101297-6103188	Cluster_3664	N	324	114	627	723	71
Pocillopora_meandrina_HIv1___Sc0000012:6137887-6138307	Cluster_3665	N	27	7	107	1	10
Pocillopora_meandrina_HIv1___Sc0000012:6183151-6183691	Cluster_3666	N	109	234	269	2	12
Pocillopora_meandrina_HIv1___Sc0000012:6342093-6342496	Cluster_3667	N	5	24	5	24	50
Pocillopora_meandrina_HIv1___Sc0000012:6455183-6455276	Cluster_3668	Y	1035	566	242	316	257
Pocillopora_meandrina_HIv1___Sc0000012:6591857-6592296	Cluster_3669	N	722	447	755	339	108
Pocillopora_meandrina_HIv1___Sc0000012:6610946-6611372	Cluster_3670	N	0	0	184	0	1
Pocillopora_meandrina_HIv1___Sc0000012:6715855-6716285	Cluster_3671	N	98	34	97	76	22
Pocillopora_meandrina_HIv1___Sc0000012:6743354-6743999	Cluster_3672	N	698	849	888	945	154
Pocillopora_meandrina_HIv1___Sc0000012:6750710-6751474	Cluster_3673	N	1061	144	233	3	139
Pocillopora_meandrina_HIv1___Sc0000012:6939591-6940020	Cluster_3674	N	31	1	0	395	0
Pocillopora_meandrina_HIv1___Sc0000012:6963867-6964294	Cluster_3675	N	9	9	3	188	8
Pocillopora_meandrina_HIv1___Sc0000012:6972503-6972930	Cluster_3676	N	0	0	0	343	0
Pocillopora_meandrina_HIv1___Sc0000012:6988644-6989900	Cluster_3677	N	1506	795	1165	1086	641
Pocillopora_meandrina_HIv1___Sc0000012:7218635-7219064	Cluster_3678	N	86	7	4	32	6
Pocillopora_meandrina_HIv1___Sc0000012:7535780-7536207	Cluster_3679	N	53	11	39	25	8
Pocillopora_meandrina_HIv1___Sc0000012:7549463-7549893	Cluster_3680	N	93	1047	1255	0	216
Pocillopora_meandrina_HIv1___Sc0000012:7556157-7556581	Cluster_3681	N	27	5	21	55	25
Pocillopora_meandrina_HIv1___Sc0000012:7556645-7557690	Cluster_3682	N	650	301	669	626	261
Pocillopora_meandrina_HIv1___Sc0000012:7557706-7559193	Cluster_3683	N	1194	393	886	930	598
Pocillopora_meandrina_HIv1___Sc0000012:7565839-7566256	Cluster_3684	N	3	7	23	18	21
Pocillopora_meandrina_HIv1___Sc0000012:7787967-7788385	Cluster_3685	N	121	0	12	31	24
Pocillopora_meandrina_HIv1___Sc0000012:7917423-7917838	Cluster_3686	N	124	2	3	8	0
Pocillopora_meandrina_HIv1___Sc0000012:7919105-7919763	Cluster_3687	N	10	428	524	907	4
Pocillopora_meandrina_HIv1___Sc0000012:7920052-7920755	Cluster_3688	N	7	914	1222	1329	7
Pocillopora_meandrina_HIv1___Sc0000012:7921185-7921614	Cluster_3689	N	114	73	188	222	194
Pocillopora_meandrina_HIv1___Sc0000012:7922225-7922758	Cluster_3690	N	2111	61	1165	1216	551
Pocillopora_meandrina_HIv1___Sc0000012:8079060-8079487	Cluster_3691	N	0	1	0	237	0
Pocillopora_meandrina_HIv1___Sc0000012:8302325-8302754	Cluster_3692	N	0	0	0	97	1
Pocillopora_meandrina_HIv1___Sc0000012:8477056-8477462	Cluster_3693	N	0	4	0	31	111
Pocillopora_meandrina_HIv1___Sc0000012:8592535-8592957	Cluster_3694	N	25	65	16	4	4
Pocillopora_meandrina_HIv1___Sc0000012:8593072-8594026	Cluster_3695	N	200	787	1786	548	1
Pocillopora_meandrina_HIv1___Sc0000012:8669892-8670347	Cluster_3696	N	119	35	40	16	8
Pocillopora_meandrina_HIv1___Sc0000012:8678382-8678810	Cluster_3697	N	49	1	80	28	6
Pocillopora_meandrina_HIv1___Sc0000012:8680468-8680897	Cluster_3698	N	73	33	50	94	14
Pocillopora_meandrina_HIv1___Sc0000012:8684119-8684548	Cluster_3699	N	68	60	49	130	27
Pocillopora_meandrina_HIv1___Sc0000012:8702728-8703537	Cluster_3700	N	1301	62	68	176	23
Pocillopora_meandrina_HIv1___Sc0000012:8706679-8707249	Cluster_3701	N	12185	7134	4186	16127	602
Pocillopora_meandrina_HIv1___Sc0000012:8707330-8707985	Cluster_3702	N	774	365	473	211	73
Pocillopora_meandrina_HIv1___Sc0000012:8709379-8709804	Cluster_3703	N	54	28	54	48	5
Pocillopora_meandrina_HIv1___Sc0000012:8715359-8715788	Cluster_3704	N	0	0	0	95	0
Pocillopora_meandrina_HIv1___Sc0000012:8718444-8718865	Cluster_3705	N	49	76	78	6	3
Pocillopora_meandrina_HIv1___Sc0000012:8718887-8719317	Cluster_3706	N	56	128	129	4	4
Pocillopora_meandrina_HIv1___Sc0000012:8721572-8722739	Cluster_3707	N	3	541	707	1414	536
Pocillopora_meandrina_HIv1___Sc0000012:8726442-8727520	Cluster_3708	N	1241	35	1243	1107	286
Pocillopora_meandrina_HIv1___Sc0000012:8729518-8730305	Cluster_3709	N	64	0	158	75	99
Pocillopora_meandrina_HIv1___Sc0000012:8731310-8731729	Cluster_3710	N	47	13	28	9	6
Pocillopora_meandrina_HIv1___Sc0000012:8752386-8752974	Cluster_3711	N	3553	18	2634	19	863
Pocillopora_meandrina_HIv1___Sc0000012:8753728-8754289	Cluster_3712	N	330	8	40	0	0
Pocillopora_meandrina_HIv1___Sc0000012:8759693-8760122	Cluster_3713	N	132	29	58	28	48
Pocillopora_meandrina_HIv1___Sc0000012:8760474-8760900	Cluster_3714	N	46	27	216	46	10
Pocillopora_meandrina_HIv1___Sc0000012:8762436-8762904	Cluster_3715	N	92	84	24	420	18
Pocillopora_meandrina_HIv1___Sc0000012:8769890-8770387	Cluster_3716	N	178	72	25	4	0
Pocillopora_meandrina_HIv1___Sc0000012:8770560-8770965	Cluster_3717	N	118	85	92	2	4
Pocillopora_meandrina_HIv1___Sc0000012:8771210-8771620	Cluster_3718	N	63	10	53	2	2
Pocillopora_meandrina_HIv1___Sc0000012:8771991-8772540	Cluster_3719	N	330	128	138	2	4
Pocillopora_meandrina_HIv1___Sc0000012:8783229-8784507	Cluster_3720	N	132	435	22	2864	549
Pocillopora_meandrina_HIv1___Sc0000012:8785059-8786838	Cluster_3721	N	558	446	870	919	319
Pocillopora_meandrina_HIv1___Sc0000012:8791402-8791892	Cluster_3722	N	157	52	20	106	112
Pocillopora_meandrina_HIv1___Sc0000012:8794216-8794640	Cluster_3723	N	1	0	68	0	4
Pocillopora_meandrina_HIv1___Sc0000012:8806206-8807054	Cluster_3724	N	842	721	607	816	199
Pocillopora_meandrina_HIv1___Sc0000012:8807244-8810153	Cluster_3725	N	3404	2326	2091	5669	816
Pocillopora_meandrina_HIv1___Sc0000012:8827931-8828910	Cluster_3726	N	1199	11	61	14	6
Pocillopora_meandrina_HIv1___Sc0000012:9075476-9076779	Cluster_3727	N	438	119	283	402	106
Pocillopora_meandrina_HIv1___Sc0000012:9076968-9077377	Cluster_3728	N	107	7	18	20	35
Pocillopora_meandrina_HIv1___Sc0000012:9077455-9078199	Cluster_3729	N	186	23	51	75	14
Pocillopora_meandrina_HIv1___Sc0000012:9079951-9081503	Cluster_3730	N	1731	753	2562	5766	67
Pocillopora_meandrina_HIv1___Sc0000012:9102736-9104308	Cluster_3731	N	538	274	770	663	33
Pocillopora_meandrina_HIv1___Sc0000012:9104863-9105713	Cluster_3732	N	364	295	524	366	11
Pocillopora_meandrina_HIv1___Sc0000012:9109032-9110534	Cluster_3733	N	639	316	297	264	213
Pocillopora_meandrina_HIv1___Sc0000012:9110815-9111493	Cluster_3734	N	51	368	226	179	50
Pocillopora_meandrina_HIv1___Sc0000012:9111593-9112009	Cluster_3735	N	15	26	20	61	16
Pocillopora_meandrina_HIv1___Sc0000012:9112220-9113011	Cluster_3736	N	142	90	292	375	167
Pocillopora_meandrina_HIv1___Sc0000012:9113299-9113734	Cluster_3737	N	44	44	71	60	20
Pocillopora_meandrina_HIv1___Sc0000012:9114316-9114858	Cluster_3738	N	3	158	477	118	113
Pocillopora_meandrina_HIv1___Sc0000012:9116931-9118951	Cluster_3739	N	815	531	911	628	262
Pocillopora_meandrina_HIv1___Sc0000012:9119216-9120301	Cluster_3740	N	777	1578	1877	1783	349
Pocillopora_meandrina_HIv1___Sc0000012:9126640-9127054	Cluster_3741	N	91	16	52	68	20
Pocillopora_meandrina_HIv1___Sc0000012:9127123-9127835	Cluster_3742	N	435	166	120	256	65
Pocillopora_meandrina_HIv1___Sc0000012:9153751-9154840	Cluster_3743	N	2658	460	10	1883	12
Pocillopora_meandrina_HIv1___Sc0000012:9192779-9193208	Cluster_3744	N	262	1	39	0	0
Pocillopora_meandrina_HIv1___Sc0000012:9311500-9311918	Cluster_3745	N	5	26	9	35	55
Pocillopora_meandrina_HIv1___Sc0000012:9312883-9313417	Cluster_3746	N	17	37	27	75	155
Pocillopora_meandrina_HIv1___Sc0000012:9416464-9416881	Cluster_3747	N	61	7	83	24	25
Pocillopora_meandrina_HIv1___Sc0000012:9496539-9497031	Cluster_3748	N	0	49	148	0	0
Pocillopora_meandrina_HIv1___Sc0000012:9751539-9751968	Cluster_3749	N	1	0	28	58	3
Pocillopora_meandrina_HIv1___Sc0000012:9767406-9767837	Cluster_3750	N	6	8	85	1140	0
Pocillopora_meandrina_HIv1___Sc0000012:9772164-9772580	Cluster_3751	N	25	22	35	0	0
Pocillopora_meandrina_HIv1___Sc0000012:9778224-9778651	Cluster_3752	N	43	20	5	68	0
