"","gene_name","GeneOntologyIDs","Term","Annotated","Significant","Expected","Fisher","ontology","m_chrom","m_source","m_type","m_start","m_end","m_strand","m_attr","gf_chrom","gf_source","gf_type","gf_start","gf_end","gf_strand","gf_attr","overlap","prop.sig.genes"
"115","Pocillopora_meandrina_HIv1___RNAseq.g10955.t1","GO:0032993","protein-DNA complex",106,1,0.18,0.01246,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000021","ShortStack","mature_miRNA",4351839,4351860,"+","ID=Cluster_5275.mature;Parent=Cluster_5275","Pocillopora_meandrina_HIv1___Sc0000021","AUGUSTUS","transcript",4346969,4358531,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g10955.t1",21,0.00943396226415094
"116","Pocillopora_meandrina_HIv1___RNAseq.g29326.t1","GO:0005634","nucleus",5690,10,9.52,4e-06,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000017","ShortStack","mature_miRNA",5050959,5050980,"-","ID=Cluster_4599.mature;Parent=Cluster_4599","Pocillopora_meandrina_HIv1___Sc0000017","AUGUSTUS","transcript",5040661,5060533,"-","ID=Pocillopora_meandrina_HIv1___RNAseq.g29326.t1",21,0.00175746924428822
"117","Pocillopora_meandrina_HIv1___RNAseq.g29326.t1","GO:0005654","nucleoplasm",2121,3,3.55,0.00197,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000017","ShortStack","mature_miRNA",5050959,5050980,"-","ID=Cluster_4599.mature;Parent=Cluster_4599","Pocillopora_meandrina_HIv1___Sc0000017","AUGUSTUS","transcript",5040661,5060533,"-","ID=Pocillopora_meandrina_HIv1___RNAseq.g29326.t1",21,0.00141442715700141
"118","Pocillopora_meandrina_HIv1___RNAseq.g29326.t1","GO:0005848","mRNA cleavage stimulating factor complex",3,1,0.01,0.00035,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000017","ShortStack","mature_miRNA",5050959,5050980,"-","ID=Cluster_4599.mature;Parent=Cluster_4599","Pocillopora_meandrina_HIv1___Sc0000017","AUGUSTUS","transcript",5040661,5060533,"-","ID=Pocillopora_meandrina_HIv1___RNAseq.g29326.t1",21,0.333333333333333
"119","Pocillopora_meandrina_HIv1___RNAseq.g26655.t1","GO:0000785","chromatin",451,2,0.75,0.00132,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000014","ShortStack","mature_miRNA",9365481,9365502,"-","ID=Cluster_4142.mature;Parent=Cluster_4142","Pocillopora_meandrina_HIv1___Sc0000014","AUGUSTUS","transcript",9359560,9367897,"-","ID=Pocillopora_meandrina_HIv1___RNAseq.g26655.t1",21,0.00443458980044346
"120","Pocillopora_meandrina_HIv1___RNAseq.g26655.t1","GO:0005634","nucleus",5690,10,9.52,4e-06,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000014","ShortStack","mature_miRNA",9365481,9365502,"-","ID=Cluster_4142.mature;Parent=Cluster_4142","Pocillopora_meandrina_HIv1___Sc0000014","AUGUSTUS","transcript",9359560,9367897,"-","ID=Pocillopora_meandrina_HIv1___RNAseq.g26655.t1",21,0.00175746924428822
"121","Pocillopora_meandrina_HIv1___RNAseq.g6748.t1","GO:0005581","collagen trimer",87,1,0.15,0.01023,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000002","ShortStack","mature_miRNA",3841966,3841987,"-","ID=Cluster_912.mature;Parent=Cluster_912","Pocillopora_meandrina_HIv1___Sc0000002","AUGUSTUS","transcript",3836969,3885213,"-","ID=Pocillopora_meandrina_HIv1___RNAseq.g6748.t1",21,0.0114942528735632
"122","Pocillopora_meandrina_HIv1___RNAseq.g6748.t1","GO:0005615","extracellular space",1515,3,2.53,0.00558,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000002","ShortStack","mature_miRNA",3841966,3841987,"-","ID=Cluster_912.mature;Parent=Cluster_912","Pocillopora_meandrina_HIv1___Sc0000002","AUGUSTUS","transcript",3836969,3885213,"-","ID=Pocillopora_meandrina_HIv1___RNAseq.g6748.t1",21,0.00198019801980198
"123","Pocillopora_meandrina_HIv1___TS.g16681.t2","GO:0005689","U12-type spliceosomal complex",21,1,0.04,0.00248,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000005","ShortStack","mature_miRNA",11260782,11260803,"+","ID=Cluster_1940.mature;Parent=Cluster_1940","Pocillopora_meandrina_HIv1___Sc0000005","AUGUSTUS","transcript",11258007,11263650,"+","ID=Pocillopora_meandrina_HIv1___TS.g16681.t2",21,0.0476190476190476
"124","Pocillopora_meandrina_HIv1___TS.g16681.t2","GO:0005689","U12-type spliceosomal complex",21,1,0.04,0.00248,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000005","ShortStack","mature_miRNA",11261378,11261399,"+","ID=Cluster_1941.mature;Parent=Cluster_1941","Pocillopora_meandrina_HIv1___Sc0000005","AUGUSTUS","transcript",11258007,11263650,"+","ID=Pocillopora_meandrina_HIv1___TS.g16681.t2",21,0.0476190476190476
"125","Pocillopora_meandrina_HIv1___RNAseq.g11703.t1b","GO:0005769","early endosome",458,3,0.77,0.00044,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000016","ShortStack","mature_miRNA",7549579,7549600,"+","ID=Cluster_4466.mature;Parent=Cluster_4466","Pocillopora_meandrina_HIv1___Sc0000016","AUGUSTUS","transcript",7536714,7554288,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g11703.t1b",21,0.00655021834061135
"126","Pocillopora_meandrina_HIv1___RNAseq.g11703.t1b","GO:0005769","early endosome",458,3,0.77,0.00044,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000016","ShortStack","mature_miRNA",7550615,7550635,"+","ID=Cluster_4468.mature;Parent=Cluster_4468","Pocillopora_meandrina_HIv1___Sc0000016","AUGUSTUS","transcript",7536714,7554288,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g11703.t1b",20,0.00655021834061135
"127","Pocillopora_meandrina_HIv1___RNAseq.g11703.t1b","GO:0005769","early endosome",458,3,0.77,0.00044,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000016","ShortStack","mature_miRNA",7553304,7553325,"+","ID=Cluster_4469.mature;Parent=Cluster_4469","Pocillopora_meandrina_HIv1___Sc0000016","AUGUSTUS","transcript",7536714,7554288,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g11703.t1b",21,0.00655021834061135
"128","Pocillopora_meandrina_HIv1___RNAseq.g11703.t1b","GO:0005769","early endosome",458,3,0.77,0.00044,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000016","ShortStack","mature_miRNA",7555692,7555713,"+","ID=Cluster_4470.mature;Parent=Cluster_4470","Pocillopora_meandrina_HIv1___Sc0000016","AUGUSTUS","transcript",7536714,7554288,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g11703.t1b",-1404,0.00655021834061135
"129","Pocillopora_meandrina_HIv1___RNAseq.g11703.t1b","GO:0005829","cytosol",3291,3,5.51,0.00673,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000016","ShortStack","mature_miRNA",7549579,7549600,"+","ID=Cluster_4466.mature;Parent=Cluster_4466","Pocillopora_meandrina_HIv1___Sc0000016","AUGUSTUS","transcript",7536714,7554288,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g11703.t1b",21,0.000911577028258888
"130","Pocillopora_meandrina_HIv1___RNAseq.g11703.t1b","GO:0005829","cytosol",3291,3,5.51,0.00673,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000016","ShortStack","mature_miRNA",7550615,7550635,"+","ID=Cluster_4468.mature;Parent=Cluster_4468","Pocillopora_meandrina_HIv1___Sc0000016","AUGUSTUS","transcript",7536714,7554288,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g11703.t1b",20,0.000911577028258888
"131","Pocillopora_meandrina_HIv1___RNAseq.g11703.t1b","GO:0005829","cytosol",3291,3,5.51,0.00673,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000016","ShortStack","mature_miRNA",7553304,7553325,"+","ID=Cluster_4469.mature;Parent=Cluster_4469","Pocillopora_meandrina_HIv1___Sc0000016","AUGUSTUS","transcript",7536714,7554288,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g11703.t1b",21,0.000911577028258888
"132","Pocillopora_meandrina_HIv1___RNAseq.g11703.t1b","GO:0005829","cytosol",3291,3,5.51,0.00673,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000016","ShortStack","mature_miRNA",7555692,7555713,"+","ID=Cluster_4470.mature;Parent=Cluster_4470","Pocillopora_meandrina_HIv1___Sc0000016","AUGUSTUS","transcript",7536714,7554288,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g11703.t1b",-1404,0.000911577028258888
"133","Pocillopora_meandrina_HIv1___RNAseq.g11703.t1b","GO:0031901","early endosome membrane",189,1,0.32,0.0221,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000016","ShortStack","mature_miRNA",7549579,7549600,"+","ID=Cluster_4466.mature;Parent=Cluster_4466","Pocillopora_meandrina_HIv1___Sc0000016","AUGUSTUS","transcript",7536714,7554288,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g11703.t1b",21,0.00529100529100529
"134","Pocillopora_meandrina_HIv1___RNAseq.g11703.t1b","GO:0031901","early endosome membrane",189,1,0.32,0.0221,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000016","ShortStack","mature_miRNA",7550615,7550635,"+","ID=Cluster_4468.mature;Parent=Cluster_4468","Pocillopora_meandrina_HIv1___Sc0000016","AUGUSTUS","transcript",7536714,7554288,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g11703.t1b",20,0.00529100529100529
"135","Pocillopora_meandrina_HIv1___RNAseq.g11703.t1b","GO:0031901","early endosome membrane",189,1,0.32,0.0221,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000016","ShortStack","mature_miRNA",7553304,7553325,"+","ID=Cluster_4469.mature;Parent=Cluster_4469","Pocillopora_meandrina_HIv1___Sc0000016","AUGUSTUS","transcript",7536714,7554288,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g11703.t1b",21,0.00529100529100529
"136","Pocillopora_meandrina_HIv1___RNAseq.g11703.t1b","GO:0031901","early endosome membrane",189,1,0.32,0.0221,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000016","ShortStack","mature_miRNA",7555692,7555713,"+","ID=Cluster_4470.mature;Parent=Cluster_4470","Pocillopora_meandrina_HIv1___Sc0000016","AUGUSTUS","transcript",7536714,7554288,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g11703.t1b",-1404,0.00529100529100529
"137","Pocillopora_meandrina_HIv1___RNAseq.g15123.t1","GO:0016323","basolateral plasma membrane",340,1,0.57,0.03943,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000003","ShortStack","mature_miRNA",495117,495138,"+","ID=Cluster_1108.mature;Parent=Cluster_1108","Pocillopora_meandrina_HIv1___Sc0000003","AUGUSTUS","transcript",497120,514074,"-","ID=Pocillopora_meandrina_HIv1___RNAseq.g15123.t1",-1982,0.00294117647058824
"138","Pocillopora_meandrina_HIv1___RNAseq.g15123.t1","GO:0031594","neuromuscular junction",98,1,0.16,0.01152,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000003","ShortStack","mature_miRNA",495117,495138,"+","ID=Cluster_1108.mature;Parent=Cluster_1108","Pocillopora_meandrina_HIv1___Sc0000003","AUGUSTUS","transcript",497120,514074,"-","ID=Pocillopora_meandrina_HIv1___RNAseq.g15123.t1",-1982,0.0102040816326531
"139","Pocillopora_meandrina_HIv1___RNAseq.g15123.t1","GO:0043204","perikaryon",190,1,0.32,0.02222,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000003","ShortStack","mature_miRNA",495117,495138,"+","ID=Cluster_1108.mature;Parent=Cluster_1108","Pocillopora_meandrina_HIv1___Sc0000003","AUGUSTUS","transcript",497120,514074,"-","ID=Pocillopora_meandrina_HIv1___RNAseq.g15123.t1",-1982,0.00526315789473684
"140","Pocillopora_meandrina_HIv1___RNAseq.g15123.t1","GO:0098839","postsynaptic density membrane",112,1,0.19,0.01316,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000003","ShortStack","mature_miRNA",495117,495138,"+","ID=Cluster_1108.mature;Parent=Cluster_1108","Pocillopora_meandrina_HIv1___Sc0000003","AUGUSTUS","transcript",497120,514074,"-","ID=Pocillopora_meandrina_HIv1___RNAseq.g15123.t1",-1982,0.00892857142857143
"141","Pocillopora_meandrina_HIv1___RNAseq.g15964.t1","GO:0005737","cytoplasm",10740,19,17.97,1e-06,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000003","ShortStack","mature_miRNA",10129534,10129556,"-","ID=Cluster_1274.mature;Parent=Cluster_1274","Pocillopora_meandrina_HIv1___Sc0000003","AUGUSTUS","transcript",10125333,10129064,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g15964.t1",-470,0.00176908752327747
"142","Pocillopora_meandrina_HIv1___RNAseq.g15964.t1","GO:0005739","mitochondrion",1477,7,2.47,0.00247,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000003","ShortStack","mature_miRNA",10129534,10129556,"-","ID=Cluster_1274.mature;Parent=Cluster_1274","Pocillopora_meandrina_HIv1___Sc0000003","AUGUSTUS","transcript",10125333,10129064,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g15964.t1",-470,0.004739336492891
"143","Pocillopora_meandrina_HIv1___RNAseq.g15964.t1","GO:0005769","early endosome",458,3,0.77,0.00044,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000003","ShortStack","mature_miRNA",10129534,10129556,"-","ID=Cluster_1274.mature;Parent=Cluster_1274","Pocillopora_meandrina_HIv1___Sc0000003","AUGUSTUS","transcript",10125333,10129064,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g15964.t1",-470,0.00655021834061135
"144","Pocillopora_meandrina_HIv1___RNAseq.g15964.t1","GO:0014069","postsynaptic density",255,2,0.43,0.01614,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000003","ShortStack","mature_miRNA",10129534,10129556,"-","ID=Cluster_1274.mature;Parent=Cluster_1274","Pocillopora_meandrina_HIv1___Sc0000003","AUGUSTUS","transcript",10125333,10129064,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g15964.t1",-470,0.00784313725490196
"145","Pocillopora_meandrina_HIv1___RNAseq.g15964.t1","GO:0014704","intercalated disc",42,1,0.07,0.00495,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000003","ShortStack","mature_miRNA",10129534,10129556,"-","ID=Cluster_1274.mature;Parent=Cluster_1274","Pocillopora_meandrina_HIv1___Sc0000003","AUGUSTUS","transcript",10125333,10129064,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g15964.t1",-470,0.0238095238095238
"146","Pocillopora_meandrina_HIv1___RNAseq.g15964.t1","GO:0030018","Z disc",117,1,0.2,0.01374,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000003","ShortStack","mature_miRNA",10129534,10129556,"-","ID=Cluster_1274.mature;Parent=Cluster_1274","Pocillopora_meandrina_HIv1___Sc0000003","AUGUSTUS","transcript",10125333,10129064,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g15964.t1",-470,0.00854700854700855
"147","Pocillopora_meandrina_HIv1___RNAseq.g15964.t1","GO:0030315","T-tubule",60,1,0.1,0.00707,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000003","ShortStack","mature_miRNA",10129534,10129556,"-","ID=Cluster_1274.mature;Parent=Cluster_1274","Pocillopora_meandrina_HIv1___Sc0000003","AUGUSTUS","transcript",10125333,10129064,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g15964.t1",-470,0.0166666666666667
"148","Pocillopora_meandrina_HIv1___RNAseq.g15964.t1","GO:0031234","extrinsic component of cytoplasmic side of plasma m...",40,1,0.07,0.00472,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000003","ShortStack","mature_miRNA",10129534,10129556,"-","ID=Cluster_1274.mature;Parent=Cluster_1274","Pocillopora_meandrina_HIv1___Sc0000003","AUGUSTUS","transcript",10125333,10129064,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g15964.t1",-470,0.025
"149","Pocillopora_meandrina_HIv1___RNAseq.g15964.t1","GO:0031430","M band",53,1,0.09,0.00625,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000003","ShortStack","mature_miRNA",10129534,10129556,"-","ID=Cluster_1274.mature;Parent=Cluster_1274","Pocillopora_meandrina_HIv1___Sc0000003","AUGUSTUS","transcript",10125333,10129064,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g15964.t1",-470,0.0188679245283019
"150","Pocillopora_meandrina_HIv1___RNAseq.g15964.t1","GO:0033010","paranodal junction",21,1,0.04,0.00248,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000003","ShortStack","mature_miRNA",10129534,10129556,"-","ID=Cluster_1274.mature;Parent=Cluster_1274","Pocillopora_meandrina_HIv1___Sc0000003","AUGUSTUS","transcript",10125333,10129064,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g15964.t1",-470,0.0476190476190476
"151","Pocillopora_meandrina_HIv1___RNAseq.g15964.t1","GO:0043034","costamere",37,1,0.06,0.00436,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000003","ShortStack","mature_miRNA",10129534,10129556,"-","ID=Cluster_1274.mature;Parent=Cluster_1274","Pocillopora_meandrina_HIv1___Sc0000003","AUGUSTUS","transcript",10125333,10129064,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g15964.t1",-470,0.027027027027027
"152","Pocillopora_meandrina_HIv1___RNAseq.g15964.t1","GO:0045211","postsynaptic membrane",418,2,0.7,0.03081,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000003","ShortStack","mature_miRNA",10129534,10129556,"-","ID=Cluster_1274.mature;Parent=Cluster_1274","Pocillopora_meandrina_HIv1___Sc0000003","AUGUSTUS","transcript",10125333,10129064,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g15964.t1",-470,0.00478468899521531
"153","Pocillopora_meandrina_HIv1___RNAseq.g15964.t1","GO:0048471","perinuclear region of cytoplasm",532,2,0.89,0.00183,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000003","ShortStack","mature_miRNA",10129534,10129556,"-","ID=Cluster_1274.mature;Parent=Cluster_1274","Pocillopora_meandrina_HIv1___Sc0000003","AUGUSTUS","transcript",10125333,10129064,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g15964.t1",-470,0.0037593984962406
"154","Pocillopora_meandrina_HIv1___RNAseq.g15964.t1","GO:0055037","recycling endosome",158,1,0.26,0.01851,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000003","ShortStack","mature_miRNA",10129534,10129556,"-","ID=Cluster_1274.mature;Parent=Cluster_1274","Pocillopora_meandrina_HIv1___Sc0000003","AUGUSTUS","transcript",10125333,10129064,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g15964.t1",-470,0.00632911392405063
"155","Pocillopora_meandrina_HIv1___RNAseq.g11704.t1","GO:0005747","mitochondrial respiratory chain complex I",29,1,0.05,0.00342,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000016","ShortStack","mature_miRNA",7556380,7556401,"+","ID=Cluster_4471.mature;Parent=Cluster_4471","Pocillopora_meandrina_HIv1___Sc0000016","AUGUSTUS","transcript",7557575,7558784,"-","ID=Pocillopora_meandrina_HIv1___RNAseq.g11704.t1",-1174,0.0344827586206897
"156","Pocillopora_meandrina_HIv1___RNAseq.g11704.t1","GO:0005758","mitochondrial intermembrane space",64,2,0.11,2.7e-05,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000016","ShortStack","mature_miRNA",7556380,7556401,"+","ID=Cluster_4471.mature;Parent=Cluster_4471","Pocillopora_meandrina_HIv1___Sc0000016","AUGUSTUS","transcript",7557575,7558784,"-","ID=Pocillopora_meandrina_HIv1___RNAseq.g11704.t1",-1174,0.03125
"157","Pocillopora_meandrina_HIv1___TS.g25957.t1","GO:0005634","nucleus",5690,10,9.52,4e-06,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000000","ShortStack","mature_miRNA",2872041,2872061,"+","ID=Cluster_34.mature;Parent=Cluster_34","Pocillopora_meandrina_HIv1___Sc0000000","AUGUSTUS","transcript",2868586,2871318,"+","ID=Pocillopora_meandrina_HIv1___TS.g25957.t1",-723,0.00175746924428822
"158","Pocillopora_meandrina_HIv1___TS.g25957.t1","GO:0005737","cytoplasm",10740,19,17.97,1e-06,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000000","ShortStack","mature_miRNA",2872041,2872061,"+","ID=Cluster_34.mature;Parent=Cluster_34","Pocillopora_meandrina_HIv1___Sc0000000","AUGUSTUS","transcript",2868586,2871318,"+","ID=Pocillopora_meandrina_HIv1___TS.g25957.t1",-723,0.00176908752327747
"159","Pocillopora_meandrina_HIv1___TS.g25957.t1","GO:0042995","cell projection",2497,3,4.18,0.01381,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000000","ShortStack","mature_miRNA",2872041,2872061,"+","ID=Cluster_34.mature;Parent=Cluster_34","Pocillopora_meandrina_HIv1___Sc0000000","AUGUSTUS","transcript",2868586,2871318,"+","ID=Pocillopora_meandrina_HIv1___TS.g25957.t1",-723,0.00120144173007609
"160","Pocillopora_meandrina_HIv1___RNAseq.g28490.t1","GO:0005737","cytoplasm",10740,19,17.97,1e-06,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000018","ShortStack","mature_miRNA",4564906,4564927,"+","ID=Cluster_4778.mature;Parent=Cluster_4778","Pocillopora_meandrina_HIv1___Sc0000018","AUGUSTUS","transcript",4565649,4573398,"-","ID=Pocillopora_meandrina_HIv1___RNAseq.g28490.t1",-722,0.00176908752327747
"161","Pocillopora_meandrina_HIv1___RNAseq.g28490.t1","GO:0005739","mitochondrion",1477,7,2.47,0.00247,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000018","ShortStack","mature_miRNA",4564906,4564927,"+","ID=Cluster_4778.mature;Parent=Cluster_4778","Pocillopora_meandrina_HIv1___Sc0000018","AUGUSTUS","transcript",4565649,4573398,"-","ID=Pocillopora_meandrina_HIv1___RNAseq.g28490.t1",-722,0.004739336492891
"162","Pocillopora_meandrina_HIv1___RNAseq.g2129.t1","GO:0000785","chromatin",451,2,0.75,0.00132,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000008","ShortStack","mature_miRNA",5387760,5387781,"-","ID=Cluster_2852.mature;Parent=Cluster_2852","Pocillopora_meandrina_HIv1___Sc0000008","AUGUSTUS","transcript",5391441,5397563,"-","ID=Pocillopora_meandrina_HIv1___RNAseq.g2129.t1",-3660,0.00443458980044346
"163","Pocillopora_meandrina_HIv1___RNAseq.g2129.t1","GO:0001650","fibrillar center",149,1,0.25,0.01747,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000008","ShortStack","mature_miRNA",5387760,5387781,"-","ID=Cluster_2852.mature;Parent=Cluster_2852","Pocillopora_meandrina_HIv1___Sc0000008","AUGUSTUS","transcript",5391441,5397563,"-","ID=Pocillopora_meandrina_HIv1___RNAseq.g2129.t1",-3660,0.00671140939597315
"164","Pocillopora_meandrina_HIv1___RNAseq.g2129.t1","GO:0005576","extracellular region",2665,5,4.46,0.00618,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000008","ShortStack","mature_miRNA",5387760,5387781,"-","ID=Cluster_2852.mature;Parent=Cluster_2852","Pocillopora_meandrina_HIv1___Sc0000008","AUGUSTUS","transcript",5391441,5397563,"-","ID=Pocillopora_meandrina_HIv1___RNAseq.g2129.t1",-3660,0.00187617260787992
"165","Pocillopora_meandrina_HIv1___RNAseq.g2129.t1","GO:0005634","nucleus",5690,10,9.52,4e-06,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000008","ShortStack","mature_miRNA",5387760,5387781,"-","ID=Cluster_2852.mature;Parent=Cluster_2852","Pocillopora_meandrina_HIv1___Sc0000008","AUGUSTUS","transcript",5391441,5397563,"-","ID=Pocillopora_meandrina_HIv1___RNAseq.g2129.t1",-3660,0.00175746924428822
"166","Pocillopora_meandrina_HIv1___RNAseq.g2129.t1","GO:0005654","nucleoplasm",2121,3,3.55,0.00197,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000008","ShortStack","mature_miRNA",5387760,5387781,"-","ID=Cluster_2852.mature;Parent=Cluster_2852","Pocillopora_meandrina_HIv1___Sc0000008","AUGUSTUS","transcript",5391441,5397563,"-","ID=Pocillopora_meandrina_HIv1___RNAseq.g2129.t1",-3660,0.00141442715700141
"167","Pocillopora_meandrina_HIv1___RNAseq.g2129.t1","GO:0005737","cytoplasm",10740,19,17.97,1e-06,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000008","ShortStack","mature_miRNA",5387760,5387781,"-","ID=Cluster_2852.mature;Parent=Cluster_2852","Pocillopora_meandrina_HIv1___Sc0000008","AUGUSTUS","transcript",5391441,5397563,"-","ID=Pocillopora_meandrina_HIv1___RNAseq.g2129.t1",-3660,0.00176908752327747
"168","Pocillopora_meandrina_HIv1___RNAseq.g14877.t1","GO:0005829","cytosol",3291,3,5.51,0.00673,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000024","ShortStack","mature_miRNA",4808688,4808708,"+","ID=Cluster_5642.mature;Parent=Cluster_5642","Pocillopora_meandrina_HIv1___Sc0000024","AUGUSTUS","transcript",4797854,4815578,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g14877.t1",20,0.000911577028258888
"169","Pocillopora_meandrina_HIv1___RNAseq.g14877.t1","GO:0019005","SCF ubiquitin ligase complex",77,1,0.13,0.00906,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000024","ShortStack","mature_miRNA",4808688,4808708,"+","ID=Cluster_5642.mature;Parent=Cluster_5642","Pocillopora_meandrina_HIv1___Sc0000024","AUGUSTUS","transcript",4797854,4815578,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g14877.t1",20,0.012987012987013
"170","Pocillopora_meandrina_HIv1___RNAseq.g14877.t1","GO:0031514","motile cilium",251,1,0.42,0.02925,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000024","ShortStack","mature_miRNA",4808688,4808708,"+","ID=Cluster_5642.mature;Parent=Cluster_5642","Pocillopora_meandrina_HIv1___Sc0000024","AUGUSTUS","transcript",4797854,4815578,"+","ID=Pocillopora_meandrina_HIv1___RNAseq.g14877.t1",20,0.00398406374501992
"171","Pocillopora_meandrina_HIv1___RNAseq.g1976.t1","GO:0005739","mitochondrion",1477,7,2.47,0.00247,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000008","ShortStack","mature_miRNA",3619363,3619384,"-","ID=Cluster_2832.mature;Parent=Cluster_2832","Pocillopora_meandrina_HIv1___Sc0000008","AUGUSTUS","transcript",3614528,3621648,"-","ID=Pocillopora_meandrina_HIv1___RNAseq.g1976.t1",21,0.004739336492891
"172","Pocillopora_meandrina_HIv1___RNAseq.g1976.t1","GO:0005743","mitochondrial inner membrane",374,3,0.63,0.03044,"Cellular Components","Pocillopora_meandrina_HIv1___Sc0000008","ShortStack","mature_miRNA",3619363,3619384,"-","ID=Cluster_2832.mature;Parent=Cluster_2832","Pocillopora_meandrina_HIv1___Sc0000008","AUGUSTUS","transcript",3614528,3621648,"-","ID=Pocillopora_meandrina_HIv1___RNAseq.g1976.t1",21,0.00802139037433155
