"","gene_name","GeneOntologyIDs","Term","Annotated","Significant","Expected","Fisher","ontology","m_chrom","m_source","m_type","m_start","m_end","m_strand","m_attr","gf_chrom","gf_source","gf_type","gf_start","gf_end","gf_strand","gf_attr","overlap","prop.sig.genes"
"139","Peve_00002673","GO:0005794","Golgi apparatus",1827,5,2.11,0.00622,"Cellular Components","Porites_evermani_scaffold_1159","ShortStack","mature_miRNA",7428,7449,"+","ID=Cluster_9992.mature;Parent=Cluster_9992","Porites_evermani_scaffold_1159","Gmove","mRNA",2148,29843,"+","ID=Peve_00002673;Name=Peve_00002673;start=1;stop=1;cds_size=3507",21,0.00273672687465791
"140","Peve_00002673","GO:0032580","Golgi cisterna membrane",161,2,0.19,0.00012,"Cellular Components","Porites_evermani_scaffold_1159","ShortStack","mature_miRNA",6702,6723,"+","ID=Cluster_9991.mature;Parent=Cluster_9991","Porites_evermani_scaffold_1159","Gmove","mRNA",2148,29843,"+","ID=Peve_00002673;Name=Peve_00002673;start=1;stop=1;cds_size=3507",21,0.0124223602484472
"141","Peve_00002673","GO:0032580","Golgi cisterna membrane",161,2,0.19,0.00012,"Cellular Components","Porites_evermani_scaffold_1159","ShortStack","mature_miRNA",7428,7449,"+","ID=Cluster_9992.mature;Parent=Cluster_9992","Porites_evermani_scaffold_1159","Gmove","mRNA",2148,29843,"+","ID=Peve_00002673;Name=Peve_00002673;start=1;stop=1;cds_size=3507",21,0.0124223602484472
"142","Peve_00002673","GO:0048471","perinuclear region of cytoplasm",696,2,0.8,0.00217,"Cellular Components","Porites_evermani_scaffold_1159","ShortStack","mature_miRNA",6702,6723,"+","ID=Cluster_9991.mature;Parent=Cluster_9991","Porites_evermani_scaffold_1159","Gmove","mRNA",2148,29843,"+","ID=Peve_00002673;Name=Peve_00002673;start=1;stop=1;cds_size=3507",21,0.0028735632183908
"143","Peve_00002673","GO:0048471","perinuclear region of cytoplasm",696,2,0.8,0.00217,"Cellular Components","Porites_evermani_scaffold_1159","ShortStack","mature_miRNA",7428,7449,"+","ID=Cluster_9992.mature;Parent=Cluster_9992","Porites_evermani_scaffold_1159","Gmove","mRNA",2148,29843,"+","ID=Peve_00002673;Name=Peve_00002673;start=1;stop=1;cds_size=3507",21,0.0028735632183908
"144","Peve_00005902","GO:0000242","pericentriolar material",20,1,0.02,0.00197,"Cellular Components","Porites_evermani_scaffold_138","ShortStack","mature_miRNA",127966,127987,"+","ID=Cluster_2770.mature;Parent=Cluster_2770","Porites_evermani_scaffold_138","Gmove","mRNA",114562,186450,"+","ID=Peve_00005902;Name=Peve_00005902;start=1;stop=1;cds_size=8289",21,0.05
"145","Peve_00005902","GO:0005737","cytoplasm",14070,21,16.26,0.00047,"Cellular Components","Porites_evermani_scaffold_138","ShortStack","mature_miRNA",127966,127987,"+","ID=Cluster_2770.mature;Parent=Cluster_2770","Porites_evermani_scaffold_138","Gmove","mRNA",114562,186450,"+","ID=Peve_00005902;Name=Peve_00005902;start=1;stop=1;cds_size=8289",21,0.00149253731343284
"146","Peve_00005902","GO:0005813","centrosome",999,5,1.15,6.3e-05,"Cellular Components","Porites_evermani_scaffold_138","ShortStack","mature_miRNA",127966,127987,"+","ID=Cluster_2770.mature;Parent=Cluster_2770","Porites_evermani_scaffold_138","Gmove","mRNA",114562,186450,"+","ID=Peve_00005902;Name=Peve_00005902;start=1;stop=1;cds_size=8289",21,0.005005005005005
"147","Peve_00005902","GO:0005814","centriole",169,3,0.2,6.7e-07,"Cellular Components","Porites_evermani_scaffold_138","ShortStack","mature_miRNA",127966,127987,"+","ID=Cluster_2770.mature;Parent=Cluster_2770","Porites_evermani_scaffold_138","Gmove","mRNA",114562,186450,"+","ID=Peve_00005902;Name=Peve_00005902;start=1;stop=1;cds_size=8289",21,0.0177514792899408
"148","Peve_00005902","GO:0005829","cytosol",4032,13,4.66,3.3e-17,"Cellular Components","Porites_evermani_scaffold_138","ShortStack","mature_miRNA",127966,127987,"+","ID=Cluster_2770.mature;Parent=Cluster_2770","Porites_evermani_scaffold_138","Gmove","mRNA",114562,186450,"+","ID=Peve_00005902;Name=Peve_00005902;start=1;stop=1;cds_size=8289",21,0.00322420634920635
"149","Peve_00005902","GO:0120098","procentriole",1,1,0,9.9e-05,"Cellular Components","Porites_evermani_scaffold_138","ShortStack","mature_miRNA",127966,127987,"+","ID=Cluster_2770.mature;Parent=Cluster_2770","Porites_evermani_scaffold_138","Gmove","mRNA",114562,186450,"+","ID=Peve_00005902;Name=Peve_00005902;start=1;stop=1;cds_size=8289",21,1
"150","Peve_00005902","GO:0120099","procentriole replication complex",6,1,0.01,0.00059,"Cellular Components","Porites_evermani_scaffold_138","ShortStack","mature_miRNA",127966,127987,"+","ID=Cluster_2770.mature;Parent=Cluster_2770","Porites_evermani_scaffold_138","Gmove","mRNA",114562,186450,"+","ID=Peve_00005902;Name=Peve_00005902;start=1;stop=1;cds_size=8289",21,0.166666666666667
"151","Peve_00006453","GO:0005813","centrosome",999,5,1.15,6.3e-05,"Cellular Components","Porites_evermani_scaffold_1415","ShortStack","mature_miRNA",72071,72092,"+","ID=Cluster_10850.mature;Parent=Cluster_10850","Porites_evermani_scaffold_1415","Gmove","mRNA",54574,77863,"+","ID=Peve_00006453;Name=Peve_00006453;start=1;stop=1;cds_size=5052",21,0.005005005005005
"152","Peve_00006453","GO:0120293","dynein axonemal particle",25,1,0.03,0.00246,"Cellular Components","Porites_evermani_scaffold_1415","ShortStack","mature_miRNA",72071,72092,"+","ID=Cluster_10850.mature;Parent=Cluster_10850","Porites_evermani_scaffold_1415","Gmove","mRNA",54574,77863,"+","ID=Peve_00006453;Name=Peve_00006453;start=1;stop=1;cds_size=5052",21,0.04
"153","Peve_00006602","GO:0005737","cytoplasm",14070,21,16.26,0.00047,"Cellular Components","Porites_evermani_scaffold_1429","ShortStack","mature_miRNA",47285,47306,"-","ID=Cluster_10882.mature;Parent=Cluster_10882","Porites_evermani_scaffold_1429","Gmove","mRNA",48,56807,"-","ID=Peve_00006602;Name=Peve_00006602;start=1;stop=0;cds_size=11085",21,0.00149253731343284
"154","Peve_00006602","GO:0005874","microtubule",457,3,0.53,0.00058,"Cellular Components","Porites_evermani_scaffold_1429","ShortStack","mature_miRNA",47285,47306,"-","ID=Cluster_10882.mature;Parent=Cluster_10882","Porites_evermani_scaffold_1429","Gmove","mRNA",48,56807,"-","ID=Peve_00006602;Name=Peve_00006602;start=1;stop=0;cds_size=11085",21,0.00656455142231947
"155","Peve_00006602","GO:0005886","plasma membrane",7068,10,8.17,4.6e-05,"Cellular Components","Porites_evermani_scaffold_1429","ShortStack","mature_miRNA",47285,47306,"-","ID=Cluster_10882.mature;Parent=Cluster_10882","Porites_evermani_scaffold_1429","Gmove","mRNA",48,56807,"-","ID=Peve_00006602;Name=Peve_00006602;start=1;stop=0;cds_size=11085",21,0.00141482739105829
"156","Peve_00006602","GO:0005929","cilium",1253,4,1.45,0.04108,"Cellular Components","Porites_evermani_scaffold_1429","ShortStack","mature_miRNA",47285,47306,"-","ID=Cluster_10882.mature;Parent=Cluster_10882","Porites_evermani_scaffold_1429","Gmove","mRNA",48,56807,"-","ID=Peve_00006602;Name=Peve_00006602;start=1;stop=0;cds_size=11085",21,0.00319233838786911
"157","Peve_00006602","GO:0030286","dynein complex",145,1,0.17,0.01419,"Cellular Components","Porites_evermani_scaffold_1429","ShortStack","mature_miRNA",47285,47306,"-","ID=Cluster_10882.mature;Parent=Cluster_10882","Porites_evermani_scaffold_1429","Gmove","mRNA",48,56807,"-","ID=Peve_00006602;Name=Peve_00006602;start=1;stop=0;cds_size=11085",21,0.00689655172413793
"158","Peve_00007217","GO:0005737","cytoplasm",14070,21,16.26,0.00047,"Cellular Components","Porites_evermani_scaffold_148","ShortStack","mature_miRNA",94583,94604,"-","ID=Cluster_2871.mature;Parent=Cluster_2871","Porites_evermani_scaffold_148","Gmove","mRNA",92028,98639,"-","ID=Peve_00007217;Name=Peve_00007217;start=1;stop=1;cds_size=1047",21,0.00149253731343284
"159","Peve_00007592","GO:0005813","centrosome",999,5,1.15,6.3e-05,"Cellular Components","Porites_evermani_scaffold_1503","ShortStack","mature_miRNA",47580,47601,"+","ID=Cluster_11045.mature;Parent=Cluster_11045","Porites_evermani_scaffold_1503","Gmove","mRNA",42025,72148,"+","ID=Peve_00007592;Name=Peve_00007592;start=1;stop=1;cds_size=4173",21,0.005005005005005
"160","Peve_00007592","GO:0005813","centrosome",999,5,1.15,6.3e-05,"Cellular Components","Porites_evermani_scaffold_1503","ShortStack","mature_miRNA",47771,47792,"+","ID=Cluster_11046.mature;Parent=Cluster_11046","Porites_evermani_scaffold_1503","Gmove","mRNA",42025,72148,"+","ID=Peve_00007592;Name=Peve_00007592;start=1;stop=1;cds_size=4173",21,0.005005005005005
"161","Peve_00007592","GO:0005814","centriole",169,3,0.2,6.7e-07,"Cellular Components","Porites_evermani_scaffold_1503","ShortStack","mature_miRNA",47580,47601,"+","ID=Cluster_11045.mature;Parent=Cluster_11045","Porites_evermani_scaffold_1503","Gmove","mRNA",42025,72148,"+","ID=Peve_00007592;Name=Peve_00007592;start=1;stop=1;cds_size=4173",21,0.0177514792899408
"162","Peve_00007592","GO:0005814","centriole",169,3,0.2,6.7e-07,"Cellular Components","Porites_evermani_scaffold_1503","ShortStack","mature_miRNA",47771,47792,"+","ID=Cluster_11046.mature;Parent=Cluster_11046","Porites_evermani_scaffold_1503","Gmove","mRNA",42025,72148,"+","ID=Peve_00007592;Name=Peve_00007592;start=1;stop=1;cds_size=4173",21,0.0177514792899408
"163","Peve_00007592","GO:0005829","cytosol",4032,13,4.66,3.3e-17,"Cellular Components","Porites_evermani_scaffold_1503","ShortStack","mature_miRNA",47580,47601,"+","ID=Cluster_11045.mature;Parent=Cluster_11045","Porites_evermani_scaffold_1503","Gmove","mRNA",42025,72148,"+","ID=Peve_00007592;Name=Peve_00007592;start=1;stop=1;cds_size=4173",21,0.00322420634920635
"164","Peve_00007592","GO:0005829","cytosol",4032,13,4.66,3.3e-17,"Cellular Components","Porites_evermani_scaffold_1503","ShortStack","mature_miRNA",47771,47792,"+","ID=Cluster_11046.mature;Parent=Cluster_11046","Porites_evermani_scaffold_1503","Gmove","mRNA",42025,72148,"+","ID=Peve_00007592;Name=Peve_00007592;start=1;stop=1;cds_size=4173",21,0.00322420634920635
"165","Peve_00007592","GO:0034451","centriolar satellite",149,1,0.17,0.01458,"Cellular Components","Porites_evermani_scaffold_1503","ShortStack","mature_miRNA",47580,47601,"+","ID=Cluster_11045.mature;Parent=Cluster_11045","Porites_evermani_scaffold_1503","Gmove","mRNA",42025,72148,"+","ID=Peve_00007592;Name=Peve_00007592;start=1;stop=1;cds_size=4173",21,0.00671140939597315
"166","Peve_00007592","GO:0034451","centriolar satellite",149,1,0.17,0.01458,"Cellular Components","Porites_evermani_scaffold_1503","ShortStack","mature_miRNA",47771,47792,"+","ID=Cluster_11046.mature;Parent=Cluster_11046","Porites_evermani_scaffold_1503","Gmove","mRNA",42025,72148,"+","ID=Peve_00007592;Name=Peve_00007592;start=1;stop=1;cds_size=4173",21,0.00671140939597315
"167","Peve_00008791","GO:0005654","nucleoplasm",2472,4,2.86,0.00074,"Cellular Components","Porites_evermani_scaffold_16","ShortStack","mature_miRNA",383437,383458,"-","ID=Cluster_578.mature;Parent=Cluster_578","Porites_evermani_scaffold_16","Gmove","mRNA",363081,391056,"-","ID=Peve_00008791;Name=Peve_00008791;start=1;stop=1;cds_size=4689",21,0.00161812297734628
"168","Peve_00010404","GO:0000346","transcription export complex",11,1,0.01,0.00108,"Cellular Components","Porites_evermani_scaffold_1732","ShortStack","mature_miRNA",76504,76525,"+","ID=Cluster_11890.mature;Parent=Cluster_11890","Porites_evermani_scaffold_1732","Gmove","mRNA",72130,79666,"+","ID=Peve_00010404;Name=Peve_00010404;start=1;stop=1;cds_size=774",21,0.0909090909090909
"169","Peve_00010404","GO:0000347","THO complex",8,1,0.01,0.00079,"Cellular Components","Porites_evermani_scaffold_1732","ShortStack","mature_miRNA",76504,76525,"+","ID=Cluster_11890.mature;Parent=Cluster_11890","Porites_evermani_scaffold_1732","Gmove","mRNA",72130,79666,"+","ID=Peve_00010404;Name=Peve_00010404;start=1;stop=1;cds_size=774",21,0.125
"170","Peve_00010404","GO:0016607","nuclear speck",325,1,0.38,0.03154,"Cellular Components","Porites_evermani_scaffold_1732","ShortStack","mature_miRNA",76504,76525,"+","ID=Cluster_11890.mature;Parent=Cluster_11890","Porites_evermani_scaffold_1732","Gmove","mRNA",72130,79666,"+","ID=Peve_00010404;Name=Peve_00010404;start=1;stop=1;cds_size=774",21,0.00307692307692308
"171","Peve_00018698","GO:0005813","centrosome",999,5,1.15,6.3e-05,"Cellular Components","Porites_evermani_scaffold_253","ShortStack","mature_miRNA",200965,200986,"+","ID=Cluster_4063.mature;Parent=Cluster_4063","Porites_evermani_scaffold_253","Gmove","mRNA",184195,221796,"+","ID=Peve_00018698;Name=Peve_00018698;start=1;stop=1;cds_size=2292",21,0.005005005005005
"172","Peve_00018698","GO:0005813","centrosome",999,5,1.15,6.3e-05,"Cellular Components","Porites_evermani_scaffold_253","ShortStack","mature_miRNA",202286,202307,"+","ID=Cluster_4064.mature;Parent=Cluster_4064","Porites_evermani_scaffold_253","Gmove","mRNA",184195,221796,"+","ID=Peve_00018698;Name=Peve_00018698;start=1;stop=1;cds_size=2292",21,0.005005005005005
"173","Peve_00018698","GO:0005814","centriole",169,3,0.2,6.7e-07,"Cellular Components","Porites_evermani_scaffold_253","ShortStack","mature_miRNA",200965,200986,"+","ID=Cluster_4063.mature;Parent=Cluster_4063","Porites_evermani_scaffold_253","Gmove","mRNA",184195,221796,"+","ID=Peve_00018698;Name=Peve_00018698;start=1;stop=1;cds_size=2292",21,0.0177514792899408
"174","Peve_00018698","GO:0005814","centriole",169,3,0.2,6.7e-07,"Cellular Components","Porites_evermani_scaffold_253","ShortStack","mature_miRNA",202286,202307,"+","ID=Cluster_4064.mature;Parent=Cluster_4064","Porites_evermani_scaffold_253","Gmove","mRNA",184195,221796,"+","ID=Peve_00018698;Name=Peve_00018698;start=1;stop=1;cds_size=2292",21,0.0177514792899408
"175","Peve_00018698","GO:0005829","cytosol",4032,13,4.66,3.3e-17,"Cellular Components","Porites_evermani_scaffold_253","ShortStack","mature_miRNA",200965,200986,"+","ID=Cluster_4063.mature;Parent=Cluster_4063","Porites_evermani_scaffold_253","Gmove","mRNA",184195,221796,"+","ID=Peve_00018698;Name=Peve_00018698;start=1;stop=1;cds_size=2292",21,0.00322420634920635
"176","Peve_00018698","GO:0005829","cytosol",4032,13,4.66,3.3e-17,"Cellular Components","Porites_evermani_scaffold_253","ShortStack","mature_miRNA",202286,202307,"+","ID=Cluster_4064.mature;Parent=Cluster_4064","Porites_evermani_scaffold_253","Gmove","mRNA",184195,221796,"+","ID=Peve_00018698;Name=Peve_00018698;start=1;stop=1;cds_size=2292",21,0.00322420634920635
"177","Peve_00018698","GO:0071439","clathrin complex",4,1,0,0.00039,"Cellular Components","Porites_evermani_scaffold_253","ShortStack","mature_miRNA",200965,200986,"+","ID=Cluster_4063.mature;Parent=Cluster_4063","Porites_evermani_scaffold_253","Gmove","mRNA",184195,221796,"+","ID=Peve_00018698;Name=Peve_00018698;start=1;stop=1;cds_size=2292",21,0.25
"178","Peve_00018698","GO:0071439","clathrin complex",4,1,0,0.00039,"Cellular Components","Porites_evermani_scaffold_253","ShortStack","mature_miRNA",202286,202307,"+","ID=Cluster_4064.mature;Parent=Cluster_4064","Porites_evermani_scaffold_253","Gmove","mRNA",184195,221796,"+","ID=Peve_00018698;Name=Peve_00018698;start=1;stop=1;cds_size=2292",21,0.25
"179","Peve_00018698","GO:0097539","ciliary transition fiber",8,1,0.01,0.00079,"Cellular Components","Porites_evermani_scaffold_253","ShortStack","mature_miRNA",200965,200986,"+","ID=Cluster_4063.mature;Parent=Cluster_4063","Porites_evermani_scaffold_253","Gmove","mRNA",184195,221796,"+","ID=Peve_00018698;Name=Peve_00018698;start=1;stop=1;cds_size=2292",21,0.125
"180","Peve_00018698","GO:0097539","ciliary transition fiber",8,1,0.01,0.00079,"Cellular Components","Porites_evermani_scaffold_253","ShortStack","mature_miRNA",202286,202307,"+","ID=Cluster_4064.mature;Parent=Cluster_4064","Porites_evermani_scaffold_253","Gmove","mRNA",184195,221796,"+","ID=Peve_00018698;Name=Peve_00018698;start=1;stop=1;cds_size=2292",21,0.125
"181","Peve_00018966","GO:0005654","nucleoplasm",2472,4,2.86,0.00074,"Cellular Components","Porites_evermani_scaffold_257","ShortStack","mature_miRNA",110361,110382,"-","ID=Cluster_4097.mature;Parent=Cluster_4097","Porites_evermani_scaffold_257","Gmove","mRNA",62092,117883,"-","ID=Peve_00018966;Name=Peve_00018966;start=1;stop=1;cds_size=4011",21,0.00161812297734628
"182","Peve_00018966","GO:0005737","cytoplasm",14070,21,16.26,0.00047,"Cellular Components","Porites_evermani_scaffold_257","ShortStack","mature_miRNA",110361,110382,"-","ID=Cluster_4097.mature;Parent=Cluster_4097","Porites_evermani_scaffold_257","Gmove","mRNA",62092,117883,"-","ID=Peve_00018966;Name=Peve_00018966;start=1;stop=1;cds_size=4011",21,0.00149253731343284
"183","Peve_00018966","GO:0005813","centrosome",999,5,1.15,6.3e-05,"Cellular Components","Porites_evermani_scaffold_257","ShortStack","mature_miRNA",110361,110382,"-","ID=Cluster_4097.mature;Parent=Cluster_4097","Porites_evermani_scaffold_257","Gmove","mRNA",62092,117883,"-","ID=Peve_00018966;Name=Peve_00018966;start=1;stop=1;cds_size=4011",21,0.005005005005005
"184","Peve_00018966","GO:0005829","cytosol",4032,13,4.66,3.3e-17,"Cellular Components","Porites_evermani_scaffold_257","ShortStack","mature_miRNA",110361,110382,"-","ID=Cluster_4097.mature;Parent=Cluster_4097","Porites_evermani_scaffold_257","Gmove","mRNA",62092,117883,"-","ID=Peve_00018966;Name=Peve_00018966;start=1;stop=1;cds_size=4011",21,0.00322420634920635
"185","Peve_00018966","GO:0005879","axonemal microtubule",47,1,0.05,0.00462,"Cellular Components","Porites_evermani_scaffold_257","ShortStack","mature_miRNA",110361,110382,"-","ID=Cluster_4097.mature;Parent=Cluster_4097","Porites_evermani_scaffold_257","Gmove","mRNA",62092,117883,"-","ID=Peve_00018966;Name=Peve_00018966;start=1;stop=1;cds_size=4011",21,0.0212765957446809
"186","Peve_00018966","GO:0005886","plasma membrane",7068,10,8.17,4.6e-05,"Cellular Components","Porites_evermani_scaffold_257","ShortStack","mature_miRNA",110361,110382,"-","ID=Cluster_4097.mature;Parent=Cluster_4097","Porites_evermani_scaffold_257","Gmove","mRNA",62092,117883,"-","ID=Peve_00018966;Name=Peve_00018966;start=1;stop=1;cds_size=4011",21,0.00141482739105829
"187","Peve_00018966","GO:0005923","bicellular tight junction",83,1,0.1,0.00815,"Cellular Components","Porites_evermani_scaffold_257","ShortStack","mature_miRNA",110361,110382,"-","ID=Cluster_4097.mature;Parent=Cluster_4097","Porites_evermani_scaffold_257","Gmove","mRNA",62092,117883,"-","ID=Peve_00018966;Name=Peve_00018966;start=1;stop=1;cds_size=4011",21,0.0120481927710843
"188","Peve_00018966","GO:0005929","cilium",1253,4,1.45,0.04108,"Cellular Components","Porites_evermani_scaffold_257","ShortStack","mature_miRNA",110361,110382,"-","ID=Cluster_4097.mature;Parent=Cluster_4097","Porites_evermani_scaffold_257","Gmove","mRNA",62092,117883,"-","ID=Peve_00018966;Name=Peve_00018966;start=1;stop=1;cds_size=4011",21,0.00319233838786911
"189","Peve_00018966","GO:0032391","photoreceptor connecting cilium",42,1,0.05,0.00413,"Cellular Components","Porites_evermani_scaffold_257","ShortStack","mature_miRNA",110361,110382,"-","ID=Cluster_4097.mature;Parent=Cluster_4097","Porites_evermani_scaffold_257","Gmove","mRNA",62092,117883,"-","ID=Peve_00018966;Name=Peve_00018966;start=1;stop=1;cds_size=4011",21,0.0238095238095238
"190","Peve_00018966","GO:0035253","ciliary rootlet",10,1,0.01,0.00099,"Cellular Components","Porites_evermani_scaffold_257","ShortStack","mature_miRNA",110361,110382,"-","ID=Cluster_4097.mature;Parent=Cluster_4097","Porites_evermani_scaffold_257","Gmove","mRNA",62092,117883,"-","ID=Peve_00018966;Name=Peve_00018966;start=1;stop=1;cds_size=4011",21,0.1
"191","Peve_00018966","GO:0036064","ciliary basal body",192,1,0.22,0.01875,"Cellular Components","Porites_evermani_scaffold_257","ShortStack","mature_miRNA",110361,110382,"-","ID=Cluster_4097.mature;Parent=Cluster_4097","Porites_evermani_scaffold_257","Gmove","mRNA",62092,117883,"-","ID=Peve_00018966;Name=Peve_00018966;start=1;stop=1;cds_size=4011",21,0.00520833333333333
"192","Peve_00019270","GO:0005668","RNA polymerase transcription factor SL1 complex",5,1,0.01,0.00049,"Cellular Components","Porites_evermani_scaffold_26","ShortStack","mature_miRNA",382572,382593,"-","ID=Cluster_786.mature;Parent=Cluster_786","Porites_evermani_scaffold_26","Gmove","mRNA",378058,392680,"-","ID=Peve_00019270;Name=Peve_00019270;start=1;stop=1;cds_size=1956",21,0.2
"193","Peve_00019270","GO:0070860","RNA polymerase I core factor complex",1,1,0,9.9e-05,"Cellular Components","Porites_evermani_scaffold_26","ShortStack","mature_miRNA",382572,382593,"-","ID=Cluster_786.mature;Parent=Cluster_786","Porites_evermani_scaffold_26","Gmove","mRNA",378058,392680,"-","ID=Peve_00019270;Name=Peve_00019270;start=1;stop=1;cds_size=1956",21,1
"194","Peve_00020407","GO:0014069","postsynaptic density",316,3,0.37,0.01495,"Cellular Components","Porites_evermani_scaffold_2738","ShortStack","mature_miRNA",56885,56906,"+","ID=Cluster_14362.mature;Parent=Cluster_14362","Porites_evermani_scaffold_2738","Gmove","mRNA",52051,60414,"+","ID=Peve_00020407;Name=Peve_00020407;start=1;stop=1;cds_size=792",21,0.00949367088607595
"195","Peve_00020407","GO:0045211","postsynaptic membrane",531,2,0.61,0.03363,"Cellular Components","Porites_evermani_scaffold_2738","ShortStack","mature_miRNA",56885,56906,"+","ID=Cluster_14362.mature;Parent=Cluster_14362","Porites_evermani_scaffold_2738","Gmove","mRNA",52051,60414,"+","ID=Peve_00020407;Name=Peve_00020407;start=1;stop=1;cds_size=792",21,0.00376647834274953
"196","Peve_00020407","GO:0098978","glutamatergic synapse",757,2,0.87,0.00256,"Cellular Components","Porites_evermani_scaffold_2738","ShortStack","mature_miRNA",56885,56906,"+","ID=Cluster_14362.mature;Parent=Cluster_14362","Porites_evermani_scaffold_2738","Gmove","mRNA",52051,60414,"+","ID=Peve_00020407;Name=Peve_00020407;start=1;stop=1;cds_size=792",21,0.00264200792602378
"197","Peve_00020407","GO:0099092","postsynaptic density, intracellular component",25,1,0.03,0.00246,"Cellular Components","Porites_evermani_scaffold_2738","ShortStack","mature_miRNA",56885,56906,"+","ID=Cluster_14362.mature;Parent=Cluster_14362","Porites_evermani_scaffold_2738","Gmove","mRNA",52051,60414,"+","ID=Peve_00020407;Name=Peve_00020407;start=1;stop=1;cds_size=792",21,0.04
"198","Peve_00023162","GO:0005654","nucleoplasm",2472,4,2.86,0.00074,"Cellular Components","Porites_evermani_scaffold_3072","ShortStack","mature_miRNA",29480,29501,"+","ID=Cluster_14865.mature;Parent=Cluster_14865","Porites_evermani_scaffold_3072","Gmove","mRNA",32570,40695,"-","ID=Peve_00023162;Name=Peve_00023162;start=1;stop=1;cds_size=1293",-3069,0.00161812297734628
"199","Peve_00023162","GO:0036126","sperm flagellum",234,1,0.27,0.02281,"Cellular Components","Porites_evermani_scaffold_3072","ShortStack","mature_miRNA",29480,29501,"+","ID=Cluster_14865.mature;Parent=Cluster_14865","Porites_evermani_scaffold_3072","Gmove","mRNA",32570,40695,"-","ID=Peve_00023162;Name=Peve_00023162;start=1;stop=1;cds_size=1293",-3069,0.00427350427350427
"200","Peve_00024908","GO:0005829","cytosol",4032,13,4.66,3.3e-17,"Cellular Components","Porites_evermani_scaffold_334","ShortStack","mature_miRNA",153605,153626,"-","ID=Cluster_4722.mature;Parent=Cluster_4722","Porites_evermani_scaffold_334","Gmove","mRNA",151380,156016,"-","ID=Peve_00024908;Name=Peve_00024908;start=1;stop=1;cds_size=465",21,0.00322420634920635
"201","Peve_00024908","GO:0005886","plasma membrane",7068,10,8.17,4.6e-05,"Cellular Components","Porites_evermani_scaffold_334","ShortStack","mature_miRNA",153605,153626,"-","ID=Cluster_4722.mature;Parent=Cluster_4722","Porites_evermani_scaffold_334","Gmove","mRNA",151380,156016,"-","ID=Peve_00024908;Name=Peve_00024908;start=1;stop=1;cds_size=465",21,0.00141482739105829
"202","Peve_00027156","GO:0005789","endoplasmic reticulum membrane",1053,2,1.22,0.00487,"Cellular Components","Porites_evermani_scaffold_3707","ShortStack","mature_miRNA",36124,36145,"-","ID=Cluster_15601.mature;Parent=Cluster_15601","Porites_evermani_scaffold_3707","Gmove","mRNA",4140,33741,"-","ID=Peve_00027156;Name=Peve_00027156;start=1;stop=1;cds_size=4080",-2383,0.00189933523266857
"203","Peve_00027156","GO:0005829","cytosol",4032,13,4.66,3.3e-17,"Cellular Components","Porites_evermani_scaffold_3707","ShortStack","mature_miRNA",36124,36145,"-","ID=Cluster_15601.mature;Parent=Cluster_15601","Porites_evermani_scaffold_3707","Gmove","mRNA",4140,33741,"-","ID=Peve_00027156;Name=Peve_00027156;start=1;stop=1;cds_size=4080",-2383,0.00322420634920635
"204","Peve_00027156","GO:0070939","Dsl1/NZR complex",6,1,0.01,0.00059,"Cellular Components","Porites_evermani_scaffold_3707","ShortStack","mature_miRNA",36124,36145,"-","ID=Cluster_15601.mature;Parent=Cluster_15601","Porites_evermani_scaffold_3707","Gmove","mRNA",4140,33741,"-","ID=Peve_00027156;Name=Peve_00027156;start=1;stop=1;cds_size=4080",-2383,0.166666666666667
"205","Peve_00030448","GO:0005829","cytosol",4032,13,4.66,3.3e-17,"Cellular Components","Porites_evermani_scaffold_430","ShortStack","mature_miRNA",205887,205909,"-","ID=Cluster_5540.mature;Parent=Cluster_5540","Porites_evermani_scaffold_430","Gmove","mRNA",166240,198633,"+","ID=Peve_00030448;Name=Peve_00030448;start=1;stop=0;cds_size=2292",-7254,0.00322420634920635
"206","Peve_00030448","GO:0005886","plasma membrane",7068,10,8.17,4.6e-05,"Cellular Components","Porites_evermani_scaffold_430","ShortStack","mature_miRNA",205887,205909,"-","ID=Cluster_5540.mature;Parent=Cluster_5540","Porites_evermani_scaffold_430","Gmove","mRNA",166240,198633,"+","ID=Peve_00030448;Name=Peve_00030448;start=1;stop=0;cds_size=2292",-7254,0.00141482739105829
"207","Peve_00030448","GO:0005912","adherens junction",210,1,0.24,0.02049,"Cellular Components","Porites_evermani_scaffold_430","ShortStack","mature_miRNA",205887,205909,"-","ID=Cluster_5540.mature;Parent=Cluster_5540","Porites_evermani_scaffold_430","Gmove","mRNA",166240,198633,"+","ID=Peve_00030448;Name=Peve_00030448;start=1;stop=0;cds_size=2292",-7254,0.00476190476190476
"208","Peve_00030448","GO:0014069","postsynaptic density",316,3,0.37,0.01495,"Cellular Components","Porites_evermani_scaffold_430","ShortStack","mature_miRNA",205887,205909,"-","ID=Cluster_5540.mature;Parent=Cluster_5540","Porites_evermani_scaffold_430","Gmove","mRNA",166240,198633,"+","ID=Peve_00030448;Name=Peve_00030448;start=1;stop=0;cds_size=2292",-7254,0.00949367088607595
